lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DN1,40DN2,40DN3,40DN4,40DN5,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,SolventBlank1
TAG(52:0)_FA 18:0,0.0801604481252054,13.591143911475353,0.3595192789111934,0.5487733369459263,0.9987561971329125,880.8 -> 579.8,TAG1,1933314.97607422,2211987.51513666,1784198.7685544,2292274.5537108,2329159.1796876,2069403.8779299,2093282.8691408,2326603.9492188,2120320.44238284,2231699.2226567,788117.77619529
TAG(52:0)_FA 18:1,0.10429948694717375,10.374968109762474,0.6084820939859412,0.4353599016302163,0.9987561971329125,880.8 -> 581.8,TAG1,204492.17382816,225541.89697272,198909.55346679,255866.81811532,238556.31738281,233616.91699218,207953.37548829,235150.15698241,229016.35375973,232302.73510741,98146.4071083147
TAG(52:0)_FA 18:2,-0.06089160689758691,8.205608921836333,0.20728206989105047,0.6489060815928828,0.9987561971329125,880.8 -> 583.8,TAG2,43276.122985843,46486.862823459,55219.463562017,48609.703876509,50079.183959947,65515.724121093,50047.003906207,51082.5035362115,58269.424377422,53453.864135745,15883.7610931454
TAG(52:0)_FA 20:0,-0.06956793374534025,11.09200902068723,0.27076546735167994,0.6028187520193355,0.9987561971329125,880.8 -> 551.8,TAG2,372826.725219448,371118.26599107,323940.90283205,394627.149269096,425013.692260648,478182.69702157,368315.78540034,415946.266387701,414461.70800765,484508.43627925,59062.3840370077
TAG(52:0)_FA 20:4,-0.08655165007558048,7.854310903203671,0.41866436832393106,0.5176042519425854,0.9987561971329125,880.8 -> 559.8,TAG2,35556.302337621,33911.922393786,46016.903472928,34761.4424552865,42432.962951669,52332.523925767,40888.042785666,40322.6428756662,44738.983245841,45650.983398409,10069.5607604925
TAG(52:1)_FA 16:0,0.013582191212917885,12.980108232544938,0.01032263981323922,0.9190738676698684,0.9987561971329125,878.8 -> 605.8,TAG1,1231007.36474571,1394055.68676756,1147332.99560551,1437856.7202147,1494464.80078164,1346181.21582026,1385749.64599619,1570624.07763701,1419588.85644541,1491706.04345697,548313.619270427
TAG(52:1)_FA 16:1,0.10903991469965259,12.20442383929881,0.6651359321995187,0.4147526001178164,0.9987561971329125,878.8 -> 607.8,TAG1,738599.49072273,833757.97265591,761273.77832009,902522.50683581,866869.48925805,832653.33789042,759355.93261726,858480.90332049,853028.56543007,841457.56005861,279329.061653117
TAG(52:1)_FA 18:0,0.06651314363448377,14.308637302875567,0.24753573510679416,0.6188156119601298,0.9987561971329125,878.8 -> 577.8,TAG1,3333324.943358,3460815.99218658,2903472.5058598,3683072.33984319,3750058.3476572,3343232.07421829,3328123.7792959,3978705.1503906,3529445.01171862,3616460.5156256,1377658.1634404
TAG(52:1)_FA 18:1,0.07033720977002599,14.152589539199923,0.2768139942290875,0.5987970821519824,0.9987561971329125,878.8 -> 579.8,TAG1,2794061.07372849,3245537.78515531,2659807.8906249,3390699.9492185,3364702.7226554,3035433.5693364,3039500.6777368,3351223.6699213,3263426.3544928,3307462.4179677,1202944.22160313
TAG(52:1)_FA 18:2,0.009093213073334485,10.349978253611154,0.004626112448022468,0.9457732710182287,0.9987561971329125,878.8 -> 581.8,TAG2,208730.935867317,229177.67584229,214486.79516603,230863.355934196,258519.576126105,247878.03637697,229236.13684094,253607.137199526,256208.87695306,248233.17724608,47482.3033409175
TAG(52:1)_FA20:0,0.00620360641010791,9.457491438037694,0.002152763938283897,0.9629931204570649,0.9987561971329125,878.8 -> 549.8,TAG2,109942.868148808,121053.408557895,110220.1879883,123519.308666227,146413.990905761,124436.34875491,123936.52868653,145718.049057043,137263.15026856,129392.60864259,28543.8219604551
TAG(52:2)_FA 16:0,-0.057687437342138,13.121902100284709,0.1862034234006842,0.6660954407491353,0.9987561971329125,876.8 -> 603.8,TAG1,1397824.3828122,1478862.56469757,1236876.4101563,1529301.91308585,1610834.94726573,1539559.62792974,1517500.77197236,1855161.2060547,1622434.1513672,1678703.29589852,575327.418849899
TAG(52:2)_FA 16:1,0.013427921657089085,13.0811141557348,0.010089499286550563,0.9199898550455822,0.9987561971329125,876.8 -> 605.8,TAG1,1302246.91699218,1508901.334961,1247020.42041022,1540184.30126954,1599147.61230465,1427925.89941399,1487274.8862305,1687539.6015624,1544510.46874994,1597398.10351569,583148.884670399
TAG(52:2)_FA 18:0,0.01411981181641572,12.14146400834437,0.01115571505670232,0.9158833650420866,0.9987561971329125,876.8 -> 575.8,TAG1,772472.37597668,733284.73193355,625570.82421856,782854.67236329,846933.62158212,735111.22924812,727875.22753913,988755.61718741,792893.63671868,809931.59863268,296840.318733247
TAG(52:2)_FA 18:1,0.05813588249730019,14.779295139750714,0.18911334394215373,0.6636556003387691,0.9987561971329125,876.8 -> 577.8,TAG1,4515638.1914063,4843321.05664071,4066433.4179693,5058804.4199218,5134237.4414062,4555636.2783198,4585828.25,5629895.3242198,4887753.0234376,5023139.2187501,1941547.84742338
TAG(52:2)_FA 18:2,0.050872274532879486,14.154042095595893,0.1448108137192321,0.7035444910228063,0.9987561971329125,876.8 -> 579.8,TAG2,2961265.74781658,3387217.63086404,2897447.3476567,3431335.26660451,3688476.64574394,3153767.0791026,3257261.6328133,3587864.79508147,3538920.0966781,3623390.5917968,547438.595275911
TAG(52:2)_FA 20:0,-0.12106379745339359,8.362885453609596,0.8192707057250033,0.36539348063413357,0.9987561971329125,876.8 -> 547.8,TAG2,49850.2434387377,47851.9833183279,61972.184509285,52742.0434608567,59591.8840713337,68956.005004875,54622.923706086,63127.6442565937,69067.164825444,67894.724914525,13628.1208763117
TAG(52:2)_FA 20:4,-0.07161356897986568,7.792159414570381,0.2866201540309703,0.5923946006627184,0.9987561971329125,876.8 -> 555.8,TAG2,33107.6224441584,34738.2624549973,38393.38250733,36934.5026397648,43355.7630958637,50662.983428938,42016.782806416,39147.7625656092,42035.463287338,39629.142944317,9431.4405784586
TAG(52:3)_FA 16:0,-0.1812314424288889,11.385687242079365,1.8365661278949128,0.17535395189317818,0.9987561971329125,874.8 -> 601.8,TAG1,440058.7490232,399130.66870127,359185.16528326,460422.25024421,493183.13623065,468269.79248045,466593.27124018,677457.4636232,481547.97094729,560410.5229491,123612.967987039
TAG(52:3)_FA 16:1,-0.029606760447463677,13.24634816949245,0.049048906294956396,0.8247265891458457,0.9987561971329125,874.8 -> 603.8,TAG1,1571254.4589848,1600605.38671861,1362881.676758,1681337.84277342,1756136.42773436,1651521.09912119,1639957.4921876,2006151.7734377,1766232.991211,1792041.20361328,634145.504867492
TAG(52:3)_FA 18:1,0.005283202168088813,12.636445305488065,0.001561863609822467,0.9684754732979195,0.9987561971329125,874.8 -> 575.8,TAG1,1062332.3876954,1053551.51025402,883797.4697267,1137761.87060529,1179046.3427734,1026127.8315429,1035118.30761735,1408662.8242188,1159081.03125006,1135852.10058616,397405.447208653
TAG(52:3)_FA 18:2,0.038818744649773036,14.807284884302351,0.08432051276031416,0.7715255842271687,0.9987561971329125,874.8 -> 577.8,TAG2,4829162.91459272,5286833.26695202,4360840.642577,5202122.17738627,5901105.13828233,4896532.4033197,5038511.8554686,5886714.77914436,5625348.1279302,5608205.1738282,898082.233439999
TAG(52:3)_FA 20:4,-0.031444202698208794,9.42905418444494,0.05530686409838381,0.8140735963102658,0.9987561971329125,874.8 -> 553.8,TAG2,114634.608078011,119940.429107666,106379.02795408,119231.007812513,135121.488502486,138025.59020998,113024.36804197,134706.58942796,132483.20971678,145511.84924315,24523.5016326871
TAG(52:4)_FA 16:0,-0.07673076291436343,10.661374804898875,0.32937244875824945,0.5660288468294877,0.9987561971329125,872.8 -> 599.8,TAG1,222351.33642582,274870.77966302,246324.71643068,329934.24499519,321841.42468263,305626.12121603,304435.8616944,416907.80957023,256117.65820308,311405.8621826,48365.3032607804
TAG(52:4)_FA 16:1,-0.11748333192928855,11.44313063868046,0.7720745239348616,0.3795760458940585,0.9987561971329125,872.8 -> 601.8,TAG1,478870.98876934,428547.38867154,366695.80541975,491941.37622063,532270.75927726,496079.99243156,478781.29394547,698218.19287086,484339.11425806,554795.37670888,124780.229213698
TAG(52:4)_FA 18:0,-0.16583352305852697,8.228421083618965,1.5366510071044743,0.2151169852033828,0.9987561971329125,872.8 -> 571.8,TAG1,43162.323181138,44379.62316895,46328.583007811,47611.523437492,48274.322875966,68655.485290516,50278.583190932,55510.464294452,56285.643676745,51397.983581549,22527.7415199281
TAG(52:4)_FA 18:1,-0.1819409173436662,9.861054798178126,1.8506100144330726,0.17371246273772892,0.9987561971329125,872.8 -> 573.8,TAG1,140505.47045899,142359.47094729,131552.16870114,145466.46984862,166983.61303709,169018.11218258,173228.93249512,206852.69445802,169373.11145022,177834.65161132,57604.9439430045
TAG(52:4)_FA 18:2,-0.02100272029009959,12.733818784999034,0.024683025863396324,0.8751594764640648,0.9987561971329125,872.8 -> 575.8,TAG2,1196563.30553045,1150944.78648386,1029092.3935549,1235542.50799188,1385817.41476811,1181852.92285132,1195154.60156284,1535911.56875239,1326822.37109356,1378527.5224607,181849.431877112
TAG(52:4)_FA 20:4,-0.005245965451924902,13.106641050856652,0.0015399448775497149,0.9686973434825153,0.9987561971329125,872.8 -> 551.8,TAG2,1480393.72939736,1605322.08832171,1333110.6093745,1608084.06117619,1800894.28422155,1657606.875,1545833.3144527,1783745.68086215,1728879.0419919,1829565.6230468,224817.216804479
TAG(52:5)_FA 16:0,-0.16957638502564876,9.208796792820278,1.6075087019530652,0.2048423556868112,0.9987561971329125,870.8 -> 597.8,TAG1,83372.94549561,81520.185241688,91245.186157242,107340.708190921,106135.727050756,124313.8685913,100427.227233887,136692.830139147,102424.18713377,111606.747741679,33542.5619087185
TAG(52:5)_FA 16:1,-0.008891556958276639,10.657958638260103,0.004423379155696239,0.9469729991519443,0.9987561971329125,870.8 -> 599.8,TAG1,228146.73791501,286147.26135274,242077.23657232,340071.68261748,326605.52392596,299563.31958023,291644.51953142,404338.20874031,247515.718200715,308745.58251963,50146.3633842386
TAG(52:5)_FA 18:0,0.08785292511765547,8.574804959714147,0.43152788836459877,0.5112401875361151,0.9987561971329125,870.8 -> 569.8,TAG1,69565.325073228,65985.344787577,65354.984313948,64539.624511731,60657.324157731,96902.246643065,59753.704925518,65593.304473868,62314.244079544,53644.743957536,23283.2014732316
TAG(52:5)_FA 18:1,-0.1279638281499005,8.353950004610724,0.9152452085282332,0.3387265302130588,0.9987561971329125,870.8 -> 571.8,TAG1,51686.003967255,49860.003906268,49328.523681642,54449.2634277,50137.003479021,73307.926025379,53759.643737744,61573.544189459,60523.184265141,56915.164062498,23341.1416511545
TAG(52:5)_FA 20:0,-0.048075842469236484,7.468603432052943,0.12914084346766685,0.7193245101263348,0.9987561971329125,870.8 -> 541.8,TAG2,26896.9819831813,25968.4818916363,34473.222625711,29314.0019149819,32174.5223998907,42970.002883893,27723.402191157,31005.722110758,35778.24258421,31401.922302238,8255.2006301861
TAG(52:5)_FA 20:4,0.010552789271096864,11.829704313105374,0.0062311844794180615,0.9370820556156528,0.9987561971329125,870.8 -> 549.796,TAG2,576799.099418848,646527.285949701,559773.03906258,663582.669204663,784435.194435436,645624.02734374,631313.36035177,767093.837657748,715208.40917968,722241.81542956,108011.727191935
TAG(52:6)_FA 16:0,-0.1011083131813662,9.679559747693881,0.57175593471311,0.44956199722118506,0.9987561971329125,868.7 -> 595.7,TAG1,111867.62841799,142625.69104002,121483.667480485,144086.7902832,142805.189758318,143193.76953127,156472.05029296,195916.81286621,139775.56921387,136554.710571304,48965.4634513685
TAG(52:6)_FA 16:1,-0.15397083879908385,9.496314023351376,1.3255059120586452,0.2496062970427491,0.9987561971329125,868.7 -> 597.7,TAG1,95975.905883808,102545.487487797,111154.18859863,139629.471191379,139237.210266129,147646.810241707,128506.887756344,178978.753784204,119363.48864748,136377.189514194,33402.7024116331
TAG(52:6)_FA 18:0,0.12651149930433245,9.238250890496783,0.8949384583108895,0.3441425319497315,0.9987561971329125,868.7 -> 567.7,TAG1,107839.607543968,102831.24804689,99303.907348632,105806.38732911,99931.60729981,109485.56774905,85719.486022955,114899.309448255,103893.2672119,104338.30712891,42313.922836326
TAG(52:6)_FA 18:1,0.07371476993606331,8.884138645090212,0.3038675448658523,0.5814679150603217,0.9987561971329125,868.7 -> 569.7,TAG1,81436.806182862,87058.085876477,75167.765380877,85203.566467297,74480.105407704,116380.049865721,75500.324707028,84248.046142611,78196.085571284,67146.884521501,28466.94202043
TAG(52:6)_FA 20:4,-0.04928961436555036,10.344955674544442,0.13591652498718076,0.7123747679215153,0.9987561971329125,868.7 -> 547.7,TAG2,213184.437347422,219664.832870495,203445.43383789,218522.596698783,270155.858665467,246053.63867186,221594.93481444,280962.418487651,262593.17895513,255980.0366211,41215.7026977432
TAG(54:0)_FA 16:0,0.026459880187009118,9.894976815801918,0.039166312834368,0.8431195427265633,0.9987561971329125,908.9 -> 635.9,TAG1,140281.32910158,146411.59057619,152586.05114746,170543.95239256,176009.47167969,177786.67224121,146185.56921387,185764.05187989,167898.87158203,163610.9309082,69656.6249694721
TAG(54:0)_FA 16:1,0.0077018624285961085,8.814215858057445,0.0033173193739912676,0.9540702965292652,0.9987561971329125,908.9 -> 637.9,TAG1,72117.365051275,68378.78491212,69981.00488282,73438.205383282,73140.94494627,92160.06604007,68282.464294428,77215.805480941,77111.12548828,74372.245666511,40109.6230964623
TAG(54:0)_FA 18:0,0.11525817357785813,12.656466875588842,0.7431515845473766,0.38865317980507486,0.9987561971329125,908.9 -> 607.896,TAG1,1027530.94531259,1178626.8251956,987434.8857422,1252485.4423828,1206154.7373049,1124333.8398439,1049588.4169923,1237657.3632816,1112658.2519531,1155996.1396483,366303.625168011
TAG(54:0)_FA 18:1,0.08881559927367129,9.364801561395732,0.44116001747829614,0.5065630951112498,0.9987561971329125,908.9 -> 609.9,TAG1,105406.24816894,110433.24694823,99862.14721681,124289.98803711,109995.10827637,123216.52917477,104267.38720705,111830.2474365,114441.1695557,110868.60778806,51167.3036765962
TAG(54:0)_FA 18:2,-0.11266630179045581,8.134928504096994,0.7094717030529409,0.39961924947414856,0.9987561971329125,908.9 -> 611.9,TAG2,38879.722503661,41683.103149418,49630.963439927,47599.522888165,49323.063720681,65240.96423337,49980.643310536,48498.663574224,53701.943847655,50760.943969704,15969.6810531619
TAG(54:0)_FA 20:0,0.06476099627324047,11.449787074760994,0.23464892794800107,0.6280979404424764,0.9987561971329125,908.9 -> 579.9,TAG2,455439.531555435,505250.35375974,451128.76953141,533105.17675763,581284.45446748,484920.63378903,501884.81738287,539594.7387696,560454.16723646,535107.20751958,82887.8854751759
TAG(54:0)_FA 20:4,-0.07683232855244798,8.17887445660778,0.33000458282481304,0.5656563895533199,0.9987561971329125,908.9 -> 587.9,TAG2,49712.063354498,42349.222930938,51225.483337423,46455.043060312,55344.504150389,62456.084564219,47368.743774407,53546.743957482,65998.643981936,53624.804138188,10775.7207908661
TAG(54:1)_FA 16:0,-0.017370263853702862,10.018812037605233,0.016879587201742652,0.896628561202052,0.9987561971329125,906.8 -> 633.8,TAG1,154540.81115724,165154.71166992,151761.29052732,177475.6118164,183571.87329103,184854.91235353,167971.63256835,203788.55444335,175392.37304687,185592.69299317,82943.3457069467
TAG(54:1)_FA 16:1,0.05448969378177564,10.245668823105825,0.16610163788368482,0.6835999030127297,0.9987561971329125,906.8 -> 635.8,TAG1,196735.41455081,192166.07238769,191756.3520508,212271.85571289,230976.43798827,217483.95703125,191486.87426761,243475.65893551,210588.79565427,211672.03491213,80290.0851096978
TAG(54:1)_FA 18:0,0.04075858923121021,14.105174570445252,0.09295748719887342,0.7604504629586892,0.9987561971329125,906.8 -> 605.8,TAG1,2782549.28954992,3111757.23998983,2544477.67382808,3138119.15332177,3146918.36523436,2877771.48486327,2993508.97167714,3397373.7216796,3078708.43749941,3219075.70947156,1206751.99500285
TAG(54:1)_FA 18:1,0.11034260139613737,13.38289670692616,0.6811411001899614,0.409194067150226,0.9987561971329125,906.8 -> 607.8,TAG1,1685414.8232422,1968097.0146485,1620057.2636719,2105609.3027344,1988700.5371095,1826153.3984374,1769925.9394531,1990170.5136718,1899933.1914063,1952702.7832031,586880.747405942
TAG(54:1)_FA 18:2,0.09430988202289346,9.832124643984384,0.4974872996431259,0.4806062664156971,0.9987561971329125,906.8 -> 609.8,TAG2,152230.2909546,164139.45178223,154239.6907959,167139.89099121,178792.791870105,172181.15197756,158718.49133298,163118.09167482,167323.21240237,171720.31249999,35515.3223876774
TAG(54:1)_FA 20:0,0.056777704475811125,12.094770365693481,0.18037222724706226,0.6710535493163422,0.9987561971329125,906.8 -> 577.8,TAG2,754914.190490756,801251.41650389,689194.35009772,817152.48339841,858520.1124268,739859.71264647,765361.31640645,920622.2658691,840488.85864228,835179.72167979,137052.989112986
TAG(54:1)_FA 20:4,-0.12755511340140774,7.991646763302936,0.9092460192507588,0.34031455116029197,0.9987561971329125,906.8 -> 585.8,TAG2,36049.222686758,37036.34274293,50145.90368653,41688.962585466,45076.723388652,52084.183593726,38238.242736817,41553.803039547,74626.065002408,45099.703124973,10380.3807678195
TAG(54:2)_FA 16:0,0.02903816547295734,9.487801884997683,0.047166256866546546,0.8280696770944751,0.9987561971329125,904.8 -> 631.8,TAG1,109400.60742188,117127.42712402,110355.64794921,123697.24853517,124626.8088379,132943.13012697,113232.76806642,131187.60827636,122329.54931642,126162.92993164,57108.8040428048
TAG(54:2)_FA 16:1,-0.008193937520367716,10.0805218515235,0.0037561336562816905,0.9511304015750006,0.9987561971329125,904.8 -> 633.8,TAG1,160533.111084,175472.20983889,157356.88940431,183458.65270995,194054.61328126,191974.73266603,177960.99389645,210010.31542968,183340.53198242,189915.17419436,87236.2465286336
TAG(54:2)_FA 18:0,0.05349566975574633,14.455136671073541,0.16013061102421489,0.6890362948848189,0.9987561971329125,904.8 -> 603.8,TAG1,3843096.6289058,3863201.71826182,3187819.8886735,3955654.6298827,4019629.2919921,3671366.7626944,3736017.0917968,4481237.0664057,3903326.4765623,4008302.1220709,1513936.22988529
TAG(54:2)_FA 18:1,0.032421295394467746,14.36634850594068,0.058818403677832976,0.808373342960613,0.9987561971329125,904.8 -> 605.8,TAG1,3245485.12255846,3698283.25073342,3038038.8564447,3719560.30126943,3861376.3896492,3436881.18066346,3604884.01855579,4054657.3369146,3704055.0654301,3857336.15380909,1477419.08633039
TAG(54:2)_FA 18:2,0.08430852969817824,13.328132774740444,0.3976837371853891,0.528287902262912,0.9987561971329125,904.8 -> 607.8,TAG2,1684029.63427732,1883243.68994139,1723205.6113282,1966324.7412107,2132617.10253904,1891448.2558592,1821441.4960935,2019676.8271486,1882258.9384768,2011731.9921877,275217.78045275
TAG(54:2)_FA 20:0,-0.008352245624213958,10.009562769058256,0.0039027038417884796,0.9501872583235205,0.9987561971329125,904.8 -> 575.8,TAG2,168650.77185058,172700.350952151,160991.67089845,189246.352844241,206601.955322252,194559.53259279,177629.01379392,212298.85620119,197001.85363771,201471.91406249,36830.5829773114
TAG(54:2)_FA 20:4,-0.18983662696245732,7.822960351720562,2.012861756129041,0.15597086672256122,0.9987561971329125,904.8 -> 583.8,TAG2,32100.102142324,33311.882446309,42955.742980956,34123.742706296,38478.342773416,57138.443908696,38794.182800281,36718.482452373,53928.02410889,39989.322692847,10296.9608421338
TAG(54:3)_FA 16:0,-0.03128781196315462,9.006961237933538,0.054749096558907695,0.8149964307374394,0.9987561971329125,902.8 -> 629.8,TAG1,84509.685607932,83967.50610354,82755.52600099,77266.10583496,82287.38562012,112281.94702148,77549.505432101,94267.46728517,89897.06616211,87388.406188972,39736.2026634168
TAG(54:3)_FA 16:1,0.01916422065420593,9.570144154633901,0.020544191884653173,0.8860276271932852,0.9987561971329125,902.8 -> 631.8,TAG1,119347.38842773,120428.24768067,113917.74865721,132032.15002443,133024.77075193,147411.65087889,122880.42858888,142012.69006349,124243.06933595,129641.26892089,59708.6841468603
TAG(54:3)_FA 18:0,-0.03966180470167856,12.184121928784025,0.08801845770722139,0.7667115542666018,0.9987561971329125,902.8 -> 601.8,TAG1,825931.49853534,744740.09130892,647615.94482445,814968.40234363,830236.85644515,781819.93212885,766476.05371078,1127068.03124967,795393.612793,859857.7207035,260160.91840743
TAG(54:3)_FA 18:1,0.0645970567935662,14.674921978170477,0.23348118615513158,0.628954509560898,0.9987561971329125,902.8 -> 603.8,TAG1,4469250.5000005,4434910.108398,3733372.9980475,4634565.7753901,4741131.9755859,4240106.6953131,4367733.0351567,5163897.4960938,4482705.1816406,4653894.225586,1796999.30730791
TAG(54:3)_FA 18:2,0.0469986919718952,14.338177884808532,0.1235987947875401,0.7251636154422617,0.9987561971329125,902.8 -> 605.8,TAG2,3490217.61328317,3857263.2391362,3141261.3623058,3815888.70410171,4240193.95849567,3505642.24169931,3735307.43261676,4275867.0664063,3904782.46679638,4068136.79638674,639112.544456557
TAG(54:3)_FA 20:0,-0.12207289611778575,8.326782502488982,0.8329657117037641,0.36141636207738914,0.9987561971329125,902.8 -> 573.8,TAG2,54763.403747527,48353.943511959,55407.963562015,49205.703063974,57909.663848883,69423.504760742,57744.264282198,65853.884948731,65534.364501935,57770.364074718,12788.080883027
TAG(54:3)_FA 20:4,-0.004628170121955029,9.611799228511199,0.0011982388937497035,0.9723862719698539,0.9987561971329125,902.8 -> 581.8,TAG2,120910.76855467,132612.649047853,126370.18811039,145087.490295415,154886.810882579,154526.12988282,135449.04895021,142043.869628895,154199.21093748,155927.67199705,29870.4420852746
TAG(54:4)_FA 16:0,0.06959726631199631,9.304364327735483,0.27090921341763874,0.6027225154380323,0.9987561971329125,900.8 -> 627.8,TAG1,135516.390075687,94591.127319325,89223.84631345,110349.56860351,101776.08728026,123447.08947754,100445.946594209,110707.68713377,107416.028137204,113544.18786621,42685.2229461861
TAG(54:4)_FA 16:1,0.023184121214011855,9.063682734464676,0.030062287240127716,0.8623489756990279,0.9987561971329125,900.8 -> 629.8,TAG1,90040.126403811,80891.265869161,81459.026184086,91266.08654786,94904.64611814,116325.508117684,81102.865783687,95941.08721923,90053.926208517,89134.626159694,40228.5031585691
TAG(54:4)_FA 18:0,-0.05620346687348477,10.968183201114845,0.1767298210142485,0.6741987748425476,0.9987561971329125,900.8 -> 599.8,TAG1,317520.08178695,329420.92358408,294206.95996096,372008.98779309,381250.80603026,305875.26293941,337867.52221689,528722.53759787,387446.92504876,355012.10571299,86901.1060256846
TAG(54:4)_FA 18:1,-0.015573072614056107,12.409909527647043,0.013570396502473159,0.9072625905019397,0.9987561971329125,900.8 -> 601.8,TAG1,999812.60644501,851250.57275408006,736521.61279276,967627.48388686,999890.82812498,917100.95996102,895915.32080068,1286558.24902329,934221.33789055,984483.98535175,306730.021858147
TAG(54:4)_FA 18:2,0.042969349879840406,14.643280117605485,0.10331524636785616,0.7478869072082883,0.9987561971329125,900.8 -> 603.8,TAG2,4507497.11181636,4552470.64599615,3941109.7460919,4735162.96923877,5114614.6933593,4404991.8076177,4535698.9453125,5411684.7753912,4784389.5156245,4983301.1376953,795104.098713384
TAG(54:4)_FA 20:0,-0.10955862816031511,7.845191506756257,0.6707619664039726,0.412786076974383,0.9987561971329125,900.8 -> 571.8,TAG2,33951.042510985,36882.302612323,45520.263488755,36523.362731927,37786.262786865,57553.80368042,41573.883087131,38023.482482898,43305.203002932,45256.803527835,9246.1806907637
TAG(54:4)_FA 20:4,0.05553613936867192,13.32160208523311,0.17257625768320395,0.6778322822597984,0.9987561971329125,900.8 -> 579.8,TAG2,1718775.92651354,1877936.10864252,1620866.6171875,1903258.8583982,2094237.79833977,1789676.96240247,1839182.0166017,2074311.38085936,1926857.76855458,2003442.31250005,299978.898849471
TAG(54:5)_FA 16:0,-0.12805777983761982,8.545958808524874,0.9166522406131321,0.3383555226117009,0.9987561971329125,898.8 -> 625.8,TAG1,61979.284973134,52590.003967295,53898.684570293,57831.84423827,51061.324279755,102020.147277834,51417.94354246,59391.284118645,59791.624084455,62528.86486815,36386.0028762906
TAG(54:5)_FA 16:1,0.05620246660798481,9.329672148159018,0.17667243244147812,0.6742486340843571,0.9987561971329125,898.8 -> 627.8,TAG1,140003.59020995,102148.06713867,93689.46716309,106016.82800292,98304.026489244,126586.96911619,104387.56835939,116441.20764159,112442.76818848,111181.207214359,41538.8828811646
TAG(54:5)_FA 18:0,-0.1318343932686432,9.133871637397675,0.9717813152267354,0.3242363255024267,0.9987561971329125,898.8 -> 597.8,TAG1,82126.94592288,83999.145751945,84235.965637166,101118.306945831,99830.166442851,114193.367492671,90176.80627441,132671.309326193,98875.826782235,103650.307006862,32107.4822349548
TAG(54:5)_FA 18:1,-0.019166333957112872,11.080446846661072,0.020553704216581536,0.8860014248506943,0.9987561971329125,898.8 -> 599.8,TAG1,354931.18823254,352197.96435546,315225.8215332,416293.93090808,412325.1113281,365133.68676749,371324.84814462,557331.69775389,357346.92773437,388072.98901375,96941.7860565325
TAG(54:5)_FA 18:2,-0.060261907095037426,12.363898436338898,0.2031892063569103,0.6521588324621096,0.9987561971329125,898.8 -> 601.8,TAG2,948803.42236327,866242.2846679,787951.80175775,890140.08447248,1082996.96435551,932299.94824186,911288.04052778,1238615.92291246,1031395.10839815,1080468.33154317,140757.60909656
TAG(54:5)_FA 20:0,-0.08715491876195536,8.012394933395882,0.4245718904435307,0.5146645307618546,0.9987561971329125,898.8 -> 569.8,TAG2,41508.602844239,39618.123046858,50919.323486326,39202.442596421,44679.063171386,61592.244506841,45629.103576658,44769.3229942415,54765.864135751,45003.26330565,10298.4406127925
TAG(54:5)_FA 20:4,0.07894183814630155,14.083083670269,0.3486752852695645,0.5548639785081612,0.9987561971329125,898.8 -> 577.8,TAG2,3054073.70898495,3144362.15039033,2640252.6572275,3304290.00952248,3564270.54394571,2931775.46875053,3071291.81542968,3490356.02992964,3277380.48095702,3382007.0966807,534656.800903483
TAG(54:6)_FA 16:0,0.036074021896280326,9.031183826339598,0.0727806207754611,0.7873304051467211,0.9987561971329125,896.8 -> 623.8,TAG1,90723.52661131,80915.96618656,80882.06579591,86743.18591311,86476.36633298,105035.48779299,78908.64569093,91236.40649414,99848.88757324,80303.105896028,42000.6825828598
TAG(54:6)_FA 16:1,-0.060752985062255946,8.613332208479855,0.20637537182255983,0.6496233064749937,0.9987561971329125,896.8 -> 625.8,TAG1,69170.984558101,53300.443786617,59294.52423096,60982.544494631,58669.924377454,101530.847778324,52245.123596195,61490.303771995,65678.584533684,66388.404541017,35667.2824973822
TAG(54:6)_FA 18:1,-0.09373336133473839,9.198582920551276,0.49133882167461707,0.483330693878273,0.9987561971329125,896.8 -> 597.8,TAG1,88025.666381818,87925.526000978,83441.385742197,107822.04785157,106219.767028765,116562.18798828,97131.905700675,132533.92932127,102666.92687987,101406.44763185,37363.8027458189
TAG(54:6)_FA 18:2,-0.08647721314613882,11.034622496341731,0.4183634322914713,0.5177547913436735,0.9987561971329125,896.8 -> 599.8,TAG2,338815.48535139,326456.14306636,337838.74291978,385704.66796854,427930.67260732,376341.00610343,393261.30761721,527597.14007167,380008.08813491,417046.0302734,49018.9637031496
TAG(54:6)_FA 20:4,0.08262818995831746,11.835557969916792,0.38197440252356785,0.5365484591691969,0.9987561971329125,896.8 -> 575.8,TAG2,677514.79052688,646719.88793936,562460.73925776,694430.68847672,727891.53613282,614166.78222645,622333.92358384,767206.731780932,693677.64355496,704327.31494148,111554.627319323
TAG(54:7)_FA 16:0,0.023263311571162675,10.58411111728963,0.03027804820916913,0.8618608367889365,0.9987561971329125,894.8 -> 621.8,TAG1,233581.59692389,252538.91882316,229400.91870119,263349.26208498,275290.15869159,295365.84228525,239202.37683117,285683.02221689,266203.7585449,260209.12011721,119203.748825101
