lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DN1,40DN2,40DN3,40DN4,40DN5,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,SolventBlank1
TAG(58:3)_FA 18:1,-0.031103634331182697,8.768433952614815,0.05410332673170615,0.8160710812302543,0.9987561971329125,958.9 -> 659.896,TAG2,67893.564208961,69569.165130631,80975.54602052,74238.225128146,79041.045532208,95002.56689453,74434.324890123,82764.045776377,86189.666809116,77164.3251953,18238.7611122107
TAG(58:3)_FA 18:2,-0.14718178225104767,10.196718035435545,1.211414492759559,0.27105216605498017,0.9987561971329125,958.9 -> 661.9,TAG2,172170.3931885,186716.052551276,191305.31396479,203538.67492676,223796.37548827,238899.7346191,212001.07470702,236256.73474122,255393.03735368,236076.33666996,38756.9227256645
TAG(58:3)_FA 20:0,-0.030890564272629987,8.306833896862965,0.05335282650423778,0.8173285467608262,0.9987561971329125,958.9 -> 629.9,TAG2,52682.723938001,52984.583892815,52168.343444807,54799.244171137,57892.62396237,71180.744934079,51970.903747565,59156.884338367,60520.384582503,59700.064086889,12952.6010398899
TAG(58:3)_FA 20:4,-0.08530437205593318,8.765177642391212,0.40690260595647487,0.5235458215763267,0.9987561971329125,958.9 -> 637.9,TAG2,71897.564239458,59886.504180923,75683.824981744,61216.624511735,99066.666626003,83777.946044918,75662.984680143,80997.865692126,91654.90673828,92040.146057104,16621.2412300092
TAG(58:4)_FA 16:0,-0.022441628997968466,8.20609051070156,0.028155715364732714,0.8667432589525058,0.9987561971329125,956.9 -> 683.9,TAG1,48891.043487525,49023.223388704,43615.562988267,43076.403228727,51411.403808597,71857.20501709,42006.602966289,49890.123565634,53552.503662094,46310.723632819,23499.1817855823
TAG(58:4)_FA 18:0,-0.10707931595892355,8.38142973785802,0.6409284726438789,0.4233747836569074,0.9987561971329125,956.9 -> 655.9,TAG1,47115.563354495,51216.223876948,50026.22390745,52988.764129632,50773.063659653,78799.98547362,51835.603576659,55164.244140602,55065.483642564,56984.544067381,31129.3620452836
TAG(58:4)_FA 18:2,-0.04250257163274197,8.762565621794824,0.10102367887671448,0.750604620656869,0.9987561971329125,956.9 -> 659.9,TAG2,63275.604553209,68085.405090352,79918.82556152,74599.285125733,82689.705749528,92166.366821302,76831.345520012,77162.325500481,85198.00579834,82570.22656252,18775.8612403846
TAG(58:4)_FA 20:0,-0.17210826674231017,8.565383740302499,1.6554789583257161,0.1982148530416261,0.9987561971329125,956.9 -> 627.9,TAG2,63678.624542214,60473.024169924,61428.023986794,65812.244720462,63710.203979482,91520.086547841,76183.365295418,68620.704772951,73114.065429666,78495.165588367,9830.3206901563
TAG(58:4)_FA 20:4,-0.04851059757972118,9.332054003233688,0.13162797108592628,0.7167500386238278,0.9987561971329125,956.9 -> 635.9,TAG2,104932.50756835,106300.367187517,105119.04724121,112190.08740233,125438.00909422,127702.16967775,108997.76794432,123271.028564466,129609.82861329,135126.46813966,22387.4816589428
TAG(58:5)_FA 16:0,-0.04952747407577548,8.101433896269496,0.13711705048086742,0.7111640434231945,0.9987561971329125,954.8 -> 681.8,TAG1,42283.923248264,38183.223022458,42500.883178709,46645.9433594,42821.682861301,56201.743927018,41711.083007807,46178.223449679,49588.523376459,47126.023193348,25298.8618850656
TAG(58:5)_FA 16:1,-0.037732401437302734,8.382709711421782,0.07960263582413063,0.7778366301339138,0.9987561971329125,954.8 -> 683.8,TAG1,51164.043884268,51583.563262925,53423.263915974,57718.724060066,53365.023376440004,82561.846252472,53783.943969731,49972.063720718,65594.664245589,49133.843566861004,25238.5816802969
TAG(58:5)_FA 18:0,-0.09291572924382074,8.434298093078436,0.4826217192554054,0.48723717934954336,0.9987561971329125,954.8 -> 653.8,TAG1,46161.803222659,51146.903686503,53023.383850078,53001.864074672,53840.403808599,75888.845275905,51679.823608392,53463.283691408,62467.624237048,57034.064575193,36397.5423812822
TAG(58:5)_FA 18:1,-0.05511166860391862,8.620041562511702,0.16984011854037817,0.6802539384746242,0.9987561971329125,954.8 -> 655.8,TAG2,57343.164062516,63195.02459715,65846.824401861,71208.285095194,72296.625488268,88228.58636476,65355.784851088,69438.245422379,78262.665832517,73009.305358884,18877.361225127
TAG(58:5)_FA 18:2,-0.08790699929932722,8.573059717398735,0.43206771309769465,0.5109760932779341,0.9987561971329125,954.8 -> 657.8,TAG2,56489.84423826,51390.623657221,87337.966796913,57769.263732919,64273.92456056,87090.085876465,67974.464965784,61026.124206529,89431.205810539,64717.784942637,15755.2809181227
TAG(58:5)_FA 20:0,-0.15001727381815866,8.044806395677393,1.257544574472945,0.2621163813597707,0.9987561971329125,954.8 -> 625.8,TAG2,40175.962860108,40120.562744124,48524.46374511,40399.383056613,43545.943237298,67202.964843757,43032.003448474,42515.123016348,54307.943969712,52484.124145509,12846.5409698445
TAG(58:5)_FA 20:4,-0.0028591572865100836,9.786305554506276,4.573177636757464e-4,0.9829385477007926,0.9987561971329125,954.8 -> 633.8,TAG2,145925.590393065,154510.752014159,139048.4700928,158394.569671648,174796.43298338,171577.67187498,153151.450805678,166982.192688001,177154.73364259,174299.87194829,29914.8422355662
TAG(58:6)_FA 16:0,-0.006157509553145427,9.17392031260463,0.002120686972233443,0.9632696668940242,0.9987561971329125,952.8 -> 679.8,TAG1,94714.246948212,97018.525329558,89966.70581048,92288.206054684,105959.28784181,118551.108398425,79626.145813001,102122.967041012,137057.108764642,91433.08630375,35730.3422889583
TAG(58:6)_FA 16:1,-0.05365808872216567,8.136732694291307,0.1609464711399653,0.688286614751165,0.9987561971329125,952.8 -> 681.8,TAG1,45288.563018799,44005.862792967,42059.002868635,45699.703155505,42638.683105466,61050.444396978,44061.443542491,45798.103332517,49132.58398434,50101.623535146,24100.8617210294
TAG(58:6)_FA 18:0,0.08127726176131063,9.15403992657807,0.3694369606503187,0.5433113328623672,0.9987561971329125,952.8 -> 651.8,TAG1,87846.026794404,90960.587463448,109694.588806142,93736.106445329,95321.166320824,110009.228027362,89288.48632815,90652.546752919,104951.587219257,99631.78698731,41012.1831970717
TAG(58:6)_FA 18:1,-0.12468947737969784,8.312939438693984,0.8690338179785613,0.35122292757280443,0.9987561971329125,952.8 -> 653.8,TAG2,46056.743164031,45844.203460682,60009.044067392,52766.383636478,56092.623901352,72625.065490731,50777.583740209,56025.883880603,65682.544982909,66393.984619132,14362.4409408589
TAG(58:6)_FA 18:2,0.03444063024266998,8.626058516526017,0.06633029243404565,0.7967567847389204,0.9987561971329125,952.8 -> 655.8,TAG2,64190.924926733,65584.904418907,68553.684875482,68964.345001222,72856.385559048,83960.90563965,64055.245056128,67958.924499511,73729.045166049,73522.525512692,19571.2214584399
TAG(58:6)_FA 20:0,0.06257162558671449,8.408803745519313,0.2189057420393965,0.6398749558225746,0.9987561971329125,952.8 -> 623.8,TAG2,62976.824462883,53760.723907466,59999.404052735,59502.284210184,61612.284423823,64334.764587418,55953.903869636,60639.204406714,71244.16485594,59924.044616686,14839.5210304196
TAG(58:6)_FA 20:4,-0.06845296246331435,9.511895163919784,0.26209507354110784,0.6086844510567053,0.9987561971329125,952.8 -> 631.8,TAG2,117092.44885256,123681.828735332,118458.98889158,124077.867553718,138479.4707031,143017.4300537,129425.050293,142680.429077113,141140.9699707,154285.63208007,26032.3418274034
TAG(58:7)_FA 16:0,0.05715244092324216,11.05103525870374,0.18274864096389365,0.6690216658574947,0.9987561971329125,950.8 -> 677.8,TAG1,318166.80322268,371471.12512203,339880.10327162,379334.3864747,411040.30566424,377039.80639644,343591.06530752,429209.71240203,368229.16381863,385879.4694825,122252.207992569
TAG(58:7)_FA 16:1,-0.014114278574908795,9.151173936838578,0.011142357378957968,0.915933553216861,0.9987561971329125,950.8 -> 679.8,TAG1,99752.586791964,81826.325866669,95099.106933611,95936.48608396,94394.72595213,114315.06854245,96616.44665527,90249.52661134,123421.290832513,91640.986145021,37150.7625541762
TAG(58:7)_FA 18:0,0.1243948601718167,11.286603318255679,0.8655509683321725,0.3521899404862735,0.9987561971329125,950.8 -> 649.8,TAG1,395408.91015623,490579.17382807,470410.03051702,438645.66894536,439967.090088,467406.93456979,355213.82617182,385916.16918942,664908.94506845,377613.42407235,109017.167751314
TAG(58:7)_FA 18:1,-0.022449520457135434,9.08740749384264,0.028188392878064406,0.8666666759579638,0.9987561971329125,950.8 -> 651.8,TAG2,80751.626464852,84838.925567654,108982.228149398,83771.305847163,105654.467163085,114278.786987254,91734.426513668,99519.226715115,115185.208374014,94554.866760271,23666.2817306389
TAG(58:7)_FA 18:2,-0.09688183292118585,8.316172137207563,0.5247081099374782,0.468840216893898,0.9987561971329125,950.8 -> 653.8,TAG2,48395.083007777,49830.803588869,57245.823608395,49971.143432621,60003.504211402,67380.724548345,54420.043945302,55001.523803695,62062.844238266,71163.524719227,13495.6809234602
TAG(58:7)_FA 20:0,0.04494894546203534,9.190969920997066,0.11300519051704327,0.7367483699304676,0.9987561971329125,950.8 -> 621.8,TAG2,96629.486999525,98811.586547861,97157.36621095,109733.367675788,113868.3679199,112046.5279541,100392.50720219,110807.86730957,114623.56811521,107257.16711423,22113.0215110712
TAG(58:7)_FA 20:4,-0.02243656431589129,8.652321630778594,0.028151278085715603,0.8667536616789624,0.9987561971329125,950.8 -> 629.8,TAG2,65195.584930423,71259.505035435,65474.024780237,70064.785217272,73610.724792477,84922.486572261,67206.504455587,77419.14556886,76359.424621579,77776.125915497,15936.2011337229
TAG(58:8)_FA 16:0,0.09324607364041283,13.516761532367106,0.48645539764766,0.4855127454537409,0.9987561971329125,948.8 -> 675.8,TAG1,1861251.10302744,2151439.1557608,1801394.71044924,2180597.00878796,2304263.81445177,2040442.1054688,2010159.80957032,2184718.02978559,2088678.26464826,2166741.65283195,595916.520416331
TAG(58:8)_FA 16:1,0.07311497072643731,11.064432576262826,0.2990747854892106,0.584463029310442,0.9987561971329125,948.8 -> 677.8,TAG1,325430.24304204,366813.90747075,333439.64331067,400366.22778327,428613.3474122,365583.6442869,359162.46411127,411938.90917965,379211.98657235,398234.58813459,119719.328140246
TAG(58:8)_FA 18:0,0.07659685164886601,12.662497837075435,0.3282614788695355,0.5666845899522476,0.9987561971329125,948.8 -> 647.8,TAG1,991308.02087373,1123499.03564451,971306.85253907,1181023.08471678,1220876.58496124,1122728.04394518,1102360.44860832,1161975.50463872,1112868.72216795,1154193.92407241,445472.271652397
TAG(58:8)_FA 18:1,-0.05880956355613501,11.161739825654932,0.1935019701713827,0.6600178013794921,0.9987561971329125,948.8 -> 649.8,TAG2,318661.00317362,381872.52734397,553127.9018555,345403.08422852,381083.84985343,511594.05517565,348259.56420897,364548.92700209,607640.66699289,441610.03100585,57686.3240394723
TAG(58:8)_FA 18:2,-0.015489684088735127,9.073883061986825,0.013419729330991004,0.9077765306384737,0.9987561971329125,948.8 -> 651.8,TAG2,87419.505615225,85604.266113291,98374.986633238,85608.165191658,108751.628356932,121963.548583986,95989.527221695,92593.70635984,111746.24853519,91797.346374535,20384.6214370639
TAG(58:8)_FA 20:0,0.03362780888615399,9.927015911639929,0.06326155179590387,0.8014132671035267,0.9987561971329125,948.8 -> 619.796,TAG2,161664.611877428,168754.892211923,158939.83215336,174253.572875994,189985.5140381,176984.0515137,169764.373657231,183399.19409181,199002.07470705,178854.43188475,38594.2029685938
TAG(58:8)_FA 20:4,-0.09986734427093778,8.424150657308115,0.5575742574097831,0.45523926552620547,0.9987561971329125,948.8 -> 627.8,TAG2,59678.683837864,55532.904052709,55880.003906239,56020.643646224,60555.104431124,74301.045043945,62120.704345708,62622.66430662,68880.205261225,69191.585266117,12852.0007591254
TAG(58:9)_FA 16:0,0.004736292032590549,9.174556168206486,0.0012546840331424391,0.9717436255167244,0.9987561971329125,946.8 -> 673.8,TAG1,87445.52661131,86477.205871597,88533.5863037,98457.62719726,101046.127319341,119301.84838865,92093.326782228,100721.607971164,95142.226623524,95444.26605227,49575.5833625527
TAG(58:9)_FA 16:1,0.09914648365556399,13.489778682449407,0.5499542050656601,0.4583364065201287,0.9987561971329125,946.8 -> 675.8,TAG1,1830423.61084002,2112678.52832033,1803543.79980484,2177148.81542967,2232155.85498151,2001055.14209049,1987405.3828124,2140939.71777493,2034662.92285155,2140617.72998032,564366.362716751
TAG(58:9)_FA 18:0,0.02559370929358977,9.8532692195379,0.036643540731802204,0.8481926143619901,0.9987561971329125,946.8 -> 645.8,TAG1,141251.070251482,148077.09020997,135989.60961915,158520.41174316,163736.67224123,165953.91186524,146669.330383312,160988.83239747,156215.95019533,170318.19226073,77640.3454704249
TAG(58:9)_FA 18:1,0.12784058162618214,12.71259249153221,0.9142105350360907,0.3389997026215362,0.9987561971329125,946.8 -> 647.8,TAG2,1156593.47473126,1270438.65686003,1084395.07250949,1273762.76550263,1369888.5131838,1156984.68310536,1137705.5007323101,1283148.49023429,1255847.72436521,1294403.65185569,216974.493957551
TAG(58:9)_FA 20:0,-0.009442269514958185,9.217337679787752,0.004986895094361898,0.943701822735965,0.9987561971329125,946.8 -> 617.8,TAG2,94619.646484374,100288.167114253,99771.88696292,103407.007263175,111694.46777343,118096.08862305,96585.46667482,117754.307861297,110445.06835938,117483.68969727,26396.8420066802
TAG(58:9)_FA 20:4,-0.11604398519673213,8.047020397265795,0.752609289809584,0.3856513695386642,0.9987561971329125,946.8 -> 625.8,TAG2,42167.442932127,38428.882507321,50169.003356916,43119.503082274,43754.263061533,68035.885559084,43773.703185998,43437.26293943,54996.303771984,49127.923522936,11486.1807098403
TAG(60:0)_FA 16:0,0.05953067834734487,8.371426739965512,0.19813357564021317,0.6562316065102862,0.9987561971329125,992.9 -> 719.9,TAG1,52325.203796386,49270.403381353,59066.003982528,52298.563568098,60642.084442136,63390.664489745,50705.823425287,54790.643798826,61552.064575204,56656.064086915,25576.6818122823
TAG(60:0)_FA 16:1,-0.04064208960188173,7.932327615845929,0.09232337573200766,0.7612439858339897,0.9987561971329125,992.9 -> 721.9,TAG1,38888.062835718,38742.542633059,39753.84277345,37668.762695334,37478.642547595,57037.583740241,36189.202651949,39146.3225708,46490.463256817,39114.422546367,20122.3815307604
TAG(60:0)_FA 18:0,0.03872725232249705,9.359209731387741,0.0838896177457471,0.7720939234817055,0.9987561971329125,992.9 -> 691.9,TAG1,101185.667037966,104694.407135032,101453.087554935,114558.167953501,125114.62833405,117230.108276391,107953.168121334,117769.78724667,115504.247802728,120797.987907389,46323.1234817462
TAG(60:0)_FA 18:1,-0.11663961240127571,8.146537094681566,0.7604073319581204,0.38320107921892604,0.9987561971329125,992.9 -> 693.9,TAG2,38679.062835674,46616.9633636245,48060.543029766,46376.043182363,55894.663696293,63439.324539192,48179.783386236,52243.2234954831,61204.604339604,53531.423706022,11560.2407951295
TAG(60:0)_FA 18:2,-0.07102278982242334,7.424095646725701,0.2818130249781632,0.5955153508831642,0.9987561971329125,992.9 -> 695.9,TAG2,27706.561798097,26297.5818214427,30453.822265631,29437.542205814,29189.042266835,43424.423034636,28331.722045902,27583.4821395866,35265.40245056,30422.302032456,7954.4405746443
TAG(60:1)_FA 16:0,-0.01052720100420912,8.301893785519415,0.0061959179755604055,0.9372599874744747,0.9987561971329125,990.9 -> 717.9,TAG1,46595.543609623,46833.183319096,51895.923736555,49382.963317866,54175.204032893,65468.844985977,47120.583084115,55250.563781744,54526.10391233,52129.863998429,28255.7818756015
TAG(60:1)_FA 16:1,-0.01698068280708542,8.32330956063443,0.016121177829347744,0.89896477580346,0.9987561971329125,990.9 -> 719.9,TAG1,47599.1432418739,48908.663207997,55450.6640662987,52856.8034972839,48742.383476268,61986.8640785284,49909.483299272,53534.943252555,64651.644714336,51164.7639388962,27183.9018440295
TAG(60:1)_FA 18:0,0.019500209301058898,9.50097678178598,0.021270449655816037,0.8840446016470747,0.9987561971329125,990.9 -> 689.9,TAG1,100769.526794451,116594.708862305,112539.608215312,120628.588928222,137565.810302758,127820.028869615,117158.80834963,135284.249938954,124887.689025861,125662.829345731,59031.6444854704
TAG(60:1)_FA 18:1,-0.07524414274218477,9.215241325366591,0.31664772959317133,0.5736292356764017,0.9987561971329125,990.9 -> 691.9,TAG2,87933.7663803352,96539.4669837537,100404.927150709,100475.086299868,119526.207904808,114186.828430182,101654.507385228,113564.507572176,126933.428771984,122626.529174792,21947.7617607112
TAG(60:1)_FA 18:2,-0.17115187117520558,8.134092760333397,1.6367327796716897,0.20077433380317775,0.9987561971329125,990.9 -> 693.9,TAG2,42700.4828720086,41843.4229354887,45345.2028922775,43405.4633140595,56178.7237243571,69209.164833096,52036.203918437,52293.1437950459,57026.224121091,51164.103240973,11086.8207931515
TAG(60:1)_FA 20:4,-0.20007682709133134,7.492976126029502,2.235008369596472,0.1349158937349496,0.9987561971329125,990.9 -> 669.9,TAG2,26064.7418632499,24104.5017051662,31671.9221916109,29036.1622772098,31501.5423240505,49679.403900145,30682.6022338869,29266.7619781448,34607.702468869,35077.582397462,9162.4606819109
TAG(60:10)_FA 16:0,-0.12046212523189581,7.690663211630234,0.8106680090426721,0.36792282730659076,0.9987561971329125,972.9 -> 699.9,TAG1,30585.562042223,29200.262298576,31656.462188721,33590.862518302,29363.4220962419,50230.003662111,30248.042358409,33720.14239502,34500.22244264,35975.642761238,19861.1214828429
TAG(60:10)_FA 16:1,0.1630994926214039,9.17339436740858,1.487093898209423,0.22266790593593605,0.9987561971329125,972.9 -> 701.9,TAG1,118176.2071533,96684.66711428,116653.18847655,82524.365905755,85556.526184095,119864.76831058,86346.34570312,82913.34594725,113775.56933598,90451.366332971,37788.5622901941
TAG(60:10)_FA 18:0,-0.038333861901127385,8.484084315458224,0.08216553058946374,0.77438392140642065,0.9987561971329125,972.9 -> 671.9,TAG1,46392.703247065,53356.303070075,59593.204040533,75716.204772944,53856.884338364,78802.766326865,55835.783386291,51851.003845206,81699.785980158,56413.383422826,25948.301765443
TAG(60:10)_FA 18:1,-0.010443185732848049,8.91046404513173,0.006099570243577546,0.9377487096574537,0.9987561971329125,972.9 -> 673.9,TAG2,73263.465484613,78358.065505997,84365.10583493,84328.665954591,93158.146118139,105455.807067875,82465.146057185,82147.105381044,97260.027099607,87160.366394054,20556.8415031386
TAG(60:10)_FA 18:2,0.13811406404235835,12.96474570814826,1.0669978838286627,0.30162453862224387,0.9987561971329125,972.9 -> 675.9,TAG2,1404997.19860828,1529799.44934052,1280197.33813457,1560952.68286121,1636301.01086412,1377796.47412129,1347878.11718799,1513580.58293885,1531437.31445357,1557566.48950172,222166.576950074
TAG(60:10)_FA 20:0,-0.06596402298240239,8.320974279413736,0.24327440915294574,0.6218511023572633,0.9987561971329125,972.9 -> 643.9,TAG2,58313.044677706,49513.923126227,60930.604492169,46783.443511967,55781.824035638,77102.565490718,53026.163940433,48804.563293441,73198.104888942,60397.163940423,11220.2008247384
TAG(60:10)_FA 20:4,-0.12494121940546372,8.499732394721287,0.8726412020287739,0.3502251486003123,0.9987561971329125,972.9 -> 651.9,TAG2,59215.823944066,47305.003417989,76998.605712944,55712.283721931,61496.744903554,91206.346008333,61825.944152827,52660.2838897908,85342.726318284,69702.684417755,12763.060791017
TAG(60:11)_FA 16:0,-0.10114245778227086,7.667285635607211,0.5715176066060224,0.44965648940951064,0.9987561971329125,970.9 -> 697.9,TAG1,27953.502075199,30150.962326041,30332.742462164,31241.722228991,31578.202209467,51791.023498526,28680.382202154,28806.082214362,36557.522613512,32540.56207275,20981.861248007
TAG(60:11)_FA 16:1,-0.11377396271030146,7.708094561880238,0.7231986147658915,0.39509670563459875,0.9987561971329125,970.9 -> 699.9,TAG1,31325.642120364,27819.642150885,34757.662536634,31869.602386469,33442.362396233,50840.0037842,32629.262390131,34957.722473141,35751.26245115,34993.102417004,18402.3410720827
TAG(60:11)_FA 18:0,0.021972574069431355,7.78873914888225,0.026981807803366564,0.8695253665788905,0.9987561971329125,970.9 -> 669.9,TAG1,32885.042266847,34274.982696519,38943.162475579,35098.622528065,33886.922210711,49521.723541251,31969.682495125,34239.282470687,38533.402679451,35410.342590332,20291.3214492789
TAG(60:11)_FA 18:2,0.01401940351231219,8.909801331232979,0.010992411951747272,0.9164990368596208,0.9987561971329125,970.9 -> 673.9,TAG2,76305.205749515,84216.105346656,83945.46594238,80227.265808116,94539.946166993,104364.00720215,80828.705566377,83887.465576189,96059.225891097,88399.005981442,18700.8415031401
TAG(60:12)_FA 16:1,-0.15227350047218957,7.7123143139451145,1.2951255208948425,0.2551055266668679,0.9987561971329125,968.9 -> 697.9,TAG1,30169.302291868,27754.841827386,32744.002349858,29273.602172858,32063.082061783,53347.703430159,32462.302093491,32763.28225706,35418.902465825,31706.8623047,22325.4815406785
TAG(60:12)_FA 18:0,-0.01514364271260716,7.9498431704406745,0.012818424058991695,0.9098573454884799,0.9987561971329125,968.9 -> 667.9,TAG1,43195.16308594,36212.562622046,42985.843353273,36451.522674571,35778.222747798,56966.084411625,35099.582214351,37058.78234865,44593.143341045,43459.263214132,21342.0015678476
TAG(60:12)_FA 20:4,0.0027709604902415833,10.07538994867272,4.2956135109761817e-4,0.9834643386436756,0.9987561971329125,968.9 -> 647.9,TAG2,178046.352325455,189154.174255392,170891.8725586,197920.51550294,207799.83398435,223452.83666995,188367.61511232,199444.554992666,206421.43505861,209196.05615235,37702.3224029612
TAG(60:2)_FA 16:0,-0.10753688394896212,7.958791138445432,0.6462363337270176,0.4214615111240189,0.9987561971329125,988.9 -> 715.9,TAG1,34110.762222288,32357.542358403,44574.323242163,39149.862884525,39410.762664774,60466.864379895,36627.282775869,41336.703033438,48969.103363036,37178.842529275,22110.8814620903
TAG(60:2)_FA 16:1,-0.05332575912553991,8.286558515558617,0.15897464991098786,0.6901022911591045,0.9987561971329125,988.9 -> 717.9,TAG1,44124.203201294,46083.583343476,51184.84320066,48495.763458271,54013.383850101,63820.124511727,44499.163269063,56475.104370106,57642.364562987,54716.303894024,27166.1219139079
TAG(60:2)_FA 18:1,-0.0300216701908379,9.357388750469198,0.05041493590215396,0.8223428210715293,0.9987561971329125,988.9 -> 689.896,TAG2,100074.986831668,108436.307693481,113648.3676758,110159.447372449,131947.589920032,129182.84936522,115584.988342263,123343.688804618,131167.60900881,127960.24890138,25192.3618965199
TAG(60:2)_FA 18:2,-0.0358429051598626,9.254911289268533,0.07185891998369698,0.7886491773453965,0.9987561971329125,988.9 -> 691.9,TAG2,90711.526275655,93854.9270324706,101224.387207025,113271.247699741,127686.928947456,119915.468200668,104113.407409674,118376.587459559,119766.268005394,124585.189209,22862.7416343579
TAG(60:2)_FA 20:0,-0.05180943093733575,8.177834640026997,0.15006334268250043,0.6984748331243088,0.9987561971329125,988.9 -> 659.896,TAG2,50182.463439946,41207.5427436758,53722.143676759,46166.923660267,53937.30404665,59430.444702144,47992.643432617,48538.2634811409,66952.184631359,55356.523681628,11867.7206764155
TAG(60:2)_FA 20:4,-0.19306356640692182,7.654512707543887,2.0815634612297913,0.14908740284717567,0.9987561971329125,988.9 -> 667.9,TAG2,35745.042602525,25116.7817497142,35811.402526855,28480.4417800999,37950.6826934638,53403.963455228,34364.362426743,31681.3623924206,44796.102874751,40447.042968738,7551.1005859368
TAG(60:3)_FA 16:0,-0.10655258003262484,7.675355159062846,0.6342952096276804,0.42578416607587527,0.9987561971329125,986.9 -> 713.9,TAG1,32059.382141123,27139.382110582,31864.38221742,31089.222229011,31358.642303469,49886.863586405,28355.161956792,33649.682495126,37471.222869881,32691.302307122,19695.0814056414
TAG(60:3)_FA 16:1,-0.18590493501716762,7.93965090753363,1.930393068906369,0.16471544759851606,0.9987561971329125,986.9 -> 715.9,TAG1,35457.102661135,31826.502182001,41747.742614735,33323.302398662,37599.342529292,60701.803588876,37651.442779519,39781.062805189,50667.584350581,36525.702255266,22963.3015060489
TAG(60:3)_FA 18:1,0.05809556802409059,8.489204208235552,0.1887177667922515,0.6639859584537157,0.9987561971329125,986.9 -> 687.9,TAG2,55464.503601082,47664.2435417407,103187.327758733,49253.583602882,59144.804321265,88652.186645525,57700.664306592,52135.943469985,76662.465881356,59212.044067376,14071.2810020416
TAG(60:3)_FA 18:2,-0.012665321691426559,9.374207504217148,0.008972853564102934,0.9245331429910886,0.9987561971329125,986.9 -> 689.9,TAG2,102355.026977551,107692.388103482,112803.32861331,118789.088806124,133246.508483891,134375.78845215,115698.66821288,122740.789264687,131324.26953124,127241.42871093,25332.8217773406
TAG(60:3)_FA 20:0,-0.13549321783161503,8.226142333319206,1.0260602083337744,0.31108581107289546,0.9987561971329125,986.9 -> 657.9,TAG2,52544.563659652,39403.7825927805,61300.404174809,45108.52325439,50877.06326295,68037.645233164,55919.144042962,45489.4431342721,71497.705078135,59433.804168687,9458.5207290657
TAG(60:4)_FA 16:0,-0.12634563444624647,7.732867563930132,0.8918179738969911,0.34498512931689124,0.9987561971329125,984.9 -> 711.9,TAG1,32588.342620834,30237.242218025,31975.022186292,29860.522155751,36683.802825917,59273.90386961,33686.122329718,30534.142364501,40527.142868042,29472.222198479,18820.5613327002
TAG(60:4)_FA 16:1,-0.10868468049412754,7.665061838098194,0.6599246709986346,0.41658653850372596,0.9987561971329125,984.9 -> 713.9,TAG1,27588.261993395,28160.362335183,32935.262359623,32179.422058103,32256.802032477,55335.764282244,30824.702178955,31248.662277231,33634.642517084,30412.302459717,19209.1812973053
TAG(60:4)_FA 18:0,0.009133281913645496,8.12132441095016,0.0046632320607216116,0.9455564865034046,0.9987561971329125,984.9 -> 683.9,TAG1,42745.023071284,45263.903228754,46741.08322141,46150.002868659,42337.182678232,58214.22442628,44118.143096931,42798.362731901,53814.943664544,44390.643371569,23053.8817062363
TAG(60:4)_FA 18:1,-0.006756478896293053,10.17891386375548,0.0025539677881170064,0.9596946275847615,0.9987561971329125,984.9 -> 685.896,TAG2,332606.899780361,140962.35036846,276477.53900155,130036.449157755,148480.949157704,394540.988891739,139565.769988983,142922.129863745,326247.442016698,164743.752532916,13406.9610061679
TAG(60:4)_FA 18:2,0.08027270995262274,8.509970158951,0.3602832841320378,0.5483489488398826,0.9987561971329125,984.9 -> 687.9,TAG2,58825.203491208,47536.7634391526,104709.446716295,55337.023773179,58715.404479961,94117.626770021,53947.26373288,54512.0842018301,79922.625610308,58507.844421392,11973.7007904057
TAG(60:4)_FA 20:0,-0.12150199472425711,7.801621223632549,0.8249105041936677,0.36374835058664784,0.9987561971329125,984.9 -> 655.9,TAG2,34231.202377329,32740.7223625282,38600.402832022,36990.322540278,43483.483215341,54131.524169942,39074.422698965,38210.4628143578,44152.823089578,45443.163452129,8340.5006141673
TAG(60:5)_FA 16:0,-0.09841183130423117,7.778469147077852,0.5411652057472907,0.46195022822261916,0.9987561971329125,982.9 -> 709.9,TAG1,37392.902618398,34118.442413337,30679.202301027,32894.222320544,35139.822448734,54410.783935569,34623.222366315,34913.782470694,39870.862487802,36440.002685526,17760.2812995927
TAG(60:5)_FA 16:1,-0.10830786855656208,7.780905405526476,0.6554486509163553,0.41817135406319245,0.9987561971329125,982.9 -> 711.9,TAG1,30170.002090457,38149.18228151,32922.542449942,30728.401794422,38173.36289977,58905.183715811,34387.542846668,31758.742248541,42323.002990728,33913.502410881,17949.8413391122
TAG(60:5)_FA 18:0,0.030410905403168164,8.04969866471719,0.051696803721313245,0.8201365814282477,0.9987561971329125,982.9 -> 681.9,TAG1,41060.942718516,44465.12316894,44427.863403305,42088.04299929,42061.3227844,57555.924560558,36481.822448741,38440.942443855,52008.683776836,46123.023010269,21896.1414947529
TAG(60:5)_FA 18:1,-0.0733678222592969,8.015561815260677,0.3008854804179464,0.5833278359184322,0.9987561971329125,982.9 -> 683.9,TAG2,40830.3828125,37962.3626785299,51944.903930657,41653.163299534,46140.12335203,63822.644165025,43111.403015139,42301.462680804,56475.184112524,46767.543426486,9757.0007362367
