lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42C1,42C2,42C3,42C4,42C5,7C1,7C2,7C3,7C4,7C5,SolventBlank1
PE (38:1),0.7905412487311536,8.475720169619512,14.075270986766554,1.7563786883658517e-4,0.002671400631476211,774.6009 -> 633.6009,PE,2784947.73297178,2134502.37170402,2023182.10430893,1996584.79223602,2271621.96032717,1743728.16394007,1395581.49468926,1162416.91259716,1175948.74469039,1227638.73187253,31524.862030012
PIp (42:6),-0.7892747304399319,7.01850621910144,14.030423556578171,1.7987663037137723e-4,0.00267591751249105,940.6009 -> 663.6009,PI,199245.31269835,498930.759277319,474871.681519064,182465.617607116,703906.002441423,868736.690307684,586070.995483367,796890.842041093,753260.254577725,641144.614318996,235349.529418903
PG (36:8),0.7883780220014005,6.963381397466302,13.998988689795622,1.8290898577862173e-4,0.002690794413009946,780.4546 -> 591.4546,PG,876586.273681618,640736.070007168,555606.543518093,752810.412964042,1037930.14160147,520082.300079304,557821.58044428006,428594.342590287,406433.531005766,387571.949829157,39607.382904047
PE (18:1),-0.7849834233046614,10.582779438253203,13.88053996040253,1.9480509515656358e-4,0.0028343070987614303,480.3086 -> 339.3086,PE,5753557.63281202,6396448.96630915,5141384.35205062,5048128.39306728,5770332.20312507,6408659.37367304,10693276.991333,13480464.0747068,9264192.78662155,9498772.87695307,37878.302398677
PI (16:1),-0.7802669064052341,5.417786505844114,13.714914798810927,2.127581435776945e-4,0.003061867196705082,588.2879 -> 311.2879,PI,100281.446319518,183372.791625978,165193.470581007,37841.0625839622,244992.458038371,264727.662170278,268699.521118191,217696.914672843,231725.456726039,294422.723632788,44417.102554333
PI (40:0),-0.7751789898763125,6.9008673923027475,13.539539436838822,2.335897098923107e-4,0.00332551371932709,940.6584 -> 663.6584,PI,183498.393447716,481074.419677758,460257.505492731,162754.953125055,630209.334838799,824835.320617728,556342.37603747,689712.748413229,691639.148284843,603251.081726072,210821.173645012
TAG(58:6)_FA 20:4,-0.7720648036267487,6.086919743914754,13.431959748639201,2.473735576874402e-4,0.003484282876363519,952.8 -> 631.8,TAG2,465014.24755856,189853.01452647,170669.81225583,200158.6755371,199076.716445963,872706.57409723,170088.31152339,542252.27807635,226330.95471191,403631.32836913,26032.3418274034
PEp (40:7),0.7712477764741473,8.509499316517681,13.404505052560125,2.51020684651891e-4,0.0034984356471484605,774.5433 -> 633.5433,PE,2854123.46685751,2194601.01281849,2044921.43481454,2088440.03515679,2232937.77856389,1776170.2252192,1444054.57959005,1212129.32812494,1212344.43328923,1275031.16681004,32226.342132546
PGo (36:0),0.766894497178393,5.635644399775396,13.254395654670589,2.719414422125849e-4,0.0037505257238485664,782.6005 -> 593.6005,PG,299000.359680203,261094.418090737,223376.635162307,309264.762206945,378391.846252349,187007.412536733,203376.33367928,167385.11267099,162034.692504828,169129.690490703,39090.182861326
PI (20:1),-0.7628869787542721,3.8236241930716997,13.114692371613266,2.929889156886028e-4,0.003958340044609286,644.3505 -> 367.3505,PI,37693.142684936,53018.103729261,48434.743316647,21173.7412834239,64196.824066174,51950.443389894,45419.963134771,46886.86315917,45324.603027335,197082.054687492,27839.061950692
PI (30:4),-0.7630167928032765,3.4331980164853046,13.11785053182717,2.9249542731960113e-4,0.003958340044609286,792.4393 -> 515.4393,PI,28886.8019714197,39936.562820422,39311.2232513462,13466.7610130329,50899.723312388,71655.6449585,71218.925109915,45576.703155529,63666.0645905075,46616.923080442,20489.7612838758
PGo (36:3),0.7544814224749835,8.108856137266468,12.834394279423577,3.4030560613294706e-4,0.004551157803232545,776.5536 -> 587.5536,PG,1979166.70672572,1453272.7686758,1406066.01354873,1633515.33154263,2114308.74352909,1074054.86618055,1289992.4948114,899803.2888184,982027.627807156,971976.96081557,36969.082763671
C18:4,-0.7538506558764951,6.71612063136198,12.812793274279102,3.4425721199473404e-4,0.0045579654868102785,275.3 -> 275.3,FFA,689226.331695708,236830.157318041,206598.234619119,233814.696014432,257340.617401143,366773.185424712,1720512.40527387,225652.816986088,230202.85540764,226273.696441646,242991.895873994
PG (38:3),0.7450688541662464,8.281841388626624,12.519631188857602,4.0269837160613947e-4,0.00527893706937157,818.5641 -> 629.5641,PG,2089711.14355408,1476984.26403799,1373545.25927736,2070646.67419397,2634915.61535601,1310939.43940761,1400462.52508658,997820.36071887,1158787.03967249,1045184.7264409,43204.942779522
TAG(48:1)_FA18:0,-0.743622544560778,7.843165275926441,12.471537347744743,4.131998861451807e-4,0.005363496561335483,822.8 -> 521.8,TAG1,760136.03784158,764352.23046883,626403.85986333,856459.28613284,1119639.05712952,2920974.75976605,1445236.57519428,1208137.10766701,1012309.5458976,728323.83349632,116301.388069129
Lyso_PC(15:1),-0.7420319829871352,5.396338561988424,12.41787312435153,4.2524426964244154e-4,0.005466246728219345,480.3012 -> 184.1,PCandSM,159440.548706182,175572.092834466,121879.409820541,142937.508270274,173166.5301819,202949.457702724,273056.638702401,344024.082641651,247390.740356375,251956.836425763,11175.7008514399
PI (14:0),-0.7381492560263834,4.81583524328353,12.289000363225117,4.556357159089063e-4,0.005800593152532615,562.2723 -> 285.2723,PI,81001.7460975307,125452.588745201,110261.927398562,22842.7016944806,157446.35110468,186370.35272214,190126.031372039,171763.810455321,145977.871276821,150586.693542442,25385.721817015
Lyso_PE(18:0),-0.7359293012150605,8.459800397654389,12.217614755360955,4.734041603235303e-4,0.005969401031127182,482.3168 -> 340.3168,PE,1330586.89569076,1493497.81945805,1206654.17773418,1179259.60455278,1360911.861267,1486176.92086855,2409410.24896235,3000088.20397995,2104637.05566447,2152235.56335448,23727.301849362
Lyso_PE(18:2),-0.72793369055148,7.8449082180915655,11.956243523001833,5.446456557491758e-4,0.006802932530301026,478.2855 -> 336.2855,PE,987998.310180748,1034267.23339846,703342.243591402,802706.311553919,780536.087280221,681600.932159358,1734124.75064125,1845872.46292164,1357907.73089561,1608360.48278806,14613.2809143058
Lyso_PI(20:1),-0.7247787552872932,3.7868005037813304,11.85023766183349,5.765398722539252e-4,0.007134007391254176,644.3431 -> 367.3431,PI,37768.202514663,56027.064514163,50362.563751214,21839.2413787818,56804.963592525,56722.163879404,44417.083221423,48697.063217167,43989.363204955,181341.411498969,26722.261657713
TAG(58:1)_FA 16:0,-0.7154059900877228,5.321666998553396,11.551311977444586,6.770146643543331e-4,0.008299698292640158,962.9 -> 689.9,TAG1,125114.74999999,131074.189209,125561.17016602,125646.22778323,173655.31140132,350995.40344259,230424.01794421,300917.15734861,163576.37170405,124546.16967775,52343.5637130404
TAG(58:2)_FA 16:1,-0.7126965880158059,5.322977999539466,11.464851834753063,7.092488547997004e-4,0.008615096181236728,960.9 -> 689.9,TAG1,119713.26745606,134679.47009275,128108.92993169,132228.18981934,166645.55053715,359016.48303226,235327.71569827,286564.11840815,158048.01037603,132513.29028323,52520.5033683569
Lyso_PI(14:0),-0.705783872537422,4.794811812695239,11.24521806859866,7.982841373367945e-4,0.009608438162126509,562.2649 -> 285.2649,PI,91036.2458763592,121682.527770964,102451.666900664,19217.981372834998,160942.868652313,182091.453094496,199414.37622068,159387.688110297,135429.489929235,145752.052856469,26588.861999508
PE (18:3),-0.7015321304846829,9.958048565108134,11.113037333379907,8.57229902387124e-4,0.01022497649333831,476.2773 -> 335.2773,PE,4457574.8344739,4439175.49462982,3138355.2849116498,3476496.2070304,3389760.42211984,2931845.94984325,7535126.99816834,8046851.66381901,5724676.84521494,6901691.56958002,32386.442535393
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",-0.6995520152902116,9.035260141707333,11.050950467251823,8.864174403989235e-4,0.010478720456144418,474.4 -> 85.1,AC,1837324.25061028,1810650.49792453,1632967.40454075,1733684.5008548,2486357.7711789,4313672.84155242,3312562.61163355,2809482.52319392,2805078.7817374,2738137.2973027,347825.98486332
PGo (38:3),0.6965453693305819,6.099288343758015,10.956517790587895,9.327493807064096e-4,0.010928851150931737,804.5849 -> 615.5849,PG,491770.190734931,362705.262695612,306396.704956112,418364.655151301,465972.952331477,297136.66040021,299187.600402861,247332.321350047,228775.078369062,228337.596130342,31877.662261974
Lyso_PE(22:6),-0.6979779370941207,0.21885099446657325,10.919039859387624,9.518092662495793e-4,0.011054346215038974,526.2855 -> 384.2855,PE,2077.9601593011,1688.6401290892,1896.3201179507,1796.9001235963,2135.3801536553,4286.7202835066,4142.9203186066,2103.4801483161,2909.7802124028,2672.5201950069,8687.4006538368
PE (38:2),0.6913280411664515,9.06497226647795,10.795072857144987,0.0010177060748003653,0.011716894287266813,772.5852 -> 631.5852,PE,4441930.76080295,3056109.84387195,2836334.48132372,2659047.26440392,3524663.39404285,2978517.20495712,2195459.43579133,1809258.27765011,1859287.58496096,1744472.29040599,30579.102203368
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.6864520789269334,9.000078056909876,10.64472676931473,0.0011038518862293407,0.012599137046272819,472.4 -> 85.1,AC,1785031.26245127,1735470.30029288,1590182.77319345,1684336.90130605,2398531.23095627,4236861.66748041,3163511.05236788,2660618.05517575,2675446.67633113,2601556.27764881,427569.4089355
PG (38:9),0.6843722647448335,6.454904768879305,10.580526023022685,0.0011428513665573618,0.01293277956685425,806.4702 -> 617.4702,PG,674367.442565776,475302.33654795,386716.469665659,515130.974670536,572940.423828046,398600.607788187,376032.825256208,324656.504028277,298061.922851777,286347.500182982,35064.102661134
C20:0,0.6833778828788402,10.565041396631345,10.550522832549177,0.0011615522640500654,0.01303301014917192,311.3 -> 311.3,FFA,7570877.23681583,8564284.37182618,7149255.78320307,7208316.84167492,10145692.4155273,6660940.35449238,5656462.54565431,4935812.59033157,4303737.70532186,4626166.85766558,2580457.12304688
PGo (38:2),0.6744412234429907,6.398459683643115,10.27838472394069,0.0013459772895515313,0.01497541118795149,806.6005 -> 617.6005,PG,649734.657226277,451343.952392832,359922.244140588,483141.330871523,567498.68334985,393349.469146904,357070.527893088,319494.459289664,273380.400634792,280591.261627313,36808.422454835
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",-0.6583568595430124,9.179635185638048,9.798493991867872,0.0017465484544323519,0.019135048844354716,476.4 -> 85.1,AC,2102726.76489253,2059734.98223825,1852739.19586246,1962498.50100691,2731508.22814898,4696477.72491493,3562198.86511256,3169599.77740533,3062874.813416,3016219.55853268,368138.823577833
TAG(58:2)_FA 20:0,-0.6582963228955854,5.979141568458082,9.796180720397388,0.001748746911002206,0.019135048844354716,960.9 -> 631.9,TAG2,504847.93212882,186325.47167974,156821.570373542,196717.63415517,159386.64988716,848431.39819329,136926.529541,491363.45788574,210058.971618745,331916.02319333,17591.5612983717
Lyso_PI(16:0),-0.6571843910519349,4.786024867793493,9.762524314092158,0.0017810519056037095,0.0193287928116337,590.2962 -> 313.2962,PI,72689.88500974,128888.527343739,108753.027526839,32059.5426330577,152344.770568814,169311.192138591,166779.290771418,155247.089446971,138942.030792289,165256.747863734,30428.102142322
PI (16:0),-0.6522740670253153,4.779752512215893,9.618390153951466,0.0019263852198972435,0.020736049033690654,590.3036 -> 313.3036,PI,65958.525115975,133815.430725159,112340.128112884,26143.8218231172,154528.029876675,172216.352172906,173754.069732578,155840.55261229599,133431.308960063,154941.689971911,31033.482208246
PGo (38:1),0.6468102548743007,6.11023891217153,9.460138344621555,0.002099852342005548,0.022421004038833434,808.6162 -> 619.6162,PG,494675.419860937,370141.305969316,303425.122833305,427341.77404773,448791.473816012,299168.121826259,304543.339202736,275091.661193821,227409.133666978,240420.734191793,27119.542053227
PG (38:8),0.6458845556331196,6.162750951786284,9.433320124198417,0.002130781788682427,0.022569240705724268,808.4859 -> 619.4859,PG,500387.918457143,389674.621246377,314232.680419724,435231.552276519,479912.757629723,309091.46334850503,312638.742736711,282727.35931393,240969.09844968,250377.677429049,28562.221954338
PI (12:0),-0.64046964271167,5.045973181498533,9.276350395597543,0.0023213148503080407,0.02439222906196703,534.241 -> 257.241,PI,89027.0669708116,135389.549377441,121296.768371571,32455.2422905033,182028.032897885,182972.352966329,194021.293182491,175997.393920976,145869.310302751,190441.653076161,61005.36436463
Lyso_PC(22:6),-0.6361801505426943,4.860650889356241,9.153380710161173,0.0024825897073429653,0.02548022304280687,568.3325 -> 184.1,PCandSM,125568.529510429,111470.809112456,69926.445053092,101594.046462967,102261.626846322,158190.090072574,179085.610672033,200973.65893548,145706.468170142,130903.508728088,39104.422927881
Lyso_PE(22:5),0.6398955713878676,0.09388142681959294,9.18100475309325,0.002445397423754571,0.02548022304280687,528.3012 -> 386.3012,PE,1648.8001136779,1923.4201316826,2771.1402015684,3515.1002311718,3283.3202247599,1885.2401275649,1899.9401321402,1677.6601181031,1681.0601043699,1611.5001182552,8318.9605941758
PIp (32:1),-0.6366152557051908,5.098724842439493,9.166084684011821,0.00246541463838081,0.02548022304280687,810.5227 -> 533.5227,PI,94650.547393863,143444.41070561,144505.190216006,57065.0852737553,203615.095825306,309915.20074837003,202439.115661688,161707.049316367,158516.430236746,202685.254302862,21274.001495368
PI (40:9),-0.6304495309754297,3.437724554018717,8.98824065734357,0.002717224809162863,0.027673889594858694,922.5176 -> 645.5176,PI,27468.9216804689,44267.923156737,43227.383132921,19393.4014663697,53139.20367431,77788.445724453,61307.044494583,52992.583160397,49160.443405162,58116.485168462,17329.201087942
PIo (30:1),-0.6284799230710675,7.001498564236183,8.935874365910422,0.0027962358160498317,0.028261192522518908,784.507 -> 507.507,PI,265513.162414441,555596.860900922,508546.137268042,155294.970794679,892265.051513849,1161412.65270983,799434.297485425,563597.839966191,616162.768127905,650422.104492157,108890.906738391
Lyso_PC(21:0),-0.6250619997207971,4.957651870421703,8.838825024680773,0.0029488893532499186,0.02870830517428597,566.4107 -> 184.1,PCandSM,133056.888092095,131222.329559403,84703.186553956,114797.147872931,115295.568847689,160283.070266692,206706.275360145,233095.293960651,160932.691696113,154263.727478103,21556.6414718712
PEo (40:1),0.6264295704920598,5.158832321484008,8.877405194115,0.0028872161093883002,0.02870830517428597,788.6529 -> 647.6529,PE,204004.754730189,237817.698272648,161973.552246139,230189.577545159,192606.01464847,158133.211517315,151373.049072247,140522.949981584,104860.266906702,134549.668945288,23442.801986689
PGo (36:2),0.6251141517049355,7.989146372734849,8.84129890246004,0.0029448948238610367,0.02870830517428597,778.5692 -> 589.5692,PG,1844458.43420407,1329094.63183493,1085140.93078703,1324919.28747553,2078242.04931533,1146202.05734264,1266297.43029895,972718.236267,907190.92614721,803355.691467225,34050.622344982
TAG(48:3)_FA 18:1,-0.6254627997551364,5.605303640649911,8.850490992588218,0.0029301005977260494,0.02870830517428597,818.8 -> 519.8,TAG1,183305.41076664,167482.53210449,145234.60992433,186073.4329834,217445.95458975,511498.85803202,268706.959594821,249306.35778804,214921.577636862,214970.73583988,37941.4027595653
TAG(56:4)_FA 20:0,-0.6255760371386044,6.947039267630205,8.854127352089563,0.002924268911426644,0.02870830517428597,928.8 -> 599.8,TAG2,562852.461120529,433551.58984381,491060.97473143,497515.6773683,405130.988708625,1482002.98010279,430739.5678712,929378.65295417,632204.60705593,437374.27392579,17372.4612045299
Cer(d18:0/h24:0),0.6234614595819118,4.708862393097759,8.793490507058095,0.003023072767766764,0.028853865624942895,668.7 -> 266.4,CER,171274.074325665,117740.48757938,116899.228660626,112418.348441996,108090.807525627,83687.146339405,82933.0655059831,82562.8257904299,72114.1657028006,96646.386955238,71750.0050583499
PIp (34:1),-0.6236424985543428,5.627613590586009,8.799469805222543,0.0030131809838329737,0.028853865624942895,838.554 -> 561.554,PI,110378.687439034,203116.573181132,197287.335968121,71076.2247009973,358720.022979771,439481.235412709,303057.384185793,205266.851928681,261280.337768513,282334.659393181,27558.242004398
TAG(58:3)_FA 16:1,-0.6233521613172055,4.083061583760637,8.789784668939376,0.0030292200316216484,0.028853865624942895,958.9 -> 687.9,TAG1,59881.564514169,54256.024047842,50458.923645013,63053.584289521,62113.284240742,138248.009948719,87780.306457506,91940.106933584,72589.365356469,76325.785766609,28534.6820907407
Lyso_PI(12:0),-0.6162794357790722,4.030364630434401,8.59286745910686,0.0033748218175795822,0.03191617204625262,534.2336 -> 257.2336,PI,51724.6241646009,68107.944976827,62103.625152588,13060.6807632484,89593.807037232,87836.346343982,93671.706756616,84885.106323208,75012.385223375,101672.946014433,27319.721832265
TAG(58:2)_FA 16:0,-0.6141976639918106,4.08221204170977,8.53542151963893,0.0034830065781171274,0.032705678790262954,960.9 -> 687.9,TAG1,56807.00421143,58180.384155278,51254.383666945,59673.124511752,65955.564208996,142351.90917968,87271.96600342,90863.246215823,68722.364624026,78388.185424818,27974.782051071
