lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,5GFP1,5GFP2,5GFP3,5GFP4,5GFP5,5DN1,5DN2,5DN3,5DN4,5DN5,SolventBlank1
PE (40:8),-0.14576807850181542,7.275161626951829,0.6913846423145742,0.40569381150265516,0.8445575572791124,788.5226 -> 647.5226,PE,72010.50560001,80820.026672289,71184.585433944,80025.366485549,78843.444213891,89322.285461404,77959.746780382,85473.725524959,78045.765991203,81296.944671634,24473.861618045
16:0 Campesteryl ester,-0.14381264544297526,6.495505738626761,0.6727941996293509,0.41207911486279836,0.8484954639674247,656.6002 -> 369.1,CE,38968.8830413808,55444.9841880753,40967.8028297372,41957.0630302478,40183.3827285738,46484.4234161267,55938.944091799,41923.7629509012,46763.3033790448,42774.8628768941,19968.8014564503
C18:3,0.14252308860729615,10.50201309547429,0.6611557128926506,0.41615222946386804,0.8484954639674247,277.3 -> 277.3,FFA,791025.792724719,887474.807556151,733809.310302638,751992.617797749,608972.804992699,683450.731140142,689079.908813351,571962.622253472,706579.41223137,674610.224120998,387248.06640605
Cer(d18:0/18:0(2OH)),0.1442127531041531,7.3816200225769695,0.6767214331439391,0.4107179780896027,0.8484954639674247,584.6 -> 266.4,CER,95131.7064361342,81669.02635958,86296.105895965,94715.366004955,76679.125663723,81282.964866649,80543.8668822933,78852.3656006061,71546.08526613,71516.304595947,43107.943054197
Lyso_PC(24:1),-0.14246660923221321,5.4226870914206895,0.6597959175591939,0.41663200129174865,0.8484954639674247,606.442 -> 184.1,PCandSM,22574.601531983,22765.241653452,17847.6013565019,19287.64131927,16695.221191418,20194.7815017631,25215.9419555541,22283.241394034,20061.221298209,18995.401321405,13131.8209457439
Lyso_PG(14:0),0.14315728308796744,6.528557211572271,0.6666847145269799,0.41420985977598135,0.8484954639674247,474.2488 -> 285.2488,PG,45276.182922327,46991.802551266,56658.745010356,49678.164062514,45429.723831183,41842.883102403,46589.583160373,42249.322792031,44528.663116451,40216.742355342,21336.101478577
Lyso_PG(20:3),0.1428100415222379,6.645778687793029,0.6634740819896905,0.4153361343182414,0.8484954639674247,552.2958 -> 363.2958,PG,67030.5052756919,47787.563468903,45896.9836883589,44066.823097165,51042.923797572,41740.802825913,51033.802658039,52517.604110736,41499.92360687,39516.7630691529,30014.282440185
PC (34:0),0.14409522786745077,11.388171767199678,0.6758281279726361,0.41102700560710054,0.8484954639674247,762.6 -> 184.1,PCandSM,1739179.56640583,1154388.44189436,1368757.47228997,1169880.51660138,1615105.28479017,1589320.53466754,1335825.56884758,973752.48974556,1207589.82043466,1125122.28759773,640376.06640629
PG (36:0),-0.14425284806475394,8.848816260732843,0.6772432079715145,0.41053763492124584,0.8484954639674247,796.5798 -> 607.5798,PG,264421.717346239,239615.518676757,244651.696899399,181980.331420899,202911.912353453,317541.5217284,209507.235900801,231188.299255369,250636.898193325,209591.416931175,80406.226135188
PGo (40:1),-0.14431986203130728,7.110566019350028,0.6776871111530909,0.41038429855753367,0.8484954639674247,836.6475 -> 647.6475,PG,58961.644317573,79916.8458557499,60200.344512953,64787.62487795,70706.40484616,77474.406112721,61256.644256627,74267.585113618,73142.865234345,72602.12469483,28976.661941525
PI (40:4),0.14495618834304194,6.090219207348339,0.6833537687803357,0.40843425267520944,0.8484954639674247,932.5958 -> 655.5958,PI,31025.942169193,36532.96261596,36081.602645881,32751.822593697,30917.8221664553,32396.562149052,33765.542205802,39007.303009033,21225.5616989087,21037.3215522884,26459.5617523232
TAG(52:2)_FA 20:0,0.14318328143187725,6.6807612669157415,0.6669814425032001,0.4141059972133245,0.8484954639674247,876.8 -> 547.8,TAG2,52859.2041739969,60795.0643234332,62709.86437991,48471.2831344759,59258.364135739,51560.6240768366,45425.8633499036,45537.743247982,60397.5043754452,47202.923526753,13628.1208763117
TAG(52:5)_FA 20:0,0.14315419689838088,5.794907181318356,0.6664217257677478,0.41430194493600747,0.8484954639674247,870.8 -> 541.8,TAG2,26842.3417243883,31778.4822616592,34610.402252201,24859.4019813427,34608.382385253,28832.841983785,25719.9419593873,24024.3216476502,32021.9422187656,23929.0417289805,8255.2006301861
TAG(56:1)_FA 18:2,0.14222480996981857,7.247401489516211,0.6581938748950051,0.41719829837069,0.8484954639674247,934.9 -> 637.896,TAG2,71724.085021975,80754.94580077,102018.14819335,74909.325134297,92182.686523453,81847.24572754,72762.885009742,69437.124694828,83879.705932598,64129.80474852,19176.7614517249
TAG(60:0)_FA 18:2,0.14269220063369847,5.697357087519778,0.6620834605680841,0.4158253655788101,0.8484954639674247,992.9 -> 695.9,TAG2,27481.282104486,28343.961914053,30083.722198478,26491.62179566,29726.662078857,23965.4616012586,23811.0215034545,25787.3217392016,29519.0019226184,22365.0216369604,7954.4405746443
TAG(60:3)_FA 20:4,0.14350772761074262,6.733215124705525,0.6700236223555294,0.4130433713282975,0.8484954639674247,986.9 -> 665.9,TAG2,46425.58311463,79470.605987607,59874.683776851,50586.663436891,63602.424499493,57056.7438964669,50879.2033844061,45003.4629669058,59172.204406704,51130.503555261,10501.6007080117
PEo (40:0),0.1405209244657292,6.834005094027882,0.6424290720896204,0.42283256138487607,0.8586354467386133,790.6685 -> 649.6685,PE,55046.883834794004,62452.485351521,57795.984252938,57223.503509504,61650.044921875,62830.845062273,47447.263336171,58042.82393642,38925.822555541,51783.824157729,32368.08209229
Lyso_PG(20:0),0.14006058908041008,6.741327315922418,0.6382233893539252,0.4243548667156052,0.8597310761483077,558.3427 -> 369.3427,PG,60565.484184202,61213.623794529,54981.524459833,54481.563888588,57327.024185142,49546.403533888,59305.483726454,46955.842453019,52839.684127817,46825.143295284,19837.2414970421
PC (44:12),-0.13982023934340632,5.421271624734881,0.6355683516789554,0.4253201320824332,0.8597310761483077,878.6 -> 184.1,PCandSM,23456.2219009474,23315.1216812078,19317.1213912909,20960.0415687555,18320.2214965806,21877.2418441777,23097.5818595812,25286.0215988179,20535.5812339747,22171.9413833609,7482.1005287169
TAG(60:6)_FA 18:1,0.13986843665290719,6.0794975452617415,0.636299294557034,0.4250540618460444,0.8597310761483077,980.9 -> 681.9,TAG2,35264.362747182,36310.422637923,38864.902557382,34556.402404791,40736.582763676,35267.242355335096,30137.6019134381,32056.742248537,36516.422637942,30176.602294924,9793.9806823733
1-O-tricosanoyl-Cer(d18:1/16:0),0.13880960475388907,6.488506854695976,0.6268205792318895,0.4285239502912007,0.8635703351378231,874.9 -> 264.3,CER,45226.763523104,49561.1031379721,48719.8636283885,51053.403526311,49377.7035064741,41310.4830741828,41473.4429702881,45385.0232162493,42056.2829322869,45256.5434455965,15021.8009414667
CerP(d18:1/2:0),-0.1389779313360486,6.3901406792776365,0.6282902169724016,0.42798316792802504,0.8635703351378231,422.3 -> 264.3,CER,40372.2829437399,34521.4823074247,35498.742557524,39545.2026481634,43484.1228256207,36483.3027114956,61412.9043808037,38204.4422607507,42714.1036567683,30413.0821609569,25910.1816024826
PEo (42:6),-0.13852945522942323,7.161438706011689,0.6244272693929815,0.4294068271147805,0.8640344059270051,806.6059 -> 665.6059,PE,67334.483734086,78099.025512604,79095.604888963,61029.405365032,62756.704986535,79722.385345465,57322.52423093,82192.026962247,86164.345397992,66799.324707053,29262.321578975
PE (44:7),-0.13754253628287738,6.4222383381630825,0.6154108902519937,0.4327577577452002,0.8694556468204022,846.6009 -> 705.6009,PE,42723.2437363133,43059.983016931,36186.542655936,41747.56338502,44483.1437302016,51021.484512321,32669.1025771936,50729.164413501,45724.2433395072,42499.4225769381,17440.7612380971
Cer(d18:0/16:0),0.13536615197235752,6.962928427070956,0.5962042029593704,0.4400299705047475,0.8703534894398911,540.5 -> 266.4,CER,65478.704902626,62130.3640975955,62390.2847137486,70526.525665277,61552.723831169,60937.84437562,62014.444503794,64790.8843689136,51822.8239135768,46854.603431689,34020.262260431
CerP(d18:1/14:0),0.13446215908038509,7.340814280400737,0.5883312384150939,0.44306514492634935,0.8703534894398911,590.5 -> 264.3,CER,75757.485061637,87225.305984514,84097.725952136,88749.2862090356,84528.02696227,82086.7058334382,78959.486022972,70138.2848739566,70976.1653137176,70902.86548232,43148.9434738119
Lyso_PG(19:1),-0.13655517354474084,6.269165029741639,0.6065566558961278,0.4360872435365961,0.8703534894398911,542.3114 -> 353.3114,PG,34961.042678841,36641.822479244,35185.022216805,39863.3229522904,35480.6826019171,37777.262527461004,39139.7427749662,37021.82241821,43041.123184196,38242.722442632,20302.981567383
PCo(32:0),0.13651309445485554,7.509760355628291,0.606433162608937,0.43613395690038065,0.8703534894398911,720.6 -> 184.1,PCandSM,128631.509307907,79749.227188113,87796.666931126,77428.445953397,102801.127769409,90430.766937244,95984.086608873,75298.145523068,75483.264801078,85917.705535906,44701.943023675
PE (38:4),0.13549022239469113,6.284762458867959,0.5971457379685035,0.43966913326134954,0.8703534894398911,768.5539 -> 627.5539,PE,37186.242477426,38226.58264159,45586.963417039,40380.383377073,43825.943023682,35903.482208265,33204.502487186,36952.982986438,37738.242630004,37875.643096921,18286.0414886428
PG (44:7),0.13697413453319937,6.0205126812581184,0.6102018513886165,0.43471181965398126,0.8703534894398911,894.5954 -> 705.5954,PG,31865.622421256,40136.142852787,39063.9827575816,32510.702621446,25797.821784974,32272.0822067276,28183.441940307,27614.821945202,31305.782348638,30125.982025152,16898.321258545
PGo (40:5),0.13490509235914216,6.60473057552116,0.592071713027849,0.44161911649305796,0.8703534894398911,828.5849 -> 639.5849,PG,40632.263031031,70338.765655526,51908.283233639,39835.2225875714,45692.962875369,43407.502990701,41232.762893682,41887.942474345,46490.643051131,45697.022949226,30436.9620819
SM (d18:2/20:1),0.13614881245849345,11.599097440519756,0.6033723548971466,0.4372942050781865,0.8703534894398911,755.6 -> 184.1,PCandSM,1984561.03076129,1372204.00732429,1637519.13635253,1396872.22729494,1830227.45312547,1848957.89404402,1620499.40283141,1079044.5715332,1472305.22680655,1293114.95605481,672110.08984369
TAG(48:0)_FA 16:1,-0.13466857500131016,8.550765852049988,0.5902542615234836,0.4423208142070839,0.8703534894398911,824.8 -> 553.8,TAG1,181324.77197264,195588.59301758,178147.57177733,171428.51074221,182027.11523437,183106.55371095,191300.21313477,206608.01318358,205540.71435546,184119.65356446,79988.5658798457
TAG(52:1)_FA 16:1,-0.13586947402974903,10.632618374678986,0.600890372065237,0.43823851032153954,0.8703534894398911,878.8 -> 607.8,TAG1,724887.32617207,853938.04003917,786877.27734366,759447.8916015,786663.79003894,809058.9648437,837132.5820315,841700.03515591,856367.2734373,835276.69335956,279329.061653117
TAG(52:4)_FA 18:2,0.1349472363138525,11.11555732844691,0.592769894084995,0.44135001230149135,0.8703534894398911,872.8 -> 575.8,TAG2,1081305.23031626,1256822.14636965,1369615.9003904,1057905.26031494,1497873.4931641,1133527.90774549,1029154.71209343,1038144.12792235,1349738.15180209,1001127.40894662,181849.431877112
TAG(54:3)_FA 20:0,0.1345125443249651,6.686081769250467,0.5886772009206425,0.4429310932502673,0.8703534894398911,902.8 -> 573.8,TAG2,54423.384216315,56739.984069788,57393.244018548,52157.343994132,64226.805053728,49035.4631958,47900.583526608,50789.28338625,60535.264648432,44732.163147003,12788.080883027
TAG(54:6)_FA 18:2,0.13567507134903004,9.350182687938643,0.5991463389036653,0.43890392194059585,0.8703534894398911,896.8 -> 599.8,TAG2,331465.726184834,359935.547210892,423697.0307616,293005.841007183,440455.67016592,302644.619873,327999.80419927,292972.00195311,416800.59179697,298458.17932107,49018.9637031496
TAG(60:11)_FA 18:1,0.13485537537013007,6.2563345835705,0.5915648229444912,0.44181464855876035,0.8703534894398911,970.9 -> 671.9,TAG2,38961.842834464,41547.142761202,39855.402771021,37727.742553695,46871.74346923,34923.6024589355,35636.7425727903,33210.1223373348,41762.483001704,36222.802398688,14905.5610923746
TAG(60:6)_FA 18:0,-0.13642924309336316,7.022624421667015,0.6056205570091606,0.43644152898544836,0.8703534894398911,980.9 -> 679.9,TAG1,59064.744384762,68247.964599609,60214.843994151,64015.36444092,63454.964843743,59741.624633764,72704.985107431,68587.425048846,71711.004760733,64584.604370118,27466.322029117
Lyso_PC(14:1),-0.13369935736076075,5.2773270148738405,0.5810302336947473,0.44590878532941597,0.8705593485966938,466.2855 -> 184.1,PCandSM,17872.061286924,19839.461486818,17635.641250608,19834.181533819,14179.7809066744,18488.401184077,21670.781341556,18124.941253664,18033.4013214256,19200.261421212,12365.740852358
Lyso_PG(18:3),-0.13348166296754488,6.476736249094202,0.579629578075469,0.4464575511307818,0.8705593485966938,524.2645 -> 335.2645,PG,41893.4439735927,44629.863113378,42165.463378902,41711.9626769574,43169.123214727,43904.6625823765,51182.383987427,43945.742858893,43340.822921766,45775.324066155,20961.281326288
Lyso_PG(20:4),-0.1336740494564601,5.686005858942292,0.5810218335951021,0.4459120733044223,0.8705593485966938,550.2801 -> 361.2801,PG,22402.3014373814,27024.161849979,23044.2617340032,23041.041587828,23766.2418594246,27117.962173457,28096.9619827308,26713.582016003,23665.8617706207,21851.421630857,15979.9009323108
PC (30:1),0.13379783661366523,7.295137161001528,0.582528915034402,0.4453227707288182,0.8705593485966938,704.5 -> 184.1,PCandSM,107031.267822238,70241.944137605,78854.285797115,68774.764289838,83607.0861663786,75272.345153826,86342.485259978,66001.164024354,67096.044616703,69112.925048827,40017.782928473
PG (36:4),-0.13382878486617258,11.46175769836151,0.5829909059903002,0.445142363468349,0.8705593485966938,788.5172 -> 599.5172,PG,1349276.560059,1415634.88403306,1560780.49682628,1067011.47509705,1708504.79614213,1930480.58789142,1533633.69189548,1333551.71582022,1373278.61132828,1402770.59277348,370317.14209007
PEo (18:0),-0.132887025042919,6.980761018093074,0.5745744974965419,0.4484468374089483,0.8718702095880287,468.345 -> 327.345,PE,47473.403533944,63914.603759728,57905.424133318,71581.424255372,53423.183776817,65546.90542603,61926.104065019,78255.046905481,57986.043579098,50821.663513187,37346.302520762
TAG(48:2)_FA 18:1,0.13304878772150852,9.23730603146195,0.5761771825045798,0.44781465659626574,0.8718702095880287,820.8 -> 521.8,TAG1,320241.06225574,332052.88354483,331430.6816407,307256.88330088,328178.52392597,267252.69702155,299034.31860366,293485.78222658,311287.52197272,267609.19775398,116155.88825987
PI (42:3),0.132430652924714,9.043686412647734,0.5708336472198425,0.44992783724629615,0.8721880768874027,962.6428 -> 685.6428,PI,464964.756713869,327512.637512251,126103.750457783,285252.937622025,292414.125518787,363930.20828247,235704.61688233,308187.920837394,186674.070373554,236682.595642146,30608.7423400943
TAG(60:8)_FA 18:0,-0.1325463870896093,11.322744232848242,0.5718742376551518,0.4495151040353475,0.8721880768874027,976.9 -> 675.9,TAG1,1265512.36010706,1333629.75878919,1279795.32153314,1196252.92407232,1280527.30664054,1330908.61816421,1370553.07861299,1252371.10937485,1422507.93676773,1401899.63232447,414921.847213514
TAG(52:6)_FA 20:4,0.13164464235682669,8.688515166595089,0.5640640571309636,0.45262739108960737,0.8761384002962576,868.7 -> 547.7,TAG2,195414.233703611,234647.294914216,255069.97705071,194890.73327638,274615.39868165,209306.215942363,189234.994167316,199947.132316609,249711.778869611,177599.892356886,41215.7026977432
Cholesteryl nitrolinoleate,-0.13129220960215948,7.2133588636831805,0.5609101474792624,0.45389376262161696,0.8773070681912714,711.5696 -> 369.1,CE,56150.923889162,120854.809299589,58494.4840393102,56325.503906243,59445.4444274837,69055.924392694,94455.4865264778,61724.744949334,81759.025878916,65879.125152577,41924.362922645
PEp (32:1),0.130235770977939,5.919817931730876,0.551625491346762,0.457654278895,0.8832861009576968,674.512 -> 533.512,PE,24666.562004088,31147.3822212236,39642.482681226,28862.542099003,32519.002319335,28030.9621505743,26217.4020461903,29145.142013541,28042.021766656,27700.102172853,16304.0810775754
Cer(d14:1(4E)/22:1(13Z)(2OH)),0.12791899868777903,7.289254045925965,0.5324204456745745,0.4655910277699045,0.8926424795447576,580.5 -> 208.3,CER,57549.2840385427,58504.0039520146,57542.0641784881,70908.2248382609,64997.4446067743,57597.1239089759,61793.3247070261,49939.8436813274,55201.7039566186,52177.8438644375,119400.208164306
Lyso_PG(16:0),-0.12788472403189613,6.483520195523352,0.5320446697572551,0.4657485041666287,0.8926424795447576,502.2801 -> 313.2801,PG,39115.242752055,43492.562500016,44515.942886347,39421.482376087,40180.66247558,45522.083145131,48905.303527846,44106.143035871,41086.523010253,40353.32295226,28635.582138061
PG (26:0),0.12783403070191598,7.076922153430825,0.5317475545248271,0.46587307655999055,0.8926424795447576,656.4233 -> 467.4233,PG,63889.044265803,100835.827606211,74014.644988974,62517.763702409,59599.124084421,59762.324554454,80609.345046977,54364.2239150981,59240.844207756,66355.624420188,27988.52200317
PGo (42:2),0.12843112219251712,6.24557570857176,0.5365454000877321,0.46386796148938836,0.8926424795447576,862.6631 -> 673.6631,PG,35879.162734972,49290.7036972104,36268.522308349,39559.542648307,34229.802978514,33215.702194212,36453.382766734,34529.322265628,36727.902557363,32747.082321171,21484.821716308
PI (44:4),0.1283845530761172,5.613053527615643,0.5359368784860976,0.4641215109800525,0.8926424795447576,988.6584 -> 711.6584,PI,25035.401657101,27288.5219726456,25241.021743776,24581.5215911962,22863.881546023,21766.7615203809,22418.261566173,25081.5017242381,20525.041404717,21430.1014938424,14451.9208717254
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",0.1270098615331204,11.1225513674468,0.5251105868883315,0.4686697553879222,0.8929878267539444,476.4 -> 85.1,AC,1658916.52670276,1023645.67730818,1357116.19058181,1245008.4122924,737759.009582487,904873.488738952,1593652.19189455,839446.11267094,1070628.37316905,1003835.75555464,368138.823577833
Cer(d14:1(4E)/20:1(11Z)(2OH)),0.12722980492366573,7.132836175448601,0.526738608263031,0.46798125286018893,0.8929878267539444,552.5 -> 208.3,CER,64011.944660186,66077.4848861738,73584.2849044759,74085.7651367246,89343.4066696396,76577.585685726,70413.9849128555,68432.7647552392,59046.743839273,53637.624137894,33740.7225608787
Cer(d18:1/16:0),0.12728740842793398,7.144304950029694,0.5272195990028195,0.46777814906354576,0.8929878267539444,538.5 -> 264.3,CER,68937.4648971544,77289.8855819621,78289.1451797551,76982.705535885,73482.564865113,70451.5254745568,74181.825538647,59415.924728395,65554.844886768,64920.1647720291,30307.3021545384
Cer(t18:0/18:0(2OH)),0.12698080159108366,7.836397357503132,0.524750286371727,0.46882234918727544,0.8929878267539444,600.6 -> 282.4,CER,108023.867538359,103614.906799285,113805.767654504,128433.528266832,108934.307785054,95361.266174313,108052.728149327,94575.6470413852,115588.627456616,90344.0861511119,83248.485397312
CerP(d18:1/12:0),0.12547611943290754,7.317289714548162,0.5123490252694864,0.47412374531937423,0.8929878267539444,562.4 -> 264.3,CER,85825.065650933,90246.646591183,80840.605255093,84257.326095536,82315.9855576034,77810.345916756,91077.1058654909,68947.6854019066,74838.845153792,66327.245063793,33309.3823814498
Lyso_PC(20:4),-0.126038220012443,5.125270526230823,0.5162987999949884,0.4724247931168704,0.8929878267539444,544.3325 -> 184.1,PCandSM,16437.580978393,16647.441268928,16591.761146548,18420.301345824,13515.0408058148,17483.541168214,19412.5613784653,17888.181182868,17464.621139523,14751.961143494,10188.620651246
Lyso_PE(17:0),-0.12649810743449005,5.516783043659996,0.5202848449988409,0.47072020052008506,0.8929878267539444,468.3012 -> 326.3012,PE,15852.161132814,25164.3416290256,22810.061737062,23410.581832893102,22871.341506961,22486.541870112,23956.4819793704,23725.301986694,22619.10194396,23959.30187988,10893.9808044443
PC (34:3),0.12526712915632476,11.552665117147582,0.510806439571752,0.474789962814266,0.8929878267539444,756.6 -> 184.1,PCandSM,1858522.08422845,1346265.83178701,1598669.61132812,1282275.2175294,1801261.64404272,1725564.79980564,1556907.81713881,1079280.02490228,1476598.38256844,1228498.33764653,692328.61474618
PEo (38:2),0.12527231922647492,9.022061504640755,0.5108072621633255,0.47478960714554985,0.8929878267539444,758.6059 -> 617.6059,PE,341328.645294178,253209.91813652,297969.060150202,224591.616760324,315688.599548352,336687.900085444,262875.178161671,250213.079895022,216683.195160076,214489.716003453,64640.504791248
PEo (38:6),-0.12529189639011612,6.629569906512487,0.5107339164073892,0.47482132177853237,0.8929878267539444,750.5433 -> 609.5433,PE,33866.122650151,48922.663185108,48779.983505238,51080.363815342,52218.004272495,55247.904190112,46810.263809227,44394.863235467,49740.562667816,52743.703674309,26327.681854251
TAG(52:0)_FA 16:0,-0.12556985897708944,10.524034973329437,0.513268440927277,0.47372738577916085,0.8929878267539444,880.8 -> 607.8,TAG1,672599.60839862,810736.29589854,723269.15332013,708245.86914056,732215.15136713,760520.88867194,792229.61230449,781918.633789,781824.23437477,753305.3984374,254866.057971974
TAG(54:7)_FA 16:1,-0.12609652094028984,7.420978926298422,0.5174348137093148,0.4719379733413501,0.8929878267539444,894.8 -> 623.8,TAG1,76021.605285639,90925.56579594,79388.7059326,81330.60607908,80434.10595703,78614.726318349,91659.86608887,93690.56604002,84455.86596682,84847.80627441,44140.1431846558
TAG(58:8)_FA 18:0,-0.1266513360347096,11.042487044896605,0.522150167147629,0.46992592034563374,0.8929878267539444,948.8 -> 647.8,TAG1,1009609.86816422,1095645.07641611,1023459.56494139,984879.35009763,1015765.72534177,1059376.15185525,1103012.27880866,1016632.31445305,1140075.38793953,1128393.79931639,445472.271652397
Lyso_PG(13:0),-0.12463902898589437,6.183215237122401,0.5053113585048834,0.47717560778061835,0.8961425598603386,460.2332 -> 271.2332,PG,33561.022804269,33488.662292478,35965.162475577,34008.822174054,29161.7818450939,34327.602249155,36673.92254638,34701.062683104,37279.402542117,33602.262359612,24772.701850894
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0.12286663212109172,6.3237806034517,0.4911108346977926,0.4834322045820684,0.8998010555402368,724.6628 -> 369.1,CE,35920.7024459835,87831.2261695809,31463.3623657108,33310.9622459346,29973.7419280999,35317.5827407966,56262.9439887984,33055.5023422142,36239.9626655436,33259.3224220213,13798.4009819034
CerP(d18:1/8:0),0.12302962611602108,6.812132300211039,0.4924736248942736,0.48282594717719274,0.8998010555402368,506.4 -> 264.3,CER,59896.76357271,46162.1035308856,50786.1239394997,55445.8042259367,54196.6839447152,49039.9028625438,52235.4038734466,43843.0430908228,48871.5031242382,45215.0229873669,48911.5036239652
PCp(36:5),0.12334023054594331,11.427877407470554,0.49521640306556947,0.48160956815450023,0.8998010555402368,764.6 -> 184.1,PCandSM,1747598.94055165,1176219.95935083,1427693.73742662,1190332.89404295,1636383.30554193,1735597.68847699,1410606.90258739,974311.10571349,1181502.96875009,1137510.69531253,672579.62500006
PE (46:1),-0.12283078284873188,5.507302804157814,0.4905541095476449,0.48368023295883106,0.8998010555402368,886.7261 -> 745.7261,PE,18902.701210021,21848.4615859902,21949.6413192807,22326.3615417468,23307.8016510054,25922.3618087801,20797.4015426607,24753.781494134,22217.2018775914,21093.3013839634,11717.600807196
PG (20:5),-0.12293662675855643,6.261657164525956,0.4916388003676957,0.48319718251677835,0.8998010555402368,548.2719 -> 359.2719,PG,31556.1224594226,40318.923027083,33051.102264395,37480.802261312,39426.362747231,38709.083175669,40714.343337959,44449.783081037,35155.062240621,33775.702499395,20689.381561288
PG (24:1),0.12328873641694385,6.2018428703778525,0.4944496015538462,0.4819491247125795,0.8998010555402368,654.4076 -> 465.4076,PG,38752.282516481,43470.862792971,39332.582641598,35547.2821044848,36625.442504872,32627.502441408,37578.782867418,34658.782913217,32594.862213144,35429.222503656,16901.321113583
PG (42:10),0.1225240456984442,6.108086779268169,0.48830013057576593,0.4846865586644851,0.8998010555402368,860.5172 -> 671.5172,PG,35413.722747803,41512.002777097,31671.982223507,33895.202392574,33250.622222892,30274.802268975,31101.782363891,27912.76184082,32950.762435918,34570.922332762,20538.541564937
TAG(52:4)_FA 16:1,0.12232215580069772,10.057911423372532,0.4870634908184004,0.48524014626565637,0.8998010555402368,872.8 -> 601.8,TAG1,589543.8842771,586367.46386697,610059.38720713,524862.87475602,636680.71215813,444811.04687499,595479.78149442,497389.85986328,550998.77807627,548374.14062512,124780.229213698
TAG(60:8)_FA 18:1,-0.12251268158149758,8.757850341246488,0.48854747995756054,0.4845759567596058,0.8998010555402368,976.9 -> 677.9,TAG2,206802.355712885,236378.016479585,231569.21643065,198902.472778308,233801.27441405,237507.337600632,229212.015365667,226628.495330889,255118.79943842,224158.096984896,44636.8432846113
C12:1,-0.12105731683448018,9.98279046264203,0.47704004104616615,0.48976612430797817,0.9018780926060682,197.2 -> 197.2,FFA,462183.77319338,445441.373351929,426308.948058971,423468.710144069,404857.149108909,494923.47326655,487956.45483397,438333.07080075,448968.35156244,422295.13037114,483530.85498042
PE (42:11),-0.12136902819525991,6.344967820943604,0.4792099119528359,0.48878041214019297,0.9018780926060682,810.507 -> 669.507,PE,38530.582550096,40424.922958365,37226.382736213,38131.862640376,42461.223190313,40363.103485101,36896.002593988,44875.984039297,41202.342758182,44604.643569992,18193.9412384032
SM (d16:1/18:1),0.1215074054905911,7.289232608549903,0.48045632203593414,0.488215694179509,0.9018780926060682,701.6 -> 184.1,PCandSM,112426.187652636,69895.284881558,79287.205169683,69132.584793143,81148.12600709,77979.924987767,82281.325836232,70016.804626479,68467.285369881,71053.505279568,34213.422576906
TAG(58:1)_FA 20:4,0.12147566451837782,6.22230124269161,0.4800355168011379,0.4884062294128018,0.9018780926060682,962.9 -> 641.9,TAG2,38896.622924776,45111.963073739,42337.343078607,37766.902679446,39522.443176273,33556.0224265975,35280.12245179,33398.982421872,42150.962768543,37585.022949213,11179.7608413657
TAG(58:3)_FA 16:0,-0.12120683416810187,8.888951996621932,0.47819678353243944,0.4892402368500962,0.9018780926060682,958.9 -> 685.9,TAG1,257671.639953634,253820.09960931,181228.790832512,262374.579162682,272767.840209985,252721.918090915,233313.776000961,294519.48071289,228455.47595222,289336.561584454,32422.4222106891
PC (36:6),-0.12001860140393326,12.406292989995547,0.46891472672723467,0.4934868690927791,0.9037020949914792,778.5 -> 184.1,PCandSM,3283699.6237794,2150498.8945314,2518258.75927716,2101996.93652353,2893394.16406176,3596952.5449215,3045838.02734326,2178266.02294892,2675897.27001951,2266340.13818361,1371367.05371125
PG (44:0),0.12012427639847749,5.704849734297124,0.4692380724261085,0.49333789981041143,0.9037020949914792,908.705 -> 719.705,PG,24584.5417099047,31248.742584228,26549.361984264,23547.661743167,25705.041931155,22102.6815109204,24373.981765748,22347.181549065,23621.52165222,25105.56193543,16612.381263729
TAG(50:0)_FA 16:1,-0.12021373422853915,8.232640370500578,0.47036058976118517,0.4928213271656961,0.9037020949914792,852.8 -> 581.8,TAG1,140477.42968749,149894.97094726,148148.41064452,141020.81030276,147788.829834,147185.17114258,148159.91040038,158202.45117187,166188.81250001,149684.51074217,68583.3246917907
TAG(60:6)_FA 16:0,-0.12041597902520493,6.8370115650397105,0.47180691793719365,0.49215707421963967,0.9037020949914792,980.9 -> 707.9,TAG1,53281.163818348,55211.7840576,58567.143676748,56099.004028292,54530.503906236,56340.823791508,57432.943359374,60535.984283445,57626.064453134,61664.604064937,24803.6418037517
1-O-carboceroyl-Cer(d18:1/16:0),0.11971052352936577,6.2486858555707485,0.46619175843238736,0.4947443744807319,0.9041232937313215,902.9 -> 264.3,CER,36300.3224067644,40337.0026931743,43369.523319253,44532.4235534857,39830.6026992724,37669.8027420012,35690.9425582815,34946.7622718831,36154.2222175619,38564.9230194042,13432.7809066717
PI (16:0),0.11940269227891145,7.539043017722033,0.4639892020757088,0.4957654918798636,0.9041232937313215,590.3036 -> 313.3036,PI,95527.406433087,101873.667297353,106260.707580617,105757.387268116,92766.465881311,83431.925292922,94282.967529358,82453.625610315,98224.906814528,92003.507385225,31033.482208246
