lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,40DN1,40DN2,40DN3,40DN4,40DN5,SolventBlank1
19:0 Campesteryl ester_simulated,-0.22382100982530329,7.058621967684886,0.7991631645609227,0.37134368737855,0.9999320773204663,698.6315 -> 369.1,CE,52487.4836311366,59808.9044876146,79968.0255889945,66831.9848175016,53000.363571177,91293.566345213,68113.424972536,71028.324966451,58812.584320064,55670.483863833,42601.443099967
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",0.09609006287717807,10.426594634347943,0.14744282728270264,0.7009911604290626,0.9999320773204663,388.3 -> 85.1,AC,876960.32238712,691538.15539553,709448.80914308,918093.20385729,559615.99938952,632775.95434575,761288.47399906,629426.62207045,668845.04675295,604699.92236315,344879.186584424
20:0 Campesteryl ester,-0.0823284162676352,7.195881520431095,0.10822270270253398,0.7421767072840988,0.9999320773204663,712.6628 -> 369.1,CE,55052.023925793,69637.14487457,96395.3673324421,81873.2856064159,63237.624328597,88284.7661361541,71217.104820233,85402.8856506321,60663.0046234048,61522.824279785,42768.323028558
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",-0.2649985229768194,7.074437033489377,1.1198131660471522,0.28995868767705285,0.9999320773204663,698.6471 -> 369.1,CE,51085.163490276,60873.824386597,77724.7654342819,61355.9441261198,54331.9441604508,93121.5665817206,69443.0850753769,69600.4045753383,57173.5437087859,58426.0241088788,47379.6432342535
20:1 Campesteryl ester,-0.16216718856944226,7.197759289290665,0.419735496469265,0.5170690558859966,0.9999320773204663,710.6471 -> 369.1,CE,56356.463825229,65062.164459221,90252.226364128,81607.0057144127,64913.504722589,101202.007461555,72880.644958497,81063.245918258,59079.644218447,64978.444778434,41380.263000497
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.22356375396007516,7.050486077018183,0.7973272378893341,0.3718936847589148,0.9999320773204663,696.6315 -> 369.1,CE,49749.203666681,62921.2440299857,76273.8453597999,65480.6849212688,54153.6636352513,89275.2862243561,67756.804977413,70617.8048667858,58678.5639343288,55066.784042365,43590.502815245
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.2569455982320383,7.063761628753063,1.052877552526411,0.3048452902910183,0.9999320773204663,694.6158 -> 369.1,CE,51732.883514401,59048.204170228,78277.505470282,65034.644485479,53777.623817432,89915.306259158,67181.10485839,73374.085128787,60264.7237701511,57480.123847958,43950.922935494
20:3 Campesteryl ester,-0.2744684114118076,7.08379145990054,1.2011623150708601,0.2730894926736721,0.9999320773204663,706.6158 -> 369.1,CE,50223.423652632,60448.4639739941,77192.1052093551,68946.1045608355,56890.24388122,104114.807037349,68106.504791267,74148.466018679,57312.6440963583,55777.3241500849,41311.282920844
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.21604912152028827,7.062524821865597,0.7446774201148405,0.38816664109248933,0.9999320773204663,692.6002 -> 369.1,CE,49279.2433395323,56962.564193722,80673.625343338,69848.745285036,55355.103790274,91397.106552108,70341.045166022,68320.744613632,56379.14424134,56598.163879384,44282.02319335
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.27461270204641497,6.9266915613046205,1.2023980273895631,0.2728429161591922,0.9999320773204663,690.5845 -> 369.1,CE,46496.903175355,53003.883567814,73893.164955151,61701.3846740637,47648.043243402,97141.887115485,61829.244056695,61056.7844085694,51739.743919373,51862.2036361642,35990.02259065
20:5 Cholesteryl ester,-0.1765949829421406,6.56114851051193,0.49765119944618164,0.48053398678188575,0.9999320773204663,688.5689 -> 369.1,CE,39145.3826942484,40253.60287857,62306.1441726636,56374.1238937173,38515.5228614745,84857.4656982254,48637.9432907096,43672.3831939529,37238.1226692043,38162.4025688094,20705.4614639295
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",-0.007220112939019142,6.282975289382707,8.32348116830417e-4,0.976983869139867,0.9999320773204663,726.6784 -> 369.1,CE,32782.9023475633,40145.0827865626,37771.2625846785,62556.5846519479,38579.502548221,55003.164215095,37062.6424560591,40937.6229476924,32224.5425262519,35301.3623771664,13673.9410171536
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.11699766410394982,6.259070229793269,0.21849945623034772,0.6401856435764749,0.9999320773204663,724.6628 -> 369.1,CE,33250.5224456762,35073.8026046689,35537.7825317431,57807.5639114518,38418.3227805972,53796.1640167194,38047.8827285904,40806.1829795942,34078.342330932,37460.7227210937,13798.4009819034
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",-0.2504894092553604,7.073898017329425,1.00069801203108,0.3171416683120507,0.9999320773204663,718.6158 -> 369.1,CE,54060.143836979,63595.804138165,55958.4441222977,78993.9452972329,57699.6440582282,86246.765930173,71355.5448684596,75132.4651031405,59703.8641166776,56294.663818361,45309.4433364852
22:5 Cholesteryl ester,-0.2022860600339666,7.112531301656314,0.6529037521811176,0.4190764215594512,0.9999320773204663,716.6002 -> 369.1,CE,51747.503341673,65470.8846817016,70194.905143726,83408.065933249,58736.8643112137,85443.045974733,72726.4449386656,79094.46528625,61521.7644653377,59528.26428223,42027.22299194
22:6 Cholesteryl ester,-0.07756658338725965,7.197216997711206,0.09606705267401594,0.7566013712552541,0.9999320773204663,714.5845 -> 369.1,CE,51404.2036437977,66680.204849239,102301.626667043,81519.9059295701,63426.8445930521,84789.686119081,71777.6657409609,80698.125671373,63095.744567858,64514.0046043272,44244.4034881439
3-hydroxyarachidonoylcarnitine,0.06937206841388854,11.150844563714813,0.0768559698772151,0.7816042019620536,0.9999320773204663,464.3 -> 85.1,AC,1794425.88916019,1024206.20727644,1158723.88586421,1158293.58154357,1027682.99804694,1315481.96862758,1346772.2551269,898355.66687015,1045660.9091802,913214.16442934,556270.21875019
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",0.17649286253110333,10.895534766856006,0.49720204950426705,0.4807321039432618,0.9999320773204663,472.4 -> 85.1,AC,1639322.87316897,884780.234618222,1053552.92687992,937073.38806143,886203.82019055,944444.19653332,1104895.38439995,752306.657714934,929436.74755852,757260.832763467,427569.4089355
"3-hydroxylinoleoylcarnitine,",-0.0018891675686302045,11.487945255865323,5.700330166291678e-5,0.9939759864376871,0.9999320773204663,440.3 -> 85.1,AC,1484470.40869157,1297296.21728522,1416884.43847597,1504306.21875102,1436813.46337923,1284766.05566396,1320999.05908223,1563032.84130858,1287194.79541001,1290860.32080083,1041676.45019533
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.06050191070657171,12.80919028052775,0.05846011930248096,0.8089465491380337,0.9999320773204663,414.3 -> 85.1,AC,3238960.6738289,3416145.2968752,3401609.6679686,3651886.5273437,3479291.0839846,3275914.8281246,3398313.3613279,3416168.7968755,3448355.0781249,3390552.923828,2817693.6347659
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",0.10779514508454703,11.237045740975908,0.18554439441140858,0.6666511447910716,0.9999320773204663,456.4 -> 85.1,AC,1350123.88781746,1099569.46044914,1163480.88427775,1271871.05371128,1718332.40307628,1258603.85473646,1245839.17065531,1048322.58447271,1151848.64697332,1093246.51196287,567942.2614746
C12:1,-0.08633335630358387,9.944517096999908,0.11902405904083935,0.7300953959508614,0.9999320773204663,197.2 -> 197.2,FFA,393082.248046819,452560.131042358,438211.810363762,503584.677123886,435601.03137187,470564.07336425,441041.550903259,487803.673766946,411672.70910644,419891.309143106,483530.85498042
C14:1,-0.23018722448538806,11.767532845409812,0.8453818721209245,0.3578620751690317,0.9999320773204663,225.2 -> 225.2,FFA,1158251.56201174,1286278.21142581,1305569.19238305,1142508.0585937,1217256.60742187,1244721.00585939,1663746.47656262,1443201.48144543,1229584.54931641,1214379.86523441,2887207.9609368
C16:0,-0.3059510697132111,13.307018261916848,1.492264224027167,0.22186548478123325,0.9999320773204663,255.3 -> 255.3,FFA,3819548.39868171,7301691.97192348,4115513.95263677,3607242.79272466,4846757.74609319,2406981.36865192,9152932.31274284,6775034.49584954,5005049.27880875,4699704.96923822,2380949.78808543
C16:1,-0.2759348542514292,9.835042854381374,1.2142091983459977,0.27050010026814136,0.9999320773204663,253.3 -> 253.3,FFA,352126.364990064,407838.308898974,401803.767028676,373136.645873884,381771.706970148,365478.724853369,657429.350707915,455724.629577613,346984.624694862,377490.406921298,448718.250610343
C17:1,-0.23338506772005824,10.021761091376698,0.8689929692941405,0.35123424821448057,0.9999320773204663,267.3 -> 267.3,FFA,557000.2418824,425372.172302224,398180.769470186,493036.734558005,383807.048339791,467652.294982881,746989.854370099,506093.057067833,383477.187194728,398259.626953074,489334.53723152
C18:0,-0.061431688771188625,14.98789610812626,0.06027071000848494,0.8060685828414436,0.9999320773204663,283.3 -> 283.3,FFA,11898088.0666504,25193810.2255866,12532603.7961431,14496134.4812005,16358157.2460936,6655223.732422,20115322.7727047,22450820.7170417,16563430.4079591,14423445.2817383,9905782.93481505
C18:1,-0.07785298889603676,11.287173690492162,0.09679391942154325,0.755711516965588,0.9999320773204663,281.3 -> 281.3,FFA,874455.00512692,1771568.91320814,1012039.33813462,1087236.5130615,1091036.89562996,892762.239257659,1299175.19238296,1489664.85388125,1147550.68298343,1044881.47119134,1035663.18762207
C18:2,-0.06883367201179208,10.223657989831699,0.07566687940970951,0.7832577469762663,0.9999320773204663,279.3 -> 279.3,FFA,425539.352050587,705333.17523182,600310.584411728,650920.804260357,493906.270446698,497328.916992287,568761.339965752,706984.832275388,557786.679199236,528083.200683531,446813.713134713
C18:3,-0.2706536941619646,10.733706286265026,1.1682630008617707,0.2797584346900173,0.9999320773204663,277.3 -> 277.3,FFA,793457.49938972,834495.551330628,702090.846435391,915887.59985354,847482.256225569,1184625.88073731,760536.375854299,1114233.66235355,815557.175781409,795632.097351037,387248.06640605
C18:4,-0.30270134960694356,9.507077176661541,1.4607395228517817,0.22681249159074995,0.9999320773204663,275.3 -> 275.3,FFA,292290.660888601,335834.705383273,295696.499877918,405173.309387041,315081.860412491,310116.442077598,368882.287170482,510245.597106662,368114.762939365,357068.687500025,242991.895873994
C20:1,-0.2939179772009929,11.181709074850389,1.377377517934292,0.24054835695730725,0.9999320773204663,309.3 -> 309.3,FFA,960192.108947729,1147712.02551319,1046402.83572447,1371014.89117497,1071897.41748049,961874.127685496,1878806.4383545,1456484.14544578,995548.580322265,1198133.97412063,475699.173095622
C20:3,-0.11831759033218267,10.263616811971048,0.22352277854508884,0.6363687482074182,0.9999320773204663,305.3 -> 305.3,FFA,501415.09411616,574662.69934072,533848.22015366,583247.87951652,548722.81762684,534325.77819835,604710.34204108,610624.52313223,539506.59729003,526872.45611563,600738.60229496
C20:4,-0.24948834691002109,10.039670072574328,0.9928962542762747,0.3190355334469892,0.9999320773204663,303.3 -> 303.3,FFA,427012.73083474,495353.493896497,461238.474426201,513953.035888557,470773.953552133,502603.956664976,589451.884155327,597789.19976807,486170.653869622,488680.156616311,398280.246643083
C20:5,-0.26163388616569594,11.644888773142432,1.0918036260154622,0.29607192893427026,0.9999320773204663,301.3 -> 301.3,FFA,1121580.4019776,1433810.20190495,1128257.75756852,1241074.03247076,1333120.20361329,963778.292053216,2016836.91308596,1666648.44732716,1348268.06152351,1133243.04364005,2010794.23095651
C22:4,-0.14963748242774233,10.142795233656953,0.3574626571062254,0.5499187988254476,0.9999320773204663,331.3 -> 331.3,FFA,458608.573638741,542405.038574162,515673.237731886,579785.020629887,522993.957824593,515430.035980306,587888.456603944,637272.845214828,511685.837951727,497743.037750127,445189.690979163
C22:5,-0.19899614714783417,11.755202884558631,0.6319707493530586,0.42663335032675304,0.9999320773204663,329.3 -> 329.3,FFA,1245186.00506591,2233977.34399403,1350921.40264851,1519593.92248434,1618700.26470897,1113418.12097174,2084801.47753902,2364452.37628169,1673454.32659851,1482975.66210926,1227060.36761492
C26:0,-0.2257789083049957,10.983026111151853,0.8133416065720667,0.3671341443566468,0.9999320773204663,395.3 -> 395.3,FFA,804317.997680729,955295.749191219,844518.816589218,927615.787536663,893772.702514706,683319.993530424,1493265.97161919,965698.769653295,836480.075561438,925741.394348079,911496.486236535
C26:1,-0.24023713281637488,10.09682149718681,0.9207115070494183,0.33728822308343154,0.9999320773204663,393.3 -> 393.3,FFA,432772.509613097,534437.279373283,514879.776412875,549106.481903068,493436.99560522,477338.253326448,869322.458465549,547354.87951659,458523.113616988,475376.77299498,367448.847427231
C30:0,-0.023006880893348482,9.415565121933108,0.00845378505255212,0.9267421613341809,0.9999320773204663,451.4 -> 451.4,FFA,297248.281044004,492628.894607681,364921.449649808,434741.188495702,370595.025474692,254359.898639615,544906.179706497,433724.854160339,339909.964446972,319473.402057534,15777.7611923215
C32:0,-0.28872037090709785,9.471590365513595,1.329138039080135,0.2489586194118218,0.9999320773204663,479.4 -> 479.4,FFA,308378.380104111,330406.444534248,280734.557083211,394419.108173294,292270.880966146,323390.265163277,556423.336235077,394161.929870362,311304.281215691,269864.240051384,244422.877319133
Cer(d14:1(4E)/22:0(2OH)),-0.08266304995461393,7.46520197390982,0.10910343339875794,0.7411671817880806,0.9999320773204663,582.5 -> 208.3,CER,93451.8662185842,71629.7848358309,97160.9062347562,50756.8429145774,41502.2428169234,71411.6850853262,70125.604877413,53175.7839164638,90786.5662307846,67561.1852798352,124610.608993531
Cer(d14:1(4E)/22:1(13Z)(2OH)),-0.02355342022412432,7.496857048230683,0.008858941127982689,0.9250122856536713,0.9999320773204663,580.5 -> 208.3,CER,96436.8268469888,82268.986602832,99992.0267830464,56518.8243293739,44290.8033103923,74945.1256790047,70700.3049926826,55606.0242805393,93279.6463394477,68579.0845947452,119400.208164306
Cer(d14:1(4E)/24:0(2OH)),-0.06576334878303311,6.630096618199775,0.06904990663730359,0.7927251701783461,0.9999320773204663,610.6 -> 208.3,CER,61396.343891128,46382.6634063621,44535.9835853636,42273.3027915961,38950.0227165163,46607.983154294,44545.8833389226,48298.2833709802,50208.2637405356,40546.4431610067,42214.8032379164
Cer(d14:1(4E)/26:0(2OH)),0.1359536068882694,6.492419655529131,0.29501431817891444,0.5870250108527395,0.9999320773204663,638.6 -> 208.3,CER,66682.7442932063,43553.1231307774,42786.103214245,44286.7028121752,33990.2423629583,38467.9229888938,43309.1232109087,39579.3030929621,42093.7029952957,34210.8622665359,36006.7224121208
"Cer(d14:2(4E,6E)/18:0(2OH))",-0.13097599642043067,6.464449197437109,0.27381951517827474,0.6007810411443641,0.9999320773204663,524.5 -> 206.3,CER,56475.1842613236,45451.6230812052,40915.0228996311,41196.3829345763,38813.0629386858,41651.9428978042,47650.003807071,56107.1837959301,47310.0433883555,37578.8827018784,21044.3214607268
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",-0.13522261871025237,6.352694540446821,0.2918494431501131,0.5890377940241647,0.9999320773204663,522.5 -> 206.3,CER,52689.463451388,44196.1229248004,36936.0225524959,36854.8225555267,33893.1021499608,38396.6827163622,44202.323333754,48877.1436462363,45779.3033218389,34744.0624237135,20570.8413009638
"Cer(d14:2(4E,6E)/18:1(9Z))",-0.22253816112842212,6.362760648738406,0.7899500236007952,0.3741152376903508,0.9999320773204663,506.5 -> 206.3,CER,49062.7035102817,42722.1026916543,34890.082355495,39772.7229995745,34257.9426994429,42282.7430229092,46484.1829414232,50604.7041244464,46457.3032569655,35127.7026825005,19723.4614143381
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",-0.10791157579299739,6.928835494158028,0.18590974638073043,0.6663429297327794,0.9999320773204663,550.5 -> 206.3,CER,81845.7052078165,65243.8651084807,57307.0437965277,57088.0642738428,58686.2840499662,60476.8845024067,65677.144390092,71353.384551958,73000.7850303573,54997.6839370611,20369.921318044
"Cer(d14:2(4E,6E)/20:1(11Z))",-0.1904773070458098,6.367787069954333,0.5788869473060458,0.4467489330411993,0.9999320773204663,534.5 -> 206.3,CER,50573.2232971192,44089.8437461925,38275.8627739044,38229.3026466349,34502.4427452169,38690.7629508982,45086.5025711119,51989.1038246074,47559.3233566351,38133.5424041771,18066.9413414028
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",-0.080377361359278,7.089055690665197,0.1031519519715971,0.7480794618348103,0.9999320773204663,578.5 -> 206.3,CER,73616.6250800771,59782.9235343935,63229.4639091404,82013.5857315259,41601.4024276882,56565.7641067495,64249.5042076334,62630.2241935897,74304.2262114701,59216.2237014754,58641.7236022604
"Cer(d14:2(4E,6E)/24:0(2OH))",-0.19197276121444587,6.701066068501049,0.5880385456362096,0.4431786048324477,0.9999320773204663,608.6 -> 206.3,CER,69019.4252853241,54063.9239273065,44175.9230117887,43998.9032897935,40567.5429649205,49692.1035079912,52550.4439468319,58577.3243179616,68103.6652375049,42059.9027900874,29183.8019256619
"Cer(d16:2(4E,6E)/24:0(2OH))",-0.21557993691003727,6.940145922228152,0.7414416598940079,0.3891994540872093,0.9999320773204663,636.6 -> 234.3,CER,78032.8057747019,57684.0041656464,70244.4653206215,50553.1834259086,40344.0032081621,78756.1856308144,59164.4844207713,70574.4044952377,67203.0647087495,49152.983844767,32735.8222961488
Cer(d18:0/14:0),-0.04931939284683862,6.528864740494739,0.038836849673486995,0.8437722338816093,0.9999320773204663,512.5 -> 266.4,CER,59520.1440048098,47499.6033020019,39048.2227630698,44875.0629272395,38061.1828155624,46273.1234855589,45583.3431549009,47269.6430130003,42069.0632019012,41984.8424148676,31215.5220069811
Cer(d18:0/16:0(2OH)),0.03487569542014432,7.024902495881051,0.019422429556129828,0.8891622207034305,0.9999320773204663,556.5 -> 266.4,CER,98616.86665352,67908.1448059099,60193.3440322919,62975.384933458,52002.4833373959,60946.6843109062,67380.184623729,64185.30449676,63322.524810793,57681.444389355,37219.602600087
Cer(d18:0/16:0),-0.10863494171534428,6.741938284404902,0.18840152326583848,0.664250358892021,0.9999320773204663,540.5 -> 266.4,CER,67566.944477087,52253.4039535583,49702.9632720965,48346.483291621,44440.6829109186,53526.8638496637,58359.1043396056,51956.443893438,49612.4432182333,52987.583366389,34020.262260431
Cer(d18:0/18:0(2OH)),-0.17098478470053108,7.125057526423375,0.46658873974615744,0.49456070793536994,0.9999320773204663,584.6 -> 266.4,CER,93610.0067367552,64191.9250717248,64728.064575182,61158.3038711717,52826.703857414,79283.926666252,82842.7066573839,65729.2647552463,67754.4446945239,60998.6244812029,43107.943054197
Cer(d18:0/18:0),0.1706562973079182,7.463854076913083,0.4648186995400465,0.49538051628480434,0.9999320773204663,568.6 -> 266.4,CER,131720.347061191,102435.507507381,82527.905563277,100589.60770412,75831.9650040093,79608.866065978393,93848.007637011,75187.8246917881,90736.465972862,72427.3849258301,43956.0629157884
Cer(d18:0/20:0(2OH)),0.1264818731010227,7.657545481137347,0.2553982139670552,0.6132994184707936,0.9999320773204663,612.6 -> 266.4,CER,164853.312866232,108328.647087132,96747.1473007176,100542.14624018,88785.0064086379,94491.986778202,106818.786972079,90992.627052287,107439.287803651,81746.2453003179,47778.962982181
Cer(d18:0/20:0),0.054669733401517984,7.295780855067624,0.04772567890677237,0.8270691031943032,0.9999320773204663,596.6 -> 266.4,CER,129587.847717306,80954.726440434,73269.4851226765,75263.325206746,62058.7443237147,73932.364677416,90458.2461165643,70523.885307312,80049.786483773,65799.9049529877,40501.0228271506
Cer(d18:0/22:0(2OH)),-0.09525424538765348,8.037471383712612,0.14487678214743482,0.7034801713506093,0.9999320773204663,640.6 -> 266.4,CER,198046.153823917,116390.0070419,128538.249465963,96269.8661041372,75423.805244448,120011.389007624,134420.809368106,103437.467468205,144852.990860093,112778.627166749,112509.746070938
Cer(d18:0/22:0),0.0028390429608521283,7.589263728106788,1.2871847775386414e-4,0.9909478614582402,0.9999320773204663,624.6 -> 266.4,CER,128467.670074511,104919.226921128,96479.7070007312,93224.245445224,83721.1857375914,96606.1872862351,106437.868644671,91521.846557557,103940.32764443,78422.885841388,48189.283683782
Cer(d18:0/24:0),1.4512356829867953e-4,8.271778754109022,3.362902134540491e-7,0.9995373025014764,0.9999320773204663,652.7 -> 266.4,CER,219402.23288727,142773.049285896,162227.31097416,124766.38852688,92184.8868331462,130091.729095534,155761.52957903,116842.307868972,168448.751052836,124341.548965412,136977.889007555
Cer(d18:0/26:0),-0.041092094393373226,7.512111666287472,0.026964638436083987,0.8695665138254616,0.9999320773204663,680.7 -> 266.4,CER,128138.989257768,84276.0066375358,102128.808113087,81949.68626405,66051.824897775,89997.147003119,100096.066986013,83626.145118737,96281.326469402,77344.325027464,55393.903274538
Cer(d18:0/h24:0),0.009202453153855511,7.731850765047773,0.0013524058394978056,0.9706643511414453,0.9999320773204663,668.7 -> 266.4,CER,139679.889305008,107939.947143544,115459.607498299,99959.6676483629,75498.3653869685,98745.845985341,111777.406516964,92454.267814685,112225.588973923,88182.286041274,71750.0050583499
Cer(d18:0/h26:0),0.07264319106700592,7.784783935417196,0.08426519332963878,0.771598460883192,0.9999320773204663,696.7 -> 266.4,CER,178705.831817505,113817.248687759,116625.127487202,99706.766647328,82678.566650386,98354.4067841051,115163.688629147,102076.686416674,123876.787551772,88808.606338498,58966.864273069
Cer(d18:1/12:0),0.13347076742372338,6.802053252259722,0.2843575322289098,0.5938592558238343,0.9999320773204663,482.5 -> 264.3,CER,95111.147918708,46810.6836852999,47868.2436294485,37811.06287002,56829.3441619832,48665.023273465,50288.7636566326,48135.3430671684,48056.9033698908,48732.7635993899,45661.2631378178
Cer(d18:1/16:0),-0.041198288265085856,6.977291630051184,0.02710259910656987,0.8692362634242998,0.9999320773204663,538.5 -> 264.3,CER,75021.1847686668,59204.1038932652,66922.3651275615,69097.0850296226,58158.503921518,53514.2234725941,64551.544601437,74013.5854339505,63981.3446426492,62049.384201036,30307.3021545384
Cer(d18:1/18:0),-0.010366972141511242,6.941669988209718,0.0017162000256121246,0.966955452813594,0.9999320773204663,566.6 -> 264.3,CER,72850.9258041409,61277.5846557722,59932.3843956035,76521.4850998064,52956.1036605842,56988.3844909594,59937.5048561111,67861.2445831537,65520.1843566968,55940.4237174933,30272.4220657428
Cer(d18:1/18:1(9Z)),0.026319001411457894,6.995914783381395,0.011061158252687164,0.9162392955411397,0.9999320773204663,564.5 -> 264.3,CER,72473.984878532,66912.4844665559,67852.185352306,74749.8653678936,56162.3441543537,55686.8640518146,64619.924308794,67464.5845565749,66772.944679259,58128.7838363651,32515.1425247234
Cer(d18:1/2:0),-0.14975914266379273,6.422631954802734,0.35793818684607004,0.549653549435529,0.9999320773204663,342.3 -> 264.3,CER,44144.2832641582,40487.8229408242,41353.7028961321,38310.502738959,35001.4826278751,39117.3427200277,39729.6225089949,47857.6438179033,42393.1029243432,39580.842636113,33604.0022544905
Cer(d18:1/20:0),-0.13091710794338213,6.876381733093769,0.27359113231261745,0.6009329201051796,0.9999320773204663,594.6 -> 264.3,CER,68371.7448654074,59051.7041244503,56001.0237503114,54482.8038368142,49602.943534843,57842.0637817374,64959.365180975,63986.1644325338,56532.5037078932,53825.603363036,35470.5021095181
Cer(d18:1/22:0),-0.12210716819692095,7.045082900150189,0.23802648738200105,0.6256351370936104,0.9999320773204663,622.6 -> 264.3,CER,85287.3049163725,69099.905014031,63563.90444566,59889.3046531594,60907.1243591331,65362.9642562775,70545.7247085591,78766.0050087117,73970.1246185206,59339.0646133535,27524.1018447841
Cer(d18:1/24:0),-0.1819979512045876,8.20299377359471,0.5286364274677453,0.46718069844463284,0.9999320773204663,650.6 -> 264.3,CER,160077.432678335,127636.709159835,145277.610115018,118701.748428317,82959.9454498783,122115.60943598,145826.931636769,130827.25001538,156140.530517582,122107.328826766,153328.890602057
Cer(d18:1/24:1(15Z)),-0.16892143749125837,8.149006143422744,0.45544137975139165,0.4997621926229241,0.9999320773204663,648.6 -> 264.3,CER,153191.611206071,125624.708801311,148196.950378459,115261.526618937,81092.7655639488,122037.927764903,140925.829582299,122966.089599644,153292.19019315,119962.527702288,139660.733505271
Cer(d18:1/26:0),-0.18819530587301636,7.302099088027263,0.5651850466854285,0.45217861969361306,0.9999320773204663,678.7 -> 264.3,CER,91694.8664474169,68742.5052413877,82999.8264999302,64816.8646316583,59366.4440231311,70894.9849853524,84574.965972877,90466.7262268427,84315.0856628758,64721.7448577918,57094.8837890253
Cer(d18:1/26:1(17Z)),-0.23344959602157353,7.310973740964291,0.8693468921698013,0.3511361799465541,0.9999320773204663,676.7 -> 264.3,CER,89619.7859954786,68453.305168145,77947.6451568464,64485.384750355,58080.0640106157,70656.6844711305,81828.2062873844,91120.0666045606,85051.185318076,68690.9253845388,61974.163879396
Cer(d18:2/16:0),-0.012834140606004083,6.200532982306767,0.002629863237700647,0.9591006579906494,0.9999320773204663,536.5 -> 262.4,CER,41985.4225425752,40193.2435035625,35707.3225669844,39834.642936708,31046.062255863,30304.9020881596,32577.742324822,42846.3429374764,37260.4828872581,36419.5427131735,21404.3215942346
Cer(d18:2/18:1),-0.11258721026001083,6.119800664681116,0.20233023082930396,0.6528464890106997,0.9999320773204663,562.5 -> 262.4,CER,37683.7426300084,32000.0022048959,34601.6824989437,39556.0431899972,29257.1620178171,34599.2221107386,33405.8224334754,38757.7224769558,35866.2224578876,33411.3020172156,19853.2215461615
Cer(d18:2/20:0),-0.11608806930920833,7.713667513747392,0.215160078128946,0.6427527032134175,0.9999320773204663,592.6 -> 262.4,CER,144019.710952742,101030.926910391,101894.426971436,100366.847419758,98321.506835918,123023.149105038,113170.728103665,104331.747482292,115534.56794738,100690.647834756,39593.0624237106
Cer(d18:2/20:1),-0.10043706999249598,7.695467900390603,0.1610658561955064,0.6881770989600638,0.9999320773204663,590.6 -> 262.4,CER,134821.549865678,108720.067993198,105439.087303156,99287.046981783,94272.32742307,118957.068481406,109918.20794676,107877.507659864,106777.147766103,104846.086997964,37894.0228309602
Cer(d18:2/22:0),-0.14441747330748697,6.209436317806308,0.3328596660011274,0.5639800452395802,0.9999320773204663,620.6 -> 262.4,CER,46160.2835006703,37184.502487184,34017.8627586354,36211.4422492995,28806.9019393842,36789.6627349826,40023.6630325176,41869.6228256343,40098.6827888422,31101.0220527543,20804.9814910879
Cer(d20:0/26:0(2OH)),-0.14573813285553527,7.357624428293579,0.33903632797381533,0.560386000494465,0.9999320773204663,724.7 -> 292.4,CER,105276.107917736,81762.6055297297,90782.9464186884,62692.5239486559,52278.5637435868,82188.4665755154,75595.20592501,79338.2858428597,103207.606151523,68697.50521849,55315.5644760653
Cer(d20:0/26:0),-0.06201139320109094,7.171475874421384,0.061402102146701054,0.8042934294771779,0.9999320773204663,708.7 -> 292.4,CER,81025.104393002,59095.6045761165,100879.327548982,59698.1041259866,50374.9834442202,66984.5250282232,70840.1048278772,78070.6452788948,67699.8039779609,61932.4447746218,52495.2033195535
Cer(t18:0/16:0(2OH)),0.2145859921334311,11.58857432852485,0.7347752357691206,0.39133971420230484,0.9999320773204663,572.5 -> 282.4,CER,1250290.98104782,2458889.71478272,1983950.99737544,1979895.72180173,1820033.9708869,1132875.82009924,1204878.25231938,1832663.92547605,1439478.48883055,2141855.49780268,113469.688369803
Cer(t18:0/18:0(2OH)),-0.06683228784576518,7.719225643193561,0.07132342943418735,0.7894195256001103,0.9999320773204663,600.6 -> 282.4,CER,108702.308586116,109068.947982797,94895.5267791769,98354.627571087,92044.2463875224,74782.606101998,114911.208862439,102755.707656803,102472.067398028,102558.226745521,83248.485397312
Cer(t18:0/20:0(2OH)),0.09355182240372001,12.40999239200477,0.13975955018577224,0.7085201690091666,0.9999320773204663,628.6 -> 282.4,CER,2712155.54272437,3131956.94262657,3059627.69140589,3167641.34973176,3282091.49951122,2222591.70602426,2423144.11047351,2830197.39660518,3161070.39331126,2955698.90002411,854046.993164065
