lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40GFP1,40GFP2,40GFP3,40GFP4,40GFP5,5GFP1,5GFP2,5GFP3,5GFP4,5GFP5,SolventBlank1
TAG(60:1)_FA 20:0,0.1960760578137668,9.590038607449959,1.9925374679266952,0.15807581748287294,0.6802588550105655,990.9 -> 661.9,TAG2,223155.114440847,113243.46807862,190414.793888086,156002.03088376,147867.209838939,87696.9468002083,221145.877677986,105955.327880854,101794.706985465,113267.50787357,18868.2614250232
TAG(60:1)_FA 16:1,-0.19436566272499492,8.382370750810011,1.9570396066214926,0.16183028137787145,0.6886777529747196,990.9 -> 719.9,TAG1,61986.8640785284,49909.483299272,53534.943252555,64651.644714336,51164.7639388962,66859.964767442,65220.4044608792,44727.6032714662,42898.20295716,59375.924240117,27183.9018440295
TAG(48:3)_FA 16:0,-0.19330706046172474,9.716833869738801,1.9367369897547633,0.16402326506626083,0.6903396760481088,818.8 -> 545.8,TAG1,140415.049743695,117382.167785621,185131.55535893,128542.530395522,198247.214538582,140195.50921633,143453.249572822,184356.35626219,131889.92871097,163388.4097901,31719.7424773977
TAG(60:1)_FA 20:4,0.19099365658311998,7.45743654640106,1.888597248745043,0.16936022295495973,0.7050539716494518,990.9 -> 669.9,TAG2,49679.403900145,30682.6022338869,29266.7619781448,34607.702468869,35077.582397462,26080.7619628897,28295.5221443313,28341.781860349,24949.0216064377,28132.20217896,9162.4606819109
TAG(50:3)_FA 18:0,-0.18452137738914523,10.294240759536454,1.7649527151356779,0.18400795578648999,0.7577962050131791,848.8 -> 547.8,TAG1,208439.77465818,190946.01171877,266236.86010751,216068.21704103,211440.87609867,214956.31469724,221977.79565426,214782.13439942,199029.73461915,226337.85595702,82758.6460533064
TAG(60:3)_FA 20:4,0.1833569234157736,8.527951052629515,1.7420073125077948,0.18688468784957546,0.7614556962381638,986.9 -> 665.9,TAG2,97940.207275371,52041.983398425,75003.2051200626,88294.526061995,79720.865264867,46425.58311463,79470.605987607,59874.683776851,50586.663436891,63602.424499493,10501.6007080117
TAG(50:2)_FA 16:0,-0.18034050596478193,13.644384929844708,1.6862309810380793,0.19409855487898894,0.776848810158761,850.8 -> 577.8,TAG1,2040163.71386711,2109899.1640624,2578141.7480459,2207921.3291016,2253781.9042974,2106769.4960936,2248054.0839844,2245238.0976565,2126007.21875,2289206.0429686,812698.03676604
TAG(52:5)_FA 18:2,-0.17790795523580324,10.07062253075217,1.6407533996016355,0.20022213005039902,0.776848810158761,870.8 -> 573.8,TAG2,191956.77221679,185177.25317384,210991.754261004,204163.13562012,207426.29333495,171910.772083294,189109.833873739,232418.27685554,153418.991073613,240427.1363524,31843.4821014308
TAG(58:2)_FA 18:1,0.17869565033333382,10.120377806203509,1.6553121439268637,0.19823745927113892,0.776848810158761,960.9 -> 661.9,TAG2,235784.41625976,205373.85595707,237589.23767089,239658.83593751,247441.77832032,155563.83190918,210867.39428711,180498.69238282,166033.37219236,182605.53259277,36648.5024185119
TAG(58:7)_FA 18:1,0.1777013660054782,8.977574037408273,1.6365152452348184,0.20080426163372672,0.776848810158761,950.8 -> 651.8,TAG2,114278.786987254,91734.426513668,99519.226715115,115185.208374014,94554.866760271,76055.385497999,79460.906188981,85335.6668701,72606.384887691,81549.1253052,23666.2817306389
TAG(60:0)_FA 16:0,-0.1777274953774253,8.388974953834627,1.6365457065018703,0.20080007053488041,0.776848810158761,992.9 -> 719.9,TAG1,63390.664489745,50705.823425287,54790.643798826,61552.064575204,56656.064086915,67636.404876738,64941.085174564,47178.302978504,44457.583129885,57187.344177272,25576.6818122823
TAG(48:1)_FA18:0,-0.17491845514757806,10.747101519327869,1.5862217331932693,0.20786677436112594,0.7961297458031124,822.8 -> 521.8,TAG1,271072.69824221,262825.77880855,376282.26733419,293135.88232412,292601.25830084,285602.92065439,306553.82177736,297262.18090815,264920.15844725,311876.54296883,116301.388069129
TAG(58:8)_FA 18:2,0.17206566608509702,8.96190779867141,1.5344200046979495,0.21545029106784594,0.8170045690988613,948.8 -> 651.8,TAG2,121963.548583986,95989.527221695,92593.70635984,111746.24853519,91797.346374535,73136.346191395,85436.106018058,81080.866394045,70920.764709504,85838.966552752,20384.6214370639
TAG(54:0)_FA 18:1,-0.17021351644972413,9.365550784601723,1.5017251557060263,0.2204061092391198,0.8276033317508126,908.9 -> 609.9,TAG1,123216.52917477,104267.38720705,111830.2474365,114441.1695557,110868.60778806,105242.24755862,113703.32843017,110342.32775878,109988.56762694,111264.52844235,51167.3036765962
TAG(52:6)_FA 16:0,0.1674392083602677,9.611614455571567,1.4532947904825733,0.2280000104528553,0.8316571809851769,868.7 -> 595.7,TAG1,143193.76953127,156472.05029296,195916.81286621,139775.56921387,136554.710571304,115756.94824218,112754.227844242,125961.56872556,110707.70690915,132792.32910157,48965.4634513685
TAG(56:0)_FA 18:2,0.16817802713467134,8.732263400737166,1.4657960829067633,0.22601015020037443,0.8316571809851769,936.9 -> 639.896,TAG2,91935.906249994,85637.205810569,84453.686462406,88547.146514907,93171.327270539,58159.343872037,66813.305114738,82805.287170386,61210.04464722,75168.925292971,13627.6010284358
TAG(58:2)_FA 20:0,0.16850398699018282,8.916244291046057,1.4715722569956708,0.22509779073099126,0.8316571809851769,960.9 -> 631.9,TAG2,102655.10803223,90702.78625485,97562.786682119,99456.486328111,110592.16845703,73303.104858391,81256.66534422,80737.90551761,69274.104919422,82820.446289052,17591.5612983717
TAG(50:2)_FA 18:0,-0.16506496081982086,12.189983282058394,1.4127699226246477,0.23459711407197456,0.8476480631091157,850.8 -> 549.8,TAG1,748995.894531,734885.93017562,991783.9521485,817370.79296877,809208.95117176,742225.7519532,815917.57714828,828997.3037109,764415.1874998,841655.46484368,302219.761260914
TAG(54:7)_FA 18:2,-0.1635342232077752,9.311543654774669,1.3862701638009298,0.2390359908855378,0.8556148084968316,894.8 -> 597.8,TAG2,126576.44873047,101833.947082541,131875.888603221,115636.26818847,120202.26940919,112971.648307806,109396.427726736,132426.529235846,81689.4853553807,144680.870605479,18437.1013107249
TAG(58:5)_FA 16:1,0.16183214618834152,8.295033791732182,1.3569629117358488,0.24406452973968348,0.8655251378731368,954.8 -> 683.8,TAG1,82561.846252472,53783.943969731,49972.063720718,65594.664245589,49133.843566861004,43410.442932119,48857.943634016,45787.823669411,45995.703613279,48574.523559552,25238.5816802969
TAG(60:4)_FA 18:1,-0.16026250539415043,10.220739240599023,1.3316203733884322,0.24851715616367248,0.8732300074374914,984.9 -> 685.896,TAG2,394540.988891739,139565.769988983,142922.129863745,326247.442016698,164743.752532916,229073.77703863,231763.175415046,177157.532104471,214792.595703148,264277.29711914,13406.9610061679
TAG(56:6)_FA 16:1,-0.15862714298558422,8.573509211035999,1.3039347164742026,0.2534957512961155,0.8758620770008607,924.8 -> 653.8,TAG1,77214.60510252,53742.803710949,56521.264038091,62636.504760722,64689.265258821,62260.42468263,61144.984619151,59514.40405271,59917.264221186,60538.96423337,37882.7828331022
TAG(60:3)_FA 16:1,0.15854372396095973,7.917407064259196,1.302045523060145,0.2538399230994662,0.8758620770008607,986.9 -> 715.9,TAG1,60701.803588876,37651.442779519,39781.062805189,50667.584350581,36525.702255266,37435.622833247,34321.682312004,32947.962341282,32552.522155772,36797.922729497,22963.3015060489
TAG(60:0)_FA 18:1,0.15772571241756983,8.087385711939463,1.288924976650492,0.2562461583059371,0.8762703449211957,992.9 -> 693.9,TAG2,63439.324539192,48179.783386236,52243.2234954831,61204.604339604,53531.423706022,38708.642761226,46231.883148189,45023.563415515,39479.042785656,47304.263290447,11560.2407951295
TAG(52:0)_FA 20:0,0.15576632729076245,11.009008297078566,1.258080821550493,0.2620146777270467,0.8792188455049714,880.8 -> 551.8,TAG2,478182.69702157,368315.78540034,415946.266387701,414461.70800765,484508.43627925,278404.54035556,352898.246742347,387172.98583993,288908.903324045,380298.58496083,59062.3840370077
TAG(60:4)_FA 18:2,0.15516827653788248,8.359398324414624,1.2476843523870684,0.26399521470775905,0.8792188455049714,984.9 -> 687.9,TAG2,94117.626770021,53947.26373288,54512.0842018301,79922.625610308,58507.844421392,51557.283874498,55119.583862281,53899.043640133,49460.903381329,54176.543884271,11973.7007904057
TAG(60:4)_FA 20:0,0.15649532958525247,7.744471457050154,1.2686131087610306,0.2600270210569525,0.8792188455049714,984.9 -> 655.9,TAG2,54131.524169942,39074.422698965,38210.4628143578,44152.823089578,45443.163452129,29871.942016613,36640.002441403,37255.202880851,32225.762268066,36021.10278321,8340.5006141673
TAG(52:2)_FA 18:0,-0.1542847524574157,12.167174672934408,1.2343468236304034,0.26656334689904415,0.8794688140648496,876.8 -> 575.8,TAG1,735111.22924812,727875.22753913,988755.61718741,792893.63671868,809931.59863268,741217.15136724,814846.21972644,801428.2578122,741392.33203129,818924.77832039,296840.318733247
TAG(60:12)_FA 18:1,0.15341106542954427,7.673719651694967,1.2190165805058086,0.269553734848464,0.8794688140648496,968.9 -> 669.9,TAG2,54372.203857393,35181.882507324,32401.802398682,42531.342468289,40052.262969966,27157.521881101,34823.342590318,33115.842376702,29826.922302253,34460.122650135,11244.1408348022
TAG(60:2)_FA 16:0,0.15295354581736567,7.906503163976706,1.2118853203403432,0.27095906020796934,0.8794688140648496,988.9 -> 715.9,TAG1,60466.864379895,36627.282775869,41336.703033438,48969.103363036,37178.842529275,36701.06280517,33717.702301027,34572.082824702,33056.882385249,35990.342559814,22110.8814620903
TAG(48:3)_FA 18:1,-0.151955636185504,8.984899484732573,1.1968450053577726,0.27395317310664974,0.8817148344524945,818.8 -> 519.8,TAG1,95504.22601316,74121.965576182,99008.686950704,84628.125488279,86500.56604003,83445.565795881,86501.5859375,89444.766418462,81088.32604981,82078.485900844,37941.4027595653
TAG(48:1)_FA 18:2,0.14437118741402274,9.735148664620382,1.0806467382681149,0.2985529212909734,0.9528814071203567,822.8 -> 525.8,TAG2,221637.67480462,134438.66894533,161530.430850933,172711.47204588,211785.53637694,124527.10925293,153317.79138184,151978.13000494,112240.5477295,165957.19091804,19716.6014213554
TAG(52:6)_FA 20:0,-0.1411255121652658,8.74362369107409,1.0323477007727888,0.30960789745016776,0.9799985514331756,868.7 -> 539.7,TAG2,82340.245544422,101371.307678216,77174.985691078,57128.904418964,87967.907104465,98606.207031226,110646.767841319,49785.063751201,40707.002990702,94289.945861826,9644.2006530747
TAG(56:0)_FA 20:0,-0.13911975844934962,11.860602355849606,1.003700152658439,0.31641683261168924,0.9852654218721706,936.9 -> 607.9,TAG2,755781.95703136,607842.14111348,796379.51806636,673176.00927717,711988.52587898,545758.26074219,839110.97607415,737741.7265625,575936.66308591,701170.60937528,92726.2459983688
TAG(60:12)_FA 18:0,0.13971205526239797,7.863655463109643,1.0111843710380128,0.31461926749281344,0.9852654218721706,968.9 -> 667.9,TAG1,56966.084411625,35099.582214351,37058.78234865,44593.143341045,43459.263214132,33777.382293712,36233.342773442,32102.482147201,33534.002410875,34385.362396211,21342.0015678476
TAG(48:0)_FA 16:0,-0.06572914243318688,13.737848738592033,0.22412582960168947,0.6359140661548022,0.9993451074250049,824.8 -> 551.8,TAG1,2242095.4628906,2299054.9941412,2830170.5273413,2551498.328124,2457255.9511719,2142504.8203125,2382334.0839843,2346433.2890625,2126726.4609373,2262265.1113282,906740.443092099
TAG(48:0)_FA 16:1,-0.08711909897778744,10.112574436250815,0.3936257469385964,0.5303996858987132,0.9993451074250049,824.8 -> 553.8,TAG1,199652.35522462,171406.8317871,219963.0551758,197052.75390623,199066.15356447,181324.77197264,195588.59301758,178147.57177733,171428.51074221,182027.11523437,79988.5658798457
TAG(48:0)_FA 18:0,-0.13009205494082757,11.563772932700706,0.8776886391176504,0.3488355249017806,0.9993451074250049,824.8 -> 523.8,TAG1,497776.87451143,479542.21435526,665505.04931662,545810.33789078,515658.99804685,501368.71972666,540689.37841793,534549.43847645,474633.99414057,517120.26074202,188790.513305683
TAG(48:0)_FA 18:1,0.07589504496729005,9.674651677531443,0.29872458941463265,0.5846830955333269,0.9993451074250049,824.8 -> 525.8,TAG1,198563.37402342,114175.40795897,183670.052063107,137949.610351592,181266.833190956,127090.43017578,152871.6901244,123807.067565934,124485.58740228,139121.510253886,36564.6426696918
TAG(48:0)_FA 18:2,0.006024159635587326,8.417031200190731,0.0018815406663463818,0.9654012273679465,0.9993451074250049,824.8 -> 527.796,TAG2,84010.745788556,60729.064208997,56089.3638229362,69327.564880355,65463.585083026,54769.063964834,55436.783966064,63574.304443366,52372.723327647,63592.104858387,12813.8809471068
TAG(48:1)_FA 16:1,-0.05732729215269591,13.764500589511758,0.17049355107201336,0.6796735452635008,0.9993451074250049,822.8 -> 551.8,TAG1,2341530.3417967,2313575.2421874,2863594.9023445,2583077.771485,2546336.0898432,2191628.4980467,2427658.1503908,2320430.8085937,2162805.0507813,2328000.1796876,927480.061664605
TAG(48:1)_FA 18:1,-0.11733155569247028,11.72127766414528,0.7140021533896288,0.39811838705434743,0.9993451074250049,822.8 -> 523.8,TAG1,566506.5576174,531526.19824224,724338.8925784,590327.14599622,603926.48632799,556464.8188475,601623.18212891,580953.92187505,540153.258301,558056.49853521,219186.134483368
TAG(48:2)_F A18:0,-0.12418509821634431,8.92068206321167,0.7994644611947592,0.3712535350599486,0.9993451074250049,820.8 -> 519.8,TAG1,95688.226562514,70867.045166,93797.34631349,83744.28540038,79425.525817879,80219.54553224,80438.6860352,81355.38610841,75843.32519532,81089.16601561,37257.4428329356
TAG(48:2)_FA 18:2,0.013414916345143135,12.29563865847352,0.009336321185855923,0.9230244876214952,0.9993451074250049,820.8 -> 523.8,TAG2,921505.25488274,908282.6894532,1108058.86408601,1046144.21289064,1041209.2431642,762179.58886728,924291.20410178,976046.0654296,710666.66748037,969002.8271487,137061.889263191
TAG(48:3)_FA 18:0,0.020925957914148162,8.08860129324058,0.02269726958360252,0.8802469811212692,0.9993451074250049,818.8 -> 517.8,TAG1,49526.363525423,40605.982696524,46572.163391092,66255.684753424,41737.822753914,42373.743041978,44227.403045654,40508.54284669,40404.983215361,41172.382934555,24001.2416534555
TAG(50:0)_FA 16:0,-0.06146237214580059,13.07100520767734,0.19597232785235974,0.6579916991167859,0.9993451074250049,852.8 -> 579.8,TAG1,1523997.5341797,1444600.3427734,1682116.2714845,1606754.1796876,1609894.4746093,1371895.118164,1509743.4863283,1423145.064453,1374968.2695311,1446125.0644534,539857.440094213
TAG(50:0)_FA 16:1,-0.043248373114462196,9.822792578682327,0.09701148264258563,0.755445881827134,0.9993451074250049,852.8 -> 581.8,TAG1,179119.31274408,147603.91027832,169256.93164065,161708.17211914,157014.81201175,140477.42968749,149894.97094726,148148.41064452,141020.81030276,147788.829834,68583.3246917907
TAG(50:1)_FA 18:0,-0.032228048399522695,13.291582945391617,0.05388522278826713,0.8164355625286525,0.9993451074250049,852.8 -> 551.8,TAG1,1784683.1074219,1681847.0976566,2057831.6855469,1827276.9277345,1881848.4628906,1545200.9863283,1740167.1601563,1652756.3691406,1551080.1484375,1710415.3359376,647376.766327092
TAG(50:1)_FA 18:1,-0.0867718500172118,10.105615999292272,0.39049403749731937,0.5320398289641917,0.9993451074250049,852.8 -> 553.8,TAG1,200872.17456053,174021.17309569,211919.89501954,195708.41430663,198396.85400391,183725.27343749,195140.09423829,181571.33276369,161534.93164065,181649.49365236,80324.4463043388
TAG(50:1)_FA 18:2,-0.02107613331142731,8.069176300579732,0.023025915427666632,0.8793896995517931,0.9993451074250049,852.8 -> 555.8,TAG2,57059.684112528,44894.902954099,47923.0832633905,58588.083801252,52068.18334962,42512.622985855,47774.0230827005,49862.783508271,38181.983154283,51465.703491203,10418.7607460057
TAG(50:2)_FA 16:1,-0.07296049761523975,13.165732381784721,0.2761461759419034,0.5992383473271602,0.9993451074250049,850.8 -> 579.8,TAG1,1614381.6601561,1533331.1103514,1829167.2499999,1700126.175781,1675228.9677731,1456734.805664,1637444.1611329,1556668.7070312,1462264.6650389,1513929.2128905,585730.282188337
TAG(50:2)_FA 18:1,-0.05888390226465529,13.909411274657671,0.17987774503490062,0.6714783255706804,0.9993451074250049,850.8 -> 551.8,TAG1,2636326.7050781,2620439.5800785,3081717.8554683,2792593.7050781,2833227.9335907,2419617.0429688,2671409.515624,2558566.2910152,2385535.3457026,2605006.3203121,1029334.5303763
TAG(50:2)_FA 18:2,0.004810021427199107,10.358051784928008,0.001200154725665925,0.9723642141863436,0.9993451074250049,850.8 -> 553.8,TAG2,238841.79638669,231241.41674801,269463.855560392,271528.97753911,276622.65991206,205104.05468754,237372.976291654,235136.83740233,193332.65356445,246466.39794923,47583.7829627817
TAG(50:3)_FA 18:2,0.03355503742024214,14.198357236346967,0.05841464487457415,0.8090194348543275,0.9993451074250049,848.8 -> 551.8,TAG2,3477121.9736318,3514505.4257818,4050463.14672034,3858502.6464829,3982547.7558594,2889955.8027337,3416690.53782454,3511593.2226566,2803696.23730224,3453896.0605438,526914.918399933
TAG(50:4)_FA 18:0,0.02660961699848478,9.407591004625543,0.03672321115118393,0.8480296821729081,0.9993451074250049,846.8 -> 545.8,TAG1,120750.447998013,91303.887573233,168488.953552152,114401.006774998,174141.790527447,102005.66693112,108527.708618055,139181.832214374,96190.687011768,123185.288146906,27933.2221717827
TAG(52:0)_FA 16:0,-0.12297930280465275,12.065239054634976,0.7843847685080619,0.3758034674010207,0.9993451074250049,880.8 -> 607.8,TAG1,793112.39941388,711339.61230454,781131.01660162,808815.57910157,762704.47314453,672599.60839862,810736.29589854,723269.15332013,708245.86914056,732215.15136713,254866.057971974
TAG(52:0)_FA 16:1,-0.03246616503341786,9.387461923294884,0.054664868848306014,0.8151362169196908,0.9993451074250049,880.8 -> 609.8,TAG1,139037.97009275,108356.68725583,120405.56762696,119906.02868654,111884.9083252,99774.78625489,112043.96728516,101244.52819826,107276.50756836,110505.22839354,53978.3642921613
TAG(52:0)_FA 18:0,-0.11830885200150404,13.57011142765595,0.725981253169266,0.39418893042378494,0.9993451074250049,880.8 -> 579.8,TAG1,2069403.8779299,2093282.8691408,2326603.9492188,2120320.44238284,2231699.2226567,1987432.4375001,2134348.7343751,2109682.1835936,1939910.1816407,2056178.2148437,788117.77619529
TAG(52:0)_FA 18:1,-0.12024001249379611,10.34522827685007,0.7497375782542122,0.38655932776480595,0.9993451074250049,880.8 -> 581.8,TAG1,233616.91699218,207953.37548829,235150.15698241,229016.35375973,232302.73510741,206182.39453123,220870.67651366,219165.65673827,205996.85424804,220837.21679682,98146.4071083147
TAG(52:0)_FA 18:2,-0.05341012614038238,8.218357150212414,0.14787331385383595,0.7005760365991671,0.9993451074250049,880.8 -> 583.8,TAG2,65515.724121093,50047.003906207,51082.5035362115,58269.424377422,53453.864135745,46463.3030853271,52219.0840377862,54947.824157697,44187.7632484483,52965.904052721,15883.7610931454
TAG(52:0)_FA 20:4,0.005371571645702385,7.850499162600598,0.0014954572422594126,0.9691525813477524,0.9993451074250049,880.8 -> 559.8,TAG2,52332.523925767,40888.042785666,40322.6428756662,44738.983245841,45650.983398409,34192.7021140918,41664.302631382,39797.40296935,37571.7225494191,40348.342742933,10069.5607604925
TAG(52:1)_FA 16:0,-0.08775265195863809,12.975438522283493,0.39944917216598697,0.5273738644410341,0.9993451074250049,878.8 -> 605.8,TAG1,1346181.21582026,1385749.64599619,1570624.07763701,1419588.85644541,1491706.04345697,1287213.27001981,1408634.23046885,1348781.22363289,1289309.21826179,1327452.01611346,548313.619270427
TAG(52:1)_FA 16:1,-0.12037994235149127,12.170729706533448,0.7515892555747995,0.3859735290735846,0.9993451074250049,878.8 -> 607.8,TAG1,832653.33789042,759355.93261726,858480.90332049,853028.56543007,841457.56005861,724887.32617207,853938.04003917,786877.27734366,759447.8916015,786663.79003894,279329.061653117
TAG(52:1)_FA 18:0,-0.08295541523957624,14.278010584621594,0.35698143557237927,0.550187467010575,0.9993451074250049,878.8 -> 577.8,TAG1,3343232.07421829,3328123.7792959,3978705.1503906,3529445.01171862,3616460.5156256,3143547.6220714,3389272.9121088,3356210.8632813,3146651.3222635,3333954.7499966,1377658.1634404
TAG(52:1)_FA 18:1,-0.10320174521649021,14.129431148614048,0.5524550051341065,0.45731631186779526,0.9993451074250049,878.8 -> 579.8,TAG1,3035433.5693364,3039500.6777368,3351223.6699213,3263426.3544928,3307462.4179677,2866836.33594,3169049.9980464,3029583.8242171,2809741.4921874,3063084.7031224,1202944.22160313
TAG(52:1)_FA 18:2,0.022497897507954025,10.293065142668278,0.026255417665197456,0.8712781062921463,0.9993451074250049,878.8 -> 581.8,TAG2,247878.03637697,229236.13684094,253607.137199526,256208.87695306,248233.17724608,188523.273689277,224596.517200424,219354.15502932,191055.073715182,234788.97558594,47482.3033409175
TAG(52:1)_FA20:0,0.06770992912330631,9.381766754019777,0.2377554757983944,0.625831949096501,0.9993451074250049,878.8 -> 549.8,TAG2,124436.34875491,123936.52868653,145718.049057043,137263.15026856,129392.60864259,100709.186630247,116221.227962509,115076.98791504,96533.3072357051,120487.78784182,28543.8219604551
TAG(52:2)_FA 16:0,-0.12542449578462325,13.166109488817456,0.815901579754609,0.36638117911661894,0.9993451074250049,876.8 -> 603.8,TAG1,1539559.62792974,1517500.77197236,1855161.2060547,1622434.1513672,1678703.29589852,1512257.5488283,1614267.7265624,1579766.165039,1449308.9707031,1627089.169922,575327.418849899
TAG(52:2)_FA 16:1,-0.08954509039630483,13.077311111201649,0.4159324073816606,0.5189737038403687,0.9993451074250049,876.8 -> 605.8,TAG1,1427925.89941399,1487274.8862305,1687539.6015624,1544510.46874994,1597398.10351569,1387143.58251961,1545628.19091801,1427268.14257815,1365937.71191406,1437902.48876926,583148.884670399
TAG(52:2)_FA 18:1,-0.09893170046463381,14.759828162202892,0.5076956040284131,0.47613811658735045,0.9993451074250049,876.8 -> 577.8,TAG1,4555636.2783198,4585828.25,5629895.3242198,4887753.0234376,5023139.2187501,4410229.5195313,4795011.7226562,4599860.8554693,4405398.6210932,4747805.7499995,1941547.84742338
TAG(52:2)_FA 18:2,-0.006458509545991231,14.089503068590638,0.0021641118291881867,0.9628957814039674,0.9993451074250049,876.8 -> 579.8,TAG2,3153767.0791026,3257261.6328133,3587864.79508147,3538920.0966781,3623390.5917968,2755517.47257988,3173064.4944955,3198665.7558599,2617732.59335843,3279592.2695297,547438.595275911
TAG(52:2)_FA 20:0,-0.015251578026629142,8.383986208496617,0.012059803295954907,0.9125544009074709,0.9993451074250049,876.8 -> 547.8,TAG2,68956.005004875,54622.923706086,63127.6442565937,69067.164825444,67894.724914525,52859.2041739969,60795.0643234332,62709.86437991,48471.2831344759,59258.364135739,13628.1208763117
TAG(52:2)_FA 20:4,0.03536049186530856,7.767740470316434,0.06479935894714117,0.7990651336084953,0.9993451074250049,876.8 -> 555.8,TAG2,50662.983428938,42016.782806416,39147.7625656092,42035.463287338,39629.142944317,34147.6424636816,37796.8828392225,40979.603118884,30524.1618385173,37835.023040764,9431.4405784586
TAG(52:3)_FA 16:1,-0.12822548942893167,13.27950005767276,0.8527396673853218,0.35577845278252473,0.9993451074250049,874.8 -> 603.8,TAG1,1651521.09912119,1639957.4921876,2006151.7734377,1766232.991211,1792041.20361328,1607533.7451174,1763573.064453,1693249.2802736,1567570.6103517,1779283.0605469,634145.504867492
TAG(52:3)_FA 18:2,-0.013461269200698109,14.75207034823097,0.009401301875186618,0.922757913262163,0.9993451074250049,874.8 -> 577.8,TAG2,4896532.4033197,5038511.8554686,5886714.77914436,5625348.1279302,5608205.1738282,4270039.43633268,5024256.74504053,5076817.5234375,4187158.55203142,5238082.109375,898082.233439999
TAG(52:3)_FA 20:0,0.12195977846680577,8.481089536121077,0.7709819952278849,0.37991343559220586,0.9993451074250049,874.8 -> 545.8,TAG2,86153.585723908,58908.144561766,50713.5636291458,73200.244995069,104285.126647959,48479.5233459497,51752.4637565889,81961.426086417,43247.5229224973,73386.784851041,8930.2405967675
TAG(52:3)_FA 20:4,0.034453289715211076,9.385295901167204,0.06156292117918838,0.804042517698321,0.9993451074250049,874.8 -> 553.8,TAG2,138025.59020998,113024.36804197,134706.58942796,132483.20971678,145511.84924315,102372.407379141,120876.408420584,117510.10729982,95172.4464988802,127532.62951661,24523.5016326871
TAG(52:4)_FA 18:0,-0.07780795938785538,8.297342029240347,0.3138123309998946,0.575350154667784,0.9993451074250049,872.8 -> 571.8,TAG1,68655.485290516,50278.583190932,55510.464294452,56285.643676745,51397.983581549,51562.923645029,51661.923339829,55836.043579121,48579.163543684,49916.823364263,22527.7415199281
TAG(52:4)_FA 18:2,-0.11837223045208876,12.757578650874066,0.7267496355652838,0.39393879128071047,0.9993451074250049,872.8 -> 575.8,TAG2,1181852.92285132,1195154.60156284,1535911.56875239,1326822.37109356,1378527.5224607,1081305.23031626,1256822.14636965,1369615.9003904,1057905.26031494,1497873.4931641,181849.431877112
TAG(52:4)_FA 20:0,0.0704689746345813,7.47208076862806,0.2572732892574834,0.6119996606166868,0.9993451074250049,872.8 -> 543.8,TAG2,42375.563201902,27900.522155749,38092.8628158536,38083.082733163,31901.602264396,28879.5820655813,29671.0819511369,30298.462097171,25033.9416770928,33055.982452397,6863.2404022191
TAG(52:4)_FA 20:4,0.06533769213667617,13.03439241443707,0.22146234212709714,0.6379279389462229,0.9993451074250049,872.8 -> 551.8,TAG2,1657606.875,1545833.3144527,1783745.68086215,1728879.0419919,1829565.6230468,1235509.84660362,1520986.27703483,1542195.269531,1236524.68885046,1579013.7988281,224817.216804479
TAG(52:5)_FA 18:1,-0.12147171341904214,8.427086991817504,0.7647664635589988,0.38184097405134765,0.9993451074250049,870.8 -> 571.8,TAG1,73307.926025379,53759.643737744,61573.544189459,60523.184265141,56915.164062498,56536.304138166,57102.58410643,58704.303771956,56576.664123552,58913.16412353,23341.1416511545
TAG(52:5)_FA 20:0,-0.05927532108543887,7.4782422050461586,0.18203566976137608,0.6696296234105515,0.9993451074250049,870.8 -> 541.8,TAG2,42970.002883893,27723.402191157,31005.722110758,35778.24258421,31401.922302238,26842.3417243883,31778.4822616592,34610.402252201,24859.4019813427,34608.382385253,8255.2006301861
TAG(52:5)_FA 20:4,-0.07814035959039103,11.818965423426464,0.31673144393630537,0.5735785803895286,0.9993451074250049,870.8 -> 549.796,TAG2,645624.02734374,631313.36035177,767093.837657748,715208.40917968,722241.81542956,544664.619064531,676699.369358104,678011.17187491,564589.560489783,738606.21826139,108011.727191935
TAG(52:6)_FA 18:0,-0.0687383760252726,9.174424141627897,0.24501323176269818,0.6206085115582971,0.9993451074250049,868.7 -> 567.7,TAG1,109485.56774905,85719.486022955,114899.309448255,103893.2672119,104338.30712891,89967.80639649,100416.387084962,92035.58691408,89771.82678218,98413.92651366,42313.922836326
TAG(52:6)_FA 18:2,-0.024925816692768468,8.566195418725012,0.03221416369160579,0.8575584287437057,0.9993451074250049,868.7 -> 571.7,TAG2,84783.806335485,69925.065185567,69829.3248786953,74212.905029294,72614.564941416,57021.9239616485,62189.3243637396,76707.08557127,58370.224121074,74333.525695792,11992.580867763
TAG(52:6)_FA 20:4,-0.0650703380372226,10.35633664281623,0.2196207879655958,0.6393290109156745,0.9993451074250049,868.7 -> 547.7,TAG2,246053.63867186,221594.93481444,280962.418487651,262593.17895513,255980.0366211,195414.233703611,234647.294914216,255069.97705071,194890.73327638,274615.39868165,41215.7026977432
TAG(54:0)_FA 16:0,0.014192276084289954,9.840059336829619,0.010447285504312731,0.9185884319065623,0.9993451074250049,908.9 -> 635.9,TAG1,177786.67224121,146185.56921387,185764.05187989,167898.87158203,163610.9309082,140269.13049315,148831.49047851,147356.14965823,139410.15014651,145375.89062497,69656.6249694721
