lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DP1,40DP2,40DP3,40DP4,40DP5,5GFP1,5GFP2,5GFP3,5GFP4,5GFP5,SolventBlank1
TAG(52:4)_FA 20:4,-1.568939257339593,10.93689717790688,17.112585280403437,3.522809160494314e-5,1.3922983070132751e-4,872.8 -> 551.8,TAG2,351290.106445308,357974.549804641,413237.85302737,464193.81481941,536765.92242427,1235509.84660362,1520986.27703483,1542195.269531,1236524.68885046,1579013.7988281,224817.216804479
TAG(58:8)_FA 16:1,-1.5661412209359784,8.953882103807226,17.05387268792947,3.6334200492838336e-5,1.4317405194201773e-4,948.8 -> 677.8,TAG1,109295.727447589,76342.305389392,88800.285522484,111800.248779273,121575.507842931,321492.58300788,369613.42651348,332464.341797,320999.50207522,342669.60180687,119719.328140246
PC (38:5),-1.5644808697259756,10.826116863393535,17.01974596046057,3.699310181793007e-5,1.4533788370011696e-4,808.6 -> 184.1,PCandSM,627193.923492491,658990.73223826,78751.104553187,517326.778259776,42379.9831962395,1391018.24560551,956514.88659612,1125811.39672851,891015.27062978,1224141.11572265,766963.83447273
Lyso_PE(24:1),1.5620056947843313,6.289461495107843,16.965410584267147,3.806705829789264e-5,1.4911474907221853e-4,564.3951 -> 422.3951,PE,52723.943878171,44958.383361828,47004.763397229,56319.844390879,58706.384170526,14208.1209640571,20758.0213584939,21419.4814987149,20215.9613952717,21320.3614349351,5637.2604064936
PE (30:0),1.555887456621683,8.293425464786404,16.840836742200395,4.064911645228409e-5,1.587593810702777e-4,664.4913 -> 523.4913,PE,294771.280151265,159112.99169907,183494.21154777,213802.214111187,187909.35144058,79629.324462947,72766.704223644,82537.086486777,74042.366119423,76382.08505252,35964.822570788
Lyso_PC(22:5),1.554496792151213,6.767125767362586,16.81059406431018,4.1302082405143085e-5,1.6083516795414542e-4,570.3481 -> 184.1,PCandSM,128099.729217643,108258.185958871,45031.0630378922,90840.309036199,5946.7803916923,24334.6817398113,32152.5018234013,28851.722358745,24083.84140014,18937.20133972,22640.501388547
Cer(d14:1(4E)/22:0(2OH)),1.5524172104830525,8.170497988398195,16.76883931486742,4.222097027609016e-5,1.639312746203618e-4,582.5 -> 208.3,CER,113827.026977512,113163.547515827,150637.46955114,196351.894424315,199784.394058388,58715.1441764849,54730.3842163099,59443.9842986958,65508.6244125466,61466.584281928,124610.608993531
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",1.5480628650016637,7.602232765272676,16.678756960654482,4.4274009302593496e-5,1.7139996583811047e-4,666.5845 -> 369.1,CE,202077.435348504,105273.967193567,116999.608291631,111237.207160965,116506.748130778,44225.7430152918,58212.5435714717,45829.0030593796,47944.0635948109,45730.2032165573,19372.4813537636
PE (18:0),1.5463802014560974,8.027347482894898,16.64432999748078,4.5084875193655724e-5,1.7403024710320754e-4,482.3242 -> 341.3242,PE,179302.670837324,165236.52966305,166957.03198232,153240.27062989,150646.17199701,54010.244171215,57241.704376269,56707.804077209,67692.90574651,67140.483657805,61744.884277322
Lyso_PE(16:1),1.5453776175906655,6.576479585318213,16.62215442795207,4.56150709583115e-5,1.755649824093152e-4,452.2699 -> 310.2699,PE,57086.86387634,58095.183776842,60341.204894994,69553.624908456,65198.405029302,21081.661361695,26432.641677856,22568.061462404,24580.381851192,22938.281555171,11636.4409027056
Cer(d14:1(4E)/20:1(11Z)(2OH)),1.5449920008914408,8.21513656209609,16.61590900732699,4.576552096641369e-5,1.7563347756386008e-4,552.5 -> 208.3,CER,132659.67012024001,121420.16896054,148165.670623695,305745.200546309,230060.716461144,64011.944660186,66077.4848861738,73584.2849044759,74085.7651367246,89343.4066696396,33740.7225608787
TAG(48:1)_FA 16:1,-1.5442121534463698,11.741804418520818,16.600587181261744,4.613673521062865e-5,1.7654635092159636e-4,822.8 -> 551.8,TAG1,531783.83642608,411129.78857412,618530.208252,929986.89392131,916534.100830109,2191628.4980467,2427658.1503908,2320430.8085937,2162805.0507813,2328000.1796876,927480.061664605
PE (38:3),1.5432584774705167,8.317114978872565,16.58032438087139,4.66323117925516e-5,1.7792847496639284e-4,770.5696 -> 629.5696,PE,275113.179260241,180401.052673338,205584.41662593,211886.11267087,193555.635192756,72410.004943788,73975.564529416,89761.627288808,78426.925292933,84206.485229488,29285.721923807
1-O-cerotoyl-Cer(d18:1/16:0),1.5401365644073828,10.213525133841584,16.5167266190092,4.8222784794790033e-5,1.8346829617328162e-4,916.9 -> 264.3,CER,293875.399475052,897440.044673389,1964501.58828301,338019.545932751,530166.392089842,266670.118026768,317746.224540673,289563.407699424,304848.616909178,314691.145080582,99590.0082358899
PI (18:1),-1.5389551619251627,6.947687621619924,16.490574971391652,4.889251575482363e-5,1.8548335489795555e-4,616.3192 -> 339.3192,PI,9545.4605064457,51783.143188465,28559.622024523,18547.5812950074,28065.201965334,69899.923614532,121457.485931362,76678.204406762,77588.665222213,77814.00508111,27611.782173139
PEo (20:0),1.5383035638244884,7.18122128353184,16.47767507657909,4.922631232426527e-5,1.862161071923635e-4,496.3763 -> 355.3763,PE,67836.805236815,65560.184692401,71784.8651733,135567.770751953,116910.24853519,30824.682189973,33749.162635796,38444.142059354,39495.322235053,37016.282836901,17128.1211700427
"PIo (36:2), PIp (36:1)",-1.53647435120639,6.790320698912296,16.439492834870634,5.022780235069709e-5,1.8946327724308533e-4,866.5853 -> 589.5853,PI,9295.2806205744,46781.9236450022,25405.4420585643,20061.8812332071,21484.2013359028,68752.404754659,77274.665222184,81020.165466364,73100.764495839,75642.2251740109,25976.441833499
PEo (42:2),1.5332915631518738,9.473577227876106,16.37636719832335,5.1928678264359934e-5,1.953226421079902e-4,814.6685 -> 673.6685,PE,521416.918456897,669682.17980944,547690.99743655,327128.142639217,443203.57739249,126995.907287742,206592.898040796,193658.313476467,173604.053222607,224892.033599832,15781.721206666
PGo (40:0),1.5329966981171936,7.800269666932332,16.369647883487573,5.211310235188528e-5,1.95461041115853e-4,838.6631 -> 649.6631,PG,238842.23172758,484996.159484911,67163.884643614,63098.184509311,11066.7407264714,54882.183197011,64554.16455074,50753.844116203,53284.202987714,51302.163528454,30182.402404798
TAG(52:2)_FA 18:0,-1.5316807494373692,10.188204154057743,16.343519698613818,5.283652060698704e-5,1.976145572984487e-4,876.8 -> 575.8,TAG1,262883.73785399,186235.77368162,207835.876220803,263174.219299431,289503.640136798,741217.15136724,814846.21972644,801428.2578122,741392.33203129,818924.77832039,296840.318733247
PIp (28:0),-1.5308535638781804,6.524967746388919,16.32416681707946,5.3378851614114524e-5,1.9908056207630317e-4,756.4757 -> 479.4757,PI,10208.3007469108,41656.7622528189,19033.741333007,16647.4410553043,18844.5012245168,66502.445968588,64778.003845132,71132.8257904322,60604.524536144,58918.183990456,16006.141235349
PC (38:6),-1.5297311124570518,10.999868968101032,16.30380672303727,5.395545170020013e-5,2.0066578104231735e-4,806.6 -> 184.1,PCandSM,708669.818587853,790276.940613358,84584.826149008,552719.800598117,58917.2645911406,1575685.84960928,1064948.2733154,1224086.62646487,970910.65759259,1363489.14733859,903152.95068366
PIo (30:1),-1.5290600706790243,7.492460078988281,16.288526052022064,5.439231282048801e-5,2.0172387163676787e-4,784.507 -> 507.507,PI,12467.2009811301,72193.745086696,24939.4015502983,32936.822166478,24068.2817382775,93095.586090029,100431.346740662,123759.39022821,81691.645507878,96902.926330584,108890.906738391
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",1.527044690629565,7.608729721535768,16.247981306446036,5.556877023469531e-5,2.0551131785121954e-4,668.6002 -> 369.1,CE,202257.133438054,109149.267448423,116376.807388267,105623.947662363,122215.408561712,46912.3432845895,60445.1244888173,42230.7228851122,50585.6429595883,46730.3634948665,17214.1211738598
TAG(50:3)_FA 18:1,-1.5260150092763536,10.635900427499067,16.22799530066186,5.615807188036663e-5,2.071122205281488e-4,848.8 -> 549.8,TAG1,224398.39593501,192886.551635698,267912.479675378,470205.372192351,465372.27014149,1044548.1386719,1130725.9248045,1122220.6611328,994029.2265627,1121469.1181644,362208.986549169
17:1 Campesteryl ester_simulated,1.524056066748227,7.593173821093976,16.187114288683233,5.7383127277800945e-5,2.1104239032169013e-4,668.5845 -> 369.1,CE,201585.474090574,103353.987098697,118080.128158582,108000.767471316,117483.708648669,49430.2235793904,58480.8644714469,45163.9229087771,46559.482669829304,45191.4231262253,16805.6012306227
Lyso_PE(20:4),1.5221405196457416,7.934520848167989,16.14833042851805,5.8570174780859256e-5,2.1481138894697413e-4,502.2855 -> 360.2855,PE,115876.630432057,116127.988586341,105730.906555168,217689.435669092,180627.11230466,44816.643081721,63211.864639288,60922.284667962,67714.943756137,53499.243408243,54428.204605132
TAG(48:0)_FA 16:0,-1.5199873286504104,11.724133633401582,16.10550847043487,5.990952525564964e-5,2.1911660618364678e-4,824.8 -> 551.8,TAG1,506368.37902826,411511.98852528,620357.28259308,970231.00232004,904490.64135735,2142504.8203125,2382334.0839843,2346433.2890625,2126726.4609373,2262265.1113282,906740.443092099
Lyso_PC(21:0),1.516589795773278,6.803683959242849,16.03462755618102,6.219452107081416e-5,2.2622402719164273e-4,566.4107 -> 184.1,PCandSM,123099.187362728,109868.687866259,50649.6825255637,98241.985229452,5079.4203567488,25037.841613765,31399.342140194,26402.5621108979,23927.061958311,28353.9214744472,21556.6414718712
"PIo (38:6), PIp (38:5)",-1.516618588923784,6.667276093160628,16.034790617318322,6.218916511293606e-5,2.2622402719164273e-4,886.554 -> 609.554,PI,10444.1807174734,46889.0832061809,22708.3814811771,14213.8809699974,20130.5613708471,55587.604034463,83001.945434598,66859.564819296,69259.525298974,66675.904663104,25600.081512448
Lyso_PI(18:1),-1.5150542437455423,6.972865897659034,16.003594577447075,6.322233264578066e-5,2.293325162274345e-4,616.3118 -> 339.3118,PI,11576.1408386145,50907.28375243,29977.082168573,21524.4614334172,27642.381958023,74098.004211368,126583.530975408,77031.605209316,75796.705169697,79268.705322241,26053.121582029
Cer(d14:1(4E)/22:1(13Z)(2OH)),1.5132916110938897,8.172061211477041,15.968975308874178,6.438909571518234e-5,2.3292667411721702e-4,580.5 -> 208.3,CER,125677.6498184,118800.688415463,148405.428993319,194270.473098779,194743.194839376,57549.2840385427,58504.0039520146,57542.0641784881,70908.2248382609,64997.4446067743,119400.208164306
PCo(38:0),-1.5107855935055596,10.947709753602123,15.919117499055577,6.610760186326175e-5,2.3849172988272088e-4,804.7 -> 184.1,PCandSM,721174.982116055,750700.307464565,88660.866119391,522634.157806336,44804.483757058,1469734.75720202,1010869.65063492,1177096.71423334,954520.1446533,1304227.13159219,895377.66894541
TAG(52:1)_FA 16:1,-1.5101953356021782,10.18079948719465,15.90710846048387,6.65283797383343e-5,2.3935754014552883e-4,878.8 -> 607.8,TAG1,340345.866394038,199453.753173858,211522.594360313,252308.818542584,247734.0773926,724887.32617207,853938.04003917,786877.27734366,759447.8916015,786663.79003894,279329.061653117
PEo (38:1),1.5094210164289004,8.81310741986848,15.891206632146348,6.708970317704973e-5,2.407229458168397e-4,760.6216 -> 619.6216,PE,443388.80603001,255946.09460438,285633.25854481,272168.57702624,261025.21862785,115093.80882269,108423.327484115,119728.768920856,107498.227447547,125765.669433628,34125.822631843
Lyso_PC(22:6),1.5022587693588894,6.870499620022671,15.745364081613843,7.246530546379042e-5,2.5930828225421217e-4,568.3325 -> 184.1,PCandSM,129516.088973979,107398.126190266,43402.302921328,92238.844665487,4718.0003585812,23928.681808463,29933.0824355827,29865.601890568,24343.661903386,24440.2818527193,39104.422927881
CerP(d18:1/18:0),1.4996889724171236,8.965780383278124,15.695330914706574,7.440762109258354e-5,2.655409442764976e-4,646.5 -> 264.3,CER,309114.462615733,259689.238800104,494275.912109294,213366.835266203,273747.861297609,111954.846359196,124788.148071285,116440.149024858,134996.451217629,111212.907852095,110978.788505661
Lyso_PI(15:1),-1.4981929374515939,7.228137657166558,15.664073992250906,7.564752572745495e-5,2.692401184493289e-4,574.2649 -> 297.2649,PI,12371.7409629776,63913.14434816,29535.302009571,27172.8017768827,29462.182296755,105873.086883559,103437.427154537,89700.166168225,94447.626190259,88711.68719486,48509.523422285
18:3 Campesteryl ester,1.4971174011588848,7.521702512166291,15.643013835126567,7.649464341606788e-5,2.715252222060962e-4,678.5845 -> 369.1,CE,161655.352493259,101331.987182644,114193.547592139,106711.827468859,119357.468124379,44912.5228805595,47887.7032394282,44621.8430290206,48185.2434234706,47962.2034683169,19598.5012397745
PC (38:7),-1.4947223546507626,10.9569295650107,15.59610903514113,7.84157860742641e-5,2.7760026941798307e-4,804.6 -> 184.1,PCandSM,736877.72805792,766371.15978944,87725.365509048,521253.353179997,60247.3646201443,1458985.94262639,1028571.90649423,1222278.98645013,966939.20056153,1309656.82397474,873228.79687498
PIp (18:0),-1.494465048820855,6.840492877294601,15.58895315663176,7.871311685574748e-5,2.7790977791202577e-4,602.34 -> 325.34,PI,12611.4010276695,43343.422851554,28499.082176213,18059.381187439,26334.161743163,78771.765563939,79696.285430921,78506.185424853,78271.225402753,73197.504547122,25363.8817977907
TAG(50:2)_FA 18:0,-1.4938153626016366,10.22439156760818,15.57786599670908,7.917603624898048e-5,2.788007233873674e-4,850.8 -> 549.8,TAG1,184087.611877443,149431.069397008,202490.794128445,347218.929321161,344830.644470157,742225.7519532,815917.57714828,828997.3037109,764415.1874998,841655.46484368,302219.761260914
Lyso_PE(15:0),1.4931996016310005,6.8321751325177305,15.563822393126431,7.976632935313619e-5,2.80134270725603e-4,440.2699 -> 298.2699,PE,52448.624053969,60123.184631329,66002.724609407,92714.84683226,89595.60693361,20262.2611770535,33787.0029450024,31991.6021270594,31724.761611937,27450.3021468988,12599.7809600813
Lyso_PI(21:0),-1.4888413521956394,7.035743580650776,15.477047699270429,8.351321500553891e-5,2.925171869506178e-4,660.3744 -> 383.3744,PI,13685.8411331159,66258.224182183,32440.242370604,21744.9616622866,31961.682388298,87150.825561557,119965.668182305,99090.726104797,94993.867004324,89797.165161163,2645.9401855464
PE (24:0),1.4885657301263675,6.969866760758027,15.471519066956605,8.375785345540249e-5,2.925999946568678e-4,580.3974 -> 439.3974,PE,86820.666076771,74102.34564208,77796.305419917,98476.686798087,84116.005615216,28076.482284553,31484.602462771,36535.322540266,36180.28202819,33166.482559195,4473.1603660547
17:0 Campesteryl ester_simulated,1.4857472465512644,7.502847304027009,15.415836652271537,8.626232868704074e-5,3.0055611363589984e-4,670.6002 -> 369.1,CE,169119.131927472,102179.687210105,111338.728149391,105965.588058483,112068.62843322,41107.5232849219,57813.4842338646,43714.2829742332,47724.8433113223,43310.143287665,17371.0611877457
PE (30:3),1.4851445902239555,7.510277459351035,15.403842714548091,8.681157780449607e-5,3.0167592916838004e-4,658.4444 -> 517.4444,PE,115017.509521461,99387.68713379,116532.92736814,138940.310791,123236.46801758,27924.781829835,48915.94379433,92144.607711803,36377.842521675,31255.922180174,16572.8812332169
PEo (32:5),1.4794175244140688,7.598614875813407,15.290053210650399,9.220073443104025e-5,3.1956484917983587e-4,678.5433 -> 537.5433,PE,139693.509094167,105182.808898941,110253.927062934,138893.550292988,127281.90979019,46597.383468619,46629.722991927,54318.804199213,48947.583793651,49231.003417973,25384.341827381
Cer(t18:0/22:0(2OH)),1.4742215869677389,9.881430167315704,15.187934153140304,9.732329689300343e-5,3.3637809997850494e-4,656.6 -> 282.4,CER,513909.117065582,412847.996734495,550561.161621197,424007.046752806,564450.579711896,235499.236511268,200724.916687049,177245.511474712,209380.375335722,161907.530303787,468376.221480876
PE (30:4),1.4740375787242816,7.438024564416875,15.183350785489893,9.755981147412832e-5,3.3637809997850494e-4,656.4287 -> 515.4287,PE,126683.048644971,100825.626220699,105301.30718998,120607.00842283,114083.38824465,34817.52253727,39183.56291198,66378.105026317,45989.382270859,38386.1628418,16131.521179187
PE (38:7),1.4724233404310845,8.1422896962321,15.151837726111806,9.92017095025748e-5,3.411508139776858e-4,762.507 -> 621.507,PE,218224.897582992,133733.20922851,152665.671569795,184566.27270512,162439.79150389,52080.664016704,60980.284255989,91371.687225358,68716.765319846,63882.744369524,73915.185974187
Cer(d18:0/22:0(2OH)),1.4713092739056546,8.954999414436513,15.130181872294997,1.0034612013272513e-4,3.441923913360831e-4,640.6 -> 266.4,CER,393256.96588123,230518.895629825,363114.645538096,254202.138976967,284418.119811916,145953.769737196,108059.708808772,117430.388030984,137407.270980849,91715.58613591,112509.746070938
Cer(d14:1(4E)/26:0(2OH)),1.4694838352527337,7.605658359107789,15.093459350559897,1.023171853959079e-4,3.5004639138031543e-4,638.6 -> 208.3,CER,124942.769882178,95079.286285385,111555.727706899,138351.129699693,131424.568084732,51045.3638801661,43288.8231086781,48132.8033523642,50898.303695678,47892.7236633066,36006.7224121208
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester",1.4678671807219128,7.514840102727101,15.061560812329274,1.0406092484826617e-4,3.550944961317124e-4,670.6158 -> 369.1,CE,164842.772064234,102227.587173438,111960.988586391,104303.107208256,117033.748321548,42621.6629028206,58800.3240089354,42193.1832199122,46778.6032256892,46845.1632461529,18395.4213218708
C18:1,1.4636643928917321,12.02052667070878,14.97989934666339,1.0866249669127696e-4,3.6984356200321514e-4,281.3 -> 281.3,FFA,1941494.99536135,1804086.4916992,2175132.23388678,3151189.04418886,3089212.78027238,1132865.03906254,1168865.34344531,1035229.49792484,991100.073120109,683228.03442398,1035663.18762207
16:3 Stigmasteryl ester,1.4609397912776125,7.538152448096995,14.925296745997457,1.1185304354349508e-4,3.7972674269637813e-4,662.5532 -> 369.1,CE,165738.071365386,104238.966827395,112403.547729474,108476.688034035,119868.588134768,45236.0028076122,60982.2644042889,47643.3236236684,43320.5229682985,45772.0432434079,17500.9611854555
PE (38:8),1.4578653542385842,8.88537321348616,14.865664062055657,1.1544534816732611e-4,3.90919797886291e-4,760.4913 -> 619.4913,PE,469300.99084492,268253.5983886,303171.34240717,277078.69726558,263670.45874013,126273.48983756,117264.508254988,130804.549743653,114289.047973723,132223.509490863,38295.422821047
Lyso_PE(15:1),1.457525435635289,6.893603963814241,14.857640110328019,1.1593749921725145e-4,3.9158481878479826e-4,438.2542 -> 296.2542,PE,69124.804992668,68792.164337153,69145.705444328,87193.965637192,79972.52551269,26140.742141722,30578.702087393,34730.282394435,30432.422241208,29187.881820683,18006.1410522489
18:1 Campesteryl ester,1.456367303636716,7.467388535031369,14.835568772885892,1.1730217186241091e-4,3.951859428647126e-4,682.6158 -> 369.1,CE,160531.99173732,99905.126770008,98299.566162114,97652.746856699,118854.328491194,45476.7830619845,48357.3433875922,42206.3828773458,49266.6835632235,43633.002990716,19941.80141449
TAG(52:0)_FA 16:0,-1.4555642875888748,10.088952450156379,14.820809084028951,1.1822377518239345e-4,3.972798942677384e-4,880.8 -> 607.8,TAG1,314762.361267088,193888.09442147,219636.913513246,245386.23742682,237010.19970701,672599.60839862,810736.29589854,723269.15332013,708245.86914056,732215.15136713,254866.057971974
CerP(d18:1/2:0),1.45494165870863,7.264559856722281,14.807443005061941,1.1906464817008745e-4,3.9808483378079743e-4,422.3 -> 264.3,CER,86060.146087633,95292.346252436,100988.327117928,95904.9270171879,103286.767028813,40372.2829437399,34521.4823074247,35498.742557524,39545.2026481634,43484.1228256207,25910.1816024826
TAG(52:5)_FA 20:4,-1.4550188904343628,9.818770344000747,14.810095156100942,1.188973213616555e-4,3.9808483378079743e-4,870.8 -> 549.796,TAG2,148715.609649702,119716.109374991,168582.993560832,287112.696228075,284799.580993561,544664.619064531,676699.369358104,678011.17187491,564589.560489783,738606.21826139,108011.727191935
PEo (38:0),1.45434555094112,8.055412129036366,14.796335029619968,1.1976804059220972e-4,3.994279237886289e-4,762.6372 -> 621.6372,PE,202073.094543431,128310.269287046,138643.40924071,175538.77197261,153980.23156736,55068.563644389,59564.444686873,82044.306549104,63421.68466188,59925.844421389,69900.125900267
PE (42:9),1.4525615189064858,9.777431500531184,14.762074281577952,1.2196399825357165e-4,4.0572948162745945e-4,814.5383 -> 673.5383,PE,628063.881103491,833216.188903874,691569.03161618,369151.36462399,537313.455748984,151947.333129895,266256.859924418,248298.377563517,232986.797424346,291955.195892362,18503.8812408486
PG (44:1),1.4522876458551897,6.837316535021671,14.755178110292487,1.2241088803857555e-4,4.061955282282557e-4,906.6893 -> 717.6893,PG,48152.1630478372,214318.913116479,29785.201995854,114560.627166698,7541.4005355834,29384.9620246797,36008.7827148271,30956.6821212864,25171.9016799948,24601.2819518944,17157.0012207035
"lanosteryl palmitoleate, 18:2 Campesteryl ester",1.4400869524504507,7.477336981455987,14.518292549608361,1.3880515169056978e-4,4.5944505209578597e-4,680.6002 -> 369.1,CE,156971.551135996,104503.767486564,103570.447021492,98861.6067504981,115529.267990106,45446.2433967728,49516.5433883795,43960.5630035355,46912.7033004771,46897.2434730484,19871.1413497947
PI (44:5),-1.4337741304700697,5.727204250231763,14.393121558971641,1.4834318607265137e-4,4.897914672323951e-4,986.6428 -> 709.6428,PI,6572.8604545595,21505.7815170243,14544.4010467525,10073.4807052639,10605.3007583601,34101.702415454,37106.442977898,44365.7032776,33806.7426834103,31662.222152707,9840.4207191449
PC (38:4),-1.4331375919765514,10.293564320547482,14.384727395168742,1.4900594937957188e-4,4.907559128819731e-4,810.6 -> 184.1,PCandSM,462807.596160913,479050.883453289,60714.044532811,371604.122528226,49524.2846526921,949680.28955008,678204.40649412,748779.4932862,631896.66918932,787330.53271482,516601.87109372
Cer(d18:1/24:0),1.429346068246428,9.055110029089404,14.311338045472326,1.5492891653799394e-4,5.089972344821438e-4,650.6 -> 264.3,CER,317142.199523891,254072.198394846,503518.135772824,215421.394927953,280351.598251429,124453.927604535,139240.089973409,122638.389114394,137015.049873372,115758.847366344,153328.890602057
22:3 Campesteryl ester,1.428258729187531,6.8864913405575905,14.289086566220247,1.567711668963947e-4,5.125062344958682e-4,734.6471 -> 369.1,CE,107823.326782238,57522.884082798,67870.3450164788,69109.544982908,74310.1650085609,28674.7819709758,34206.9024009657,29127.1620941022,32168.6223487786,29173.1219902108,16618.3012733474
TAG(52:4)_FA 18:2,-1.4283927113436563,10.782611181267567,14.293255842596407,1.5642431143779998e-4,5.125062344958682e-4,872.8 -> 575.8,TAG2,349532.18347192,287608.480224674,349125.626220662,526475.092041,529563.70068356,1081305.23031626,1256822.14636965,1369615.9003904,1057905.26031494,1497873.4931641,181849.431877112
TAG(60:4)_FA 18:1,1.4259946902818876,9.666580842556128,14.246982514746263,1.6031764110268634e-4,5.228092532511249e-4,984.9 -> 685.896,TAG2,267984.799438042,438914.260009717,304487.517913881,1097249.13357543,550023.092956539,229073.77703863,231763.175415046,177157.532104471,214792.595703148,264277.29711914,13406.9610061679
PEp (42:2),1.4235001224731505,9.721405005662698,14.199047552184311,1.644537328321398e-4,5.349797107364942e-4,812.6529 -> 671.6529,PE,612772.125549876,760068.394226656,644160.2443848,370210.812500077,531204.22729497,151458.430297937,244769.937545783,251818.978332423,228134.512847777,288322.72076419,14420.7210464407
Lyso_PE(24:0),1.418093554142402,6.38381325942084,14.093260883365701,1.7396595523802065e-4,5.645365802331847e-4,566.4107 -> 424.4107,PE,49876.92312622,52170.843078617,52565.06396484,61413.784332274,54382.963989264,20236.641582486,24315.1415023769,22503.4418334968,23429.6614990257,20979.261474614,7528.6005172793
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",1.4146522132305412,7.554448049849922,14.028749110557271,1.800368710720416e-4,5.81387359266788e-4,664.5689 -> 369.1,CE,179315.793731702,103354.607208224,110084.907936082,105483.227203358,114537.908660913,48584.5832061691,58865.8641700829,44442.343261721,48727.963607802,49325.2834472634,19454.4013977078
Lyso_PC(22:4),1.4147399559806395,6.835370183087077,14.029730286764789,1.7994295729263163e-4,5.81387359266788e-4,572.3638 -> 184.1,PCandSM,124275.14895641,112419.868438682,49618.4029006094,96779.348114112,5470.8404274,23094.6017684904,31555.4416809074,26900.381935122,36165.582771273,27226.421981755,22179.041641241
PCo(38:2),-1.4140938512722137,10.832318530777393,14.018994120975549,1.8097326455340066e-4,5.815742773512195e-4,800.6 -> 184.1,PCandSM,681519.887710557,720469.573303139,79159.1049117946,520764.579834028,64902.0647124763,1348416.91870134,876158.61889593,1075329.72790538,891065.90014633,1213117.24841306,801600.91992175
PI (38:0),-1.4143505052984964,6.771428109764717,14.022032937821672,1.806810399018452e-4,5.815742773512195e-4,912.6271 -> 635.6271,PI,11173.2207832322,48419.2240142819,24407.1617698587,21146.301979065,22911.3816490117,59803.524047839,83531.86535645,89843.72625732,62484.764327988,65013.884338355,27474.94189454
PE (38:2),1.4131526293199552,8.585777505671448,14.000648544866635,1.8274758818368617e-4,5.858542536445533e-4,772.5852 -> 631.5852,PE,400621.749816832,209214.836364688,227871.915039177,219776.533569311,217266.75378418,105255.888061529,94887.986694334,109718.247009227,98993.906311066,107198.847946122,30579.102203368
PE (34:4),1.4127927272535283,8.348924027372524,13.993684294745663,1.834257269128302e-4,5.866078802719497e-4,712.4913 -> 571.4913,PE,270696.599792417,207411.796264709,214575.373596015,211175.834228502,167680.97192375,85191.065948499,74943.385589596,95608.56784053,81856.226257356,94878.825973569,34529.74234007
PIo (40:7),-1.410436505309351,6.953229229136067,13.947473500706112,1.8799013877655372e-4,5.997564909401376e-4,926.6792 -> 649.6792,PI,10816.0408363288,57509.2237473132,22777.5415496728,22105.701347348,22724.9017219563,67780.264587424,85059.447082508,83619.026184093,69571.205322279,69637.765197759,50333.124023415
PC (38:9),-1.4094504369484628,10.832067015390688,13.930438184499504,1.8970149674939438e-4,6.023136251707389e-4,800.5 -> 184.1,PCandSM,657408.042816057,733138.004943791,81613.9654579174,542633.940429766,38706.7228164427,1312770.65478525,921115.36694309,1064127.69262678,865832.09985357,1166638.21765149,843874.44140598
PG (40:6),1.4095877179686649,7.2368259000710315,13.931904037680567,1.8955362290366354e-4,6.023136251707389e-4,840.5485 -> 651.5485,PG,151500.131065315,264295.183289135,47172.083465566,71288.564933841,9589.4206848179,36776.26284789,43864.063041699,39128.962966911,37933.862670891,35466.402633661,28001.981750491
TAG(60:5)_FA 18:2,1.40856763900088,9.637182182306502,13.91351837719458,1.9141678586367069e-4,6.063058001997607e-4,982.9 -> 685.9,TAG2,256153.860382642,424173.006958493,312544.471312981,1052641.22906494,544559.689575157,218289.838195829,214579.336486873,204366.55322271,213194.11584469,252427.7384644,15160.1010131839
Cer(d18:1/24:1(15Z)),1.405626804364898,9.0227830024933091,13.857426471079634,1.972158032784513e-4,6.216993417634989e-4,648.6 -> 264.3,CER,315903.802276638,262817.240875291,484267.194580001,205605.054641739,279096.018066466,120284.849304279,137600.190284633,126125.588546765,134933.847534263,120220.649650552,139660.733505271
PCo(38:1),-1.4058306704015737,10.838171299438745,13.861581886812928,1.9678019342397304e-4,6.216993417634989e-4,802.7 -> 184.1,PCandSM,722329.158050494,733430.666778616,82585.96678163,507213.919250459,71308.7834816296,1349918.253662,921013.66979888,1074367.89758321,918417.46484391,1236653.30859398,756506.37304701
PC (38:8),-1.4011777032868509,10.856395593489584,13.773290869852648,2.0624769932897557e-4,6.486269689110775e-4,802.5 -> 184.1,PCandSM,731106.470306376,724402.2494201,89565.186363174,521603.886856532,59994.8843688985,1377131.35705574,915080.18713446,1079159.32763681,885492.43823229,1250023.92126467,801015.15844723
PE (28:0),1.3998374665572149,7.60097198785599,13.747034478486283,2.0915075644635774e-4,6.561981079027906e-4,636.46 -> 495.46,PE,136087.449310358,99392.987396272,112819.348022405,139212.349243179,128754.009338368,51329.383026159,49006.463260651,60800.303802475,48455.983856191,49072.86282349,21854.041458129
