lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DP1,40DP2,40DP3,40DP4,40DP5,40DN1,40DN2,40DN3,40DN4,40DN5,SolventBlank1
PIp (30:1),-1.5265709732447454,9.191416197473027,14.29735872489709,1.5608373395640813e-4,5.57021196113974e-4,782.4914 -> 505.4914,PI,12837.7809906042,166189.254058821,34283.4621810859,71601.4642716191,37324.4825134254,130917.769714325,306279.905395608,228134.874206572,109957.086914028,138877.370666522,748550.81628408
TAG(52:2)_FA 18:0,-1.522549050626176,10.179731623004782,14.225798232677334,1.621324601421873e-4,5.755050327835281e-4,876.8 -> 575.8,TAG1,262883.73785399,186235.77368162,207835.876220803,263174.219299431,289503.640136798,772472.37597668,733284.73193355,625570.82421856,782854.67236329,846933.62158212,296840.318733247
TAG(52:5)_FA 20:4,-1.5227909912154807,9.863044929392748,14.230095653227183,1.6176264262632057e-4,5.755050327835281e-4,870.8 -> 549.796,TAG2,148715.609649702,119716.109374991,168582.993560832,287112.696228075,284799.580993561,576799.099418848,646527.285949701,559773.03906258,663582.669204663,784435.194435436,108011.727191935
TAG(60:4)_FA 18:1,1.5170044825348863,9.634071776360171,14.126665174626398,1.709038811983844e-4,6.050180179322485e-4,984.9 -> 685.896,TAG2,267984.799438042,438914.260009717,304487.517913881,1097249.13357543,550023.092956539,332606.899780361,140962.35036846,276477.53900155,130036.449157755,148480.949157704,13406.9610061679
PEo (34:3),1.511073534008131,7.842667903645453,14.020437127214677,1.8083444005382272e-4,6.384661296833634e-4,700.5277 -> 559.5277,PE,187126.574768001,126861.009765582,141350.510009819,155809.028869732,140920.70904534,54048.563751209,53321.443817128,58994.303878779,59681.444038398,54288.323944093,26498.422042837
PG (34:2),-1.5089627413843594,8.043787239331234,13.982991564040276,1.844718607503032e-4,6.495764458335144e-4,764.5172 -> 575.5172,PG,58010.6042174751,129604.068542475,55636.6034316836,55883.324127169,12699.5808448735,206652.154602178,161325.252685544,182929.113037116,157689.15161132,147332.030029298,70621.944885261
TAG(56:7)_FA 20:4,-1.5064286102804603,9.690453436575138,13.938472370444288,1.8889244040570007e-4,6.633782257218751e-4,922.8 -> 601.8,TAG2,193529.832550083,157783.530517649,167212.99060054,212301.51513669,205919.716735817,596446.82128896,562475.39880363,494496.56933587,577471.60229502,632951.84375025,97610.2864341495
PI (14:1),-1.5037223194085085,9.097193302451684,13.890379542930534,1.9378786824801868e-4,6.787702051861818e-4,560.2566 -> 283.2566,PI,61526.004211392,240050.53735353,117740.508056636,92482.546264636,117412.748413083,340809.02233882,409852.60583492,388470.787841807,274808.04003909,420062.77233886,107343.267517059
PC (40:5),-1.5033368349251222,8.43485539486902,13.883408636018434,1.9450797404232711e-4,6.788886749242057e-4,836.6 -> 184.1,PCandSM,119275.366798346,139426.267959589,25499.6218490562,139272.430580146,17104.8212776291,690445.491211119,153745.332092211,133555.789459241,132256.749084382,123700.228851288,37814.183105474
PG (28:0),-1.503125383073957,13.274485744815555,13.8801337720679,1.9484720277280828e-4,6.788886749242057e-4,684.4546 -> 495.4546,PG,444500.667022699,9326315.47705066,2405854.52709959,1329221.90759277,31946.842254647,8509496.68505874,7129910.17944332,5638664.29174809,6988661.76440391,6153589.82080083,1209297.90930168
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",1.5018840478748416,8.164385515979383,13.857554142723075,1.972024050790698e-4,6.85291297440127e-4,694.6158 -> 369.1,CE,217668.01565549,160303.871978765,184786.493164044,159411.030822805,192921.593627973,89915.306259158,67181.10485839,73374.085128787,60264.7237701511,57480.123847958,43950.922935494
Lyso_PE(17:0),1.495207460867825,6.625550645967847,13.738473356745658,2.1010619583738862e-4,7.282214745777554e-4,468.3012 -> 326.3012,PE,41533.023040765,51786.664123535,60046.304626476,80057.324768078,78418.745605458,23423.741744998,24614.781768799,27246.042098997,25975.3617019592,20913.8214111316,10893.9808044443
"PIo (36:3), PIp (36:2)",-1.4911819302053366,6.383993175865057,13.66713003051953,2.1824123983914945e-4,7.544423016893835e-4,864.5696 -> 587.5696,PI,9241.3006210321,40817.0026512096,16982.7212295575,12012.1009864837,17226.761165617,52549.543563843,52970.604217498,68927.665641798,40259.802520736,59951.304504442,19301.741333002
PE (28:2),1.4853234023784059,8.169475832199307,13.565886511407598,2.3033360211678215e-4,7.941710656318218e-4,632.4287 -> 491.4287,PE,198494.69653324,211435.232360938,155510.369384755,159965.97155763,220801.73815923,86026.246795659,89779.503555397,67697.184600895,68900.825500427,50321.343154924,27368.4420929
CerP(d18:1/24:0),1.4812738260496627,8.244525750292398,13.494980872140559,2.3920240735537883e-4,8.226077593208352e-4,730.6 -> 264.3,CER,224153.997345007,172507.731849747,242930.414855923,146321.991333044,172515.989807255,69758.5659752103,75843.4259758151,80856.066715262,78762.8656044085,60911.2047653157,53487.6236076377
TAG(50:2)_FA 18:0,-1.4777654313795927,10.210395550009494,13.434085844317451,2.4709336152651254e-4,8.47543032800784e-4,850.8 -> 549.8,TAG1,184087.611877443,149431.069397008,202490.794128445,347218.929321161,344830.644470157,689054.56835931,755035.86645484,633409.69970713,812902.47705062,913274.07031229,302219.761260914
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",1.4746991802258287,8.117703183315188,13.38015464386865,2.543007606275406e-4,8.700108709841441e-4,696.6315 -> 369.1,CE,193573.773681646,156109.850769006,178645.553558332,159817.031280536,188905.652770973,89275.2862243561,67756.804977413,70617.8048667858,58678.5639343288,55066.784042365,43590.502815245
TAG(60:7)_FA 18:0,-1.4689218295461506,8.563235234327742,13.279762602727716,2.682864673285667e-4,9.154929967603667e-4,978.9 -> 677.9,TAG1,86857.626190203,64324.424896247,72001.045196535,87055.2866211209,98652.906555158,221039.09570315,240444.65612796,220405.25683592,261927.57836929,280619.64086934,90128.0671386828
PI (40:6),-1.4679450255293174,7.813683892067941,13.261980424607826,2.7084336787502856e-4,9.218422083972694e-4,928.5645 -> 651.5645,PI,12695.0207290566,63458.464630137,32236.9821815463,21194.3211898761,27896.9019699015,97651.847686842,119553.08871463,107767.248016429,54301.784637429,71278.74453744,226861.541564909
PEo (28:0),1.465763870278439,7.322146490469641,13.22443596676294,2.763228640453075e-4,9.380806974256079e-4,622.4807 -> 481.4807,PE,176403.890563995,82344.885681153,89165.386352492,95588.766143796,87790.506469727,42718.9029235739,43192.442733739,37470.802886953,45829.523681633,32147.382202149,16960.5812187249
TAG(60:9)_FA 18:2,-1.4644450448426574,8.544867335457631,13.202130943001977,2.796309894472664e-4,9.468834527574955e-4,974.9 -> 677.9,TAG2,86224.466217043,66774.724945093,73469.245117207,89342.086669969,109557.707885773,232096.397613408,252259.259704842,239770.07812498,257940.139648462,296122.58166528,47027.4036293105
1-O-cerotoyl-Cer(d18:1/18:0),1.4615275095988591,11.449929210983234,13.152053326746678,2.872043386834734e-4,9.700473071860173e-4,944.9 -> 264.3,CER,582356.983642498,2017968.5891419,4610549.99174929,725151.731919018,1197258.06921441,606032.487327632,1158340.48403934,681733.663131748,609943.364158628,562832.704856922,178365.015220541
TAG(56:3)_FA 18:2,-1.4585268824666358,8.633360059252343,13.099814997338399,2.953249418364523e-4,9.949369541767503e-4,930.8 -> 633.8,TAG2,100004.666290232,76042.325927735,80485.264892583,92248.127075237,105056.127929656,252703.116699214,262980.640014636,250316.25708008,265928.781921455,310395.90063504,59618.1046790833
PC (36:0); PCp(38:6),-1.4580778094237425,12.042022396539975,13.092467683367431,2.9648552512955576e-4,9.95960917873003e-4,790.6 -> 184.1,PCandSM,1425496.33180134,1481842.5863647,541479.06672663,1213629.10879421,110507.56569289,3544145.09045422,1957444.22924702,2781039.22399904,2223527.2025148,2188862.91235336,1653949.98095683
PE (18:0),1.4578762766908075,8.050444966825824,13.088379058628561,2.971333554077313e-4,9.95960917873003e-4,482.3242 -> 341.3242,PE,179302.670837324,165236.52966305,166957.03198232,153240.27062989,150646.17199701,72337.924743671,70870.985320985,69512.265014677,57245.403594935,46644.063293465,61744.884277322
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",1.456740100369265,8.11315852113959,13.068827359152124,3.002510481995129e-4,0.001003869666202412,692.6002 -> 369.1,CE,217429.017517093,152564.810607881,168312.432159404,155288.810302754,181888.41326903,91397.106552108,70341.045166022,68320.744613632,56379.14424134,56598.163879384,44282.02319335
PC (38:3),-1.4551370864344586,9.289868839713709,13.041525431922768,3.046598483423346e-4,0.0010160444312474837,812.6 -> 184.1,PCandSM,248450.617935016,251435.720336873,32985.1022377112,202110.193855302,17141.8211746161,952673.535156237,225910.056579534,303548.93957508,252743.01922617,247861.479370086,198439.99389647
PI (42:1),-1.453217847497701,6.044740915029919,13.00611791944357,3.104749319253696e-4,0.0010328362057014807,966.6741 -> 689.6741,PI,7156.4005126958,26356.6617202719,15306.5611190779,16061.6410026454,12776.5410003686,29417.401687612,33470.062454223,82799.884841942,26262.821945197,49323.823623657,12192.5209198025
Lyso_PI(18:0),-1.4504858779830332,7.695223103396132,12.960855091956773,3.180718714389928e-4,0.0010554565358025726,618.3275 -> 341.3275,PI,18365.64111709,96671.887390165,37757.682556166,40678.7440185516,32339.622131337,116969.508514359,129836.129516576,144044.989471437,115788.649780219,113873.648467975,81685.003906284
PEo (36:1),1.445887621637082,10.519413639956012,12.882749664204312,3.3162465066930596e-4,0.0010976775937154028,732.5903 -> 591.5903,PE,1292146.12951601,753116.12597602,1059122.46276845,746982.66943358,883923.06933537,428404.090087808,305480.941406052,430774.31005892,360889.926513632,329435.705871484,178560.83056644
Cer(d18:0/26:0),1.4455213206910977,8.492694746733314,12.876128789807353,3.327999337316407e-4,0.0010988207288296567,680.7 -> 266.4,CER,394694.984893749,183556.572509792,209962.995056208,176701.352355983,199063.854431216,89997.147003119,100096.066986013,83626.145118737,96281.326469402,77344.325027464,55393.903274538
"Cer(d14:2(4E,6E)/24:0(2OH))",1.4444772184713182,7.757401661210443,12.857954097776542,3.360477913444957e-4,0.0011056130083945768,608.6 -> 206.3,CER,287076.84101876,107064.127624499,113360.568435667,100604.546722419,107954.007225059,49692.1035079912,52550.4439468319,58577.3243179616,68103.6652375049,42059.9027900874,29183.8019256619
PE (36:8),1.4442838371931412,10.614898009269162,12.855286262476511,3.365272223436665e-4,0.0011056130083945768,732.46 -> 591.46,PE,1443312.39685057,835442.09948738,1103024.95275817,776418.61767576,935066.96643113,453818.451660399,331802.46093765,455539.672119147,382884.149353019,363833.667114249,182100.91430665
PE (38:7),1.4398742853210185,8.148221497613783,12.779386234030653,3.5045989765637335e-4,0.0011485368923194017,762.507 -> 621.507,PE,218224.897582992,133733.20922851,152665.671569795,184566.27270512,162439.79150389,76115.565490719,68328.884826659,70837.504852325,64430.004760725,56298.863616949,73915.185974187
17:0 Cholesteryl ester,1.4387789701887395,7.569216841577055,12.760462233435419,3.540233991708537e-4,0.0011573505691412599,656.5845 -> 369.1,CE,181531.112304673,103548.027732836,114258.268203745,112694.087493893,111711.307952888,56489.2640991256,51279.8435631019,49887.7433090032,42683.182975763,43322.9030380249,19138.2014122021
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",1.4355154467700664,8.124775324344771,12.705070717076524,3.64665396377667e-4,0.001189204396069042,698.6471 -> 369.1,CE,206357.915710417,152949.651245095,177405.532684321,153341.27075194,182494.012847941,93121.5665817206,69443.0850753769,69600.4045753383,57173.5437087859,58426.0241088788,47379.6432342535
PE (44:5),1.4349310341580161,7.9195332506724805,12.695070149406092,3.6662084734979814e-4,0.0011926437392902525,850.6322 -> 709.6322,PE,207038.85446161,163554.791900694,146309.551239029,161086.791961779,139112.388977003,76405.266250617,54192.983596806,80546.326141329,54287.224487304,53414.2037735089,13050.4410781897
19:0 Campesteryl ester_simulated,1.4320927295519819,8.099939909936445,12.646829771109424,3.7620308074364563e-4,0.001220815879668105,698.6315 -> 369.1,CE,196476.134475645,150398.090759255,172381.152587876,153633.509796121,187286.492095927,91293.566345213,68113.424972536,71028.324966451,58812.584320064,55670.483863833,42601.443099967
PIp (16:0),-1.43104353937252,7.174446418550646,12.628321620191173,3.799461541340636e-4,0.0012299479415000007,574.3087 -> 297.3087,PI,12787.1607742184,62781.564636208,31542.102462764,22278.881652839,29174.2221069415,87072.905731256,103160.047271714,101475.848937919,66550.544769298,82720.026824958,51618.443618826
Cer(d14:1(4E)/24:0(2OH)),1.430057484732469,7.572211228376703,12.6119645440412,3.8328545673906077e-4,0.0012377315724939426,610.6 -> 208.3,CER,112406.148368843,89883.1262817159,102029.166839598,139234.949409505,127630.629241938,46607.983154294,44545.8833389226,48298.2833709802,50208.2637405356,40546.4431610067,42214.8032379164
PG (34:3),-1.4279740816732294,7.978857687235122,12.57685218996994,3.905539880879086e-4,0.0012550812626902694,762.5015 -> 573.5015,PG,46530.983261132,149200.768920862,54599.0037574623,47650.483413674,16124.0411109912,182448.653381381,151734.510070802,177694.212158129,158442.651367201,137050.909240679,66320.96435547
TAG(60:8)_FA 18:1,-1.4280025068375939,8.568055587468285,12.577533345433041,3.9041166946088057e-4,0.0012550812626902694,976.9 -> 677.9,TAG2,90973.846435518,68198.245941141,77518.065505959,91287.30569461,113921.568115314,235289.876586921,261067.799011147,233623.77685547,263229.898193387,301625.06030277,44636.8432846113
TAG(52:4)_FA 18:2,-1.4177868463910408,10.77303732115514,12.405193650032743,4.281414079053161e-4,0.0013725404941080837,872.8 -> 575.8,TAG2,349532.18347192,287608.480224674,349125.626220662,526475.092041,529563.70068356,1196563.30553045,1150944.78648386,1029092.3935549,1235542.50799188,1385817.41476811,181849.431877112
TAG(60:5)_FA 18:2,1.4157721916001436,9.627459024431342,12.371170809194153,4.3601410314195947e-4,0.0013944025907245273,982.9 -> 685.9,TAG2,256153.860382642,424173.006958493,312544.471312981,1052641.22906494,544559.689575157,361275.32189948,148136.470352192,268333.360351476,135913.270050044,162363.731628444,15160.1010131839
PI (38:9),-1.4127411269663344,6.6669478785872895,12.318690516214701,4.484451893854205e-4,0.0014307022427621607,894.4863 -> 617.4863,PI,8673.2407264704,41812.8630256612,25441.2816581612,17484.6611785803,22684.9816627537,56774.423919666,58060.204223633,74993.704803482,58738.484344504,72849.145568846,27419.662048341
"PIo (38:2), PIp (38:1)",-1.4103398444420938,6.611431475568022,12.2783133074754,4.5825234836297787e-4,0.0014584762241167852,894.6166 -> 617.6166,PI,9767.7207794182,40108.222537987,24182.921630857,15601.1012725817,22109.8814048765,54558.143737775,55064.444091797,72612.145446777,55283.92358399,70998.085845961,26761.902008049
Cer(d18:0/22:0(2OH)),1.4034635929354848,8.976827837393488,12.164631899860069,4.870427608351617e-4,0.0015463899648579234,640.6 -> 266.4,CER,393256.96588123,230518.895629825,363114.645538096,254202.138976967,284418.119811916,120011.389007624,134420.809368106,103437.467468205,144852.990860093,112778.627166749,112509.746070938
PE (36:5),1.401543322064139,10.358380507622778,12.132776072237903,4.954331454929099e-4,0.0015692667096473987,738.507 -> 597.507,PE,1192423.39648422,995728.34448194,1154565.26806696,614902.82373055,467092.27282717,376617.625488175,321350.778625439,410739.047241162,355488.701904178,260288.620971654,119715.82836914
PEo (38:0),1.4011347996095715,8.065788572780436,12.125466132863949,4.973789727322214e-4,0.0015716700713543225,762.6372 -> 621.6372,PE,202073.094543431,128310.269287046,138643.40924071,175538.77197261,153980.23156736,69971.745544452,64675.785003641,65182.004394523,67926.944412239,55079.944000243,69900.125900267
TAG(50:3)_FA 18:1,-1.3951248787258081,10.546716016428938,12.025878876702338,5.246695310995719e-4,0.0016539582361329362,848.8 -> 549.8,TAG1,224398.39593501,192886.551635698,267912.479675378,470205.372192351,465372.27014149,840437.80126973,964516.47241169,806625.45507811,1003513.62988286,1145851.824219,362208.986549169
PE (36:4),1.3868640441442714,11.36775274063635,11.888984372038976,5.646690321762345e-4,0.0017758237496468751,740.5226 -> 599.5226,PE,2109474.69531244,1865318.48339846,2317302.57568309,1241175.61706567,1166288.40515105,767474.400634791,609914.444396711,844331.639954089,717018.875122224,539160.957977296,269587.51806623
SM (d18:1/24:1)15Z)),-1.3864497480456173,8.561761633855534,11.881809299917222,5.66848490856453e-4,0.0017784535589903884,813.7 -> 184.1,PCandSM,166051.929466178,157778.549163778,21246.3013915856,141744.47081757,15845.6810798679,760564.85525561,119326.769165011,146626.487426759,131670.048644994,124276.90979009,63604.504699725
PI (34:6),-1.3849834186884162,6.833772789691463,11.856550054436411,5.745888997315473e-4,0.0017984768398216753,844.4706 -> 567.4706,PI,9604.7406959474,52029.9837150512,28088.4218559445,22836.30142974,23339.3815841629,58366.344345087,93857.427001947,76663.265747075,58707.98422242,77892.145797806,27442.641906743
PI (30:2),-1.3839703349467125,7.447040795446534,11.840024201909273,5.797107250682064e-4,0.001810228773562041,796.4706 -> 519.4706,PI,9468.4206390339,55939.94425961,26875.2617645294,41368.5626221229,24334.8617210382,66515.724929801,99523.886810327,94973.107513482,67729.024749739,96663.007019038,123507.527252148
Cer(d18:0/18:0(2OH)),1.3796911951193616,8.115099438787823,11.77015369970627,6.018800825171904e-4,0.0018750334805947295,584.6 -> 266.4,CER,232732.336456188,153694.070953292,174933.572448783,146140.730773891,165253.851684542,79283.926666252,82842.7066573839,65729.2647552463,67754.4446945239,60998.6244812029,43107.943054197
12:0 Cholesteryl ester,1.3773851511889348,8.998668594953324,11.732474828795603,6.141886329872183e-4,0.0019044162765224286,586.5219 -> 369.1,CE,437803.472167868,300665.301681528,296546.720489497,337039.76345826,304800.502227769,154598.190040573,148253.829830179,135794.290122986,136604.489665996,109124.147968308,39250.5627861052
Lyso_PE(13:0),1.3776059734416528,6.3088864509557645,11.734506234954551,6.13518596977533e-4,0.0019044162765224286,412.2386 -> 270.2386,PE,37963.262451156,46278.143783557,51037.283630366,54768.283996574,54580.323974606,18723.3811836224,20374.6214447,23922.461944571,20296.621459964,18978.0212478627,11607.6007690386
PI (32:2),-1.3769639172390462,8.143513149887116,11.725297247276103,6.165619997250557e-4,0.0019046348316515238,824.5019 -> 547.5019,PI,16890.7012634283,122005.387084952,38474.922714236,144795.690078708,33668.622314466404,132196.329132168,143315.850769026,214566.714233466,141165.009216303,299738.479370106,45658.303405737
PI (34:3),-1.3768989454396185,7.038244141491905,11.723564899640678,6.171362105577823e-4,0.0019046348316515238,850.5176 -> 573.5176,PI,11339.4407653778,63803.6642074649,28693.3620262142,27868.3219299329,27395.2219162,76259.464813228,76158.106201204,97998.907241776,67124.504730234,103799.526702851,30305.882278452
PE (26:0),1.376311892937014,6.818658576710686,11.713817486189043,6.203772099605561e-4,0.0019101847115994795,608.4287 -> 467.4287,PE,71119.38500977,56525.204254138,70742.665496828,82144.085418716,73230.506439189,27987.801849381,30663.9623107873,31914.762023928,30703.88209533,26174.381713862,13787.161041263
Cer(d18:0/20:0),1.3741999021363691,8.196784253099189,11.679944496792814,6.317741775510781e-4,0.0019400502767243006,596.6 -> 266.4,CER,251291.436767653,163512.411926226,192969.69439692,156237.410400404,168487.511291503,73932.364677416,90458.2461165643,70523.885307312,80049.786483773,65799.9049529877,40501.0228271506
PG (44:1),1.3740229412590004,6.849005908903109,11.67631646571817,6.330073410459954e-4,0.0019400502767243006,906.6893 -> 717.6893,PG,48152.1630478372,214318.913116479,29785.201995854,114560.627166698,7541.4005355834,28595.661811829,29992.4822769197,35571.8825264073,29434.961807256,25510.781768794,17157.0012207035
PE (42:10),1.3574453156846142,8.720725346728736,11.406691168685029,7.318005297437204e-4,0.0022376533519184428,812.5226 -> 671.5226,PE,333340.203308095,319499.859741097,292686.282531745,215761.094543492,253038.960082975,138976.850616469,122757.627822865,98251.466552781,115237.327362056,104109.327148453,15755.521102906
PI (42:6),-1.3567082369303665,6.069962775390939,11.392840445834736,7.372770902215814e-4,0.002249204763717451,956.5958 -> 679.5958,PI,7001.3804626464,34130.1824722209,15271.4810409539,12067.2208900533,15808.7010803215,44526.76370234,48639.363754271,48176.7629851891,33115.302337648,46897.563095095,11891.5007705708
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",1.3542245674069995,9.506512242924014,11.354574740453245,7.526235243366726e-4,0.0022907437844178267,606.5 -> 234.3,CER,292499.137336782,351568.210159228,529538.933868399,476856.897468486,459006.096130869,193340.173370283,164115.75526808001,120980.98819353001,245247.896911606,173954.272338877,176348.069149069
Lyso_PI(21:0),-1.3506260104136587,6.9433789633902085,11.295441576411577,7.769761968458264e-4,0.002359441478495124,660.3744 -> 383.3744,PI,13685.8411331159,66258.224182183,32440.242370604,21744.9616622866,31961.682388298,79888.764953586,94190.307220502,96891.166320784,70168.904602074,94264.1058959769,2645.9401855464
SM (d18:0/22:0),-1.3500066698897673,11.057913950175452,11.28647503060347,7.807377727427552e-4,0.0023654389270283934,789.7 -> 184.1,PCandSM,707338.346984868,759729.176392019,405812.362365199,640190.852020229,38434.9624023121,1783230.64892562,1037148.32128938,1402876.47668464,1063488.9228516,1069878.61804223,798254.2700195
1-O-behenoyl-Cer(d18:1/16:0),1.3455718396672443,7.317659932885317,11.214142669601642,8.117630302670413e-4,0.0024538224933186364,860.8 -> 264.3,CER,107966.727428453,86522.0263977162,159072.612640343,73314.2853240986,83187.5657806627,42355.3034591786,43077.362880708,48761.8438796844,44893.9435005155,36245.1023712278,14002.6008644123
TAG(54:8)_FA 16:1,-1.3442586547383348,8.893995903213455,11.193520984337738,8.208343833919117e-4,0.0024755916255373377,892.7 -> 621.7,TAG1,133402.488769565,84576.286437981,94931.926574612,110562.806457586,117651.768646227,267786.17773442,296649.62036139,273052.48022462,309236.42236329,324588.54565428,134845.109466512
CerP(d18:1/24:1(15Z)),1.3397303534374045,8.120430143647418,11.120558573963535,8.537607131156097e-4,0.002569043600375153,728.6 -> 264.3,CER,218678.214706374,148945.791793836,204794.632553045,125436.349090581,151328.651245099,65936.165500649,75589.1855544448,77432.3046417429,80043.1048050114,57347.6439704818,55797.6033744995
Cer(d18:1/24:1(15Z)),1.3350391447351313,9.054664082492101,11.045620287626662,8.889695536171587e-4,0.0026689244648279323,648.6 -> 264.3,CER,315903.802276638,262817.240875291,484267.194580001,205605.054641739,279096.018066466,122037.927764903,140925.829582299,122966.089599644,153292.19019315,119962.527702288,139660.733505271
Lyso_PI(15:1),-1.3280017708613296,7.126719294214527,10.93244900577929,9.449450429505508e-4,0.0028305593594265366,574.2649 -> 297.2649,PI,12371.7409629776,63913.14434816,29535.302009571,27172.8017768827,29462.182296755,81053.785339396,97466.485961891,97240.167938318,67652.285156306,76957.526962248,48509.523422285
Cer(d18:0/16:0(2OH)),1.3256392464003284,7.8947945287261945,10.895384811988833,9.64041590895737e-4,0.0028812439420901935,556.5 -> 266.4,CER,211533.35543819,127358.48849489,144316.870620692,126360.909225485,134503.389526367,60946.6843109062,67380.184623729,64185.30449676,63322.524810793,57681.444389355,37219.602600087
Cer(d18:1/24:0),1.321811394314483,9.09624867007231,10.834898948417958,9.960475382490253e-4,0.0029701958122561028,650.6 -> 264.3,CER,317142.199523891,254072.198394846,503518.135772824,215421.394927953,280351.598251429,122115.60943598,145826.931636769,130827.25001538,156140.530517582,122107.328826766,153328.890602057
1-O-lignoceroyl-Cer(d18:1/16:0),1.319599633062732,6.856969000890175,10.798961191230319,0.0010155706741499552,0.003021608028257395,888.9 -> 264.3,CER,96078.9260368483,54155.5634918149,94854.4463692219,54203.3236160359,64934.8445701524,33093.9423904478,29950.9219665464,36543.2224540652,31766.7820320184,25176.0016632029,13585.9210319522
Lyso_PI(16:0),-1.3162075067947023,7.237267765284269,10.745497685953069,0.0010453332463626142,0.0031031865878567294,590.2962 -> 313.2962,PI,16924.6411476076,69419.024291949,38664.242828380004,24991.1818847705,38044.322936986,81246.085571225,110776.488983127,103035.547241269,81988.345336963,108526.987304714,30428.102142322
PIp (34:1),-1.3142977575618806,7.019622106553158,10.715186540336957,0.0010625974475125845,0.003147380359075306,838.554 -> 561.554,PI,12045.4809494042,50279.1236801563,25397.7418479966,50916.4637756475,22476.1215209975,63525.984374997,71624.204589851,86562.646362288,61043.424682619,129154.690246576,27558.242004398
SM (d16:1/24:0),-1.3124171079522806,11.056998845660505,10.686548556743219,0.0010791735966081454,0.0031893433971187154,787.7 -> 184.1,PCandSM,761620.509231682,754656.8518986,424476.382491477,618737.747253356,38565.5225257812,1728764.25183108,976991.66674813,1446262.40112288,1050919.8154298,1096769.73461916,799294.06933584
PIp (18:0),-1.308127116611374,6.727153870369557,10.617731023824945,0.0011200840209394144,0.0033028758212111015,602.34 -> 325.34,PI,12611.4010276695,43343.422851554,28499.082176213,18059.381187439,26334.161743163,59805.684753469,88706.545867816,72000.625671418,55475.524230902,59793.445083656,25363.8817977907
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",1.306174797825346,7.958773016995233,10.587868396650038,0.001138321466093169,0.0033491947135719014,578.5 -> 206.3,CER,258368.29960622,123135.927810674,137558.331451249,113014.408874483,122507.167961127,56565.7641067495,64249.5042076334,62630.2241935897,74304.2262114701,59216.2237014754,58641.7236022604
PE (28:0),1.3003152985331572,7.62705062494816,10.495969078622693,0.0011963525175604992,0.003512130228935922,636.46 -> 495.46,PE,136087.449310358,99392.987396272,112819.348022405,139212.349243179,128754.009338368,54582.7239685,59354.684143059,58655.544067374,55120.643676744,42649.063293458,21854.041458129
PI (34:4),-1.2999378334879257,6.188481256829447,10.488678820940834,0.0012010822676651988,0.003518214430063547,848.5019 -> 571.5019,PI,7870.8606605563,33367.7421455356,17402.1012420604,11961.0407142656,14880.1609764087,42055.442855837,45828.683166499,50205.18386842,37930.062515267,40019.323059082,26416.7820510877
PI (16:0),-1.2976860433865742,7.230009209310676,10.454621159809108,0.0012234300182898607,0.003575764556767716,590.3036 -> 313.3036,PI,14368.9008560128,69672.365539541,38428.6228294422,26387.2620086484,38917.202590935,78044.065429686,108551.127777072,101117.186645556,84519.005737385,107525.647155777,31033.482208246
1-O-tricosanoyl-Cer(d18:1/16:0),1.2913823493599608,7.260941607954423,10.356540980076716,0.0012901672239145567,0.003762514106746416,874.9 -> 264.3,CER,105356.128532413,70718.4648933374,151184.750339564,68823.4053115882,83088.6455078087,41659.1634521496,37364.7828712391,49671.1035156228,46034.6037139907,36628.4024963326,15021.8009414667
Cer(d18:0/14:0),1.2887433691736156,7.397210328723699,10.315610705840925,0.0013190963812275878,0.0038384255137259913,512.5 -> 266.4,CER,111950.048324586,95446.80702205,103629.067199709,98430.6465759,100618.047027573,46273.1234855589,45583.3431549009,47269.6430130003,42069.0632019012,41984.8424148676,31215.5220069811
PC (36:1),-1.2853146634029902,11.044502404525746,10.263191870537414,0.0013571067845967598,0.0039342613404671455,788.6 -> 184.1,PCandSM,737122.000755633,781690.983245238,428966.994857746,622792.528106136,52870.4636840543,1721189.95422377,981658.00439499,1395626.39880387,1061740.13989251,1089491.30578595,767278.99462888
TAG(56:8)_FA 18:1,-1.2852564452934288,8.60967798697411,10.262013485340958,0.0013579738916869226,0.0039342613404671455,920.8 -> 621.8,TAG2,107181.148437549,79419.964813236,90818.186248781,105261.3078614,108764.746551469,233150.49694829,253149.777648961,237926.2963867,267828.77600118,295684.9796144,51237.3835716132
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",1.2839806391217972,7.896673699720262,10.242085816269537,0.0013727227743439226,0.00396830775814706,690.5845 -> 369.1,CE,200089.314636233,123751.848983769,140153.489990232,124100.569030764,147045.029846183,97141.887115485,61829.244056695,61056.7844085694,51739.743919373,51862.2036361642,35990.02259065
Lyso_PG(18:2),-1.2796629646837214,6.691760710191712,10.174656802220397,0.0014238419888725074,0.004107117196660567,526.2801 -> 337.2801,PG,10250.1006507837,58737.184509264,32931.962341297,22026.281715396,8029.8606300372,60120.964599685,67291.604873631,86762.427001889,55985.40417482,46485.942703236,31031.982513428
