lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DP1,40DP2,40DP3,40DP4,40DP5,40DN1,40DN2,40DN3,40DN4,40DN5,SolventBlank1
TAG(56:0)_FA 16:0,-0.3325124100245304,10.972880031764749,0.7075962855215039,0.4002429435879079,0.4980466704045019,936.9 -> 663.9,TAG1,585373.242004458,886621.026611285,854975.332458383,561540.545104978,1090992.6893311,1167925.72412054,914791.37011787,924246.26757814,1378737.9259035501,1054998.86328126,76772.1254119711
TAG(58:7)_FA 16:1,0.3319476700684058,7.842142712540604,0.7051682117820521,0.40105253027032667,0.49858549303090377,950.8 -> 679.8,TAG1,147153.911804221,92200.92700197,102451.687179569,97960.867019749,112611.888305666,99752.586791964,81826.325866669,95099.106933611,95936.48608396,94394.72595213,37150.7625541762
PC (44:6),0.32698884389639243,5.624531409137729,0.6841854933952618,0.4081491796924057,0.5069320017943201,890.7 -> 184.1,PCandSM,43811.763233193,30485.602146149,6834.46044922,47428.983245844,2886.0802078246,25016.3215827887,23141.2818374628,18988.0613746641,18631.5612640337,17006.9611358712,6433.9404563905
TAG(54:2)_FA 16:0,-0.3250300409785261,7.8976684606389975,0.6761447586775375,0.410917432112155,0.5098919213837799,904.8 -> 631.8,TAG1,130429.628662196,70081.425109861,70973.385131818,91608.126708926007,80863.765594502,109400.60742188,117127.42712402,110355.64794921,123697.24853517,124626.8088379,57108.8040428048
Lyso_PC(10:0),-0.32457147933357844,5.350101088489998,0.6740885417912068,0.4116297765892047,0.5102975882060927,412.2386 -> 184.1,PCandSM,19026.2015228367,32729.5226364299,6428.2404518079,23074.4215698245,3182.6202049275,20421.02139282,19561.641220088,16224.9812355048,18188.721130367,25997.061920168,9327.5806007393
TAG(56:3)_FA 20:4,-0.3225089849565756,7.750324788949705,0.6657171144364613,0.41454881295303764,0.5134355737603572,930.8 -> 609.8,TAG2,134278.749847494,72995.185363797,68986.284973152,79426.205200179,75894.885955847,114083.38720702,111900.207397479,106185.38684082,109154.168884312,122909.88830566,23092.7016601494
TAG(58:0)_FA 20:0,-0.32219774715407423,7.65169738811629,0.6644324716739902,0.4149994616508908,0.5135133525474573,964.9 -> 635.9,TAG2,95576.786529636,68358.444366455,72104.684356706,75492.365600581,83213.345245388,100697.367736821,96391.186279295,100470.42687989,107862.68652343,120181.68798829,21628.2415771504
PG (20:2),0.32189097080181117,7.486850272041224,0.6631702744798531,0.41544294329029896,0.513582125972321,554.3188 -> 365.3188,PG,28800.801559454,365537.849547899,70828.704284652,49190.2236023427,11985.1609001113,193357.195838981,38579.96292876,64892.805603007,46456.182891863,40276.923339822,19833.421386731
SM (d18:1/14:0),0.3211849685436935,6.981593645360524,0.6602517615001489,0.41647107607756223,0.5143728588868399,675.5 -> 184.1,PCandSM,139849.891891535,99645.766571124,32501.7020110998,63327.763977106,8819.900733946,71904.785156264,44759.923553471,41860.362564063,51809.523483265,51288.383346568,17490.221374506
Lyso_PC(20:5),0.3204179562187046,5.508064578189941,0.6570006164837423,0.41762083972563113,0.5148869540201937,542.3168 -> 184.1,PCandSM,53208.703857415,25333.961685183,8246.5405807508,25422.001785263,4677.0803108204,21660.161437992,17676.921180715,15673.0209960985,18212.7213974054,17152.8011474563,10159.3806610135
TAG(60:0)_FA 18:1,0.3203634662966948,6.812586022690775,0.6568757371519498,0.4176650971432689,0.5148869540201937,992.9 -> 693.9,TAG2,68279.3653869212,54387.683547972,52793.6237030138,51044.5835533158,53019.5440063708,38679.062835674,46616.9633636245,48060.543029766,46376.043182363,55894.663696293,11560.2407951295
TAG(54:5)_FA 16:1,-0.31983286375584014,7.743710210606001,0.654735909999431,0.4184245396976091,0.5153433400554739,898.8 -> 627.8,TAG1,118995.467468259,80130.165740983,67841.604492162,79152.505523676,68423.465118403,140003.59020995,102148.06713867,93689.46716309,106016.82800292,98304.026489244,41538.8828811646
TAG(60:12)_FA 20:0,0.3192156822352957,7.718800557057012,0.6522179567054991,0.41932081661034987,0.5159672501785346,968.9 -> 639.9,TAG2,118909.408950744,88207.146713216,106264.307586605,97420.986053415,114370.867477418,89062.985839861,71164.505249042,112149.268493606,76577.024902327,104160.686492998,12170.0008392334
PG (40:10),0.31722122162161415,6.959669896171515,0.6440868358024261,0.4222347577331237,0.5190703985502839,832.4859 -> 643.4859,PG,74033.7071075858,166104.973083504,46298.743041974,38834.4425697793,12390.4008560244,60555.843963624,52295.503753665,58810.324859623,44453.863647459,37465.022644031,23640.14169311
C28:0,-0.3157632961152103,15.127290698018953,0.6382479015027389,0.42434597040754873,0.5211818783113122,423.4 -> 423.4,FFA,12550596.911202,18012963.3423838,12997536.1283346,14832067.8818289,15462648.1467894,16925598.4202618,14611754.2741463,23421000.7220045,26070400.1748999,16167200.4475101,866714.910873862
TAG(60:9)_FA 16:0,0.31373956279465554,7.940381540312434,0.6300794911658159,0.4273261575201881,0.5243557298950223,974.9 -> 701.9,TAG1,139561.508392341,105991.288940371,95473.307342527,130144.80802917,117672.787246731,116075.508056659,89362.94689941,121650.60705567,89287.06567381,90145.52624513,39614.6026267806
PG (22:0),-0.3126214488920199,3.878187194161662,0.6239702480607896,0.42957573194149534,0.526628026935685,586.3814 -> 397.3814,PG,2263.8401641842,1939.9801445012,1476.5801086422,1494.5201072692,1481.4601058958,1733.3401184081,1682.5401115423,1503.8201065059,1745.8001136781,4305.4602661144,23464.28164673
PGp (42:2),0.30816862953654905,6.565698537485721,0.6079020925781151,0.4355788045288886,0.5334933739095731,860.6475 -> 671.6475,PG,46153.6030197051,116051.248107889,48887.4236754862,32876.9824943623,9222.1406669591,39928.783065794,42600.382904072,43104.323303216,36252.722885133,32799.301986677,16267.981216432
PG (20:4),-0.3076062616683495,5.907082969946784,0.6056418673517783,0.4364334587681872,0.5340461177533085,550.2875 -> 361.2875,PG,8351.3405532845,54617.32327269,27141.282073972,22684.6418075562,7466.6805877646,24913.9221420292,40252.6026687509,30779.402633669,26349.842063891,24012.381637574,15458.4810981769
TAG(60:6)_FA 20:4,0.3068732594841292,6.83216110645649,0.6028222446434484,0.4375032334397075,0.53486083201678,980.9 -> 659.9,TAG2,70178.265319822,51200.72357177,50649.703475942,52417.26339723,56949.004058834,47923.10314942,46325.402954088,49126.843749996,42641.743270849,55454.523803702,11053.6608047473
Lyso_PI(13:0),-0.3026358543205184,6.963832625673143,0.5863174106348197,0.4438466967543283,0.5421153381021501,548.2492 -> 271.2492,PI,19512.8413238442,88211.34643551,49575.183761592,24530.681587216,44053.462799072,51983.504348782,75814.705627457,61594.544555639,48148.74337769,50998.743316616,44431.242660502
TAG(58:2)_FA 20:0,-0.3016988692679799,7.397971446554227,0.5827193846220953,0.4452483787275805,0.5433261321984484,960.9 -> 631.9,TAG2,93884.74647531,58289.283721923,62294.705017094,61036.163345325,62790.784851083,82831.36523439,82645.04595946,86717.06677247,84494.72619631,102361.1072998,17591.5612983717
C20:4,0.2991778300203057,10.423867269614842,0.57307229334765,0.4490406451695044,0.5474491843502982,303.3 -> 303.3,FFA,582543.482238892,525037.876708979,570317.68164061,662361.765014759,679857.74902339,502603.956664976,589451.884155327,597789.19976807,486170.653869622,488680.156616311,398280.246643083
PCo(34:4),-0.2977876447676152,9.31078327286674,0.5677626959163717,0.45114933356199116,0.5495139996652036,740.6 -> 184.1,PCandSM,392873.905167028,400580.497894327,185023.370330809,245509.715423637,21951.861351008,416018.645782498,207739.57464609,313276.502746549,285514.280548154,249334.977661132,220200.2368163
PCo(44:5),0.2971863182190235,5.93135670692591,0.5653851144420514,0.4520985988153857,0.5496589025083294,878.7 -> 184.1,PCandSM,55947.0841102644,37300.2422561521,8109.6405754065,53935.5239944452,4444.6203041068,39335.6224021886,23958.961517332,21041.2214965784,21836.6214980984,21242.8213234057,9280.1406517033
TAG(58:2)_FA 16:1,-0.29731630695635947,7.745217716161009,0.5659481467807836,0.4518735222922932,0.5496589025083294,960.9 -> 689.9,TAG1,93652.287536557,65834.304412825,65332.205139167,80531.565048164,89701.046051031,98316.906433125,95964.906616212,106004.008361828,106864.22778321,113558.84814454,52520.5033683569
Lyso_PC(20:0),0.29576033889831205,6.1011485207225755,0.5599831438521505,0.4542670342438833,0.551282816992577,552.3951 -> 184.1,PCandSM,63241.604980501,42728.803359941,15811.6209335246,36639.802337656,5418.4403915423,30648.04209899,21776.44163513,20509.101501464,23514.9013977101,31652.2628326289,24149.2217865095
TAG(60:5)_FA 20:4,-0.2959630480495786,7.753328521835351,0.5608195694546796,0.45393021396511235,0.551282816992577,982.9 -> 661.9,TAG2,103586.608550968,78582.965850854,85469.066833526,78922.785583515,85416.525772013,106186.067260747,98746.007202149,123787.928588837,106098.347534174,128453.06848145,20928.681472777
TAG(60:2)_FA 18:0,0.2930070927019704,7.420477982058956,0.5496837286164009,0.4584469512382859,0.5558459372156506,988.9 -> 687.9,TAG1,83181.245010384,69575.804183954,63774.543609659,109333.268005423,77221.405715916,71408.205505353,59454.48406982,110305.086059593,54737.743408187,58858.144500733,30229.8419532881
PC (48:2),0.28577891450866666,4.105313493444181,0.5226346774274475,0.4697199623906016,0.5689928913130435,954.8 -> 184.1,PCandSM,16451.4211921759,9051.86060714791,2489.2801589965,13633.7009010268,1883.4801445001,7744.7405166582,7773.260570525,7628.7005119355,6834.0005187975,5247.3203773536,3439.3002586374
SM (d18:2/18:1),-0.2819888493788841,9.120292579460932,0.5092085360893197,0.47548167560123955,0.5754458304351382,727.6 -> 184.1,PCandSM,348093.99935911,360958.66448975,146497.389244078,236198.796051049,20088.4415550367,374255.523544306,196020.375976431,276668.518066498,226426.356750501,225706.211761476,181877.83300792
TAG(60:9)_FA 20:0,0.2786500052150455,7.200642358274023,0.4972126089842277,0.48072744468659284,0.5812631385982182,974.9 -> 645.9,TAG2,85412.785781788,61547.28332518,65468.785079991,75312.125503489,71278.764892553,61808.344055167,57263.283935561,70178.784729001,61080.844482398,65404.764648425,13979.84103012
Lyso_PC(4:0),0.27768691113400196,5.60659404975893,0.4937066526320564,0.4822784943409216,0.5826065022877557,328.1447 -> 184.1,PCandSM,39478.44268803,29833.522109977,10547.3407516458,33957.202423094,5870.520439149,21329.8614501888,21490.1214523324,14629.121246331,20089.0811996514,19183.621398927,12305.0408706669
PCo(34:3),-0.2761574139796744,9.208665606654446,0.48839822617082973,0.484642690378583,0.5849288259446161,742.6 -> 184.1,PCandSM,367099.364868204,384387.555328325,167914.648536641,257048.819877462,22206.7415427831,397371.12786865,210537.252380234,285235.500213623,250610.700592001,253501.538574185,176755.07202133
PG (38:4),-0.2732694440787017,6.754167491990784,0.4782104594493193,0.48923402502110924,0.5899324673296437,816.5485 -> 627.5485,PG,40280.2426147894,99046.408020032,45752.2633590766,29101.161979662,11197.8007087665,50937.523956299,54144.403503404,62034.163665775,49405.523376463,45475.263092041,26231.941833492
C24:6,0.2715011913199762,11.136234420773267,0.47209852014202625,0.49202333203919857,0.592217174199908,355.3 -> 355.3,FFA,970776.527710119,915329.286742976,1032153.19073483,1161886.52532961,1224270.4471436,842127.540313849,1762634.0581059,913125.123595997,678366.525939693,636049.027465854,285214.09967042
PGp (28:0),-0.27177179359801584,6.19519673362187,0.47296792528842957,0.49162494346288166,0.592217174199908,668.4597 -> 479.4597,PG,22637.1815719679,70821.964508044,33549.482269267,17332.0411758336,10334.0608253461,35237.022338862,44141.203506455,35833.8624877879,33967.12251282,31468.082305908,15410.101081845
TAG(58:1)_FA 18:2,0.26926548974681497,7.644052771779652,0.4643428453478007,0.49560130198235275,0.5959819471613397,962.9 -> 665.9,TAG2,101873.426544224,96842.767181397,93923.645477321,85462.885192871,108475.548721323,81340.125610359,78481.025329613,92547.00564574,83020.406188958,96294.226806633,17481.8011779728
PCo(34:2),-0.2682668448869275,9.197512531203273,0.46092658503039274,0.49719125057318225,0.5973513754617907,744.6 -> 184.1,PCandSM,364111.078568052,384979.646027097,166494.82813262,247387.00157163,21603.5210113148,390828.906371794,194952.312683175,280469.318054257,261488.898315303,242597.97521967,185048.39135755
PGo (40:2),-0.26526769380539417,6.690468277787355,0.4506533369304293,0.5020248582737677,0.6026118879006968,834.6318 -> 645.6318,PG,43110.143325772,101167.98828121,42484.7030944515,29231.1820831237,8615.5406074505,55852.46331784,53298.563766479,58736.044174155,47970.643737806,41633.08346558,19409.78153991
Lyso_PC(7:0),-0.2639934767284779,4.949968038379385,0.4462178581817895,0.5041365270064385,0.6032676202832993,370.1916 -> 184.1,PCandSM,16185.5411148,16987.641204835,4248.2002944939,20267.661422724,4306.4203414914,14252.460830693,14156.181137084,15468.3410034202,14473.78109741,15296.14103698,8159.7606582645
Lyso_PI(22:4),-0.2641295159942004,4.923949601096475,0.4466754359420406,0.5039179796523193,0.6032676202832993,666.3275 -> 389.3275,PI,7062.300540924,24302.761901851,12297.1608428955,7597.3605346696,10059.2206916792,13715.9809799179,14579.9609069841,16400.8408622722,12272.7610321063,17614.4813613809,6174.8203697236
PI (42:4),-0.26384222010131586,5.443225494133345,0.44575444006108,0.5043580290565245,0.6032676202832993,960.6271 -> 683.6271,PI,7053.5005226136,35535.8227729416,17597.0013504021,10359.6606368956,14917.981056214,19410.6614151014,22535.6216506975,24953.921791075,18279.08135224,19564.5213279664,10991.0806617742
TAG(54:6)_FA 18:2,0.26378544160577566,9.700074448815164,0.445679848187865,0.5043936976235742,0.6032676202832993,896.8 -> 599.8,TAG2,386849.911316036,463116.17114244,449485.915954666,305245.202209474,449522.60681149,338815.48535139,326456.14306636,337838.74291978,385704.66796854,427930.67260732,49018.9637031496
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.2631804867820268,11.545568425257573,0.44364492146269185,0.5053684332103934,0.6038879111647661,444.4 -> 85.1,AC,1086117.56909177,1078634.7951662,1245690.35375986,980034.56542961,1191971.04833986,1409798.96337971,1463357.04003944,1592196.71630978,1434406.02197277,1315275.75439437,728697.29003915
Lyso_PG(19:1),-0.25922408538653113,6.337317630537697,0.43036384695687957,0.5118104680895853,0.610483837613163,542.3114 -> 353.3114,PG,16751.2612190294,71808.025634751,37214.642608637,27275.4821319595,12048.3207626349,39891.362701433,41938.482780441,40067.662536614,38031.662155144,34407.442535395,20302.981567383
PGo (34:1),-0.2594414923168408,6.906736494402256,0.43110432587076275,0.5114475693358453,0.610483837613163,752.5536 -> 563.5536,PG,41216.8838501104,125401.448059105,44655.8230819486,24409.921676633,8073.4605636591,52924.443862909,58848.984039297,57598.764007551,52485.863586437,50582.863586436,42944.223022459
Lyso_PI(20:4),-0.255216250672033,5.507248199750975,0.41712489176791223,0.5183751648737035,0.6173403355093822,638.2962 -> 361.2962,PI,9152.7605895995,28317.342071541,19742.9814681989,11727.9809188874,18128.5612907404,18725.0412674027,24841.841690057,24840.521797186,20240.041549684,20745.5215911891,11197.6808166545
TAG(56:1)_FA 16:0,-0.255115858732858,8.340472827629403,0.41689336603070615,0.5184912787661881,0.6173403355093822,934.9 -> 661.9,TAG1,145793.688751119,98510.8877258,120612.467346222,119959.80606084,136219.209228433,150828.44982909,153234.4729004,149743.21044925,164706.43273929,177613.51342776,62604.3842048643
PG (40:1),0.25476989593905786,7.33476143502518,0.4157528362038647,0.5190639405232604,0.6174668978012551,850.6267 -> 661.6267,PG,88225.605178877,194772.917541404,80380.8668327469,62125.844436671,10751.2207717862,84523.245269739,73380.605422948,83999.546600356,54301.744033878,52353.484039224,19865.041503901
TAG(54:4)_FA 18:0,0.2542687487137843,9.628428751546975,0.4141423401235895,0.5198744697217141,0.6178759406746405,900.8 -> 599.8,TAG1,406583.06665045,417000.007568318,403434.647888217,282132.079040614,402290.729247932,317520.08178695,329420.92358408,294206.95996096,372008.98779309,381250.80603026,86901.1060256846
PI (20:4),-0.2539391499010618,5.472126493753563,0.41296432526314675,0.5204687526490158,0.6180274695132708,638.3036 -> 361.3036,PI,9895.3206253134,28877.002105707,18483.3213653536,11367.5406265276,17341.4012145995,19211.6016082779,23985.4018325822,24813.881820668,17865.601058958,21355.121582034,10579.6807937581
TAG(52:6)_FA 16:0,0.2518434301309326,8.302988701435,0.40628054597618757,0.5238634160545756,0.6215010419858944,868.7 -> 595.7,TAG1,215668.256103559,155065.691345231,146629.910552955,125173.647766112,120182.448852491,111867.62841799,142625.69104002,121483.667480485,144086.7902832,142805.189758318,48965.4634513685
TAG(58:1)_FA 16:0,-0.24983914697286952,7.730344814392244,0.39983892938926147,0.5271724521468483,0.6248668994113045,962.9 -> 689.9,TAG1,90959.966949462,70721.384613053,69738.804855331007,80514.884445143,87091.22760001,94167.126770039,92680.247131342,101193.167785629,100955.56628418,117777.04858401,52343.5637130404
C22:6,0.24686834667237434,11.48488326873324,0.390419140116137,0.5320791661919491,0.6300721549406033,327.3 -> 327.3,FFA,1359132.02319342,1174151.45947255,1379537.09204098,1265880.90771464,1405128.94189465,728331.113403318,2830403.27929686,1119883.70568859,740917.636291477,650086.986877363,520937.133545005
PG (30:1),-0.24662220868725335,6.424597664279396,0.3895887228393349,0.5325156656937576,0.6300721549406033,710.4702 -> 521.4702,PG,38195.0025672488,69915.605834965,34504.142456061,22067.9016037036,7130.9204826379,33120.802307124,41814.8036041189,41941.243103026,38820.822387693,39410.842674246,29642.101760865
PGo (40:0),0.24437039424416845,8.223207757098859,0.3825560740679066,0.5362384334811547,0.6339104338652222,838.6631 -> 649.6631,PG,238842.23172758,484996.159484911,67163.884643614,63098.184509311,11066.7407264714,232130.117859361,116505.750579781,151875.747009283,79444.20678704,79578.606628455,30182.402404798
PCp(32:4),-0.2434963036760654,9.192204983028757,0.3798326816011013,0.5376927959183836,0.6350626777840677,738.5 -> 184.1,PCandSM,377090.030914278,380777.940048161,166867.732727107,238502.197158881,21516.4213561986,420439.97412133,196473.332214371,270739.020202601,232009.67797849,229944.074859732,191433.1331786
PI (20:3),0.242674404925852,6.746124656723392,0.3772433582226995,0.5390822491854391,0.6361362726573274,640.3192 -> 363.3192,PI,20875.121505743,102571.186523487,63760.464599622,35129.101928707,39341.302871677,41699.223159783,56190.763992272,49713.2829132334,36414.223114025,42626.182739259,17992.4411544741
SM (d18:1/18:1)9Z)),-0.2408461356248335,9.12365984171803,0.3716185271659924,0.5421233513289327,0.6391552245409678,729.6 -> 184.1,PCandSM,342946.851379306,352603.605621344,140470.810276028,238618.996459967,22450.1417732321,345308.34548958,192116.973144524,254203.016662531,230525.475937004,223365.411621153,212913.17456056
PG (30:3),-0.24019617711339866,6.2425845594173515,0.3695691726481414,0.5432391996387985,0.6399009789339585,706.4389 -> 517.4389,PG,17413.8212661683,69106.124206532,35556.542449955,24208.0820388698,10518.9207534817,34026.742431642,37326.622680658,40438.062667844,34858.342651373,34387.562469488,18732.001449587
TAG(56:1)_FA 16:1,-0.23895008097235654,10.830982919999737,0.36580285916716093,0.54530100567879225,0.6415051534691459,934.9 -> 663.9,TAG1,520597.160613992,819032.853729221,934137.011322036,520508.009521518,940601.001892017,1020042.2507324,893572.56250016,853295.43066392,1074834.71875051,947407.32666032,78584.6655540488
TAG(58:3)_FA 20:4,0.23879718622018783,7.407213662549163,0.36531325980126894,0.5455700927539715,0.6415051534691459,958.9 -> 637.9,TAG2,90867.066467185,72808.385665891,82483.165756311,73029.125305159,87130.065963806,71897.564239458,59886.504180923,75683.824981744,61216.624511735,99066.666626003,16621.2412300092
PC (32:0),-0.23847696258807197,9.094784387128684,0.36435180462285643,0.5460992321210713,0.6415575717198743,734.6 -> 184.1,PCandSM,365613.683731141,368658.641326995,144736.973541316,235253.257568339,11732.1009406935,385599.565582376,175908.472473085,251651.316894492,237133.995483493,218074.698913641,169971.81262205
TAG(60:1)_FA 18:1,-0.2381454853134641,7.63417910013918,0.3633274911076114,0.5466640147364952,0.6416517336091486,990.9 -> 691.9,TAG2,99288.746063105,63165.064544662,62343.424682611,83539.26578523,91259.506195071,87933.7663803352,96539.4669837537,100404.927150709,100475.086299868,119526.207904808,21947.7617607112
TAG(60:1)_FA 16:1,0.23728312371069532,6.949626601702268,0.36068994960328404,0.5481233046579649,0.6427947346033176,990.9 -> 719.9,TAG1,75829.426147433,45512.8234252774,46329.0239791956,58740.2047424028,54951.623588546,47599.1432418739,48908.663207997,55450.6640662987,52856.8034972839,48742.383476268,27183.9018440295
cis-5-Tetradecenoylcarnitine,0.23641734646934115,10.709922301090765,0.35809773840082926,0.5495646055518667,0.643763914748979,370.3 -> 85.1,AC,611779.3039552,1028395.50952161,863514.88574209,709809.27270515,771224.815673789,512453.57397454,1691293.881836,514165.45489502,455150.73132325,451627.8343507,235409.75781247
TAG(60:11)_FA 18:2,-0.2362127496051841,7.366004070802512,0.35745656945027804,0.549922196058229,0.643763914748979,970.9 -> 673.9,TAG2,88830.366119376,60510.104217534,58253.884994492,62036.984344475,67041.564254772,76305.205749515,84216.105346656,83945.46594238,80227.265808116,94539.946166993,18700.8415031401
PG (22:6),-0.23550439904198808,6.569793374826801,0.35530136130023493,0.5511273906701586,0.6446048279569699,574.2875 -> 385.2875,PG,20645.1415405154,100724.186279247,52256.924041743,21909.681541438,12054.9208488413,45083.483337404,51332.9244003323,46985.823715248,48508.42308045,43784.663177471,16014.8812255813
TAG(56:2)_FA 16:0,0.2338500803398639,7.2738055014703065,0.35034636211230463,0.5539171283499168,0.6467251128177159,932.9 -> 659.9,TAG1,91707.226226798,62322.584625314,59541.063873289,71055.564941396,65590.083877586,61810.104553227,59901.744598387,68582.265136733,58429.38397215,66124.224853519,37016.2224349916
TAG(60:10)_FA 18:1,-0.23411134253758958,7.35698800156154,0.35113152224676014,0.55347330064789,0.6467251128177159,972.9 -> 673.9,TAG2,93145.466186546,59755.18368535,60561.644485476,58856.364227314,62284.504562366,73263.465484613,78358.065505997,84365.10583493,84328.665954591,93158.146118139,20556.8415031386
Lyso_PC(20:2),0.23279271436111734,5.566868828883363,0.3471326244763304,0.555740787067288,0.6482826450018409,548.3638 -> 184.1,PCandSM,50498.063522328,27943.521789532,8013.0805778506,27558.40159607,4283.0003051761,25004.2415695227,18883.26132202,17871.3814010585,17880.921051032,17624.501388543,10900.6607589726
PG (34:6),-0.22865357910113776,6.825798587955711,0.33495635308634064,0.5627550800743311,0.6553102251701093,756.4546 -> 567.4546,PG,49129.5038833652,103842.826171831,46404.0033531295,25135.681716921,10690.5607490486,47095.74291993,63736.803619381,60843.544128407,51454.523406993,40278.163223269,34480.202194209
TAG(56:0)_FA 18:1,0.2287721265952091,7.520297751376539,0.33531726258979666,0.5625447393785469,0.6553102251701093,936.9 -> 637.896,TAG2,98757.767334003,82667.465209981,80457.6454467389,84443.925659192,90225.846954381,70439.564819327,71338.844909685,81545.30578613,72266.265075693,99849.007385266,21714.3815307635
TAG(54:3)_FA 20:0,0.22448674152952577,6.9293980706791825,0.32287525969036324,0.5698848212249805,0.6630294405113131,902.8 -> 573.8,TAG2,75424.345459005,52234.823608394,50936.563415531,58778.543518071,55905.344299323,54763.403747527,48353.943511959,55407.963562015,49205.703063974,57909.663848883,12788.080883027
PC (32:3),-0.22416396773019798,9.081721408615467,0.3219711190195085,0.5704254756525254,0.6630757943493798,728.5 -> 184.1,PCandSM,346873.050750842,364132.510147156,138795.065612788,238104.81379702,19988.5819206241,349230.959655832,189080.131591832,263177.477233736,221661.954498321,217593.673706139,177354.49304192
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",-0.22131225539718935,11.836001615760471,0.3138450021360768,0.5753302671322302,0.663426585906418,384.3 -> 85.1,AC,941897.77050777,1394059.9890131,1570342.54736223,1231047.76245075,1435509.25244181,1673493.88208008,1765835.60363732,944583.69348196,2055401.06152345,1779648.72705072,1229674.4001465
C12:0,-0.22089729235603658,10.391349149905778,0.31266841985961946,0.5760473338793107,0.663426585906418,199.2 -> 199.2,FFA,492046.275207402,405840.96874996,449320.59069834,498015.99438481,556425.33862301,659230.30712894,677685.90588387,612518.6015625,543454.95788561,550773.04028331,459931.9130859
Lyso_PC(19:1),-0.2215546661658453,6.719819594968387,0.3144935298441851,0.5749357772803846,0.663426585906418,536.3638 -> 184.1,PCandSM,72581.485626195,55046.803710936,11786.8009033132,43368.923095703,7815.4605178839,93893.245773322,30828.201934816,31344.642333972,32891.062271103,26565.481872565,57084.143859848
Lyso_PC(6:0),-0.2224906520735322,5.175088166173649,0.3170975408660297,0.573357159792469,0.663426585906418,356.176 -> 184.1,PCandSM,15200.681198128,32440.782714804,6534.7804717984,21793.381561279,4249.7402954107,15624.320953367,17905.381179811,18082.4012222241,17368.661300666,20613.0411148115,5535.5404396053
Lyso_PG(14:1),0.22241957972859921,9.8059565716523,0.3169874610794068,0.573423719897707,0.663426585906418,472.2332 -> 283.2332,PG,269871.341644168,806132.7744139,676617.8466796,250314.4572754,185866.71459958,423607.8591308,447939.7927246,331515.66833497,362757.46362306,326168.39636281,159640.24938967
PG (14:1),0.22280514559885428,9.80796771739546,0.3180863277939352,0.5727599677647601,0.663426585906418,472.2406 -> 283.2406,PG,265108.460296562,811662.5712891,665689.142578,255755.81591784,193208.41455081,424154.50549315,461853.40417485,326799.29736383,367364.52160738,315124.54357906,159762.77111806
PG (42:10),0.22202851551916075,6.545510216323018,0.31584090682781607,0.5741178940808261,0.663426585906418,860.5172 -> 671.5172,PG,42640.1624221936,114354.048217729,44094.2424354547,26593.9618530241,10575.9608421278,40149.963104245,41190.763526904,43166.662796007004,36133.362792973,32962.122177098,20538.541564937
PG (44:10),0.2210754744922953,6.149181380516103,0.3131252376504108,0.5757687167282829,0.663426585906418,888.5485 -> 699.5485,PG,35087.622444149,73524.485198951,33888.6423568816,25644.541648863302,8473.3005828797,28147.101959223,30976.0220718466,32406.022499079,28917.462234506,25470.701660149,16547.901275632
PGo (32:1),-0.22192174140260226,6.274825893149632,0.31552787735978427,0.5743077039350812,0.663426585906418,724.5223 -> 535.5223,PG,22609.961578363,71225.905731171,36289.46263121,23097.6017455975,8140.8206710824,34146.282409659,40875.162689239,35583.442352283,37154.262771607,34103.842437738,20794.321502692
PGo (34:3),-0.2207998499781757,6.4041937627445025,0.3123542497347671,0.5762391040727951,0.663426585906418,748.5223 -> 559.5223,PG,36352.783126851,81077.445678683,32152.682315831,25073.341506963,8567.7606163041,40162.922943101,41741.822784423,45779.963333085,43458.423385604,32596.7625503527,19137.981384276
TAG(52:6)_FA 18:0,-0.22167514820237813,7.728845925223161,0.31485762426467545,0.5747145382939749,0.663426585906418,868.7 -> 567.7,TAG1,137750.629043574,64460.424896258,63449.924591046,75602.34603882,79186.124648997,107839.607543968,102831.24804689,99303.907348632,105806.38732911,99931.60729981,42313.922836326
TAG(60:4)_FA 20:4,0.22040419818436585,10.312019843426924,0.31127575482969405,0.5768983843660591,0.6636085672464485,984.9 -> 663.9,TAG2,390865.397629293,632428.316696106,1112531.30809022,364137.234176617,605376.620559729,599479.98364235,413154.913902127,699897.396362331,581746.07397458,600356.31762689,18283.8613014209
C19:0,-0.21967544597108463,12.472612378274697,0.3092247277563729,0.5781563134137929,0.6640392384800196,297.3 -> 297.3,FFA,2453279.93920936,1700675.65698234,2286250.8403315,2174209.88354384,2406374.32861277,1590480.11840833,6968697.01428251,2305941.31066961,1688154.59472764,1552388.63659614,1072569.0904541
PC (44:8),0.21962937871506052,5.678844889615068,0.3090302673277847,0.5782758625131892,0.6640392384800196,886.6 -> 184.1,PCandSM,44393.5632324186,32003.182502753,8681.2605552718,41859.8623962391,4964.8004760739,28509.8817825319,23656.101280217,18923.9810256946,19427.4414405735,20581.4216766409,6576.0004272462
PG (42:9),-0.21928878805829555,6.753803380766014,0.30810674517752545,0.5788442924386754,0.6641159819660366,862.5328 -> 673.5328,PG,40809.7028083633,105472.327789218,48057.8234901377,29900.9020958081,10604.3406715299,54398.443939195,54235.403503419,49754.363357533,55125.604156492,47714.143310521,22422.301605215
