lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,API_Block10x,API_Block10xcopy,Control,Controlcopy,Blank
Cer(t18:0/16:0(2OH)),-0.05162481283451555,9.272941992018065,12.498375902521468,4.073059472158162e-4,5.137531317402858e-4,572.5 -> 282.4,Cer,519218.074524009,519218.074524009,529266.2341309,529266.2341309,372762.52587891
Lyso_PC(19:1),-0.05134246795041202,9.996347115458505,12.469438009251984,4.1366452855462124e-4,5.21335396608301e-4,536.3638 -> 184.1,PCandSM,966233.46630857,966233.46630857,984739.74145502,984739.74145502,168800.23449698
PGo (32:1),-0.05747869668304114,5.576198431909396,12.440636188607982,4.200926634312982e-4,5.289925233308545e-4,724.5223 -> 535.5223,PGs,36542.322570811,36542.322570811,37400.96276855,37400.96276855,42777.383483877
Cer(d18:0/22:0),0.053026266912297323,7.1770438942880705,12.342180666470345,4.428374279058347e-4,5.571659507851281e-4,624.6 -> 266.4,Cer,115253.648696894,115253.648696894,109263.707641571,109263.707641571,129452.049194357
PSo (42:2),-0.05662778011655812,5.682890157219995,12.220558255492547,4.726578595693994e-4,5.941871417199904e-4,858.6584 -> 673.6584,PSs,38728.642944321,38728.642944321,39615.282653814,39615.282653814,48645.163085928
PG (42:11),0.05718535661055107,5.425654365298665,11.95584733943812,5.447614775903534e-4,6.84256885241105e-4,858.5015 -> 669.5015,PGs,33325.162445065,33325.162445065,31502.242187508,31502.242187508,42192.623107921
Lyso_PI(19:1),0.051837304906533,7.285904416342471,11.905456175082819,5.596976018450396e-4,7.024298498071944e-4,630.3275 -> 353.3275,PIs,130029.2093506,130029.2093506,123372.9892579,123372.9892579,116694.96972648
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.052959591381616315,6.6676288008936355,11.88475314272678,5.659532604782259e-4,7.096874218695214e-4,696.6315 -> 369.1,CEs,77095.705505372,77095.705505372,78660.445709231,78660.445709231,94839.387023917
SM (d18:1/12:0),0.05142925282007946,7.67578311038505,11.867508784592475,5.712176999780647e-4,7.156909579858724e-4,647.5 -> 184.1,PCandSM,157038.472869824,157038.472869824,149041.793395994,149041.793395994,205567.951477149
PS (18:0),-0.05251116674029025,6.826083889130136,11.817529634684364,5.867565888205723e-4,7.345468222015671e-4,526.3141 -> 341.3141,PSs,85629.02563478,85629.02563478,87339.80664064,87339.80664064,107616.24792477
Lyso_PS(20:5),-0.051903503999665236,7.152354014105266,11.79717397978097,5.932069978991807e-4,7.420030865388918e-4,544.2597 -> 359.2597,PSs,107969.20849612,107969.20849612,110079.94702148,110079.94702148,132525.8688965
Cer(d18:0/14:0),0.05127022344808645,7.482993472435774,11.716840792857337,6.193701306582639e-4,7.74083735318946e-4,512.5 -> 266.4,Cer,141699.770141611,141699.770141611,134498.98950194,134498.98950194,162790.47265624
PS (44:0),-0.05963871621117697,4.7988644150936715,11.62968321359597,6.490760830828305e-4,8.105351087415379e-4,904.7002 -> 719.7002,PSs,21287.381515495,21287.381515495,21820.221496584,21820.221496584,25020.281433107
PC (32:4),-0.04948140335485994,10.571478275541564,11.622731185087233,6.515066300964101e-4,8.128939748750719e-4,726.5 -> 184.1,PCandSM,1483496.36502084,1483496.36502084,1509960.68328866,1509960.68328866,74955.665588409
22:0 Sitosteryl ester,0.05105725857360989,7.6672195601965285,11.52346830028014,6.872305170939765e-4,8.567549885033711e-4,754.7097 -> 369.1,CEs,126029.448577891,126029.448577891,119642.6486663,119642.6486663,323275.266494711
PCo(32:3),0.049896695566804254,7.98039700232383,11.399664938491256,7.345735376149111e-4,9.150164978921009e-4,714.5 -> 184.1,PCandSM,233855.118713314,233855.118713314,222182.697341931,222182.697341931,95567.787994392
SM (d18:2/14:0),0.054012217986097316,5.771750754230651,11.294479554096856,7.77378898426086e-4,9.675337699316378e-4,673.5 -> 184.1,PCandSM,43624.103538505,43624.103538505,41328.622924759,41328.622924759,48476.004363957
PE (42:4),-0.055487160193002254,5.429626205143571,11.283790674639048,7.818674682718774e-4,9.723140595493686e-4,824.6165 -> 683.6165,PEs,32375.422424323,32375.422424323,33090.442260744,33090.442260744,41345.063171377
PC (38:1),0.051685570690456865,6.654616596004685,11.224585381176961,8.072080565132511e-4,0.0010029961033331041,816.6 -> 184.1,PCandSM,74390.065307564,74390.065307564,70589.44557952,70589.44557952,113089.405365001
PSo (38:0),-0.05156364393602804,6.447578768315081,11.190923038293475,8.219844472132315e-4,0.0010205117082440535,806.6271 -> 621.6271,PSs,72791.825012206,72791.825012206,74197.385559069,74197.385559069,54515.643798819
Lyso_PS(12:0),-0.050926531418459264,6.872833367383935,11.175084959340587,8.290309922240714e-4,0.0010284095201060588,442.2128 -> 257.2128,PSs,90381.04614256,90381.04614256,92085.56628418,92085.56628418,103451.12744144
Lyso_PG(12:0),0.050145902014009695,7.423975071918957,11.171871348584261,8.304681989775929e-4,0.0010293416735469585,446.2175 -> 257.2175,PGs,135036.38867181,135036.38867181,128274.14978029,128274.14978029,159950.26989744
CerP(d18:1/26:0),-0.050451394903134154,7.050795502938741,11.138677452297992,8.454614948060154e-4,0.0010470608116368227,758.6 -> 264.3,Cer,107142.367584198,107142.367584198,109127.047302257,109127.047302257,97052.46704102
Cer(d18:2/20:1),-0.04885292204346307,8.596180773236078,11.047836626953291,8.879074597529795e-4,0.0010987214320603645,590.6 -> 262.4,Cer,305281.901794436,305281.901794436,310592.5427246,310592.5427246,314498.00244146
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",0.04779600451356908,11.041099009923661,10.847916021030548,9.89070039562353e-4,0.0012222637721257166,384.3 -> 85.1,ACs,1612115.4902342,1612115.4902342,1533881.7617192,1533881.7617192,2135619.0068367
C32:0,0.048056003866231704,9.419256922003518,10.847346890916395,9.893740727066926e-4,0.0012222637721257166,479.4 -> 479.4,FFA,587619.240867676,587619.240867676,559002.140411406,559002.140411406,441190.008712719
PGo (42:1),-0.05379521941045929,5.526130046467336,10.800676915964035,0.0010146298714736454,0.001252433747600281,864.6788 -> 675.6788,PGs,35107.502380353,35107.502380353,35840.802917471,35840.802917471,42276.423095681
1-O-tricosanoyl-Cer(d18:1/18:0),0.049549203661637745,6.903419882664001,10.618517942185155,0.0011196074589438355,0.0013808798651394388,1001 -> 264.3,Cer,97310.226913434,97310.226913434,92475.44586181,92475.44586181,98851.786804235
C16:0,0.047274287540422594,10.990764312987453,10.612481995850292,0.0011232681146104743,0.0013842573399263727,255.3 -> 255.3,FFA,1613845.03222703,1613845.03222703,1536082.75952051,1536082.75952051,1835294.88561896
20:1 Campesteryl ester,0.05036574263936316,6.369111296443888,10.467466629112899,0.0012149521508865587,0.001494789490557971,710.6471 -> 369.1,CEs,64582.144439703,64582.144439703,61338.704193112,61338.704193112,78639.28527832
PIo (36:0),0.05028211078668289,6.308568184877094,10.453071102020518,0.001224457078897302,0.0015052498570228094,870.6166 -> 593.6166,PIs,65514.144104024,65514.144104024,62227.504272435,62227.504272435,61224.924011211
TetradecanoylcarnitineO-tetradecanoylcarnitine,0.04658154922828798,10.92507695194593,10.299697068912751,0.0013305204917357194,0.0016342972652171152,372.3 -> 85.1,ACs,1518249.5439453,1518249.5439453,1445787.5458987,1445787.5458987,1846392.1591803
PSp (16:0),0.04773998563063476,7.795203508916383,10.273443707679942,0.0013495866464577162,0.0016563610436083663,482.2879 -> 297.2879,PSs,169662.51245119,169662.51245119,161435.29077161,161435.29077161,226140.47412114
PGp (30:1),-0.05053664151309363,5.948087056008996,10.09868574495021,0.0014837510314448488,0.001819534557351894,694.4753 -> 505.4753,PGs,47261.103271482,47261.103271482,48139.403564441,48139.403564441,55942.704345698
Lyso_PG(13:0),-0.04810824232076022,6.997331121689429,10.059612248606342,0.0015155512051888604,0.0018570141706028404,460.2332 -> 271.2332,PGs,99210.12597657,99210.12597657,100883.88720701,100883.88720701,110381.08728033
CerP(d18:1/24:1(15Z)),-0.04755669932070548,7.279931329808746,10.00252923617063,0.0015632538092020414,0.0019139020943003788,728.6 -> 264.3,Cer,122572.348327629,122572.348327629,124592.608642577,124592.608642577,126611.129394535
Lyso_PC(22:4),0.05085712631105424,6.10620748477048,9.866616763436095,0.0016830471249290597,0.002058886499200097,572.3638 -> 184.1,PCandSM,40405.64221193,40405.64221193,38363.322235139,38363.322235139,118576.987670869
PI (42:6),-0.05486269650003076,4.782551069572736,9.806601988826758,0.0017388649690153219,0.002125436741442995,956.5958 -> 679.5958,PIs,21083.921417232,21083.921417232,21540.241470339,21540.241470339,24737.061691291
16:1 Cholesteryl ester,0.04825662826631142,6.565713586616491,9.78295751915141,0.0017613677416083607,0.0021511903825501624,640.5689 -> 369.1,CEs,74190.085083006,74190.085083006,70567.204986562,70567.204986562,89206.486297607
TAG(58:5)_FA 16:0,-0.0570080282125819,4.403885194952662,9.62480097592747,0.0019196725153272577,0.002342624752444076,954.8 -> 681.8,TAG1,16025.2411117533,16025.2411117533,16396.441192628,16396.441192628,19755.301361087
PI (22:1),-0.04794173509374867,6.526453062159669,9.547285928454095,0.0020024528617777707,0.0024416586072529924,672.3818 -> 395.3818,PIs,65577.784973148,65577.784973148,66676.444885267,66676.444885267,104217.046936006
PGo (34:3),-0.04826509270335782,6.26925036907547,9.54398868440747,0.002006053255128731,0.002444063259698235,748.5223 -> 559.5223,PGs,59275.244079604,59275.244079604,60281.824279769004,60281.824279769004,69148.14489744
PI (44:5),0.056819797280140645,4.2954767976723724,9.420658263744556,0.0021455448795797967,0.0026118920229110097,986.6428 -> 709.6428,PIs,16043.9610824556,16043.9610824556,15170.181076046,15170.181076046,16035.50108337
PGo (42:2),0.0489838715195729,5.75489683119332,9.316103991198576,0.002271484726514943,0.0027629648091563445,862.6631 -> 673.6631,PGs,44212.563293441,44212.563293441,42032.362609865,42032.362609865,43294.943237307
PGo (42:6),-0.047937368380682154,6.033707887887912,9.215061632992645,0.00240032130841698,0.0029173135902298675,854.6005 -> 665.6005,PGs,51461.243591293,51461.243591293,52323.244018527,52323.244018527,54195.783935544
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",0.047996950645012755,5.956945110952248,9.072704590620315,0.002594530471326732,0.00315080116299468,722.5744 -> 369.1,CEs,47799.883422853,47799.883422853,45473.883178713,45473.883178713,61832.784576408
TAG(60:1)_FA 16:1,-0.05676167119612734,4.118741053178535,9.03699814397184,0.0026456971582696776,0.0032103406908349117,990.9 -> 719.9,TAG1,13973.760986336,13973.760986336,14295.001052855,14295.001052855,12855.340896602
PE (44:0),-0.052171773513840086,4.854262784566391,9.034360856827588,0.002649516726220249,0.003212378518624066,860.7104 -> 719.7104,PEs,22398.061553951,22398.061553951,22840.1816673255,22840.1816673255,25105.50168227
PEp (34:4),-0.0481992834053229,5.8120697601889235,8.982415032746237,0.0027259013504974494,0.003302322782160348,696.4964 -> 555.4964,PEs,41803.103088371,41803.103088371,42511.042846678,42511.042846678,55980.003845222
PG (20:3),-0.04626832139129039,6.536050618365061,8.926523278336946,0.0028105884836746114,0.0034021720274158,552.3032 -> 363.3032,PGs,67589.68469238,67589.68469238,68642.38476561,68642.38476561,98636.92626949
CerP(d18:1/14:0),0.044081796820968286,8.17136289416637,8.898113561803001,0.002854654203834954,0.0034527284125352663,590.5 -> 264.3,Cer,233716.496948305,233716.496948305,222947.79565429,222947.79565429,238822.71630859
PCp(40:6),-0.04619843286094472,6.564145906074953,8.843771396483588,0.0029409080202480987,0.003554189161346535,818.6 -> 184.1,PCandSM,64401.64474489,64401.64474489,65401.523391745,65401.523391745,119050.229309009
PG (28:2),0.04678295645342099,6.047176982698173,8.758705876868921,0.003081276139641326,0.00372083305358136,680.4233 -> 491.4233,PGs,52524.503906255,52524.503906255,50010.663513166,50010.663513166,59257.164184561
PI (36:0),0.04497379609423067,6.862549297184832,8.746763711549407,0.0031015198384202816,0.0037422679079331536,884.5958 -> 607.5958,PIs,96999.58642577,96999.58642577,92473.04699712,92473.04699712,85968.28588865
PS (20:4),0.04618513104361534,6.266688790203099,8.668109772486188,0.0032382691147950543,0.0039041300733392583,546.2828 -> 361.2828,PSs,57933.62377928,57933.62377928,55183.763916017,55183.763916017,81705.38574224
Lyso_PC(22:6),0.04782122101273756,6.318275216611374,8.653629103474259,0.003264105708144946,0.003932120921288575,568.3325 -> 184.1,PCandSM,38801.663116421,38801.663116421,36918.023010259,36918.023010259,168840.009582461
PSo (38:6),0.046605040839960005,5.924003512909104,8.587572509237365,0.003384648962678434,0.004074064228532742,794.5332 -> 609.5332,PSs,48858.36331177,48858.36331177,46525.722656259,46525.722656259,51893.843444827
TAG(60:0)_FA 16:1,0.05810000358578887,3.8179620095834057,8.57616581763052,0.0034059181237426303,0.004096380692097506,992.9 -> 721.9,TAG1,11618.720809936,11618.720809936,10976.200813292,10976.200813292,11157.5208206144
PGo (34:2),0.04618899592892322,6.086438081495314,8.569766470291507,0.003417909926753121,0.004107512249845024,750.5379 -> 561.5379,PGs,53750.044128414,53750.044128414,51198.623352054,51198.623352054,61733.68377685
PGo (36:3),-0.04328230656089129,7.899456981159518,8.554432545337228,0.0034468192772585163,0.004138940588132026,776.5536 -> 587.5536,PGs,212498.47436529,212498.47436529,215361.89367672,215361.89367672,96827.22717286
16:0 Campesteryl ester,0.04484564158186175,6.512180218308165,8.40889829761632,0.0037338886492403567,0.004480069434460252,656.6002 -> 369.1,CEs,71296.644989011,71296.644989011,67975.584564206,67975.584564206,86383.2858581539
Lyso_PE(21:0),-0.04550268750849112,6.054451013368218,8.308473586869493,0.00394605404874016,0.004730852337986406,524.3638 -> 382.3638,PEs,51723.643875147,51723.643875147,52501.363708452,52501.363708452,57135.52398677
PIp (18:0),0.04348290018897374,7.138470560200605,8.278823017920146,0.004011012035010041,0.004804891512011231,602.34 -> 325.34,PIs,111443.0078125,111443.0078125,106352.30761718,106352.30761718,127645.1486817
PG (42:2),0.04731946424146579,5.357490814893107,8.147149696306546,0.004312889711494606,0.005162398291031422,876.6424 -> 687.6424,PGs,32541.322296139,32541.322296139,30972.362030028,30972.362030028,36844.92230225
PS (34:0),-0.042804593774534785,7.135929161963257,8.103012720004351,0.004419174522347448,0.005285403153819537,764.5437 -> 579.5437,PSs,122683.547729568,122683.547729568,124295.547241225,124295.547241225,67319.084960936
PI (44:7),-0.05092355329696543,4.502723657938443,7.940073086636729,0.004835188170880509,0.005778357837971054,982.6115 -> 705.6115,PIs,17572.981224064,17572.981224064,17904.361358643,17904.361358643,19629.401428226
PEp (42:4),-0.04566052931536991,5.602197305314315,7.847985683521595,0.005087736296766537,0.006075331886592341,808.6216 -> 667.6216,PEs,36628.682739258,36628.682739258,37183.502929688,37183.502929688,46548.583557149
19:0 Campesteryl ester_simulated,0.042991354960234644,6.65853988672052,7.825989061946824,0.005150025696359094,0.006144823982698727,698.6315 -> 369.1,CEs,79187.905975329,79187.905975329,75596.36535645,75596.36535645,94308.046295147
Lyso_PG(15:0),-0.04166931594768339,7.668530460286898,7.8073710329790185,0.00520335478233768,0.006203523056623398,488.2645 -> 299.2645,PGs,157502.39184568,157502.39184568,159446.37207031,159446.37207031,179201.23315433
Lyso_PS(22:4),-0.043355599782972015,6.203381927618733,7.608393969637809,0.005809720626525223,0.006920944968582825,574.3067 -> 389.3067,PSs,54699.864013678,54699.864013678,55439.76452637,55439.76452637,74338.60571285
Lyso_PS(13:0),-0.04156599853641445,6.90722488119617,7.453090500771515,0.006332762293596617,0.007538046155978209,456.2284 -> 271.2284,PSs,91729.00622559,91729.00622559,92854.52709962,92854.52709962,110592.64794921
PS (42:3),0.04272109720382941,6.203497089593889,7.432272779408206,0.00640643783672554,0.007619701420701295,870.622 -> 685.622,PSs,58688.46398927,58688.46398927,56037.16406246,56037.16406246,65114.544494616
Cholesteryl nitrolinoleate,0.042161262092617315,6.3727113963335125,7.314039101186093,0.00684179728044815,0.008128294652216685,711.5696 -> 369.1,CEs,63068.084503177,63068.084503177,60242.304290779,60242.304290779,84760.585510256
Lyso_PG(18:1),0.04109265771997561,6.907616472179142,7.313229660862875,0.006844879707129839,0.008128294652216685,528.2958 -> 339.2958,PGs,98415.68676757,98415.68676757,94075.80725098,94075.80725098,94764.1069336
PSo (30:0),0.04326197881291098,5.807655805914368,7.293064432324402,0.006922130404210527,0.008213531807683796,694.5019 -> 509.5019,PSs,44987.303344722,44987.303344722,42938.862548819,42938.862548819,48007.063232424
PS (44:6),0.046675587338353745,4.8902675717849,7.273150545706131,0.006999292395617064,0.008298529135719757,892.6063 -> 707.6063,PSs,23630.261535646,23630.261535646,22500.981643681,22500.981643681,26264.961791993
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0.042917721834335544,5.949245741488698,7.261070821853076,0.007046526319921314,0.008347936863616333,724.6628 -> 369.1,CEs,47975.143463142,47975.143463142,45801.583267212,45801.583267212,59476.244277952
PGp (28:0),0.043579053193698244,5.612797996951191,7.187907848195137,0.007339650889247827,0.008688340681988161,668.4597 -> 479.4597,PGs,38781.463073737,38781.463073737,37007.462585445,37007.462585445,44022.303344724
PG (22:0),-0.04179543600491694,6.283645862739022,7.178394261673412,0.0073786716698165155,0.00872764868116201,586.3814 -> 397.3814,PGs,60681.784057592,60681.784057592,61436.12438967,61436.12438967,67084.44519044
Lyso_PG(18:2),0.04023717076385,7.266808345706472,7.164479040756693,0.007436128356346614,0.008788683986516747,526.2801 -> 337.2801,PGs,127325.18847657,127325.18847657,121782.66821289,121782.66821289,117097.38793946
PG (16:1),0.039889368674616205,7.460167880614672,7.095776507291228,0.007726580904127881,0.009124782011877223,500.2719 -> 311.2719,PGs,142093.9099121,142093.9099121,135941.2697754,135941.2697754,147692.83007809
PC (40:7),0.04236553156149222,5.928425532709275,6.909211482299076,0.008575279973674474,0.010119100031828135,832.6 -> 184.1,PCandSM,42170.422546344,42170.422546344,40275.262817341,40275.262817341,78858.425811791
CerP(d18:1/12:0),-0.038542623674277396,8.020055232932103,6.778461523991221,0.009226438133680289,0.010878934515831983,562.4 -> 264.3,Cer,209321.19519046,209321.19519046,211445.99487302,211445.99487302,195419.27380373
C22:1,-0.037908324722071986,9.545587959710089,6.75497712943647,0.009348654485659993,0.01101438805571087,337.3 -> 337.3,FFA,595866.92309571,595866.92309571,601650.92419446,601650.92419446,590711.38244618
Lyso_PS(20:4),-0.04016008513177938,6.332582098538589,6.6302097379892615,0.01002634580497269,0.011803564747658046,546.2754 -> 361.2754,PSs,60883.844299302,60883.844299302,61570.863769504,61570.863769504,77260.52539055
SM (d18:0/12:0),-0.03838669090982927,7.691996378015618,6.612247563870369,0.010127975387610054,0.011913864464578912,649.5 -> 184.1,PCandSM,152408.886535688,152408.886535688,153939.336311384,153939.336311384,214216.951202444
17:0 Cholesteryl ester,0.03976089889864499,6.533306007574117,6.605748564920826,0.010165006204036327,0.011948061325182871,656.5845 -> 369.1,CEs,70788.504852294,70788.504852294,67729.404876694,67729.404876694,93349.566680908
PS (18:2),0.038563393116941624,7.233116773129829,6.5614990878716934,0.010420854257166696,0.012239203630678569,522.2828 -> 337.2828,PSs,122374.50891113,122374.50891113,117183.36816407,117183.36816407,122102.24902346
PG (38:9),0.03824143636137559,7.4948621058489255,6.557033303248593,0.010447039329543493,0.012260364373451745,806.4702 -> 617.4702,PGs,154507.43090817,154507.43090817,147986.23022467,147986.23022467,115383.00756837
PC (38:8),0.03690441748422663,12.469416814240715,6.49674157196991,0.010807237748249586,0.012673174890720803,802.5 -> 184.1,PCandSM,5717581.41687036,5717581.41687036,5481340.5537108,5481340.5537108,197436.01135256
PC (42:3),0.04469759594339147,5.144872140390956,6.344505568471486,0.011774542385026886,0.013796712037412456,868.7 -> 184.1,PCandSM,20180.64138794,20180.64138794,19242.5811882112,19242.5811882112,62923.365371672
Lyso_PG(18:4),0.03857591245060306,6.611491748262548,6.27319906919806,0.012257763779269846,0.0143517187462434,522.2488 -> 333.2488,PGs,76100.84521484,76100.84521484,72872.00500488,72872.00500488,92991.46655278
PC (42:5),-0.044564338578105614,5.105455702549462,6.247678515438177,0.012435618286207909,0.014548607207792727,864.6 -> 184.1,PCandSM,19025.881416323,19025.881416323,19299.401458741,19299.401458741,61281.422546362
PG (38:6),-0.03849337200342596,6.235632713525054,6.107418825420549,0.013461558388042853,0.015736603691941062,812.5172 -> 623.5172,PGs,62090.904480003,62090.904480003,62719.044555666,62719.044555666,51328.663757315
PI (36:6),0.036341931201834696,8.2559734483427345,6.104869503284369,0.01348099045236188,0.01574705577353711,872.5019 -> 595.5019,PIs,300242.136840717,300242.136840717,287948.878295827,287948.878295827,42200.103118881
O-(11-carboxyundecanoyl)carnitine,0.03582666524067648,10.962865406125342,6.093870512564713,0.013565160934254849,0.015833053314398545,374.2 -> 85.1,ACs,1553389.1591801,1553389.1591801,1490318.638672,1490318.638672,1893156.8642581
PIp (38:6),0.037583295782383216,6.83423599423222,6.092466367579008,0.013575945079398678,0.015833328332694185,884.5383 -> 607.5383,PIs,94168.066284130007,94168.066284130007,90234.72570799,90234.72570799,87104.88610837
PGo (38:5),0.039386916553591736,5.8262515722444705,6.066117648798776,0.013779952520418973,0.016058780072320557,800.5536 -> 611.5536,PGs,45785.783447253,45785.783447253,43818.523376469,43818.523376469,47539.683715816
Lyso_PI(13:0),-0.03702038434077017,7.1325354041603655,5.994343393684436,0.014351821895151422,0.016712245666890835,548.2492 -> 271.2492,PIs,106951.18798828,106951.18798828,107922.90747072,107922.90747072,131140.76977535
Lyso_PS(18:1),0.03716531131895389,6.844287106908537,5.95457319573603,0.014679156235094812,0.017080165510757608,524.291 -> 339.291,PSs,93648.10620117,93648.10620117,89762.48669436,89762.48669436,92340.98681642
20:3 Campesteryl ester,0.037790402355949104,6.476936329264002,5.932176190785612,0.014866871359477722,0.017285185058540712,706.6158 -> 369.1,CEs,67560.1847534079,67560.1847534079,64728.944793698,64728.944793698,91636.706512451
PC (36:0); PCp(38:6),0.03523986181791063,13.385862175682746,5.928859773880376,0.014894876472262831,0.017304341783952407,790.6 -> 184.1,PCandSM,10798697.5485231,10798697.5485231,10364464.9397284,10364464.9397284,320209.20178227
Lyso_PS(14:0),-0.03668696840076245,7.031719287121989,5.867251039544184,0.015425120693988477,0.017906501285132794,470.2441 -> 285.2441,PSs,102904.78710935,102904.78710935,103815.74731452,103815.74731452,109404.66809084
PGo (40:2),0.037920720097316334,6.08320392551391,5.789858111209974,0.016118890115214477,0.018697414268112004,834.6318 -> 645.6318,PGs,54393.203918449,54393.203918449,52109.043884289,52109.043884289,57966.483947733
TAG(60:8)_FA 16:1,-0.044582305991559094,4.28626918710823,5.742053915688373,0.01656341270363556,0.019198210400121214,976.9 -> 705.9,TAG1,15096.361099241,15096.361099241,15313.581054687,15313.581054687,17145.2612457252
CerP(d18:0/16:0),-0.035650705932700914,7.517099957272265,5.69632982862656,0.017000426022204723,0.019689536619852847,620.5 -> 266.4,Cer,149555.711486773,149555.711486773,150771.310180648,150771.310180648,130986.589111306
PC (44:10),-0.05161640112802987,3.582740669168551,5.684281481979912,0.017117547487622772,0.019809898827233448,882.6 -> 184.1,PCandSM,7945.3805732713,7945.3805732713,8099.1006355221,8099.1006355221,15822.8011474692
PI (36:3),0.03440914699094187,11.091277862642128,5.631883061113119,0.017636675729713072,0.020394953983281446,878.5489 -> 601.5489,PIs,2192969.88623049,2192969.88623049,2105999.41796865,2105999.41796865,95114.06726077
Cer(d14:1(4E)/22:0(2OH)),0.03422350109871328,10.159088007319687,5.52810655675332,0.01871334571119449,0.021623350202080782,582.5 -> 208.3,Cer,813688.21875001,813688.21875001,781518.90978902,781518.90978902,1385820.21643011
PCo(42:6),0.04145513383494507,5.191551990238059,5.466471128515585,0.01938472856351617,0.022381905826029055,848.6 -> 184.1,PCandSM,20257.701553353,20257.701553353,19359.5213775566,19359.5213775566,67226.544677797
PGp (42:6),0.03428826274481282,7.895735972459269,5.336173501620057,0.020887273346569757,0.024098230048578945,852.5849 -> 663.5849,PGs,192007.77514657,192007.77514657,184408.43310553,184408.43310553,198950.85351554
PGp (20:0),0.03501470976815723,6.962443892301807,5.313075585295892,0.02116595887770875,0.024401001747650412,542.3552 -> 353.3552,PGs,98838.80700682,98838.80700682,94879.14624023,94879.14624023,111066.18774416
Lyso_PG(20:5),-0.03481506472261131,7.0345734933797495,5.279435450050871,0.021578743644087222,0.024857785272275456,548.2645 -> 359.2645,PGs,102010.74670409,102010.74670409,102780.34777832,102780.34777832,114369.08764648
PGo (32:0),-0.03654422062747759,5.90028253727243,5.269985239403082,0.02169619662667402,0.024973919583311122,726.5379 -> 537.5379,PGs,46934.243286109,46934.243286109,47345.043579088,47345.043579088,50096.343200686
PSp (20:0),-0.034643032581089854,7.054301045567436,5.229744085318005,0.02220379909654568,0.025538622562387023,538.3505 -> 353.3505,PSs,102538.02685546,102538.02685546,103299.28735352,103299.28735352,119542.48950199
PIo (40:7),-0.03725228180758994,5.46166162053662,5.1725501544596,0.022946506623882337,0.02637266955776982,926.6792 -> 649.6792,PIs,35097.662414541,35097.662414541,35422.242431634,35422.242431634,35022.342468262
PG (44:3),0.03822436031029587,5.092357763660028,5.069678326872701,0.024347901445100354,0.02796189752799972,902.658 -> 713.658,PGs,26943.381881715,26943.381881715,25806.501815794,25806.501815794,30858.402053841
Lyso_PC(17:1),0.032658295911217085,9.56547215158906,5.028871293115231,0.024928139086130015,0.028606373676055927,508.3325 -> 184.1,PCandSM,750777.984558018,750777.984558018,721878.59692383,721878.59692383,74358.185790938
PS (42:5),0.03738658969223155,5.262440617169323,5.014755327326464,0.02513218074420808,0.028818489913717594,866.5907 -> 681.5907,PSs,30609.442077627,30609.442077627,29334.902343757,29334.902343757,33519.582458506
PG (42:9),-0.035611712826027285,5.799839012668991,4.933544961377445,0.026340229764346884,0.030180675478079903,862.5328 -> 673.5328,PGs,43370.70281982,43370.70281982,43722.043212894,43722.043212894,48440.623229987
PC (40:10),-0.03430205615282088,6.485049576270174,4.8339781170627365,0.027904173388373046,0.031948256488137254,826.5 -> 184.1,PCandSM,60730.864608793,60730.864608793,61167.284111001,61167.284111001,114690.008392277
PS (20:5),0.03312251728807579,7.115406291977095,4.795763800469365,0.02852980415545299,0.032614802770247475,544.2671 -> 359.2671,PSs,108861.04833986,108861.04833986,104637.0275879,104637.0275879,127318.76831052
Cer(d14:1(4E)/22:1(13Z)(2OH)),0.03184284827230458,10.226950833849157,4.7897295558837625,0.028629921489148433,0.032704347150085085,580.5 -> 208.3,Cer,871329.861816479,871329.861816479,838263.79492202,838263.79492202,1376262.65783647
PS (26:0),0.03427814207898668,6.165344951731494,4.788187831523501,0.02865555966394373,0.03270874148713273,652.4185 -> 467.4185,PSs,58785.063720709,58785.063720709,56458.844665512,56458.844665512,56290.864685041
PCo(42:0),0.03907779002179986,5.115675356990141,4.715283232374402,0.0298956404002314,0.03409829501576545,860.7 -> 184.1,PCandSM,18566.181488033,18566.181488033,17772.2612457202,17772.2612457202,66302.423889213
Lyso_PS(20:1),0.033153303971096816,6.770956411747291,4.697722764531724,0.030202609749964544,0.03442226061860044,552.3223 -> 367.3223,PSs,85917.24609376,85917.24609376,82581.7266846,82581.7266846,99568.78698728
PG (36:6),-0.03133307289973735,11.655763353918907,4.676983676643435,0.030569379154007262,0.03478744360133806,784.4859 -> 595.4859,PGs,3178547.05822694,3178547.05822694,3194806.83929464,3194806.83929464,106100.42883303
PS (40:7),0.034429377093773146,5.922470451129535,4.677049955699468,0.030568199646750897,0.03478744360133806,834.5281 -> 649.5281,PSs,48073.863342274,48073.863342274,46166.66326902,46166.66326902,53944.78393551
