lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,API_Block10x,API_Block10xcopy,Control,Controlcopy,Blank
PE (34:6),-0.5040501403798661,6.21604323183128,1035.7513758678517,3.043269573652346e-227,1.1864799039096549e-226,708.46 -> 567.46,PEs,50536.703674319,50536.703674319,70489.625915578,70489.625915578,54615.66357423
PSo (18:0),-0.47019623658177745,9.414969537624422,1035.0809899004576,4.256505609852159e-227,1.6551852125357747e-226,512.3348 -> 327.3348,PSs,524255.17846684,524255.17846684,714281.97998045,714281.97998045,242645.1574708
PE (38:5),-0.5025362379202197,6.152127030315402,1019.4919305517553,1.041030184332197e-223,4.037690714942191e-223,766.5383 -> 625.5383,PEs,47284.003478982,47284.003478982,65883.524841319,65883.524841319,57556.343750002
TAG(58:10)_FA 16:1,0.5586016609201104,4.826939628777485,1018.8960544857291,1.4027583861693958e-223,5.426650354742946e-223,944.8 -> 673.8,TAG1,26765.622039801,26765.622039801,17873.281120299,17873.281120299,24238.841751091
Lyso_PE(22:4),-0.5101897503745971,6.035623609753282,1015.6198123033279,7.229492543906621e-223,2.789580542006128e-222,530.3168 -> 388.3168,PEs,38389.222640989,38389.222640989,53774.443481442,53774.443481442,77893.846496538
PS (34:4),-0.47099507948450076,7.916851758543552,1007.4297414385152,4.3582671168407954e-221,1.6773740877892394e-220,756.4811 -> 571.4811,PSs,178481.41064452,178481.41064452,243310.29565425,243310.29565425,119865.4678955
TAG(58:5)_FA 18:2,-0.5927337968458133,4.083728136828151,994.2582034009358,3.179282345110862e-218,1.2204866496192849e-217,954.8 -> 657.8,TAG2,12016.4206962557,12016.4206962557,17823.421249388,17823.421249388,7955.1005706764
PCo(36:5),-0.457207939014875,12.73385439569586,993.291970703074,5.156494621436835e-218,1.9744638843818083e-217,766.6 -> 184.1,PCandSM,5593401.74707018,5593401.74707018,7552540.8867189,7552540.8867189,820728.91552729
TAG(54:6)_FA 16:0,0.5432604000060025,4.948568541015985,987.6408183589757,8.724150855879966e-217,3.332048456660517e-216,896.8 -> 623.8,TAG1,28835.682022102,28835.682022102,19461.46150208,19461.46150208,26914.061935433
22:2 Campesteryl ester,-0.48698880723021976,6.418616436143139,983.839590440555,5.847698850215318e-216,2.2277654756784751e-215,736.6628 -> 369.1,CEs,57711.304275503,57711.304275503,79550.5457916239,79550.5457916239,66932.504333488
TAG(52:1)_FA 18:1,0.45875304811704554,8.726707863580078,973.0299663813552,1.3081549825864226e-213,4.970988933828406e-213,878.8 -> 579.8,TAG1,402091.96777331,402091.96777331,287746.91992174,287746.91992174,314475.23876962
PI (34:4),-0.46574887291173533,7.349874463761604,967.450259692863,2.1356168381466002e-212,8.094850692065774e-212,848.5019 -> 571.5019,PIs,127396.168884143,127396.168884143,173039.25317392,173039.25317392,49023.44317628
PEo (40:1),-0.4875572570426252,6.198882966599573,964.27474629226,1.0466217736258585e-211,3.957126655446886e-211,788.6529 -> 647.6529,PEs,49005.662841802,49005.662841802,67577.124938954,67577.124938954,60093.763732927
TAG(52:5)_FA 16:0,0.453170124396198,9.27725381020962,961.5033906993909,4.189919520151961e-211,1.5801681406402246e-210,870.8 -> 597.8,TAG1,711232.277374319,711232.277374319,510948.811859052,510948.811859052,30923.18212892
Lyso_PS(17:0),-0.4513953512250321,10.286887791383306,961.2374784855067,4.786386034694637e-211,1.8005928416232207e-210,512.291 -> 327.291,PSs,964107.62646498,964107.62646498,1296560.65625008,1296560.65625008,456338.31323233
PC (34:5),-0.4486677499407707,12.934253008783653,956.8642986528309,4.271887190425778e-210,1.6030256682072733e-209,752.5 -> 184.1,PCandSM,6430779.55664064,6430779.55664064,8631968.3710942,8631968.3710942,1029477.08251949
PC (32:1),-0.44898602328081466,10.861334542054845,954.1015034098039,1.7028630340562642e-209,6.374058389322825e-209,732.6 -> 184.1,PCandSM,1516742.06506334,1516742.06506334,2036356.29101584,2036356.29101584,299713.62353516
PE (40:10),-0.4762387833038018,6.305534539464987,930.7663490333691,2.0123786885570568e-204,7.513881620706821e-204,784.4913 -> 643.4913,PEs,53307.243621839,53307.243621839,72934.403991683,72934.403991683,63260.224426296
Lyso_PI(18:3),-0.44193226565578514,11.836276051060889,927.1201695898,1.2482972461332634e-203,4.6493651772854303e-203,612.2805 -> 335.2805,PIs,3089643.43310543,3089643.43310543,4127879.3869628,4127879.3869628,113863.46716306
TAG(56:6)_FA 16:1,0.5439922400507483,4.674208809287067,917.7325629913162,1.3709324690788e-201,5.093489198235838e-201,924.8 -> 653.8,TAG1,22748.541641233,22748.541641233,15345.401107791,15345.401107791,25958.441802982
Lyso_PC(2:0),0.5158116503009419,5.3328549454544705,901.0923736615531,5.680047750978722e-198,2.105123870177546e-197,300.1134 -> 184.1,PCandSM,29707.002105721,29707.002105721,20434.641525264,20434.641525264,61211.60449217
PEp (42:0),-0.48042260525418085,5.6727964924539815,875.6130277933461,1.9648809709699524e-192,7.264252062625367e-192,816.6842 -> 675.6842,PEs,33374.102523766,33374.102523766,45794.723205573,45794.723205573,45372.6031494
TAG(58:1)_FA 18:1,0.46653081928615725,5.854900495011833,872.2569851940947,1.0542014747315542e-191,3.887853596000154e-191,962.9 -> 663.9,TAG2,62983.846328809,62983.846328809,44830.42358398,44830.42358398,15462.3210258486
TAG(58:9)_FA 16:1,0.4969588871515695,5.133591139254225,869.6197293861716,3.946866858312749e-191,1.4520213613547637e-190,946.8 -> 675.8,TAG1,33989.362533574,33989.362533574,23687.901718143,23687.901718143,24991.341751099
TAG(58:4)_FA 18:0,0.5361902884276566,4.529915172575161,865.8899208447248,2.5532969203886524e-190,9.37041241443366e-190,956.9 -> 655.9,TAG1,20888.70149231,20888.70149231,14167.22112274,14167.22112274,22295.501434325
TAG(50:3)_FA 16:1,0.4275065271880026,9.801880476007572,859.995202029519,4.882060513881199e-189,1.787310446667239e-188,848.8 -> 577.8,TAG1,980304.29394576,980304.29394576,716889.73608401,716889.73608401,167932.37133798
PE (22:1),-0.45531596118989676,6.460042992334097,854.6047288044089,7.25256697399776e-188,2.6486868681193767e-187,536.3712 -> 395.3712,PEs,55350.083740223,55350.083740223,74639.04528807,74639.04528807,91784.64611819
Lyso_PS(14:1),-0.42279220705701737,9.341256662054679,836.5598183937504,6.07459746968953e-184,2.2130997092242683e-183,468.2284 -> 283.2284,PSs,494637.85449223,494637.85449223,652145.16503915,652145.16503915,292009.28222661
TAG(54:5)_FA 16:0,0.5174818523812986,4.640379544868474,835.9093372891205,8.412715313624489e-184,3.057502587348755e-183,898.8 -> 625.8,TAG1,22937.821487428,22937.821487428,15760.041152956,15760.041152956,22349.941650395
PG (34:4),-0.4254155644543145,8.123086212663337,828.6924376951558,3.11849053594971e-182,1.1306411339276605e-181,760.4859 -> 571.4859,PGs,216673.71569837,216673.71569837,286188.97924806,286188.97924806,105354.74816888
PCo(36:2),-0.4161963034050354,12.755796816645086,823.6915605686867,3.812258291928215e-181,1.3788433002853615e-180,772.6 -> 184.1,PCandSM,5760651.94433653,5760651.94433653,7560368.6875001,7560368.6875001,890116.46972659
PEo (18:0),-0.43219886566457416,7.225691808690479,820.8744517147442,1.5618951372724223e-180,5.635587983283428e-180,468.345 -> 327.345,PEs,103361.466857922,103361.466857922,137166.28869634,137166.28869634,116405.16796871
PCo(36:3),-0.4151978781954399,12.662327851552389,819.6761064036931,2.8456777213543586e-180,1.0243074963436192e-179,770.6 -> 184.1,PCandSM,5404058.81347657,5404058.81347657,7087463.734375,7087463.734375,821793.26513669
PS (14:1),-0.41495237289048126,9.335805254847688,805.7988223813585,2.960045628584745e-177,1.0629254757190675e-176,468.2358 -> 283.2358,PSs,491413.63574256003,491413.63574256003,644383.04785153,644383.04785153,304504.02148431
PGo (18:0),-0.41565051683792653,9.007241007570565,805.3242034196535,3.7539477746701946e-177,1.3447913149832845e-176,516.3396 -> 327.3396,PGs,400219.02905222,400219.02905222,525055.00927735,525055.00927735,200197.19458004
TAG(58:0)_FA 16:1,-0.4858483426768472,4.926649601509384,804.7369118803599,5.0370352184535396e-177,1.8001404435473248e-176,964.9 -> 693.9,TAG1,21394.601486218,21394.601486218,29467.522232044,29467.522232044,19640.781478884
TAG(54:6)_FA 18:1,0.41557260655351175,8.779914937602264,803.6410116214985,8.718502347098974e-177,3.1084256586687792e-176,896.8 -> 597.8,TAG1,494950.03729254,494950.03729254,364960.001190142,364960.001190142,33710.122436519
TAG(58:6)_FA 18:0,0.4859049753270481,4.985979938260195,789.7966040925123,8.922381468606996e-174,3.1735769157296448e-173,952.8 -> 651.8,TAG1,28125.26187134,28125.26187134,19751.841415408,19751.841415408,31023.502288827
TAG(58:10)_FA 16:0,0.5125350291822517,4.522631451795267,788.1551204468533,2.029434664323069e-173,7.20137454172323e-173,944.8 -> 671.8,TAG1,20478.641509999,20478.641509999,14118.7209320048,14118.7209320048,22749.261566165
TAG(58:8)_FA 16:0,0.473703602428542,5.080577277676783,783.0861709465618,2.5673258980944788e-172,9.088575879810878e-172,948.8 -> 675.8,TAG1,32532.202606195,32532.202606195,23040.801788336,23040.801788336,24130.281890869
SM (d18:0/20:0),-0.40518486491656175,12.70790255231708,780.7825922645708,8.134574618067028e-172,2.872940353345555e-171,761.6 -> 184.1,PCandSM,5589832.45214816,5589832.45214816,7280401.9277338,7280401.9277338,894044.53124997
Lyso_PI(14:0),0.4213545353515639,7.162054855006121,778.9831969411553,2.0024805964288751e-171,7.055688674271694e-171,562.2649 -> 285.2649,PIs,136180.20788565,136180.20788565,100013.18725584,100013.18725584,100180.06774901
PC (44:5),0.6356779818648701,3.3587803715754303,772.7276254231133,4.588753759142386e-170,1.6130490380498178e-169,892.7 -> 184.1,PCandSM,8420.9406662024,8420.9406662024,5330.6803894025,5330.6803894025,13539.020950314
TAG(58:2)_FA 16:1,0.48395350902909307,4.763313237831605,766.8114876583084,8.872221013888137e-169,3.11149620136591e-168,960.9 -> 689.9,TAG1,26184.061950689,26184.061950689,18413.461212154,18413.461212154,19372.621414186
PE (28:2),-0.4304547869457189,6.3808349113908305,765.0017968938524,2.1953989635099095e-168,7.681337632233973e-168,632.4287 -> 491.4287,PEs,56298.663940421,56298.663940421,74621.14453126,74621.14453126,70912.004577628
PIo (30:0),0.410414503278976,7.815643496050791,764.9590231429368,2.2429199148178075e-168,7.8293553305616945e-168,786.5227 -> 509.5227,PIs,237442.09973146,237442.09973146,175709.13354499,175709.13354499,73232.905273434
PC (36:7),-0.4005979079499977,13.336102487350013,763.6877141428132,4.238725121208573e-168,1.4761778206343545e-167,776.5 -> 184.1,PCandSM,8741432.63183533,8741432.63183533,11349020.166015,11349020.166015,980049.06591785
C28:0,0.39905739371013244,12.03719172900545,756.4885238648897,1.5580124112729385e-166,5.4133718271312056e-166,423.4 -> 423.4,FFA,4131180.56187819,4131180.56187819,3081269.55060547,3081269.55060547,2370105.2801437
PE (40:4),-0.43372535027501014,6.172474887909454,747.869817643655,1.1656838667854844e-164,4.040857930819889e-164,796.5852 -> 655.5852,PEs,43607.52340699,43607.52340699,57930.843566893,57930.843566893,85270.465576134
PI (18:3),-0.3960123925832169,11.84750551610374,745.0509662035588,4.780842408973166e-164,1.6534664644858805e-163,612.2879 -> 335.2879,PIs,3170811.82788088,3170811.82788088,4103607.80615224,4103607.80615224,115648.42797859
PC (34:1),-0.39573431064831066,12.706207928881168,744.8899097287805,5.1823198948477505e-164,1.7881981981991894e-163,760.6 -> 184.1,PCandSM,5572351.5703121,5572351.5703121,7210247.5234375,7210247.5234375,1041204.83691419
TAG(54:8)_FA 18:0,0.43085043759872194,6.020917541984855,743.2276377690908,1.1911482369847886e-163,4.100719045215981e-163,892.7 -> 591.696,TAG1,61588.064819332,61588.064819332,44934.623718258,44934.623718258,46558.682678221
Lyso_PC(7:0),0.46681156734817003,5.3800183655822975,741.9062651747233,2.3082540053951737e-163,7.928350714183423e-163,370.1916 -> 184.1,PCandSM,29653.642318718,29653.642318718,21102.641571053,21102.641571053,65365.36462399
PI (26:1),0.3986858736317787,8.802325789201376,739.868520414662,6.402799366488454e-163,2.1942013354107692e-162,742.4237 -> 465.4237,PIs,492333.124084471,492333.124084471,367304.60961905,367304.60961905,62015.784545867
PG (34:2),-0.395082758188986,9.410753039196452,732.5073570635739,2.5526520784418668e-161,8.727860523328569e-161,764.5172 -> 575.5172,PGs,576347.66955515,576347.66955515,745418.36767523,745418.36767523,65876.244506812
TAG(52:6)_FA 16:1,0.39413155726722293,9.417595018022705,729.1473188159413,1.3728095780501429e-160,4.6831526742119644e-160,868.7 -> 597.7,TAG1,770106.667114203,770106.667114203,576353.858307401,576353.858307401,34817.442810071
TAG(52:4)_FA 16:1,0.39176309025156275,10.74567169845658,726.883200370966,4.2651160970801754e-160,1.4516869074188987e-159,872.8 -> 601.8,TAG1,1934512.52587895,1934512.52587895,1450183.17028809,1450183.17028809,78792.68518068
PEo (42:6),-0.4306020448167331,5.910463722850327,724.0149400206832,1.7931717143461699e-159,6.083221103834118e-159,806.6059 -> 665.6059,PEs,39320.423126214,39320.423126214,52122.643920932,52122.643920932,57378.544494637
SM (d18:1/18:0),-0.39098444494699314,10.788254121944375,724.0124807648931,1.7953810453021413e-159,6.083221103834118e-159,731.6 -> 184.1,PCandSM,1474021.79528796,1474021.79528796,1901015.79150372,1901015.79150372,291240.12219241
C22:0,0.3894152101428564,10.729496108214121,717.1626722748523,5.541561387270603e-158,1.8733972167326973e-157,339.3 -> 339.3,FFA,1546145.297363,1546145.297363,1160936.32092285,1160936.32092285,1376302.69641117
PG (16:0),-0.389973663147501,8.912719827401158,708.172024705403,4.996412463334534e-156,1.6853067657225026e-155,516.2668 -> 327.2668,PGs,378172.67260742,378172.67260742,487380.00927727,487380.00927727,189754.65234377
TAG(56:6)_FA 20:4,-0.3933180711177369,7.875022746353736,704.8539802792924,2.631354821416288e-155,8.855747952793382e-155,924.8 -> 603.8,TAG2,191640.993621816,191640.993621816,247555.61645498,247555.61645498,56749.204040532
TAG(54:6)_FA 18:0,0.3947342174496763,7.2787690514966705,694.9859464145853,3.6817018978126014e-153,1.2362940824645895e-152,896.8 -> 595.8,TAG1,169060.650909319,169060.650909319,126473.448425317,126473.448425317,28639.422241203
SM (d18:1/20:0),-0.38173334840518375,12.645880639517706,693.215574518294,8.933718528368058e-153,2.9931945337233157e-152,759.6 -> 184.1,PCandSM,5358535.44824207,5358535.44824207,6866620.7792968,6866620.7792968,1068607.64355462
"PIo (38:1), PIp (38:0)",0.41007137933157867,6.267257076405085,689.0857139369922,7.0650282165503435e-152,2.361827918272175e-151,896.6322 -> 619.6322,PIs,71285.625854496,71285.625854496,52764.483886705,52764.483886705,59892.003906267
PCp(36:5),-0.3787702180065647,12.715598851896935,682.5913345126389,1.8255795370452315e-150,6.089321966899761e-150,764.6 -> 184.1,PCandSM,5697365.88525396,5697365.88525396,7285830.6914067,7285830.6914067,811056.95703133
PCo(36:4),-0.3783458887221348,12.720947320178182,681.0706212520416,3.909330154564333e-150,1.301087486031278e-149,768.6 -> 184.1,PCandSM,5717107.11816411,5717107.11816411,7308925.8789062,7308925.8789062,825052.96386714
PC (52:0),0.5606104365062303,3.510506489372962,679.8881109938063,7.067363649833476e-150,2.3469276191150548e-149,1014.9 -> 184.1,PCandSM,10165.8807525584,10165.8807525584,6779.0005569455,6779.0005569455,11683.3207778913
Cer(d20:0/26:0),-0.38694522734739156,7.843732395745118,679.3552177272765,9.228763343011126e-150,3.0579191562604193e-149,708.7 -> 292.4,Cer,174892.452270425,174892.452270425,224924.635620253,224924.635620253,116425.907470683
TAG(58:1)_FA 16:0,0.4527586955855749,4.766333071089422,675.8306515040051,5.390382031466454e-149,1.7821505350729398e-148,962.9 -> 689.9,TAG1,26445.561798116,26445.561798116,19003.861358647,19003.861358647,17875.881225588
TAG(54:3)_FA 18:0,0.3758560873407049,10.297204465976748,667.7232985983161,3.124077458017603e-147,1.0306022559306422e-146,902.8 -> 601.8,TAG1,1395825.60266173,1395825.60266173,1057964.16296397,1057964.16296397,111487.56701664
Lyso_PC(8:0),0.4287604887374581,5.691788149457318,656.8080975156585,7.387472554547371e-145,2.4317097158718428e-144,384.2073 -> 184.1,PCandSM,34983.182250983,34983.182250983,25560.701553346,25560.701553346,86123.58605955
TAG(52:2)_FA 16:1,0.3756143860845426,8.198044433287897,649.0014859121547,3.683566898114717e-143,1.2098542481554028e-142,876.8 -> 605.8,TAG1,318104.759521484,318104.759521484,241147.455566471,241147.455566471,53351.84393312
TAG(48:3)_FA 18:1,0.39043365874934827,6.637358317361186,647.2371259645441,8.912176548499107e-143,2.9207810042133533e-142,818.8 -> 519.8,TAG1,94110.88720703,94110.88720703,70614.064453112,70614.064453112,68494.08532714
TAG(56:0)_FA 18:1,-0.4500380034912605,4.52336223557731,646.0143296372476,1.6440688625289487e-142,5.3763559099258216e-142,936.9 -> 637.896,TAG2,17393.781089782,17393.781089782,23369.721862795,23369.721862795,10202.7806434628
Lyso_PE(24:6),-0.41270112353095506,5.579564951654294,644.8269111867986,2.979633955703852e-142,9.72267514676409e-142,554.3168 -> 412.3168,PEs,33638.0424347055,33638.0424347055,44040.303161591,44040.303161591,35535.662597639
PCo(44:3),-0.5361922232878519,3.686731693281827,639.1703526211774,5.062631906850836e-141,1.6483753779139055e-140,882.7 -> 184.1,PCandSM,7293.6805763247,7293.6805763247,10402.6208381705,10402.6208381705,16070.40123749
PIo (32:0),0.3729950456477798,8.150900481914276,638.0571213773463,8.840743692246696e-141,2.8722849095372923e-140,814.554 -> 537.554,PIs,292094.36206052,292094.36206052,221831.99609369,221831.99609369,107095.56726075
Lyso_PG(17:0),-0.36986266891801967,8.970993512414353,637.8297454201918,9.906951035097277e-141,3.21173509798726e-140,516.2958 -> 327.2958,PGs,397993.76928711,397993.76928711,505824.45996153,505824.45996153,192411.37402344
Lyso_PE(14:0),-0.3880465157726371,6.730522673244017,636.60997709169,1.8248354671862917e-140,5.90318542294531e-140,426.2542 -> 284.2542,PEs,68959.824676536,68959.824676536,88755.18652339,88755.18652339,108897.2285156
PE (20:3),-0.3850044775556317,7.008759856602229,636.5884150073871,1.8446466706525734e-140,5.9544401132247585e-140,504.3086 -> 363.3086,PEs,80079.946319577,80079.946319577,102850.30737303,102850.30737303,148989.07104497
PS (34:2),-0.36871963171647393,8.999488925698763,635.044753054414,3.9961398666200615e-140,1.2871686566087365e-139,760.5124 -> 575.5124,PSs,434147.52514655,434147.52514655,551336.559692,551336.559692,66879.525024431
TAG(54:5)_FA 18:1,0.3647482296513187,10.416697674012202,629.3114157236541,7.056384583082978e-139,2.2680156871964775e-138,898.8 -> 599.8,TAG1,1498561.69946286,1498561.69946286,1144611.81616206,1144611.81616206,166616.51220703
TAG(60:4)_FA 16:0,-0.46604353102071877,4.2170497907336575,624.8319682967331,6.650099878732007e-138,2.132863230336911e-137,984.9 -> 711.9,TAG1,13013.480972286001,13013.480972286001,17679.561363221,17679.561363221,12848.860862734
TAG(52:5)_FA 16:1,0.36206059997295237,10.819179412456373,621.2880915905881,3.922856211488883e-137,1.2554812736556107e-136,870.8 -> 599.8,TAG1,2007972.34668022,2007972.34668022,1536563.04394497,1536563.04394497,116976.28796386
C18:4,-0.3653807693704949,8.75567177084508,619.0104682652527,1.2273741639544974e-136,3.919763021480214e-136,275.3 -> 275.3,FFA,316193.383178783,316193.383178783,400614.950134146,400614.950134146,291194.500976524
PI (14:0),0.374495682537493,7.169222204461635,616.162174795095,5.110628448039481e-136,1.6286737368380596e-135,562.2723 -> 285.2723,PIs,134951.92810058,134951.92810058,102383.10705571,102383.10705571,100690.9672852
"PIo (34:1), PIp (34:0)",0.36697124416727056,7.770987913311615,610.7399364866692,7.723453685444275e-135,2.456123724968614e-134,840.5696 -> 563.5696,PIs,223961.41381826001,223961.41381826001,170799.87268064,170799.87268064,82664.54528805
SM (d18:0/18:0),-0.3583433886017766,10.820175467280102,608.5534153394509,2.308792242211448e-134,7.326632464184744e-134,733.6 -> 184.1,PCandSM,1527574.99291977,1527574.99291977,1926009.48486331,1926009.48486331,292219.34667971
TAG(60:8)_FA 18:0,0.43358610180343843,4.716303192808843,607.6258260131469,3.673994287038925e-134,1.1634315242289928e-133,976.9 -> 675.9,TAG1,24635.72167969,24635.72167969,17940.141120903,17940.141120903,19937.741546637
TAG(50:1)_FA 18:0,0.3630372155899428,8.297478414475405,606.1644896855869,7.638090256801107e-134,2.41363652114915e-133,852.8 -> 551.8,TAG1,313520.54345713,313520.54345713,239753.31835926,239753.31835926,150182.80981448
PEp (42:6),-0.3701065371275171,7.412983416148691,605.5540210278423,1.0369658487225016e-133,3.2699280229673843e-133,804.5903 -> 663.5903,PEs,112910.86840822,112910.86840822,143526.73022461,143526.73022461,168042.87109377
C18:0,0.3541779269742398,11.842853627157236,596.038398780212,1.2175408508661094e-131,3.8312973105870654e-131,283.3 -> 283.3,FFA,3508249.85888677,3508249.85888677,2699330.71875042,2699330.71875042,2264444.11572265
PIp (34:1),0.37380341100975295,6.625082375311313,594.931604993093,2.1194492098772776e-131,6.655425238547685e-131,838.554 -> 561.554,PIs,95799.846313506,95799.846313506,72714.725585861,72714.725585861,57393.324645956
Cer(d18:1/26:1(17Z)),-0.35982446108403354,8.204201473476253,593.9876008898807,3.4005924035631605e-131,1.0656136112209402e-130,676.7 -> 264.3,Cer,226940.036438032,226940.036438032,286426.300781218,286426.300781218,149394.72998047
PC (34:0),-0.35053713631472144,12.676313303739224,584.8399432214551,3.321253617590859e-129,1.0385836833341414e-128,762.6 -> 184.1,PCandSM,5601886.39746107,5601886.39746107,7024901.7871095,7024901.7871095,806859.97607429
TAG(48:1)_FA 18:1,0.351339653703867,9.485240935831392,580.0952694956052,3.575672037116095e-128,1.1158178228089934e-127,822.8 -> 523.8,TAG1,787804.67260741,787804.67260741,607349.28369147,607349.28369147,68496.12438964
TAG(52:2)_FA 18:1,0.3510422351674863,9.525234268995462,578.8518884746361,6.665285806521898e-128,2.0756419077986243e-127,876.8 -> 577.8,TAG1,763184.54785166,763184.54785166,588489.97802685,588489.97802685,238217.85693367
PC (48:0),-0.5503467265621286,3.122527285512342,575.900835205587,2.9223882516397915e-127,9.081790405199434e-127,958.8 -> 184.1,PCandSM,5506.5003852862,5506.5003852862,7931.1005172728,7931.1005172728,7903.8205795194
TAG(52:4)_FA 16:0,0.34774747488984087,10.857274166179177,573.3389794810748,1.0543931955527164e-126,3.2699260052161725e-126,872.8 -> 599.8,TAG1,2052590.46289066,2052590.46289066,1586366.91369642,1586366.91369642,120656.98876952
Lyso_PC(3:1),0.40276823228341396,5.892114049144295,571.1684527766394,3.127139494834072e-126,9.678013158239057e-126,312.1134 -> 184.1,PCandSM,32682.342391977,32682.342391977,24313.70166016,24313.70166016,124402.60803222
PI (32:0),0.34753304973534216,9.938544916371827,569.4928046309043,7.238446915980955e-126,2.235577946684653e-125,828.5332 -> 551.5332,PIs,1023573.68505864,1023573.68505864,791197.65234385,791197.65234385,287376.51904292
TAG(54:7)_FA 18:0,0.3815484419188079,5.764028429581986,566.7972591706359,2.792558682048332e-125,8.607044315717754e-125,894.8 -> 593.8,TAG1,51159.064025854,51159.064025854,38623.222534175,38623.222534175,37654.72296143
PE (40:6),-0.38247784242709476,5.8194535678550485,565.9148862568371,4.34454479225253e-125,1.3363036338465262e-124,792.5539 -> 651.5539,PEs,37851.102813699,37851.102813699,48528.843444836,48528.843444836,52821.183837883
PS (32:2),-0.3566106066039833,7.194154583308582,563.1365763732093,1.7470749743274842e-124,5.362698438579865e-124,732.4811 -> 547.4811,PSs,115805.749816894,115805.749816894,145835.911437963,145835.911437963,60535.703674324
Cer(d18:1/26:0),-0.34940115828827156,8.230741990425253,560.544562144365,6.399684181121061e-124,1.9603930522168803e-123,678.7 -> 264.3,Cer,232063.316040059,232063.316040059,290784.02136224,290784.02136224,152299.811401363
TAG(52:6)_FA 16:0,0.3488532356348447,8.03348816146237,558.0819312523703,2.1971755040408086e-123,6.716823689542269e-123,868.7 -> 595.7,TAG1,286287.219909653,286287.219909653,221090.654754786,221090.654754786,30472.582145679
PGo (38:1),0.35499794987514516,6.858872704446858,544.6210099582908,1.8627277810224e-120,5.682834144948419e-120,808.6162 -> 619.6162,PGs,110173.207214321,110173.207214321,84721.685546873,84721.685546873,74089.566039998
Lyso_PC(18:3),0.33849796404976296,11.342967332773144,544.1873729403508,2.314647224196485e-120,7.047232218091124e-120,518.3168 -> 184.1,PCandSM,2892383.81610094,2892383.81610094,2249788.23828119,2249788.23828119,73884.76574707
PCo(34:4),-0.3386370381861127,10.987614757265087,543.9663850187068,2.5855896728391653e-120,7.856214775165156e-120,740.6 -> 184.1,PCandSM,1735423.02148433,1735423.02148433,2158385.58496043,2158385.58496043,297661.71801755
PG (32:2),-0.34742324581561024,7.453093180091181,541.4824023017741,8.973044607238245e-120,2.7209171627201224e-119,736.4859 -> 547.4859,PGs,141672.247009297,141672.247009297,177277.430175783,177277.430175783,60509.344421385
PI (34:5),-0.36631749275532954,5.922553608384485,525.8272542366891,2.2843308498437036e-116,6.912864124224595e-116,846.4863 -> 569.4863,PIs,40788.503173836,40788.503173836,51712.363342284,51712.363342284,57304.944000316
TAG(52:1)_FA 18:0,0.3361598698645291,8.532463158346417,523.0932511635941,8.986031580291666e-116,2.713890020526718e-115,878.8 -> 577.8,TAG1,375453.36816404,375453.36816404,292513.23925781,292513.23925781,142523.69067387
C24:0,0.3330144714830763,9.609493491919974,520.5288040622395,3.247085143323204e-115,9.786897189012308e-115,367.3 -> 367.3,FFA,709610.512206954,709610.512206954,554059.544250328,554059.544250328,595947.640380816
Lyso_PC(18:2),0.3282770702866328,11.31494240322496,511.8502532870907,2.509885697448215e-113,7.549776416572687e-113,520.3325 -> 184.1,PCandSM,2826039.083313,2826039.083313,2213811.70086674,2213811.70086674,79063.14526362
PG (32:5),0.36340753483326715,5.798601657895927,510.803432458927,4.2404410889306464e-113,1.2729804148969799e-112,730.4389 -> 541.4389,PGs,48993.843322767,48993.843322767,37456.602844232,37456.602844232,49712.523132327
TAG(54:1)_FA 18:1,0.3357173850183256,7.537539263975586,503.892748245438,1.3520518487473117e-111,4.050758133672085e-111,906.8 -> 607.8,TAG1,169607.89306643,169607.89306643,132180.9097901,132180.9097901,139197.14916995
PE (40:0),-0.3373754602440541,7.426951545042859,503.6667562450999,1.5141326116087726e-111,4.527316832718661e-111,804.6478 -> 663.6478,PEs,115005.1883545,115005.1883545,142909.60888674,142909.60888674,171790.65100106
Cer(d20:0/26:0(2OH)),-0.33218897220419585,7.982376494102915,503.46787860599204,1.6727655139122263e-111,4.99169192123708e-111,724.7 -> 292.4,Cer,197942.455444325,197942.455444325,245087.758361852,245087.758361852,122433.92840573
TAG(54:4)_FA 18:1,0.32525149888963867,10.347293940184427,500.5178538062169,7.333239602756172e-111,2.1839667943922648e-110,900.8 -> 601.8,TAG1,1419962.84960931,1419962.84960931,1114680.18212895,1114680.18212895,126537.36950687
PS (36:2),-0.3239114945962062,11.658337036648925,498.7762679463862,1.7548109503459277e-110,5.215784626671757e-110,788.5437 -> 603.5437,PSs,2858473.10705565,2858473.10705565,3519046.09118609,3519046.09118609,110114.34851072
Lyso_C17 sphingosine-1-phosphocholine,-0.36907049317124835,5.758914534546698,496.58216975762406,5.267762963921995e-110,1.5626308713136195e-109,451.3223 -> 184.1,PCandSM,28676.901550288,28676.901550288,36426.522148154,36426.522148154,86596.105346683
Lyso_PC(6:0),0.3870013145719758,5.257007172992,491.97300886309097,5.302853223357132e-109,1.5699374138578016e-108,356.176 -> 184.1,PCandSM,25459.36164856,25459.36164856,19148.361221316,19148.361221316,64041.9448242
