lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,OG10x,OG10xcopy,YG10x,YG10xcopy,Blank
TAG(54:1)_FA 18:2,0.662423675999044,6.356975367860237,1618.03003827536,0,0,906.8 -> 609.8,TAG2,40903.462463385,40903.462463385,29133.422210696,29133.422210696,13262.9408187863
TAG(54:1)_FA 20:4,-0.7087440887091718,5.878222428963004,1688.325444320921,0,0,906.8 -> 585.8,TAG2,18162.321441655,18162.321441655,33463.182418827,33463.182418827,8827.6205825796
TAG(54:2)_FA 20:4,-2.503853360462271,7.356333424262067,22376.54865154565,0,0,904.8 -> 583.8,TAG2,20513.761352538,20513.761352538,131166.787353614,131166.787353614,16883.561115268
TAG(54:4)_FA 18:0,-1.00058101502671,8.985911997618548,4451.467590858429,0,0,900.8 -> 599.8,TAG1,125375.27001948,125375.27001948,282786.41479499,282786.41479499,155125.09155279
TAG(54:4)_FA 20:4,0.7363526392067781,8.64741484801115,2423.2654366249426,0,0,900.8 -> 579.8,TAG2,206192.49243173,206192.49243173,139524.35009769,139524.35009769,56518.724304174
TAG(54:5)_FA 18:1,-0.7834580055594019,8.942602130735766,2746.150812458715,0,0,898.8 -> 599.8,TAG1,131349.9885254,131349.9885254,254868.47485353,254868.47485353,166616.51220703
TAG(54:6)_FA 16:1,0.7347836533383589,5.473028636385994,1517.505211530686,0,0,896.8 -> 625.8,TAG1,17476.90121459,17476.90121459,11838.920928954,11838.920928954,24378.741973873
TAG(54:6)_FA 18:2,-1.1278135651468204,9.171480849892406,5689.624554145245,0,0,896.8 -> 599.8,TAG2,153664.79003908,153664.79003908,378548.75122068,378548.75122068,48293.843750002
TAG(54:7)_FA 16:1,0.7375762179566294,5.798502295822929,1691.8310078425743,0,0,894.8 -> 623.8,TAG1,22940.221557628,22940.221557628,15509.761077869,15509.761077869,27074.021911624
TAG(54:8)_FA 16:0,0.7419271324088611,6.52662299797335,1942.8568510641715,0,0,892.7 -> 619.7,TAG1,35225.822723382,35225.822723382,23744.301712029,23744.301712029,54005.12390135
TAG(54:8)_FA 16:1,0.7342657063694711,6.5325260771618865,1973.0357603351968,0,0,892.7 -> 621.7,TAG1,40831.562225325,40831.562225325,27669.462196354,27669.462196354,35803.062469485
TAG(56:0)_FA 18:1,-0.9509941518375279,6.413229720501362,3306.5837616565555,0,0,936.9 -> 637.896,TAG2,24061.001770014,24061.001770014,52436.543548585,52436.543548585,10202.7806434628
TAG(56:0)_FA 20:0,1.0101622060560815,7.841041606345277,4343.639480923717,0,0,936.9 -> 607.9,TAG2,129895.78942876,129895.78942876,72702.125183091,72702.125183091,20861.801589975
TAG(56:1)_FA 18:2,-1.0986493253057281,6.3758484698895295,4342.795856427435,0,0,934.9 -> 637.896,TAG2,21862.70167541,21862.70167541,52780.443847675,52780.443847675,10017.6806182865
TAG(56:1)_FA 20:4,-1.2246758575302665,6.5216978202388365,5472.375300170135,0,0,934.9 -> 613.9,TAG2,22894.78158569,22894.78158569,60317.524826047,60317.524826047,10213.8207473754
TAG(56:2)_FA 20:4,-1.1145130766442053,5.997293164962087,4187.960550953686,0,0,932.9 -> 611.9,TAG2,16827.141220093,16827.141220093,41072.903381294,41072.903381294,6647.580520632
TAG(56:3)_FA 20:0,-0.875935552753481,7.238456547001723,3116.2072499651426,0,0,930.8 -> 601.8,TAG2,44192.183044432,44192.183044432,91426.146850618,91426.146850618,18132.7812576297
TAG(56:4)_FA 20:0,-2.8890731293956855,9.548803555684232,33024.91339938717,0,0,928.8 -> 599.8,TAG2,77489.52575685,77489.52575685,647116.993042,647116.993042,29238.882568358
TAG(56:4)_FA 20:4,0.9481474371403187,8.189464703048316,3914.083047930739,0,0,928.8 -> 607.8,TAG2,163122.05249022,163122.05249022,95308.8267822,95308.8267822,25966.661834708
TAG(56:5)_FA 20:0,-0.8589919795228274,6.202415861329475,2620.327984698942,0,0,926.8 -> 597.8,TAG2,21594.86154175,21594.86154175,44154.543441809,44154.543441809,9252.2406692467
TAG(56:6)_FA 18:0,0.8486555866483549,6.189197753886925,2418.3306734440703,0,0,924.8 -> 623.8,TAG1,30681.722442636,30681.722442636,19206.541458141,19206.541458141,36277.422607428
TAG(56:8)_FA 20:4,-2.5196380886911545,9.690098668064499,26102.118133202435,0,0,920.8 -> 599.8,TAG2,105951.3675537,105951.3675537,684912.61694341,684912.61694341,43144.482574473
TAG(58:0)_FA 16:1,-1.138083373820573,6.256251131484787,4463.6208655513165,0,0,964.9 -> 693.9,TAG1,18188.921188358,18188.921188358,45128.122955321,45128.122955321,19640.781478884
TAG(58:0)_FA 18:0,-0.6255291624386059,7.4156133028884685,1606.9141941954786,0,0,964.9 -> 663.9,TAG1,49376.303894032,49376.303894032,85874.365478515,85874.365478515,54392.043273965
TAG(58:1)_FA 18:1,-0.8480420968733384,7.298243693790355,2946.081317582712,0,0,962.9 -> 663.9,TAG2,47236.743225085,47236.743225085,95853.526580713,95853.526580713,15462.3210258486
TAG(58:2)_FA 18:2,-0.7074624654642944,7.263924958644624,2055.8431278323924,0,0,960.9 -> 663.9,TAG2,48908.143157955,48908.143157955,90030.686431903,90030.686431903,15992.1810302738
TAG(58:5)_FA 20:0,-0.9265137662239196,6.159778184803984,3011.912479794473,0,0,954.8 -> 625.8,TAG2,20295.861511232,20295.861511232,43486.923110892,43486.923110892,9181.0807380649
TAG(58:8)_FA 20:0,-1.54306581494971,7.495200637004619,9504.698387388535,0,0,948.8 -> 619.796,TAG2,39051.622711163,39051.622711163,128289.348693849,128289.348693849,14747.3010482801
TAG(58:9)_FA 20:4,-0.8632284213259852,6.139230574214297,2602.8036847998446,0,0,946.8 -> 625.8,TAG2,20198.621398924,20198.621398924,41421.142852775,41421.142852775,11385.7408904986
TAG(60:2)_FA 16:0,-0.8560545981898076,5.236722504135901,1945.0646156105445,0,0,988.9 -> 715.9,TAG1,9058.800613402,9058.800613402,18484.72116089,18484.72116089,16473.521118165
TAG(60:2)_FA 20:4,-0.8956673894110612,6.229011939761063,2856.663229172528,0,0,988.9 -> 667.9,TAG2,21680.701568603,21680.701568603,45471.442657448,45471.442657448,9151.640636442
TAG(60:3)_FA 16:0,-2.1932756162113676,6.418982742700938,15265.935412081666,0,0,986.9 -> 713.9,TAG1,11712.820892325,11712.820892325,60387.663986166,60387.663986166,21317.461395264
TAG(60:3)_FA 16:1,-0.9255483856936338,5.249192824980018,2248.1312242398785,0,0,986.9 -> 715.9,TAG1,8663.8006362902,8663.8006362902,18551.141448975,18551.141448975,17765.701301567
TAG(60:4)_FA 16:1,-2.0669429847228673,6.364320173374041,13683.108298338575,0,0,984.9 -> 713.9,TAG1,12245.2207679734,12245.2207679734,57839.32325736,57839.32325736,19066.62121581
TAG(60:5)_FA 16:1,-1.0055852400264804,4.938577450607663,2422.9808944887436,0,0,982.9 -> 711.9,TAG1,6961.3205070493,6961.3205070493,15756.081008905,15756.081008905,12807.2009048447
TAG(60:7)_FA 16:0,-0.7303470890283068,5.333093558896727,1492.7813057238748,0,0,978.9 -> 705.9,TAG1,10633.9006958,10633.9006958,19888.061508173,19888.061508173,15445.061019895
TAG(60:7)_FA 16:1,-0.8359528594340461,5.184630129579133,1853.6673496097892,0,0,978.9 -> 707.9,TAG1,9095.6206436147,9095.6206436147,18303.041366579,18303.041366579,14246.861038211
TAG(60:9)_FA 20:0,-0.6862871589292805,6.223806582962967,1686.2319076419367,0,0,974.9 -> 645.9,TAG2,23165.261352533,23165.261352533,42021.603454617,42021.603454617,12086.6408576974
PIo (42:4),-0.6514957178475774,6.211316221675549,1479.107223780047,1.5e-323,5.4e-323,946.6479 -> 669.6479,PIs,20991.421432492,20991.421432492,37170.982971185,37170.982971185,24482.08155822
Lyso_PC(2:0),-0.593403716761422,7.635824208182199,1476.8844562287768,4e-323,1.5e-322,300.1134 -> 184.1,PCandSM,58726.443634071,58726.443634071,99886.74743653,99886.74743653,61211.60449217
TAG(50:2)_FA 16:1,0.5633668687713786,9.189557057974403,1440.7325728614587,2.95967694e-315,1.1218371436e-314,850.8 -> 579.8,TAG1,244540.0363768,244540.0363768,186552.51293948,186552.51293948,228261.23486325
C24:0,-0.5538282981066963,11.117092128459626,1440.4008072573256,3.49410728e-315,1.3210717955e-314,367.3 -> 367.3,FFA,684726.42910764,684726.42910764,1133124.4287108,1133124.4287108,595947.640380816
PI (42:11),-0.6355239613887516,6.349696919355609,1440.066994421498,4.129267626e-315,1.5572941474e-314,946.5176 -> 669.5176,PIs,23047.301696779,23047.301696779,40362.142593385,40362.142593385,28131.582122808
Lyso_PG(20:3),-0.5778112423953707,8.04953074385593,1435.8332884277143,3.434385645e-314,1.29198317127e-313,552.2958 -> 363.2958,PGs,74749.24511718,74749.24511718,125772.91040032,125772.91040032,102406.36608885
PG (32:2),0.5589710912248352,8.896529982539786,1416.1532617145567,6.4909050253034e-310,2.435712110745095e-309,736.4859 -> 547.4859,PGs,235433.438903795,235433.438903795,180153.430053682,180153.430053682,60509.344421385
Lyso_PC(4:0),-0.5948327613937467,7.16541691738976,1409.8962114833762,1.485821537460834e-308,5.561641216281077e-308,328.1447 -> 184.1,PCandSM,40395.802932752,40395.802932752,68776.6051025,68776.6051025,54364.68408203
TAG(58:3)_FA 20:4,-0.6222224628673247,6.253145971322929,1407.5540903533465,4.796365882495838e-308,1.7908818879667294e-307,958.9 -> 637.9,TAG2,25073.321563718,25073.321563718,43507.263656629,43507.263656629,8228.6805992131
Cer(d18:0/18:0),0.5578557065799392,8.986438357867204,1406.174488414998,9.565368317559518e-308,3.562684328698967e-307,568.6 -> 266.4,Cer,220356.09521489,220356.09521489,168746.671203554,168746.671203554,169519.9719238
C34:0,-0.5477249151899555,10.736202167537094,1404.2040989091427,2.5637188660320336e-307,9.525104004737828e-307,507.5 -> 507.5,FFA,526544.581604061,526544.581604061,867677.558288642,867677.558288642,460741.95172124
PE (38:5),0.5956612281584271,7.043306818431205,1390.63283095292,2.2800252874847546e-304,8.450167793863252e-304,766.5383 -> 625.5383,PEs,54090.803955077,54090.803955077,40350.842987089,40350.842987089,57556.343750002
TAG(56:4)_FA 16:0,-0.6397823758849017,6.133242441511967,1387.0034640338183,1.4015652740103574e-303,5.1816489563781935e-303,928.8 -> 655.8,TAG1,19005.181320188,19005.181320188,33381.682876584,33381.682876584,28433.762084967
TAG(52:3)_FA 20:4,-0.6101520818476757,6.424780803208487,1384.4978826689996,4.91004496445731e-303,1.8108052805037893e-302,874.8 -> 553.8,TAG2,27818.921966548,27818.921966548,47869.243911723,47869.243911723,12320.7408828703
PE (42:0),-0.5933829342829595,6.9814723507269765,1380.7259954992778,3.2413946029639583e-302,1.192483651727672e-301,832.6791 -> 691.6791,PEs,36700.382629395,36700.382629395,62422.144226062,62422.144226062,41955.682922379
PE (30:0),0.5794942145089756,7.181121107030184,1341.3227676429758,1.1838918055489433e-293,4.344796088334875e-293,664.4913 -> 523.4913,PEs,60161.104431156,60161.104431156,45384.943115234,45384.943115234,60107.904052711
CerP(d18:1/26:0),0.5578454296136137,8.00778858458715,1339.2658458717344,3.313596768437481e-293,1.2130996949816242e-292,758.6 -> 264.3,Cer,108712.26736450101,108712.26736450101,83251.425979593,83251.425979593,97052.46704102
TAG(50:4)_FA 16:0,-0.5998547328332315,6.592619891311851,1330.2899903648288,2.956922703147039e-291,1.0798883156748676e-290,846.8 -> 573.8,TAG1,27138.521728506,27138.521728506,46366.322875964,46366.322875964,36248.522277818
TAG(60:8)_FA 18:0,-0.651998106934694,5.707707638715735,1318.6530775490967,9.992369797382181e-289,3.640424045114237e-288,976.9 -> 675.9,TAG1,14293.341033934,14293.341033934,25319.061584478,25319.061584478,19937.741546637
CerP(d18:1/26:1(17Z)),0.5534354228769579,8.010504489874114,1317.91664167956,1.4444570644543974e-288,5.249709573234989e-288,756.6 -> 264.3,Cer,108218.827758772,108218.827758772,83127.266189552,83127.266189552,99200.967102005
18:0 Campesteryl ester,-0.5498767876728449,8.088153002549094,1307.262818787475,2.984782741366329e-286,1.082163984249e-285,684.6315 -> 369.1,CEs,79380.145660391,79380.145660391,131003.548797596,131003.548797596,96436.247070297
Lyso_PE(20:2),0.5548430637205374,7.883106873646304,1304.7697376931535,1.0391836149949551e-285,3.758589412307055e-285,506.3168 -> 364.3168,PEs,93223.36682126,93223.36682126,71538.804443328,71538.804443328,111417.38708504
TAG(60:11)_FA 18:0,-0.6746316497590825,5.397127811239262,1298.595303713848,2.2828745192923198e-284,8.23700637850426e-284,970.9 -> 669.9,TAG1,11331.4807434059,11331.4807434059,20389.861480703,20389.861480703,16477.981018079
TAG(60:6)_FA 16:0,-0.6963488735489526,5.205517808682856,1292.880372990604,3.984921307165239e-283,1.4343805472554013e-282,980.9 -> 707.9,TAG1,9566.4806900037,9566.4806900037,17475.021041875,17475.021041875,15853.141120909
PG (20:3),-0.5455174203079145,8.109543582331646,1288.2734905248838,3.995448212949958e-282,1.4347291310138485e-281,552.3032 -> 363.3032,PGs,80563.86584471,80563.86584471,132555.93029784,132555.93029784,98636.92626949
Lyso_PI(18:3),0.519081339519026,13.302214039620637,1278.0494512380203,6.659090973633476e-280,2.3855120647789613e-279,612.2805 -> 335.2805,PIs,5263629.85131788,5263629.85131788,4140643.50585946,4140643.50585946,113863.46716306
TAG(60:12)_FA 20:0,-0.6110605593215472,5.907767632409586,1267.8914712723458,1.0737974005540435e-277,3.8375473767419507e-277,968.9 -> 639.9,TAG2,19282.821380616,19282.821380616,33201.7221984822,33201.7221984822,9290.8606529268
TAG(52:2)_FA 18:2,0.523193605669678,9.674111917769164,1265.164342704071,4.2031764850103297e-277,1.4985671980998825e-276,876.8 -> 579.8,TAG2,392839.61132801,392839.61132801,308148.3198241,308148.3198241,127041.810180711
Lyso_PS(17:0),0.5165944248137105,12.173939600014023,1262.4519770526178,1.6331483898587718e-276,5.808899841654068e-276,512.291 -> 327.291,PSs,2291676.39624025,2291676.39624025,1805861.42797838,1805861.42797838,456338.31323233
PE (42:3),0.5553865468245739,7.412798628565278,1261.998374040983,2.0492842491755193e-276,7.271810066223297e-276,826.6322 -> 685.6322,PEs,69923.3651123,69923.3651123,53638.364105205,53638.364105205,71355.46484373
Lyso_PI(17:0),0.5241537731383398,9.397985350763426,1259.5434464991902,7.000113759183626e-276,2.4781063095600524e-275,604.3118 -> 327.3118,PIs,303410.38085938,303410.38085938,237840.55566404,237840.55566404,179233.17309571
Lyso_PG(17:0),0.5176025888168735,10.8185071641413,1257.8328343262872,1.6476101436371078e-275,5.818971354351291e-275,516.2958 -> 327.2958,PGs,891953.57714846,891953.57714846,702376.3486328,702376.3486328,192411.37402344
PE (30:1),0.5530524596559178,7.326530544539421,1239.9424393331603,1.2729463751778262e-271,4.4851936834317303e-271,662.4757 -> 521.4757,PEs,65476.025146461,65476.025146461,50308.12353513,50308.12353513,68439.7845459
PE (40:0),0.5282655839824283,8.62166303879947,1238.9603478579552,2.080847941319729e-271,7.31464346585694e-271,804.6478 -> 663.6478,PEs,158312.49096673,158312.49096673,123746.46740725,123746.46740725,171790.65100106
Cer(d18:0/20:0),0.5276226067890071,8.58373005352996,1236.3914322650548,7.525290386582978e-271,2.6391263715563205e-270,596.6 -> 266.4,Cer,159117.671691814,159117.671691814,124431.288772555,124431.288772555,149951.271606457
TAG(56:6)_FA 16:1,-0.605757375589586,6.06773005687324,1233.7076392461797,2.8825219159982585e-270,1.0085467123341226e-269,924.8 -> 653.8,TAG1,18653.761260986,18653.761260986,32000.742431634,32000.742431634,25958.441802982
PIo (18:0),0.5168250204611426,9.489317847366088,1227.5573452284439,6.25713421532131e-269,2.1841763853947177e-268,604.3556 -> 327.3556,PIs,323570.94042964,323570.94042964,254935.99951178,254935.99951178,187369.73388676
TAG(60:9)_FA 16:1,-0.6539559364429326,5.429669701850536,1217.097511967667,1.1736931861178397e-266,4.087502256062361e-266,974.9 -> 703.9,TAG1,11323.120819091,11323.120819091,20084.901306151,20084.901306151,18867.661376962
C18:4,-0.5119410982423511,10.043169979173937,1216.5993168019886,1.5060002593016546e-266,5.232653678730981e-266,275.3 -> 275.3,FFA,329240.181701745,329240.181701745,529253.89532476,529253.89532476,291194.500976524
TAG(52:3)_FA 20:0,-0.5800105869640273,6.221078960350743,1216.5278494700422,1.5608339973064006e-266,5.410650877498631e-266,874.8 -> 545.8,TAG2,24752.961883551,24752.961883551,41712.863159158,41712.863159158,9140.8606605518
PGo (18:0),0.507969379258331,10.872910397662924,1212.2415840421884,1.333130331090443e-265,4.6106650390939054e-265,516.3396 -> 327.3396,PGs,923569.2136231,923569.2136231,732144.76513679,732144.76513679,200197.19458004
TAG(58:4)_FA 18:0,-0.6242489301140203,5.743710403765784,1211.2188613438832,2.2240113369203828e-265,7.674117279810333e-265,956.9 -> 655.9,TAG1,14483.6009521499,14483.6009521499,25167.321929927,25167.321929927,22295.501434325
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",-0.5277165353579727,8.131235194058643,1208.002345696147,1.1121694672589565e-264,3.828821950357096e-264,684.6471 -> 369.1,CEs,82562.205688471,82562.205688471,134178.070007342,134178.070007342,99243.026306153
TAG(60:4)_FA 16:0,-0.7032993418833089,4.916334133270328,1203.5214681978184,1.0470966952286814e-263,3.596549518394167e-263,984.9 -> 711.9,TAG1,7822.1805496189,7822.1805496189,14357.741195675,14357.741195675,12848.860862734
TAG(54:5)_FA 20:0,-0.6071758202298859,5.690079519580224,1202.7367649739153,1.5506876281233006e-263,5.314114451628024e-263,898.8 -> 569.8,TAG2,16870.901199344,16870.901199344,28970.701950079,28970.701950079,6558.4004669157
PSo (18:0),0.5039473710105855,11.249349376391173,1196.519085104309,3.4817690490304985e-262,1.1904636315705646e-261,512.3348 -> 327.3348,PSs,1202376.1188965,1202376.1188965,955825.48632809,955825.48632809,242645.1574708
TAG(54:4)_FA 16:1,0.6198888059144122,5.847700221490619,1192.0582368076296,3.245417594496301e-261,1.1071299566679426e-260,900.8 -> 629.8,TAG1,21729.781524656,21729.781524656,15940.081069949,15940.081069949,32322.90264892
PE (36:7),0.5501635196667748,7.061598350532285,1191.3327909965342,4.665853626250413e-261,1.5880830596376123e-260,734.4757 -> 593.4757,PEs,54292.663574214,54292.663574214,41799.062896731,41799.062896731,57551.644165006
TAG(60:1)_FA 18:0,-0.6516831012359886,5.341401877748967,1185.8037989343159,7.422409626128851e-260,2.520596572131087e-259,990.9 -> 689.9,TAG1,10806.720748899,10806.720748899,19138.74131774,19138.74131774,16951.281250001
TAG(56:8)_FA 18:0,0.5853384498027271,6.339735483223427,1180.941474345464,8.458162350296406e-259,2.865846882120746e-258,920.8 -> 619.8,TAG1,30132.262115481,30132.262115481,22639.561523437,22639.561523437,45815.803283691
C24:5,-0.49851572603632116,11.6319104477456,1172.3130647774265,6.3460141812364656e-257,2.145352992350436e-256,353.3 -> 353.3,FFA,989405.29022233,989405.29022233,1575737.92382922,1575737.92382922,908555.245025762
TAG(60:6)_FA 20:4,-0.5728568865607311,6.121224535963186,1162.4601950483036,8.787273542530516e-255,2.9639769859187203e-254,980.9 -> 659.9,TAG2,22795.161804207,22795.161804207,38223.643325798,38223.643325798,10443.7406883187
CerP(d18:1/8:0),0.505635134820066,8.994847860617229,1153.9496631929871,6.21563533337585e-253,2.0918539541249218e-252,506.4 -> 264.3,Cer,207201.37414553,207201.37414553,164521.530990613,164521.530990613,210079.75524901
PE (38:8),0.5258625526690132,7.46599475612524,1134.9792567675893,8.249927819553309e-249,2.7702777756486616e-248,760.4913 -> 619.4913,PEs,70543.68518066,70543.68518066,55233.044036866,55233.044036866,78949.5053711
TAG(54:2)_FA 18:1,0.5211650820147757,7.576062814772864,1123.1779432101857,3.02927362538144e-246,1.0149418999324868e-245,904.8 -> 605.8,TAG1,74457.80590821,74457.80590821,58487.784362808,58487.784362808,90742.40673826
PE (36:6),0.5281946220688315,7.152667167109434,1108.255148025203,5.304952828138043e-243,1.7734374599187533e-242,736.4913 -> 595.4913,PEs,56791.204162614,56791.204162614,44393.543365456,44393.543365456,63666.72424316
"lanosteryl palmitoleate, 18:2 Campesteryl ester",-0.5042724504774861,8.163808271923642,1105.3284423112354,2.2949898564965847e-242,7.65506616578083e-242,680.6002 -> 369.1,CEs,84737.645477303,84737.645477303,135493.749755868,135493.749755868,104159.447784408
PEo (38:1),0.5174601284073783,7.481388775006179,1100.3547428288553,2.765562229040352e-241,9.204232607072214e-241,760.6216 -> 619.6216,PEs,70901.40466308,70901.40466308,55837.384139999,55837.384139999,80595.36608885
PS (32:2),0.49351676610639994,8.562228883018253,1091.3712117227612,2.4791871243546544e-239,8.232875826673311e-239,732.4811 -> 547.4811,PSs,179773.01196295,179773.01196295,143946.989257833,143946.989257833,60535.703674324
TAG(54:2)_FA 18:2,0.49127889202354974,8.576436962428449,1082.7788506150885,1.8273849207039357e-237,6.054977408336881e-237,904.8 -> 607.8,TAG2,183261.37353525,183261.37353525,146967.97094722,146967.97094722,54636.084258981
Cer(d18:0/22:0(2OH)),0.4866882405298649,9.177341060312347,1076.1895173448968,4.943205154794155e-236,1.6343063738647635e-235,640.6 -> 266.4,Cer,234753.83569323,234753.83569323,188862.792907622,188862.792907622,235174.13647455
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.49763874094515154,8.153630065033365,1075.0531335519288,8.729718303670792e-236,2.879847730507661e-235,694.6158 -> 369.1,CEs,83538.726226806,83538.726226806,132963.908691401,132963.908691401,107598.428039538
PE (38:2),0.513664848007536,7.387143199370967,1073.4203568128382,1.976435442463844e-235,6.50576666477682e-235,772.5852 -> 631.5852,PEs,65862.10467529,65862.10467529,52005.383361809,52005.383361809,77227.14562988
TAG(54:6)_FA 16:0,0.604442641621045,5.614193757684812,1073.0493006689996,2.3797502853132946e-235,7.816203891149356e-235,896.8 -> 623.8,TAG1,18580.281249996,18580.281249996,13776.441070557,13776.441070557,26914.061935433
Cer(d18:1/16:0),0.4837893152610602,9.319172176045361,1068.1542598952212,2.7571918702865947e-234,9.036124448253664e-234,538.5 -> 264.3,Cer,260027.39746092,260027.39746092,209616.513183611,209616.513183611,255014.39575192
TAG(54:2)_FA 20:0,-0.5227675061300893,6.768913654311359,1067.7376898468556,3.396319744944337e-234,1.110648352322756e-233,904.8 -> 575.8,TAG2,36471.762634275,36471.762634275,59070.063476507,59070.063476507,16540.4212265109
PS (36:5),0.5014207007794597,7.841845616742776,1062.3369658056527,5.068272722639789e-233,1.6537994253657224e-232,782.4968 -> 597.4968,PSs,88175.586425813,88175.586425813,70217.76483154,70217.76483154,111997.32800296
PE (28:1),0.5159974910733104,7.126476883385491,1059.0960097708978,2.5661785644294075e-232,8.355388341016357e-232,634.4444 -> 493.4444,PEs,56948.683410613,56948.683410613,44894.603027351,44894.603027351,57668.48425295
Cer(d18:2/20:0),0.4783819567949407,9.689300903766409,1054.7672963910409,2.2394568728843404e-231,7.275811182249772e-231,592.6 -> 262.4,Cer,341381.3630371,341381.3630371,276232.000061042,276232.000061042,308687.92138664
PS (14:1),0.47211039470304605,11.138512918408956,1049.7956402031339,2.696175339988405e-230,8.740732581690271e-230,468.2358 -> 283.2358,PSs,1080950.06689453,1080950.06689453,878471.71289054,878471.71289054,304504.02148431
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",0.4716387385625344,11.632453535976053,1048.7341296576265,4.586395294132602e-230,1.48365933976143e-229,472.4 -> 85.1,ACs,1197630.46044986,1197630.46044986,973614.350746337,973614.350746337,1588367.26416049
CerP(d18:1/2:0),0.46641811042337655,13.928793628283735,1033.3461752823666,1.0142078438334626e-226,3.273819298051672e-226,422.3 -> 264.3,Cer,6369073.8007818,6369073.8007818,5196512.7084961,5196512.7084961,6028419.0917969
PI (18:3),0.4660318931708621,13.294564107134608,1031.2275998285604,2.9282933045240822e-226,9.432120708349029e-226,612.2879 -> 335.2879,PIs,5155731.93847659,5155731.93847659,4207676.12536571,4207676.12536571,115648.42797859
18:1 Campesteryl ester,-0.4850764796599876,8.150542530540761,1022.4110434357943,2.415273708512953e-224,7.763010356483815e-224,682.6158 -> 369.1,CEs,84549.82601929,84549.82601929,133406.508911145,133406.508911145,103557.387084967
Cer(t18:0/18:0(2OH)),0.47460484840966005,9.072944125550679,1021.5307448808918,3.752385394536549e-224,1.2034894182049915e-223,600.6 -> 282.4,Cer,223474.1940918,223474.1940918,181300.312316917,181300.312316917,197802.17456056
PI (30:0),0.4768281223383713,8.749776618030188,1019.3872864050027,1.0970053763651344e-223,3.510885010499076e-223,800.5019 -> 523.5019,PIs,179566.25244135,179566.25244135,145454.31079105,145454.31079105,155227.29150394
PS (36:1),0.4899532286592368,7.743781938184044,1018.7860444507421,1.4821585039237506e-223,4.7334466263607435e-223,790.5594 -> 605.5594,PSs,91269.286376908,91269.286376908,73261.425811764,73261.425811764,72051.164672851
PE (38:7),0.49780810038468765,7.386046656029608,1015.3730719595895,8.179739199967138e-223,2.606749159055345e-222,762.507 -> 621.507,PEs,68754.005126955,68754.005126955,54888.843688967,54888.843688967,65648.364929183
PEo (38:0),0.5035387928360557,7.138459935866057,1009.0189556028563,1.967337048322953e-221,6.256298537145662e-221,762.6372 -> 621.6372,PEs,56785.704650863,56785.704650863,45154.383667009,45154.383667009,59677.604309075
Cer(d18:2/18:1),0.4707070703741017,8.966160069783342,1000.167610191826,1.6513285307333012e-219,5.240262419938024e-219,562.5 -> 262.4,Cer,202696.13305662,202696.13305662,164888.351409925,164888.351409925,200164.11352535
1-O-carboceroyl-Cer(d18:1/18:0),0.48168777646926236,7.9868614972997,997.4997508748369,6.276689048163346e-219,1.9876181985850594e-218,973 -> 264.3,Cer,103164.587142903,103164.587142903,83285.526496886,83285.526496886,101610.107360846
TAG(60:1)_FA 16:1,-0.6377107443946097,4.918465495086829,994.869792821052,2.3409432179074797e-218,7.397380568587636e-218,990.9 -> 719.9,TAG1,8062.7206268298,8062.7206268298,14141.500854495,14141.500854495,12855.340896602
PG (36:6),0.49104185395843575,7.585164961278497,991.0671835166273,1.5701708345616104e-217,4.951316014027263e-217,784.4859 -> 595.4859,PGs,70125.105346663,70125.105346663,56246.623962393,56246.623962393,106100.42883303
1-O-eicosanoyl-Cer(d18:1/16:0),0.4587552140322259,11.24434980498415,990.4700225367259,2.117139049684416e-217,6.662108414206098e-217,832.8 -> 264.3,Cer,976321.98754882,976321.98754882,800821.13732919,800821.13732919,982040.33056643
Lyso_PI(22:2),-0.49512808384736917,7.318258772036669,989.9750936474845,2.7122526417469614e-217,8.516927228581985e-217,670.3588 -> 393.3588,PIs,44874.702941893,44874.702941893,71300.385986329,71300.385986329,70171.705078154
TAG(60:10)_FA 16:0,-0.5926541578734662,5.331012510920411,984.9492174361665,3.355739815424785e-216,1.051558551764635e-215,972.9 -> 699.9,TAG1,11104.660804751,11104.660804751,18877.9611969068,18877.9611969068,16295.241119375
PGo (36:1),0.46896837010944775,8.52355297040183,984.2364732118207,4.7941939249981275e-216,1.499184391962956e-215,780.5849 -> 591.5849,PGs,173095.315368615,173095.315368615,140978.605834844,140978.605834844,61368.885070789
Lyso_PE(22:0),0.49994977669753154,6.928265988602285,973.0340623701074,1.305475887960511e-213,4.0738447148206384e-213,538.3794 -> 396.3794,PEs,49889.823181151,49889.823181151,39769.782623296,39769.782623296,48590.783691385
Cer(d18:0/18:0(2OH)),0.46554212983857846,8.654502319074858,967.7287388041136,1.8577616682219163e-212,5.785270257263686e-212,584.6 -> 266.4,Cer,166419.412353505,166419.412353505,135863.650299122,135863.650299122,149337.450683563
Cer(d18:2/22:0),0.4667068537554962,8.480940481829945,963.0477205728802,1.9342425677950757e-211,6.010969139255504e-211,620.6 -> 262.4,Cer,143486.6303711,143486.6303711,117046.948394734,117046.948394734,147201.89123539
