lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,APIblock3x,APIblock3xcopy,Control3x,Control3xcopy,Blank
TAG(58:6)_FA 18:0,0.013102964048906705,7.6923167650455015,0.631443795120148,0.4268262144949031,0.4430201630123249,952.8 -> 651.8,TAG1,36953.162780748,36953.162780748,30178.122222888,30178.122222888,32166.582092298
TAG(58:0)_FA 16:0,0.010514703427361986,8.14809050616747,0.43751684409594016,0.5083234103450072,0.5261834220598318,964.9 -> 691.9,TAG1,53235.403259278,53235.403259278,43553.222839338,43553.222839338,37296.322509763
TAG(56:4)_FA 18:1,-0.009979217435246546,8.643562827345757,0.41871328943888103,0.5175797870337556,0.5343209122208312,928.8 -> 629.8,TAG2,80296.226196312,80296.226196312,66632.204650882,66632.204650882,38154.782714822
TAG(52:2)_FA 18:1,0.008837213849860899,14.140271948748374,0.37204551685395915,0.5418913920319341,0.5567404745932726,876.8 -> 577.8,TAG1,3532545.7148427,3532545.7148427,2893426.9570322,2893426.9570322,2009908.42675761
TAG(60:10)_FA 18:0,0.010931486047377257,6.752449896581988,0.37146983590455024,0.5422041697736049,0.5567404745932726,972.9 -> 671.9,TAG1,20570.621398925,20570.621398925,16824.48120117,16824.48120117,13447.340950011
TAG(54:8)_FA 18:0,0.00837431579239947,10.933842480181625,0.32513995022851105,0.5685349734298119,0.5822162963198341,892.7 -> 591.696,TAG1,359218.66088861,359218.66088861,294322.16357406,294322.16357406,272257.07885737
TAG(56:4)_FA 16:0,-0.00942363419695672,7.529673977906499,0.316906996220887,0.573472382869058,0.5857064603702646,928.8 -> 655.8,TAG1,32342.962066653,32342.962066653,26828.821746811,26828.821746811,29915.102264414
TAG(60:3)_FA 18:0,0.007274604564483025,7.782738340570551,0.19504364399284607,0.6587515739181393,0.6710155659857642,986.9 -> 685.9,TAG1,37213.022582976,37213.022582976,30513.36209105,30513.36209105,39456.582420362
TAG(54:2)_FA 16:1,-0.0063649166306387174,9.376170224215405,0.1790666380387125,0.6721765869988424,0.6828743576142087,904.8 -> 633.8,TAG1,135293.56994627,135293.56994627,111989.72766114,111989.72766114,59565.224426284
TAG(58:7)_FA 18:0,-0.00501943322373803,9.261166401733764,0.10940505661503211,0.740822489532581,0.7506217288121125,950.8 -> 649.8,TAG1,109311.567382805,109311.567382805,90398.68701174,90398.68701174,92795.22729491
TAG(60:2)_FA 16:1,-0.00536727931741409,7.313321087316261,0.10182614032433954,0.7496491030395934,0.7575609669239163,988.9 -> 717.9,TAG1,31210.402229299,31210.402229299,25816.661743157,25816.661743157,17027.701126099
TAG(58:4)_FA 18:0,0.004600100688806298,6.772670570924195,0.06520071846862048,0.7984571767111304,0.804760786000955,956.9 -> 655.9,TAG1,20012.561492919,20012.561492919,16440.041137698,16440.041137698,15843.701126098
TAG(48:3)_FA 18:1,0.0039109220231443075,8.45133854795084,0.06340925058516536,0.8011864317683416,0.8053921348222436,818.8 -> 519.8,TAG1,72179.104858393,72179.104858393,59322.464294451,59322.464294451,29469.821929941
TAG(54:5)_FA 16:0,0.0030184003050907652,7.541336726451845,0.03364298316345667,0.8544682987682733,0.8567051267755202,898.8 -> 625.8,TAG1,37465.442687986,37465.442687986,30811.1022339,30811.1022339,17856.021331783
TAG(56:5)_FA 18:1,-0.001090966369915309,7.871330611680637,0.004594074635757579,0.9459610805532996,0.9459610805532996,926.8 -> 627.796,TAG2,46217.162841809,46217.162841809,38116.822998055,38116.822998055,24595.441864016
