lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,APIblock3x,APIblock3xcopy,Control3x,Control3xcopy,Blank
TAG(58:3)_FA 18:2,0.3637796384642354,9.19743870904283,576.4616405542287,2.206733835198074e-127,6.551775650239244e-127,958.9 -> 661.9,TAG2,134094.48999023,134094.48999023,85879.046020522,85879.046020522,53795.744079571
TAG(54:4)_FA 20:0,-0.41873686885660705,6.9497664597587105,572.4312272816604,1.6613508773139954e-126,4.894595277009695e-126,900.8 -> 571.8,TAG2,20505.321319579,20505.321319579,22589.401557921,22589.401557921,14435.26095581
TAG(58:5)_FA 20:4,0.3637755934418789,8.817271016837077,559.7449954884734,9.551929337194386e-124,2.7926633100346947e-123,954.8 -> 633.8,TAG2,99539.42712403,99539.42712403,63748.883880579,63748.883880579,48748.803527832
TAG(54:3)_FA 16:0,-0.3693110175805487,8.056201402873905,539.4355146828868,2.5016999267186786e-119,7.25872024191859e-119,902.8 -> 629.8,TAG1,46710.283203122,46710.283203122,49724.623596185,49724.623596185,25817.961853031
TAG(58:6)_FA 18:1,-0.38716924296879757,7.444350265921281,538.695278219858,3.624704513702242e-119,1.0438058862766606e-118,952.8 -> 653.8,TAG2,29203.402435308,29203.402435308,31475.20199586,31475.20199586,20353.581329347
TAG(60:10)_FA 20:0,-0.40626474189680073,6.913178177052739,531.4287214173354,1.3807769251006146e-117,3.94654897248907e-117,972.9 -> 643.9,TAG2,19716.021514894,19716.021514894,21532.921447754,21532.921447754,15252.240997314
TAG(56:3)_FA 18:2,0.34413566511175825,9.74702903533616,530.7562568371783,1.933843268502031e-117,5.486384976565021e-117,930.8 -> 633.8,TAG2,196506.29467774,196506.29467774,127575.188842788,127575.188842788,76145.585235576
TAG(60:4)_FA 20:0,-0.4041011191550101,6.834144663915062,513.0477959925656,1.377543617526127e-113,3.8794059228860785e-113,984.9 -> 655.9,TAG2,18327.841354369,18327.841354369,19986.821365353,19986.821365353,15574.660980222
TAG(54:7)_FA 20:4,-0.3368988533651127,9.593376674359881,508.84028301641257,1.1337999442738966e-112,3.169674296765711e-112,894.8 -> 573.8,TAG2,152462.46972657,152462.46972657,158695.531372066,158695.531372066,34081.3223877
TAG(58:5)_FA 18:0,-0.3926207337044988,6.943576044984425,495.87983064698074,7.48933637792503e-110,2.0785621976415119e-109,954.8 -> 653.8,TAG1,19749.061294552,19749.061294552,21365.981597902,21365.981597902,17109.441177369
TAG(54:3)_FA 20:0,-0.34809234409979306,8.201774196344736,492.3749786547326,4.335571368958934e-109,1.1946214635332892e-108,902.8 -> 573.8,TAG2,55730.603881835,55730.603881835,58460.864349376,58460.864349376,18202.42123413
TAG(52:6)_FA 16:0,-0.3204553585980725,11.423953367630274,481.65903865873094,9.305545759772366e-107,2.545731447137726e-106,868.7 -> 595.7,TAG1,580888.848510843,580888.848510843,597784.617858648,597784.617858648,33480.022460937
TAG(52:3)_FA 18:2,0.3174026565955751,14.425564461536448,479.30471218033404,3.0271711276461164e-106,8.222741431833068e-106,874.8 -> 577.8,TAG2,5094660.304687,5094660.304687,3369399.50415229,3369399.50415229,1758950.09814466
TAG(58:7)_FA 20:4,-0.3493197520291556,7.822435919725491,466.15471876173,2.2005805732967814e-103,5.935368729384981e-103,950.8 -> 629.8,TAG2,38924.762695336,38924.762695336,40866.463012693,40866.463012693,25154.241790776
TAG(56:6)_FA 16:0,-0.342940554523865,8.469025160761946,463.6609810070083,7.677244246210581e-103,2.056212969439617e-102,924.8 -> 651.8,TAG1,46205.603210481,46205.603210481,48296.463561996,48296.463561996,81056.4458008
TAG(56:2)_FA 20:0,0.3141430869371316,11.162808683993012,459.5902770173065,5.9027467209877495e-102,1.5699666625960472e-101,932.9 -> 603.9,TAG2,514132.33740237,514132.33740237,340795.1434326,340795.1434326,216023.715332138
TAG(52:2)_FA 16:0,-0.31050148510069064,14.082411810421243,458.58369978127115,9.774705366012533e-102,2.581870451850207e-101,876.8 -> 603.8,TAG1,3553152.7773432,3553152.7773432,3631358.6572256,3631358.6572256,557451.97900371
TAG(48:3)_FA 18:2,0.3049222301235462,14.880433796589374,442.81921752962234,2.6356044477654766e-98,6.91394865406971e-98,818.8 -> 521.8,TAG2,8043680.25830008,8043680.25830008,5365980.10778781,5365980.10778781,146961.79016115
TAG(48:0)_FA 18:1,0.3208421954518494,8.856819899572049,440.7467335675358,7.44609417387159e-98,1.9400367813556592e-97,824.8 -> 525.8,TAG1,109120.12744139,109120.12744139,71995.705566407,71995.705566407,32212.622497544002
TAG(60:12)_FA 20:0,-0.372164827745562,6.836921152331687,440.3630859817136,9.024534061307033e-98,2.3354030712706712e-97,968.9 -> 639.9,TAG2,19188.001251221,19188.001251221,20466.721282957,20466.721282957,13729.441070559
TAG(52:6)_FA 16:1,-0.3015800943739499,13.223013740222385,431.80453142285637,6.578605230891121e-96,1.6910106063297312e-95,868.7 -> 597.7,TAG1,2073852.40075656,2073852.40075656,2106432.28823795,2106432.28823795,26351.681823726
TAG(54:4)_FA 18:0,-0.29928571672283855,14.42078542248933,426.4032302654567,9.856715704112236e-95,2.516748076449991e-94,900.8 -> 599.8,TAG1,4756825.85498046,4756825.85498046,4823877.07189871,4823877.07189871,76013.00598142
TAG(56:3)_FA 20:0,-0.30297317302618315,10.424290536415684,422.59261432505133,6.654833316649374e-94,1.6879477882627218e-93,930.8 -> 601.8,TAG2,271624.76074232,271624.76074232,276158.49908455,276158.49908455,70084.445068336
TAG(54:3)_FA 18:0,-0.29637221501449823,14.45155304661855,418.16376063975525,6.125302455536133e-93,1.543415026625223e-92,902.8 -> 601.8,TAG1,4804425.60839784,4804425.60839784,4862318.47753921,4862318.47753921,232494.875793416
TAG(60:8)_FA 20:4,-0.3613743018829493,6.844408589580121,416.5127724722523,1.4011674179117552e-92,3.5074975232692955e-92,976.9 -> 655.9,TAG2,19441.341491698,19441.341491698,20582.421371457,20582.421371457,13568.140827182
TAG(54:5)_FA 18:1,-0.29536798363440103,14.45220959953922,415.34942841811204,2.5102180542815087e-92,6.242944901232583e-92,898.8 -> 599.8,TAG1,4862228.01757748,4862228.01757748,4917393.30834911,4917393.30834911,94749.587219234
TAG(54:4)_FA 18:1,-0.29427068607037365,14.544588857503426,412.3140360204567,1.1492742489175548e-91,2.83981959571241e-91,900.8 -> 601.8,TAG1,5107253.8906241,5107253.8906241,5161272.06689505,5161272.06689505,302806.87841801
TAG(60:7)_FA 18:1,0.35035809000391194,7.145512037932164,410.0619071370109,3.5534554855453117e-91,8.724188788229837e-91,978.9 -> 679.896,TAG2,29355.502151476,29355.502151476,18976.041290284,18976.041290284,19313.0014267013
TAG(60:8)_FA 18:2,0.3497010590933598,7.151249324572205,408.97781133940776,6.118308302950287e-91,1.4925554649872358e-90,976.9 -> 679.9,TAG2,29456.622009284,29456.622009284,19050.081329346,19050.081329346,19413.521362301
TAG(52:4)_FA 16:0,-0.29007508636871876,14.862641969586932,400.8251264906781,3.6417945854750437e-89,8.827894469854062e-89,872.8 -> 599.8,TAG1,6507291.34936472,6507291.34936472,6557020.69860837,6557020.69860837,45338.363220197
TAG(52:4)_FA 20:0,-0.37197852395291214,6.319389939313021,384.5824887693495,1.2511141624002348e-85,3.01369008930371e-85,872.8 -> 543.8,TAG2,13403.5609130856,13403.5609130856,14294.960998536,14294.960998536,9665.1807708724
TAG(56:6)_FA 16:1,-0.32791265589676155,7.591177934974165,375.5329859785875,1.1681950169427258e-83,2.79636682180665e-83,924.8 -> 653.8,TAG1,26632.541839592,26632.541839592,27549.241943362,27549.241943362,41322.782897975
TAG(52:5)_FA 16:0,-0.27880110037018363,13.117570032437058,369.00467425691335,3.082535939860878e-82,7.332989223395754e-82,870.8 -> 597.8,TAG1,1945891.46313478,1945891.46313478,1945499.44702154,1945499.44702154,20699.681396484
TAG(60:4)_FA 16:1,-0.34269040496889663,6.740383239973278,367.8312987591357,5.551256436935018e-82,1.3124266761395752e-81,984.9 -> 713.9,TAG1,18540.501251221,18540.501251221,19376.141372675,19376.141372675,11631.9008560163
TAG(58:7)_FA 18:2,-0.320318451405245,7.4039861134705856,366.45435768662355,1.10713418961259e-81,2.6014257338749815e-81,950.8 -> 653.8,TAG2,29104.442108148,29104.442108148,29948.162414566,29948.162414566,19873.521270752
TAG(58:6)_FA 18:2,0.3099616615992617,7.726184869587631,357.07498773228656,1.2204053195344324e-79,2.8500929108639486e-79,952.8 -> 655.8,TAG2,43616.403320284,43616.403320284,28995.242034908,28995.242034908,28216.02200317
TAG(56:7)_FA 20:4,-0.2758082803077007,11.529087520164314,356.8260597103129,1.3826387400165262e-79,3.209397802583815e-79,922.8 -> 601.8,TAG2,575308.2221677,575308.2221677,574000.36010724,574000.36010724,190882.833312994
TAG(58:9)_FA 20:0,-0.29681270669087484,8.221694421307722,353.76574957509126,6.413670289411174e-79,1.47978055472559e-78,946.8 -> 617.8,TAG2,52353.343627907,52353.343627907,53000.403869633,53000.403869633,33157.742462141
TAG(52:5)_FA 16:1,-0.2699927421631666,14.854332040927611,347.3216783673648,1.6232611735365966e-77,3.7228085596677636e-77,870.8 -> 599.8,TAG1,6519263.90380857,6519263.90380857,6478276.44689911,6478276.44689911,45620.763244645
TAG(48:0)_FA 18:2,-0.31920833051829367,7.033945247895268,336.15634436632155,4.3849457631772286e-75,9.996632305338563e-75,824.8 -> 527.796,TAG2,21915.541549684,21915.541549684,22533.521636954,22533.521636954,17285.6612777734
TAG(54:2)_FA 20:0,-0.2736320404653377,9.49921568732997,333.56252122443203,1.610192863515447e-74,3.649135306073468e-74,904.8 -> 575.8,TAG2,139578.36889648,139578.36889648,139051.170654325,139051.170654325,49622.963806123
TAG(54:7)_FA 18:1,-0.26555416573469137,10.81057492062789,328.00028785691296,2.620180954988135e-73,5.903113563296799e-73,894.8 -> 595.8,TAG1,382973.571227981,382973.571227981,379396.745605418,379396.745605418,33174.942352293
TAG(60:4)_FA 18:2,-0.3019300061971838,7.377099420652952,325.21606763141494,1.0586611484124222e-72,2.3711533324091096e-72,984.9 -> 687.9,TAG2,29148.00216675,29148.00216675,29613.122085558,29613.122085558,18387.561195379
TAG(54:6)_FA 18:0,-0.26457489845313215,10.700037675352212,324.95496580370565,1.2067793442979775e-72,2.687188888756543e-72,896.8 -> 595.8,TAG1,355715.623596076,355715.623596076,352154.263244489,352154.263244489,28329.902130133
TAG(52:3)_FA 16:1,-0.2607060072219729,14.125822197685208,323.49788285834785,2.5061054915560253e-72,5.548198862809004e-72,874.8 -> 603.8,TAG1,3719948.7207026,3719948.7207026,3672842.3154302,3672842.3154302,604447.77929689
TAG(52:2)_FA 20:0,-0.2828126274880989,8.08516002379206,319.69638855198224,1.6866869454667045e-71,3.712650000653724e-71,876.8 -> 547.8,TAG2,51081.723571776,51081.723571776,51213.66421507,51213.66421507,21220.901458745
TAG(56:6)_FA 18:0,-0.27930206905393157,8.18564598869752,313.5240404509706,3.728635706842077e-70,8.160385575545804e-70,924.8 -> 623.8,TAG1,52920.023803727,52920.023803727,52927.763671881,52927.763671881,28117.241912837
TAG(56:6)_FA 18:1,-0.2880248176515332,7.621784500446275,310.26617753806704,1.9109080329530136e-69,4.158396458073888e-69,924.8 -> 625.8,TAG2,35831.402770991,35831.402770991,36053.982543956,36053.982543956,18554.901290896
TAG(54:0)_FA 16:0,-0.27035590402598747,8.713833006839712,305.5997844994398,1.985197962427686e-68,4.295654348077988e-68,908.9 -> 635.9,TAG1,70327.584594712,70327.584594712,69903.04492189,69903.04492189,57513.824035636
TAG(54:5)_FA 18:0,-0.2513220133349749,12.625996804264648,299.31637144953595,4.6420686932190636e-67,9.988271401701692e-67,898.8 -> 597.8,TAG1,1394900.93286097,1394900.93286097,1368307.9042974,1368307.9042974,22818.321502687
TAG(52:1)_FA20:0,-0.25908647307670674,9.230499357533507,295.2504661605911,3.5691266983972543e-66,7.636734779252226e-66,878.8 -> 549.8,TAG2,117370.82873535,117370.82873535,115754.547088627,115754.547088627,38707.923034678
TAG(56:7)_FA 18:2,-0.2686133815077943,7.684212722930329,273.8678803215875,1.6290835366383658e-61,3.4663277474027446e-61,922.8 -> 625.8,TAG2,38678.142547589,38678.142547589,38398.26275635,38398.26275635,16566.5212554912
TAG(60:2)_FA 20:0,-0.2790297205657525,7.083676961487896,263.9024545813302,2.4204610420159297e-59,5.121749055757464e-59,988.9 -> 659.896,TAG2,24316.801818847,24316.801818847,24315.781646714,24315.781646714,14049.040977474
TAG(52:2)_FA 20:4,-0.27837115100414633,6.895680520897515,251.12977360477262,1.4727906689939991e-56,3.0993342100258337e-56,876.8 -> 555.8,TAG2,20997.461502078,20997.461502078,20987.00163269,20987.00163269,13397.440948484
TAG(58:0)_FA 20:4,-0.27524568431628843,6.9270929450275585,247.872648696654,7.554908834368022e-56,1.581163980089045e-55,964.9 -> 643.9,TAG2,21659.48139953,21659.48139953,21601.841522214,21601.841522214,13165.160842893
TAG(60:9)_FA 20:0,0.2703798152371731,7.104977646726408,241.8862559967396,1.5255417279825372e-54,3.175448270746259e-54,974.9 -> 645.9,TAG2,27522.082077024,27522.082077024,18805.001342776,18805.001342776,19628.781448365
TAG(54:5)_FA 20:0,-0.2562158628521317,7.600908922796007,238.12630167367337,1.0075391599456888e-53,2.0858783689686424e-53,898.8 -> 569.8,TAG2,31665.702423103,31665.702423103,31167.582351684,31167.582351684,29862.362243653
TAG(54:8)_FA 20:4,-0.23579439010402067,8.159051759911017,224.4206477217884,9.821325572028424e-51,2.0223482226273583e-50,892.7 -> 571.7,TAG2,55146.604125962,55146.604125962,53516.183380119,53516.183380119,21182.301589976
TAG(52:4)_FA 18:0,-0.22266008625751402,9.411145472973653,221.2391353467968,4.854001962414055e-50,9.941618992537877e-50,872.8 -> 571.8,TAG1,144886.110901036,144886.110901036,139328.250030498,139328.250030498,17919.601318356
TAG(54:4)_FA 16:1,-0.23179992758555046,8.173620260237865,216.04653083587874,6.588262307710048e-49,1.3421832254536958e-48,900.8 -> 629.8,TAG1,53869.383972184,53869.383972184,52132.183654794,52132.183654794,26643.941802963
TAG(60:11)_FA 20:4,0.23683721547416892,7.846671414737797,214.01056121774408,1.8319491687688677e-48,3.71236260126178e-48,970.9 -> 649.9,TAG2,47898.423065161,47898.423065161,33497.382263174,33497.382263174,27015.021972662
TAG(54:6)_FA 18:1,-0.2109216556479092,12.612258526896587,210.8831573210103,8.81429926937492e-48,1.776777168510839e-47,896.8 -> 597.8,TAG1,1402044.18707325,1402044.18707325,1337335.74114987,1337335.74114987,24243.701782225
TAG(56:6)_FA 20:4,0.20731213527320633,13.325574893108957,204.09926512676716,2.662714691426581e-46,5.339370297467961e-46,924.8 -> 603.8,TAG2,2188900.8300781,2188900.8300781,1562442.01660107,1562442.01660107,1049822.17651351
TAG(50:4)_FA 18:2,0.20455973571541286,14.576144221005318,199.41673137218658,2.7997230584555748e-45,5.5848642259816935e-45,846.8 -> 549.8,TAG2,6167019.3613282,6167019.3613282,4410437.71264704,4410437.71264704,427319.77294929
TAG(54:0)_FA 16:1,0.2228078936589674,7.816002846641166,188.87127936802153,5.606736425703537e-43,1.1126321508002356e-42,908.9 -> 637.9,TAG1,46953.543518081,46953.543518081,33157.462310798,33157.462310798,25807.841674801
TAG(54:6)_FA 20:4,-0.1978166710770757,11.567315586475445,183.73095611837147,7.427561812935568e-42,1.4663691620383108e-41,896.8 -> 575.8,TAG2,600293.76562523,600293.76562523,567410.799499484,567410.799499484,215899.05493164
TAG(58:6)_FA 20:0,-0.22220102879646336,7.608064113712531,183.58781970544757,7.981699858086056e-42,1.5676877157163894e-41,952.8 -> 623.8,TAG2,35660.542724614,35660.542724614,34281.702331529,34281.702331529,20359.50138856
TAG(56:5)_FA 18:0,-0.22626874232124258,7.341581076527194,181.98105205486513,1.7901485207779885e-41,3.4980963441733143e-41,926.8 -> 625.8,TAG1,29471.582214357,29471.582214357,28412.041885397,28412.041885397,17297.901062011
TAG(60:5)_FA 16:1,0.2417303481597806,6.508669052364558,171.24584471073786,3.9542784608060473e-39,7.687759647150843e-39,982.9 -> 711.9,TAG1,19141.961410521,19141.961410521,13341.4409179641,13341.4409179641,10224.4006042472
TAG(48:3)_FA 16:0,0.20222157801789578,8.520453321417431,170.91263775220784,4.675632274345539e-39,9.044278591284553e-39,818.8 -> 545.8,TAG1,83372.326751725,83372.326751725,59721.68386841,59721.68386841,25080.901840201
TAG(58:3)_FA 20:4,-0.22060902624121678,7.275789499462854,170.3490068419624,6.207837771867101e-39,1.1947748073492963e-38,958.9 -> 637.9,TAG2,27839.841888432,27839.841888432,26733.881896976,26733.881896976,17605.881286619
TAG(58:4)_FA 18:2,-0.2054091669621745,7.956556411447305,165.65283341682337,6.587211629429639e-38,1.261451027035776e-37,956.9 -> 659.9,TAG2,47127.343414291,47127.343414291,44780.863098147,44780.863098147,21978.60153198
TAG(54:2)_FA 18:0,-0.18610486436388143,14.210828094393724,164.9486417424153,9.387049105746284e-38,1.7886765211446902e-37,904.8 -> 603.8,TAG1,3745542.6718746,3745542.6718746,3511744.3867172,3511744.3867172,1408184.19921906
TAG(58:5)_FA 18:2,-0.20896778189893842,7.5791832917487465,161.60622284975602,5.043344136168688e-37,9.562380218577264e-37,954.8 -> 657.8,TAG2,35070.042297359,35070.042297359,33406.202270486,33406.202270486,20103.781593312
TAG(52:6)_FA 20:0,0.2053453688747484,7.924006296873548,160.31067920769132,9.677631279668157e-37,1.8258782168043863e-36,868.7 -> 539.7,TAG2,46449.523590104,46449.523590104,33200.982513442,33200.982513442,37056.002838112
TAG(58:2)_FA 16:0,0.21137361389599946,7.285278189738332,155.87302633913146,9.024311893592071e-36,1.6942703211989036e-35,960.9 -> 687.9,TAG1,32314.562622086,32314.562622086,23001.341674806,23001.341674806,18013.4413414032
TAG(54:2)_FA 16:0,-0.19236224146280353,8.656814210991852,155.64047868335334,1.0144516389183768e-35,1.8952925741743333e-35,904.8 -> 631.8,TAG1,75643.76550293,75643.76550293,71230.345275875,71230.345275875,39348.403076166
TAG(48:2)_FA 18:2,0.18083688465036415,13.599180178740513,155.572121886951,1.0499510222905679e-35,1.952093405520813e-35,820.8 -> 523.8,TAG2,3042147.7812497,3042147.7812497,2211708.95837395,2211708.95837395,360951.68237299
TAG(60:3)_FA 16:1,0.2286156130503123,6.629868775266819,154.55786558192156,1.7490997416018566e-35,3.236257009823725e-35,986.9 -> 715.9,TAG1,19498.441421508,19498.441421508,13714.000915528,13714.000915528,14326.861053466
TAG(54:3)_FA 16:1,-0.18418747152673032,8.742665221503724,143.67166217019764,4.191577610094788e-33,7.718145310895692e-33,902.8 -> 631.8,TAG1,80431.385437012,80431.385437012,75310.68505857,75310.68505857,42010.542663546
TAG(52:0)_FA 20:4,-0.20630560922584537,7.0072193016743665,140.26140114919255,2.3337359781287237e-32,4.276654926427278e-32,880.8 -> 559.8,TAG2,22698.761718752,22698.761718752,21582.001525878,21582.001525878,16182.9012146
TAG(60:11)_FA 16:0,-0.22545227343317178,6.397743336401037,137.719509521182,8.393297807673955e-32,1.5307776477805356e-31,970.9 -> 697.9,TAG1,13283.1609649641,13283.1609649641,12798.380905151,12798.380905151,15258.240951536
TAG(56:3)_FA 18:1,0.17557965360741817,9.396705285761488,136.20626428928233,1.7984361849285935e-31,3.2644599944438453e-31,930.8 -> 631.796,TAG2,145312.13012698,145312.13012698,106030.807434113,106030.807434113,61593.224609378
TAG(56:4)_FA 18:2,0.17547450246730215,9.386640127551107,136.0037800162499,1.9915095945831474e-31,3.59786874870446e-31,928.8 -> 631.8,TAG2,144744.94921875,144744.94921875,105624.64715573,105624.64715573,60145.564392116
TAG(60:0)_FA 18:2,-0.22418956445676358,6.268326704368915,135.45883731458247,2.6204424596376228e-31,4.711875408644176e-31,992.9 -> 695.9,TAG2,13127.380996702,13127.380996702,12637.2209091205,12637.2209091205,10985.3207397472
TAG(48:0)_FA 16:0,0.16841422241287815,13.561823619460156,134.86669265107204,3.530977443531546e-31,6.3194596302457106e-31,824.8 -> 551.8,TAG1,2637263.7539072,2637263.7539072,1933930.3515625,1933930.3515625,1038101.35058598
TAG(52:6)_FA 18:2,0.17142584713412565,10.123606017537583,134.54970228438634,4.142210741063257e-31,7.378914948033616e-31,868.7 -> 571.7,TAG2,272376.018615714,272376.018615714,199319.374084566,199319.374084566,30585.602142329
TAG(60:5)_FA 18:0,-0.218129894868682,6.42600467858191,133.03912203812,8.864757468976513e-31,1.5718528289898168e-30,982.9 -> 681.9,TAG1,14343.840972899,14343.840972899,13750.380966188,13750.380966188,13223.7209701543
TAG(60:6)_FA 20:4,-0.19631023991699184,7.178153253194549,132.58745742576608,1.1129414643977683e-30,1.9643160408495172e-30,980.9 -> 659.9,TAG2,26361.1219635,26361.1219635,24891.121826177,24891.121826177,16139.201126097
TAG(58:9)_FA 16:1,0.16616423877469488,11.908093107948128,129.76061298682708,4.6230095425484056e-30,8.12207639814697e-30,946.8 -> 675.8,TAG1,720078.53002921,720078.53002921,528864.51733394,528864.51733394,586767.71972651
TAG(52:5)_FA 18:1,-0.1692922830483238,9.574121726961792,128.84597614975087,7.32906850212768e-30,1.2817503362168498e-29,870.8 -> 571.8,TAG1,165520.393249334,165520.393249334,153390.550750717,153390.550750717,20081.181518553
TAG(56:0)_FA 18:2,-0.18116589320181375,7.222800742553307,114.7319875990457,9.008595582962542e-27,1.5683145946702972e-26,936.9 -> 639.896,TAG2,28086.641967753,28086.641967753,26243.481903074,26243.481903074,14522.221069337
TAG(56:1)_FA 16:0,-0.16364199534237872,8.780197165076737,113.60136788766053,1.5932443898624165e-26,2.761142992385998e-26,934.9 -> 661.9,TAG1,82196.36547852,82196.36547852,75875.02490234,75875.02490234,45650.143035902
TAG(56:2)_FA 16:1,-0.15778280460380292,8.827148580704687,105.97896742501682,7.45219759797856e-25,1.2856719279395443e-24,932.9 -> 661.9,TAG1,84981.026000995,84981.026000995,78127.58581544,78127.58581544,47459.562988279
TAG(60:11)_FA 18:0,0.18840481547869406,6.471823971634261,102.66049770361842,3.977979474768587e-24,6.832135151732597e-24,970.9 -> 669.9,TAG1,18123.121322632,18123.121322632,13106.960823059,13106.960823059,10579.4207305929
TAG(54:1)_FA 18:1,0.14755213294722552,12.208180398907867,102.63334559882409,4.032876419492588e-24,6.895498520828845e-24,906.8 -> 607.8,TAG1,875776.52197288,875776.52197288,651569.38720719,651569.38720719,734094.1298827
TAG(58:2)_FA 20:0,0.16378941369520453,7.716945480781766,100.96362081832055,9.36884504479144e-24,1.5947856231800542e-23,960.9 -> 631.9,TAG2,43492.92288206,43492.92288206,31996.162200913,31996.162200913,22950.84152222
TAG(60:4)_FA 16:0,0.18217241892468045,6.567966678760186,99.61085685394826,1.854848481262342e-23,3.1433936651481284e-23,984.9 -> 711.9,TAG1,19922.221405015,19922.221405015,14470.480911254,14470.480911254,9760.620712282
TAG(52:5)_FA 20:0,-0.1741210113669706,6.841289784520486,98.2301993536764,3.7246617312374234e-23,6.284341158871952e-23,870.8 -> 541.8,TAG2,21755.741622936,21755.741622936,20229.021438607,20229.021438607,10709.740848541
TAG(54:2)_FA 20:4,-0.16430925922771253,7.431221704635755,98.1333815334553,3.911294658522175e-23,6.570288834271898e-23,904.8 -> 583.8,TAG2,32958.742080689,32958.742080689,30438.121932984,30438.121932984,15939.46113586
TAG(56:3)_FA 16:1,0.15696830073034496,8.037344574500732,97.6022346443144,5.1146177303229096e-23,8.554142317526963e-23,930.8 -> 659.8,TAG1,56737.48406982,56737.48406982,41937.523010245,41937.523010245,22572.421646124
TAG(52:5)_FA 18:2,-0.14287814076989394,12.040310846663207,96.45866831407848,9.112645582055145e-23,1.5174535904030957e-22,870.8 -> 573.8,TAG2,951155.06213382,951155.06213382,865459.870056711,865459.870056711,53969.083923335
TAG(60:12)_FA 16:1,-0.18650003990964445,6.396964812891553,93.33542517303677,4.414201981382383e-22,7.318785103330964e-22,968.9 -> 697.9,TAG1,13172.620925902,13172.620925902,12353.7807998666,12353.7807998666,16125.1412277163
TAG(54:7)_FA 16:1,-0.15066518583586588,8.303445279121572,92.35476567117159,7.2451330698044e-22,1.1960715369547782e-21,894.8 -> 623.8,TAG1,59746.044128424,59746.044128424,54657.404083263,54657.404083263,31719.182220434
TAG(60:4)_FA 18:0,-0.17362720606298684,6.6313145609740545,90.73541952293651,1.642269653401536e-21,2.6995247950763444e-21,984.9 -> 683.9,TAG1,17582.321365355,17582.321365355,16342.881225583,16342.881225583,12869.3609008776
TAG(54:3)_FA 18:1,-0.13497726873797888,14.401274996723952,86.82121546343531,1.1878839915871697e-20,1.944271661443957e-20,902.8 -> 603.8,TAG1,4283996.0585927,4283996.0585927,3876736.3789063,3876736.3789063,1778007.96679718
TAG(60:6)_FA 16:1,0.18857923886049896,6.152587373393071,86.19502299907808,1.630374708767973e-20,2.6571638870558882e-20,980.9 -> 709.9,TAG1,12158.260833741,12158.260833741,8792.0006103464,8792.0006103464,14912.32121277
TAG(60:0)_FA 20:4,-0.1724201313516858,6.52027889571015,85.1116896117769,2.819785642144148e-20,4.576177546361054e-20,992.9 -> 671.9,TAG2,15448.4010429368,15448.4010429368,14347.3811035181,14347.3811035181,14429.4208526611
TAG(50:4)_FA 18:1,0.13488473195139078,10.894523691085421,84.69277866915515,3.485210358560903e-20,5.632217583665931e-20,846.8 -> 547.8,TAG1,441760.11499024,441760.11499024,331563.82177726,331563.82177726,93089.90637205
TAG(48:3)_FA 18:0,-0.16175512769375275,6.9548116079474465,84.37724000282229,4.08827168159501e-20,6.5790254371886094e-20,818.8 -> 517.8,TAG1,21537.201599123,21537.201599123,19854.901382449,19854.901382449,17634.96122742
TAG(58:4)_FA 18:1,-0.15590504174976746,7.217210322454445,84.32635779114996,4.1948528475365244e-20,6.722295567391166e-20,956.9 -> 657.9,TAG2,27555.962097167,27555.962097167,25300.721771242,25300.721771242,16365.481170653
TAG(58:3)_FA 18:0,-0.16138913544836872,6.882342743740327,83.40031117305888,6.701144577778594e-20,1.0693909888705007e-19,958.9 -> 657.9,TAG1,21076.981506352,21076.981506352,19425.701324458,19425.701324458,15085.181060791
TAG(48:1)_FA 18:2,0.13559842348519974,9.736994259600912,82.95363816945869,8.400060732260402e-20,1.334947410977483e-19,822.8 -> 525.8,TAG2,196885.61584474,196885.61584474,147699.750778347,147699.750778347,43362.703033434
TAG(60:9)_FA 18:0,-0.14723541406638962,7.761789565214072,81.01551031271792,2.239530339189745e-19,3.54438066078377e-19,974.9 -> 673.9,TAG1,37440.762664772,37440.762664772,34170.562530512,34170.562530512,31638.04228209
TAG(58:10)_FA 16:0,-0.1531661149700983,7.089801194011437,77.73144762202148,1.1804685247340166e-18,1.8605738476260426e-18,944.8 -> 671.8,TAG1,23537.881622317,23537.881622317,21570.501556396,21570.501556396,19840.021392822
TAG(52:4)_FA 18:2,-0.12590337951536304,13.536617950964027,75.42383224968638,3.79778229780748e-18,5.961273033033872e-18,872.8 -> 575.8,TAG2,2598659.6777336,2598659.6777336,2336872.95617681,2336872.95617681,401849.28955078
TAG(48:0)_FA 16:1,0.1281676352384875,9.81526470270924,73.9553380505105,7.990458666712641e-18,1.2491206813677313e-17,824.8 -> 553.8,TAG1,189037.73413085,189037.73413085,142544.73071286,142544.73071286,87574.925842268
TAG(58:8)_FA 16:0,0.12226136240417704,11.906459560079114,70.26356042899144,5.188736732912116e-17,8.078399059777807e-17,948.8 -> 675.8,TAG1,705543.55249009,705543.55249009,534200.73486353,534200.73486353,593694.08081056
TAG(54:1)_FA 16:1,-0.1257649241231099,9.013567535393467,67.85942171178534,1.7557759894194056e-16,2.7225190443223983e-16,906.8 -> 635.8,TAG1,92474.40759278,92474.40759278,83150.64636231,83150.64636231,67597.744812014
